Feb 21 08:38:19 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 21 08:38:20 ubuntu dstat.sh[59668]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 21 08:38:20 ubuntu dstat.sh[59668]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 21 08:38:20 ubuntu dstat.sh[59668]: 21-02 08:38:20|                   | 988M 1648M  159M 4846M|           |           |           |           |1.11 0.92 0.53|4.0   0    |           |           | 10    6    0   17    0
Feb 21 08:38:21 ubuntu dstat.sh[59668]: 21-02 08:38:21| 22  22  53   1   0| 981M 1653M  159M 4847M|1863k   50k|   0    13M|   0   431 |8532  6518 |1.11 0.92 0.53|2.5   0 427|   0     0 |           | 10    6    0   17    0
Feb 21 08:38:22 ubuntu dstat.sh[59668]: 21-02 08:38:22| 20  22  57   0   0| 984M 1648M  159M 4850M|  18k 9220B|   0  1471k|   0   240 |7052  5282 |1.10 0.93 0.54|2.0   0 394|   0     0 |           | 10    5    0   17    1
Feb 21 08:38:23 ubuntu dstat.sh[59668]: 21-02 08:38:23| 30  18  51   0   0| 986M 1645M  159M 4850M|  38k   12k|   0  1583k|   0  50.0 |5323  6281 |1.10 0.93 0.54|3.0   0 255|   0     0 |           | 10    5    0   17    1
Feb 21 08:38:24 ubuntu dstat.sh[59668]: 21-02 08:38:24| 29  12  57   0   0|1115M 1515M  159M 4972M|  21k   12k|   0  1426k|   0  41.9 |5063  6714 |1.10 0.93 0.54|  0 1.0 124|   0     0 |           | 11    5    0   17    1
Feb 21 08:38:25 ubuntu dstat.sh[59668]: 21-02 08:38:25| 22   8  68   1   0|1129M 1477M  160M 4994M| 172k 9444B|  16k 2334k|1.00  66.2 |3056  2284 |1.10 0.93 0.54|2.0   0  82|   0     0 |           | 11    6    0   17    2
Feb 21 08:38:26 ubuntu dstat.sh[59668]: 21-02 08:38:26| 37  14  48   0   0|1137M 1445M  161M 5014M|4332B 1239B|   0  5192k|   0  80.8 |4543  3040 |1.10 0.93 0.54|2.0   0 170|   0     0 |           | 11    8    0   17    2
Feb 21 08:38:27 ubuntu dstat.sh[59668]: 21-02 08:38:27| 42   8  48   0   0|1200M 1369M  161M 5026M|4805B 1567B| 344k 2225k|15.0  39.0 |3507  2292 |1.18 0.94 0.54|2.0   0  35|   0     0 |           | 11    6    0   19    2
Feb 21 08:38:28 ubuntu dstat.sh[59668]: 21-02 08:38:28| 44   5  48   1   0|1224M 1320M  162M 5047M|4232B 1512B| 248k 4584k|8.00   145 |3424  2464 |1.18 0.94 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
Feb 21 08:38:29 ubuntu dstat.sh[59668]: 21-02 08:38:29| 36   6  46   9   0|1249M 1257M  164M 5079M|4590B 1511B|  16k   29M|1.00  2093 |  10k   19k|1.18 0.94 0.54|2.0   0  43|   0     0 |           | 11    8    0   19    2
Feb 21 08:38:30 ubuntu dstat.sh[59668]: 21-02 08:38:30| 35   7  47   7   0|1186M 1326M  165M 5071M|  10k 3848B|   0    48M|   0  3120 |  13k   23k|1.18 0.94 0.54|3.0   0  64|   0     0 |           | 11    4    0   19    0
Feb 21 08:38:31 ubuntu dstat.sh[59668]: 21-02 08:38:31| 42   8  49   0   0|1235M 1276M  165M 5071M|5402B 1613B|   0   887k|   0  43.1 |3440  1993 |1.18 0.94 0.54|2.0   0  69|   0     0 |           | 11    4    0   19    0
Feb 21 08:38:32 ubuntu dstat.sh[59668]: 21-02 08:38:32| 41   5  53   0   0|1250M 1257M  165M 5076M|  11k 3845B|   0  2203k|   0  62.0 |2930  1669 |1.24 0.96 0.55|2.0   0  17|   0     0 |           | 11    4    0   19    0
