May 30 05:37:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 30 05:37:01 ubuntu dstat.sh[64860]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 30 05:37:01 ubuntu dstat.sh[64860]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 30 05:37:01 ubuntu dstat.sh[64860]: 30-05 05:37:01|                   | 949M 1375M  162M 5138M|           |           |           |           |1.21 0.92 0.53|2.0   0    |           |           | 10    4    0   17    0
May 30 05:37:02 ubuntu dstat.sh[64860]: 30-05 05:37:02| 13  21  64   0   0| 956M 1368M  162M 5138M|  16k 2964B|   0   404k|   0  21.0 |5572  4044 |1.21 0.92 0.53|1.5   0 371|   0     0 |           | 10    4    0   17    0
May 30 05:37:03 ubuntu dstat.sh[64860]: 30-05 05:37:03| 19  21  57   1   0| 976M 1348M  163M 5139M|  33k   12k|   0  1429k|   0  34.0 |5629  4101 |1.19 0.92 0.53|1.0   0 373|   0     0 |           | 10    6    0   17    0
May 30 05:37:04 ubuntu dstat.sh[64860]: 30-05 05:37:04| 26  19  53   0   0| 983M 1339M  163M 5139M|  37k   16k|   0  5561k|   0  91.9 |5960  5291 |1.19 0.92 0.53|3.0   0 279|   0     0 |           | 10    6    0   17    0
May 30 05:37:05 ubuntu dstat.sh[64860]: 30-05 05:37:05| 27  13  56   0   0|1096M 1226M  163M 5262M|  44k   15k|   0  2000k|   0  60.0 |5143  6859 |1.19 0.92 0.53|1.0   0 129|   0     0 |           | 11    6    0   17    0
May 30 05:37:06 ubuntu dstat.sh[64860]: 30-05 05:37:06| 31  11  57   0   0|1096M 1209M  163M 5278M| 186k   15k|   0  2038k|   0  59.9 |3933  2692 |1.19 0.92 0.53|3.0   0 110|   0     0 |           | 11    7    0   17    1
May 30 05:37:07 ubuntu dstat.sh[64860]: 30-05 05:37:07| 37  13  47   1   0|1144M 1145M  164M 5290M|4254B 1590B|  32k 5519k|2.00   275 |4556  3466 |1.19 0.92 0.53|2.0   0 171|   0     0 |           | 11    6    0   19    2
May 30 05:37:08 ubuntu dstat.sh[64860]: 30-05 05:37:08| 44   5  49   0   0|1189M 1080M  165M 5307M|4461B 1459B|   0  1333k|   0  33.0 |2951  1655 |1.26 0.94 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 30 05:37:09 ubuntu dstat.sh[64860]: 30-05 05:37:09| 39   6  47   5   0|1228M 1014M  166M 5331M|2294B  270B|   0    21M|   0  1252 |6659    10k|1.26 0.94 0.54|1.0   0  10|   0     0 |           | 11    8    0   19    2
May 30 05:37:10 ubuntu dstat.sh[64860]: 30-05 05:37:10| 30   8  46  14   0|1238M  968M  168M 5361M|4074B 1351B|   0    36M|   0  2513 |  13k   23k|1.26 0.94 0.54|2.0 1.0  45|   0     0 |           | 11    8    0   19    2
May 30 05:37:11 ubuntu dstat.sh[64860]: 30-05 05:37:11| 39  10  44   6   0|1211M 1000M  169M 5354M|4908B 1934B|   0    35M|   0  2313 |9601    16k|1.26 0.94 0.54|1.0 2.0 104|   0     0 |           | 11    4    0   19    0
May 30 05:37:12 ubuntu dstat.sh[64860]: 30-05 05:37:12| 41   7  50   2   0|1247M  964M  169M 5354M|  10k 3724B|   0    10M|   0   678 |4185  4383 |1.26 0.94 0.54|3.0   0  34|   0     0 |           | 11    5    0   19    0
May 30 05:37:13 ubuntu dstat.sh[64860]: 30-05 05:37:13| 45   5  48   1   0|1261M  943M  169M 5360M|5752B 2470B|   0  6803k|   0   373 |3455  2591 |1.32 0.96 0.55|4.0   0 4.0|   0     0 |           | 11    4    0   19    0
May 30 05:37:14 ubuntu dstat.sh[64860]: 30-05 05:37:14| 44   9  45   0   0|1283M  919M  169M 5361M|4808B 1405B|   0  2867k|   0   194 |  12k   21k|1.32 0.96 0.55|2.0   0  23|   0     0 |           | 11    4    0   19    0
May 30 05:37:15 ubuntu dstat.sh[64860]: 30-05 05:37:15| 42  10  45   0   0|1318M  885M  169M 5362M|3670B  593B|   0   216k|   0  6.99 |  10k   17k|1.32 0.96 0.55|4.0   0  19|   0     0 |           | 11    4    0   19    0
May 30 05:37:16 ubuntu dstat.sh[64860]: 30-05 05:37:16| 38  13  48   0   0|1259M  952M  169M 5354M|5250B 1624B|   0   285k|   0  18.0 |4554  3247 |1.32 0.96 0.55|3.0   0 252|   0     0 |           | 11    4    0   19    0
May 30 05:37:17 ubuntu dstat.sh[64860]: 30-05 05:37:17| 16  24  59   0   0|1154M 1057M  169M 5355M|5935B 1661B|   0    48k|   0  12.0 |6043  4786 |1.32 0.96 0.55|2.0   0 455|   0     0 |           | 11    4    0   19    0
May 30 05:37:18 ubuntu dstat.sh[64860]: 30-05 05:37:18| 24  15  61   0   0|1161M 1050M  169M 5355M|6365B 1621B|   0  4099B|   0  1.00 |6541  7782 |1.29 0.96 0.55|3.0   0 245|   0     0 |           | 11    4    0   19    0
May 30 05:37:19 ubuntu dstat.sh[64860]: 30-05 05:37:19| 45   9  46   0   0|1227M  983M  169M 5355M|6948B 1617B|   0    15M|   0  78.9 |3246  1850 |1.29 0.96 0.55|3.0   0  56|   0     0 |           | 11    5    0   19    0
