May 22 01:27:52 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 22 01:27:52 ubuntu dstat.sh[65024]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 22 01:27:52 ubuntu dstat.sh[65024]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 22 01:27:52 ubuntu dstat.sh[65024]: 22-05 01:27:52|                   | 908M 1507M  161M 5057M|           |           |           |           |1.15 0.89 0.53|2.0   0    |           |           | 10    2    0   15    0
May 22 01:27:53 ubuntu dstat.sh[65024]: 22-05 01:27:53| 11  21  67   0   0| 911M 1503M  161M 5057M|4981B 1620B|   0   188k|   0  10.0 |5514  5099 |1.15 0.89 0.53|4.0   0 379|   0     0 |           | 10    2    0   15    0
May 22 01:27:54 ubuntu dstat.sh[65024]: 22-05 01:27:54| 12  22  65   0   0| 875M 1540M  161M 5057M|4727B 1658B|   0    24k|   0  7.99 |5628  8904 |1.15 0.89 0.53|2.0   0 356|   0     0 |           | 10    2    0   16    0
May 22 01:27:55 ubuntu dstat.sh[65024]: 22-05 01:27:55| 13  20  66   0   0| 863M 1552M  161M 5057M|4827B 1624B|   0   277k|   0  60.1 |5528  4815 |1.15 0.89 0.53|2.0   0 262|   0     0 |           | 10    2    0   16    0
May 22 01:27:56 ubuntu dstat.sh[65024]: 22-05 01:27:56| 18  16  64   0   0| 893M 1522M  161M 5078M|5407B 1622B|   0  3264k|   0  14.0 |6558  7966 |1.15 0.89 0.53|1.0   0 190|   0     0 |           | 11    2    0   15    0
May 22 01:27:57 ubuntu dstat.sh[65024]: 22-05 01:27:57| 14  11  73   0   0|1016M 1398M  161M 5179M|5449B 1617B|   0    76k|   0  8.98 |3634  2627 |1.14 0.90 0.53|2.0   0 100|   0     0 |           | 11    4    0   15    0
May 22 01:27:58 ubuntu dstat.sh[65024]: 22-05 01:27:58| 13  14  71   0   0|1026M 1388M  161M 5179M|5176B 1458B|   0   408k|   0  21.0 |4179  3041 |1.14 0.90 0.53|1.0   0 180|   0     0 |           | 11    4    0   17    0
May 22 01:27:59 ubuntu dstat.sh[65024]: 22-05 01:27:59| 22   5  74   0   0|1100M 1313M  161M 5181M|5760B 1620B|  32k 1116k|2.00  13.0 |1731  1422 |1.14 0.90 0.53|1.0   0   0|   0     0 |           | 11    4    0   17    0
May 22 01:28:00 ubuntu dstat.sh[65024]: 22-05 01:28:00| 21   4  72   3   0|1139M 1272M  161M 5181M|5840B 1621B|  36k 5747k|9.00   386 |3377  4491 |1.14 0.90 0.53|2.0 1.0  10|   0     0 |           | 11    6    0   17    0
May 22 01:28:01 ubuntu dstat.sh[65024]: 22-05 01:28:01| 11   4  67  13   0|1139M 1263M  162M 5189M|4518B 1458B|   0    34M|   0  2986 |  14k   25k|1.14 0.90 0.53|2.0 1.0  45|   0     0 |           | 11    6    0   17    0
May 22 01:28:02 ubuntu dstat.sh[65024]: 22-05 01:28:02| 19   7  67   6   0|1036M 1365M  163M 5190M|5026B 1615B|   0    32M|   0  2356 |9631    17k|1.12 0.90 0.54|3.0   0  66|   0     0 |           | 11    4    0   17    0
May 22 01:28:03 ubuntu dstat.sh[65024]: 22-05 01:28:03| 20   7  73   0   0|1111M 1290M  163M 5190M|4512B 1624B|   0   646k|   0  32.1 |2336  1697 |1.12 0.90 0.54|1.0   0  37|   0     0 |           | 11    4    0   17    0
May 22 01:28:04 ubuntu dstat.sh[65024]: 22-05 01:28:04| 24   2  72   1   0|1144M 1257M  163M 5190M|5264B 1615B|   0  7334k|   0   414 |2625  3036 |1.12 0.90 0.54|2.0   0   0|   0     0 |           | 11    4    0   17    0
May 22 01:28:05 ubuntu dstat.sh[65024]: 22-05 01:28:05| 22   5  73   0   0|1116M 1285M  163M 5190M|4794B 1557B|   0   128k|   0  10.0 |1989  1495 |1.12 0.90 0.54|1.0   0  10|   0     0 |           | 11    4    0   17    0
May 22 01:28:06 ubuntu dstat.sh[65024]: 22-05 01:28:06| 24   2  73   0   0|1105M 1296M  163M 5190M|4907B 1616B|   0    20k|   0  2.99 |1714  1143 |1.12 0.90 0.54|2.0   0 4.0|   0     0 |           | 11    4    0   17    0
May 22 01:28:07 ubuntu dstat.sh[65024]: 22-05 01:28:07|  7  21  70   0   0|1097M 1304M  163M 5190M|4873B 1624B|   0  8213B|   0  2.01 |5176  3537 |1.27 0.93 0.55|1.0   0 283|   0     0 |           | 11    4    0   17    0
