Apr 10 16:15:44 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 10 16:15:45 ubuntu dstat.sh[65148]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 10 16:15:45 ubuntu dstat.sh[65148]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 10 16:15:45 ubuntu dstat.sh[65148]: 10-04 16:15:45|                   | 939M 1403M  164M 5119M|           |           |           |           |1.30 0.95 0.54|1.0   0    |           |           | 10    4    0   17    1
Apr 10 16:15:46 ubuntu dstat.sh[65148]: 10-04 16:15:46| 19  21  58   0   0| 944M 1398M  164M 5119M|  42k   13k|   0  1547k|   0  61.0 |5672  4303 |1.30 0.95 0.54|1.5   0 371|   0     0 |           | 10    4    0   17    1
Apr 10 16:15:47 ubuntu dstat.sh[65148]: 10-04 16:15:47| 22  22  54   0   0| 984M 1357M  164M 5120M|  25k   14k|   0  1874k|   0  61.0 |5624  4150 |1.30 0.95 0.54|3.0   0 358|   0     0 |           | 10    5    0   17    1
Apr 10 16:15:48 ubuntu dstat.sh[65148]: 10-04 16:15:48| 27  20  51   0   0| 974M 1366M  164M 5120M|  41k   13k|   0  5104k|   0  69.9 |5620  5482 |1.30 0.95 0.54|2.0   0 290|   0     0 |           | 10    5    0   17    1
Apr 10 16:15:49 ubuntu dstat.sh[65148]: 10-04 16:15:49| 31  16  49   0   0|1100M 1233M  164M 5250M|  97k   15k|   0  1584k|   0  49.0 |5538  8640 |1.30 0.95 0.54|  0   0 147|   0     0 |           | 11    5    0   17    1
Apr 10 16:15:50 ubuntu dstat.sh[65148]: 10-04 16:15:50| 28   8  64   1   0|1128M 1181M  165M 5269M|  94k 2898B|   0  1956k|   0  74.2 |3287  2537 |1.51 1.00 0.56|2.0   0  76|   0     0 |           | 11    6    0   17    2
Apr 10 16:15:51 ubuntu dstat.sh[65148]: 10-04 16:15:51| 37  13  47   0   0|1143M 1148M  166M 5285M|4628B 1452B|   0  1645k|   0  40.8 |4571  3015 |1.51 1.00 0.56|2.0   0 174|   0     0 |           | 11    8    0   18    2
Apr 10 16:15:52 ubuntu dstat.sh[65148]: 10-04 16:15:52| 41   9  48   2   0|1221M 1045M  167M 5306M|4795B 1464B|  32k 4438k|2.01   142 |3747  2809 |1.51 1.00 0.56|2.0   0  30|   0     0 |           | 11    6    0   19    2
Apr 10 16:15:53 ubuntu dstat.sh[65148]: 10-04 16:15:53| 43   6  48   1   0|1250M  985M  168M 5333M|4747B 1455B|   0  3959k|   0   104 |3265  2195 |1.51 1.00 0.56|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 10 16:15:54 ubuntu dstat.sh[65148]: 10-04 16:15:54| 32   7  49  11   0|1266M  950M  169M 5349M|9151B 2893B|   0    36M|   0  2719 |  10k   21k|1.51 1.00 0.56|1.0   0  46|   0     0 |           | 11    9    0   19    2
Apr 10 16:15:55 ubuntu dstat.sh[65148]: 10-04 16:15:55| 36   8  44  11   0|1223M 1005M  170M 5336M|7034B 3013B|   0    42M|   0  3481 |  13k   23k|1.71 1.05 0.58|3.0   0  66|   0     0 |           | 11    4    0   19    0
Apr 10 16:15:56 ubuntu dstat.sh[65148]: 10-04 16:15:56| 36  10  53   0   0|1256M  967M  170M 5340M|  12k 3941B|   0  2089k|   0  99.9 |3390  2284 |1.71 1.05 0.58|2.0   0  81|   0     0 |           | 11    4    0   19    0
Apr 10 16:15:57 ubuntu dstat.sh[65148]: 10-04 16:15:57| 42   7  50   1   0|1280M  942M  170M 5341M|  11k 3562B|   0  8143k|   0   458 |3723  3208 |1.71 1.05 0.58|1.0   0  25|   0     0 |           | 11    5    0   19    0
Apr 10 16:15:58 ubuntu dstat.sh[65148]: 10-04 16:15:58| 43   9  46   0   0|1253M  963M  170M 5346M|8691B 2637B|   0  1912k|   0  97.2 |  12k   19k|1.71 1.05 0.58|2.0   0  22|   0     0 |           | 11    4    0   19    0
Apr 10 16:15:59 ubuntu dstat.sh[65148]: 10-04 16:15:59| 42  10  46   0   0|1259M  955M  171M 5347M|5288B 1455B|   0   244k|   0  12.0 |  11k   18k|1.71 1.05 0.58|2.0   0  15|   0     0 |           | 11    4    0   19    0
Apr 10 16:16:00 ubuntu dstat.sh[65148]: 10-04 16:16:00| 39  12  48   1   0|1184M 1043M  171M 5336M|5109B 1623B|   0  3494k|   0   262 |4131  2571 |1.74 1.07 0.59|2.0   0 156|   0     0 |           | 11    4    0   19    0
