Jun 29 19:58:43 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 29 19:58:44 ubuntu dstat.sh[65414]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 29 19:58:44 ubuntu dstat.sh[65414]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 29 19:58:44 ubuntu dstat.sh[65414]: 29-06 19:58:44|                   | 981M 1380M  164M 5103M|           |           |           |           |1.19 0.87 0.48|2.0   0    |           |           | 11    6    0   18    0
Jun 29 19:58:45 ubuntu dstat.sh[65414]: 29-06 19:58:45| 24  22  53   1   0| 988M 1372M  164M 5102M|  26k   15k|   0  3068k|   0   112 |7387  9447 |1.26 0.89 0.48|3.5   0 590|   0     0 |           | 10    6    0   18    0
Jun 29 19:58:46 ubuntu dstat.sh[65414]: 29-06 19:58:46| 27  19  52   0   0| 987M 1372M  164M 5101M|  44k   14k|   0  2237k|   0  93.0 |7054  8028 |1.33 0.91 0.49|2.0   0 478|   0     0 |           | 10    6    0   19    0
Jun 29 19:58:47 ubuntu dstat.sh[65414]: 29-06 19:58:47| 33  15  50   0   0|1093M 1244M  164M 5244M| 180k   13k|   0  1949k|   0  52.9 |6726  8091 |1.33 0.91 0.49|1.0   0 186|   0     0 |           | 11    5    0   18    1
Jun 29 19:58:48 ubuntu dstat.sh[65414]: 29-06 19:58:48| 24   5  69   1   0|1112M 1209M  165M 5257M|4495B 1258B|   0  1195k|   0  54.2 |2692  2376 |1.33 0.91 0.49|3.0   0  66|   0     0 |           | 11    6    0   18    2
Jun 29 19:58:49 ubuntu dstat.sh[65414]: 29-06 19:58:49| 40  11  48   0   0|1108M 1194M  166M 5273M|4869B 1607B|   0  3054k|   0  57.0 |4398  2922 |1.33 0.91 0.49|3.0   0 174|   0     0 |           | 11    6    0   18    2
Jun 29 19:58:50 ubuntu dstat.sh[65414]: 29-06 19:58:50| 42   8  47   2   0|1162M 1113M  167M 5297M|4257B 1512B|  32k 4383k|2.00   149 |3962  3014 |1.39 0.93 0.50|2.0   0  47|   0     0 |           | 11    6    0   20    2
Jun 29 19:58:51 ubuntu dstat.sh[65414]: 29-06 19:58:51| 44   5  49   1   0|1206M 1038M  168M 5323M|4444B 1563B|4089B 3913k|1.00  87.8 |3219  2094 |1.39 0.93 0.50|3.0   0   0|   0     0 |           | 11    6    0   20    2
Jun 29 19:58:52 ubuntu dstat.sh[65414]: 29-06 19:58:52| 35   6  45  12   0|1230M 1012M  169M 5322M|5274B 2105B|   0    39M|   0  2727 |  13k   24k|1.39 0.93 0.50|3.0   0  54|   0     0 |           | 11    6    0   20    0
Jun 29 19:58:53 ubuntu dstat.sh[65414]: 29-06 19:58:53| 34   9  47   8   0|1218M 1021M  170M 5324M|9976B 4438B|   0    35M|   0  2850 |  11k   19k|1.39 0.93 0.50|1.0   0 139|   0     0 |           | 11    5    0   20    0
Jun 29 19:58:54 ubuntu dstat.sh[65414]: 29-06 19:58:54| 44   7  48   0   0|1278M  953M  170M 5330M|6580B 1861B|   0  5262k|   0  68.0 |4599  4876 |1.39 0.93 0.50|3.0   0 8.0|   0     0 |           | 11    4    0   20    0
Jun 29 19:58:55 ubuntu dstat.sh[65414]: 29-06 19:58:55| 45   8  45   1   0|1261M  969M  170M 5331M|5269B 1609B|   0    10M|   0   563 |  12k   21k|1.44 0.94 0.51|3.0   0  23|   0     0 |           | 11    4    0   20    0
Jun 29 19:58:56 ubuntu dstat.sh[65414]: 29-06 19:58:56| 43   9  47   0   0|1267M  972M  170M 5324M|5566B 1616B|   0  1672k|   0  84.8 |  10k   16k|1.44 0.94 0.51|2.0   0  15|   0     0 |           | 11    4    0   20    0
Jun 29 19:58:57 ubuntu dstat.sh[65414]: 29-06 19:58:57| 43   7  49   0   0|1230M 1008M  170M 5324M|5729B 1623B|   0   413k|   0  21.0 |3424  1969 |1.44 0.94 0.51|3.0   0  84|   0     0 |           | 11    4    0   20    0
