Mar 17 08:06:56 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 17 08:06:56 ubuntu dstat.sh[60093]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 17 08:06:56 ubuntu dstat.sh[60093]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 17 08:06:56 ubuntu dstat.sh[60093]: 17-03 08:06:56|                   | 993M 1570M  159M 4912M|           |           |           |           |1.17 0.92 0.52|2.0   0    |           |           | 10    3    0   17    0
Mar 17 08:06:57 ubuntu dstat.sh[60093]: 17-03 08:06:57| 11  19  69   0   0|1000M 1564M  159M 4912M|7220B 3566B|   0  1276k|   0  54.0 |6077  4756 |1.17 0.92 0.52|1.5   0 423|   0     0 |           | 10    3    0   17    0
Mar 17 08:06:58 ubuntu dstat.sh[60093]: 17-03 08:06:58| 18  21  60   0   0| 987M 1576M  159M 4913M|  19k 4070B|   0   396k|   0  40.0 |6216  5400 |1.17 0.92 0.52|1.0   0 416|   0     0 |           | 10    4    0   17    1
Mar 17 08:06:59 ubuntu dstat.sh[60093]: 17-03 08:06:59| 26  17  57   0   0| 985M 1578M  160M 4913M|  28k   10k|   0  1457k|   0  44.0 |6497  6746 |1.17 0.92 0.52|2.0   0 291|   0     0 |           | 10    5    0   17    1
Mar 17 08:07:00 ubuntu dstat.sh[60093]: 17-03 08:07:00| 22  10  65   0   0|1086M 1476M  160M 5035M|  33k   12k|  16k 1618k|1.00  49.9 |4471  4211 |1.17 0.92 0.52|2.0   0 115|   0     0 |           | 11    7    0   17    1
Mar 17 08:07:01 ubuntu dstat.sh[60093]: 17-03 08:07:01| 31  11  56   1   0|1139M 1422M  160M 5036M|  20k   11k|  16k 2925k|1.00  64.9 |4431  3327 |1.24 0.94 0.53|1.0   0 185|   0     0 |           | 11    7    0   19    1
Mar 17 08:07:02 ubuntu dstat.sh[60093]: 17-03 08:07:02| 35   5  59   0   0|1215M 1344M  160M 5037M|  41k   14k|  16k 4516k|1.00   175 |2928  2028 |1.24 0.94 0.53|3.0   0   0|   0     0 |           | 11    7    0   19    1
Mar 17 08:07:03 ubuntu dstat.sh[60093]: 17-03 08:07:03| 34   5  55   6   0|1241M 1293M  161M 5060M| 179k   11k|   0    18M|   0  1248 |7829    12k|1.24 0.94 0.53|1.0 1.0  17|   0     0 |           | 11    8    0   19    2
Mar 17 08:07:04 ubuntu dstat.sh[60093]: 17-03 08:07:04| 36   6  43  12   0|1251M 1258M  163M 5080M|4324B 1404B|   0    57M|   0  4222 |  16k   29k|1.24 0.94 0.53|2.0   0  66|   0     0 |           | 11    8    0   19    2
Mar 17 08:07:05 ubuntu dstat.sh[60093]: 17-03 08:07:05| 43   8  47   2   0|1230M 1258M  164M 5099M|3885B 1132B|   0    13M|   0   731 |4486  4865 |1.24 0.94 0.53|2.0   0  75|   0     0 |           | 11    6    0   19    2
Mar 17 08:07:06 ubuntu dstat.sh[60093]: 17-03 08:07:06| 44   6  49   2   0|1279M 1188M  165M 5116M|4556B 1514B|   0  7600k|   0   265 |3358  2664 |1.30 0.95 0.54|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
Mar 17 08:07:07 ubuntu dstat.sh[60093]: 17-03 08:07:07| 45   5  48   2   0|1289M 1149M  166M 5141M|3449B 1027B|   0  9193k|   0   612 |3894  3695 |1.30 0.95 0.54|2.0   0  10|   0     0 |           | 11    6    0   19    2
Mar 17 08:07:08 ubuntu dstat.sh[60093]: 17-03 08:07:08| 41   5  53   0   0|1302M 1148M  166M 5129M|  11k 4219B|   0  1573k|   0   124 |2927  1874 |1.30 0.95 0.54|2.0   0 2.0|   0     0 |           | 11    4    0   19    0
Mar 17 08:07:09 ubuntu dstat.sh[60093]: 17-03 08:07:09| 30  19  51   0   0|1274M 1175M  166M 5130M|  10k 3800B|   0   452k|   0  21.0 |5850  4695 |1.30 0.95 0.54|2.0   0 472|   0     0 |           | 11    5    0   19    0
Mar 17 08:07:10 ubuntu dstat.sh[60093]: 17-03 08:07:10| 36  21  41   0   0|1245M 1199M  166M 5135M|5619B 1984B|   0  1077k|   0  51.0 |7223  7357 |1.30 0.95 0.54|1.0   0 422|   0     0 |           | 11    4    1   19    0
Mar 17 08:07:11 ubuntu dstat.sh[60093]: 17-03 08:07:11| 56  14  29   0   0|1268M 1169M  167M 5140M|  12k 4369B|   0  1674k|   0  98.9 |  11k   17k|1.44 0.99 0.55|4.0   0 137|   0     0 |           | 11    5    0   19    0
Mar 17 08:07:12 ubuntu dstat.sh[60093]: 17-03 08:07:12| 68   9  21   0   0|1300M 1136M  167M 5141M|5754B 1563B|   0   475k|   0  31.9 |  13k   21k|1.44 0.99 0.55|4.0   0  21|   0     0 |           | 11    5    0   19    0
Mar 17 08:07:13 ubuntu dstat.sh[60093]: 17-03 08:07:13| 63  14  24   0   0|1317M 1129M  167M 5132M|5773B 1516B|   0  4319k|   0   311 |4546  3907 |1.44 0.99 0.55|3.0   0  35|   0     0 |           | 11    4    0   20    0
Mar 17 08:07:14 ubuntu dstat.sh[60093]: 17-03 08:07:14| 24   9  65   0   0|1314M 1131M  167M 5132M|5408B 1239B|   0  1951k|   0   140 |3597  3048 |1.44 0.99 0.55|1.0   0 188|   0     0 |           | 11    4    0   20    0
