Apr 02 10:31:31 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 02 10:31:32 ubuntu dstat.sh[65393]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 02 10:31:32 ubuntu dstat.sh[65393]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 02 10:31:32 ubuntu dstat.sh[65393]: 02-04 10:31:32|                   | 988M 1400M  161M 5081M|           |           |           |           |1.05 0.80 0.48|3.0   0    |           |           | 10    2    1   17    0
Apr 02 10:31:33 ubuntu dstat.sh[65393]: 02-04 10:31:33| 42  26  31   0   0| 982M 1396M  162M 5089M|5578B 1661B|  24k 2695k|6.00  55.0 |6521  5273 |1.13 0.81 0.48|3.0   0 524|   0     0 |           | 10    2    1   17    0
Apr 02 10:31:34 ubuntu dstat.sh[65393]: 02-04 10:31:34| 37  24  38   0   0| 999M 1366M  162M 5100M|9823B 4090B|   0  1774k|3.00  71.7 |6560  5686 |1.21 0.83 0.49|2.0   0 461|   0     0 |           | 10    4    1   17    0
Apr 02 10:31:35 ubuntu dstat.sh[65393]: 02-04 10:31:35| 19  19  60   0   0| 944M 1421M  162M 5100M| 221k 6838B|   0  1213k|   0  94.1 |5424  5042 |1.21 0.83 0.49|2.0   0 230|   0     0 |           | 10    3    1   17    0
Apr 02 10:31:36 ubuntu dstat.sh[65393]: 02-04 10:31:36| 15   9  75   0   0|1044M 1322M  162M 5221M|7066B 2828B|   0   204k|   0  4.99 |4233  5423 |1.21 0.83 0.49|1.0   0  76|   0     0 |           | 11    4    1   17    0
Apr 02 10:31:37 ubuntu dstat.sh[65393]: 02-04 10:31:37| 24  12  62   0   0|1068M 1297M  162M 5222M|  24k 6905B|   0  4000k|   0  36.1 |3880  2409 |1.21 0.83 0.49|2.0   0 110|   0     0 |           | 11    7    1   17    0
Apr 02 10:31:38 ubuntu dstat.sh[65393]: 02-04 10:31:38| 26  12  60   0   0|1108M 1256M  163M 5222M|  39k   12k|  32k 2199k|2.00  59.0 |4173  3212 |1.27 0.85 0.50|2.0   0 175|   0     0 |           | 11    8    1   19    0
Apr 02 10:31:39 ubuntu dstat.sh[65393]: 02-04 10:31:39| 36   6  57   0   0|1197M 1165M  163M 5223M|  24k   13k|   0  4041k|   0   164 |2800  1707 |1.27 0.85 0.50|4.0   0 7.0|   0     0 |           | 11    8    1   19    0
Apr 02 10:31:40 ubuntu dstat.sh[65393]: 02-04 10:31:40| 30   4  57   7   0|1216M 1140M  164M 5228M|  41k   13k|   0    16M|   0  1325 |7933    13k|1.27 0.85 0.50|5.0 1.0  16|   0     0 |           | 11   10    1   19    0
Apr 02 10:31:41 ubuntu dstat.sh[65393]: 02-04 10:31:41| 26   6  52  14   0|1232M 1117M  165M 5234M|  24k   14k|   0    42M|   0  3599 |  15k   27k|1.27 0.85 0.50|1.0 2.0  66|   0     0 |           | 11    9    1   19    1
Apr 02 10:31:42 ubuntu dstat.sh[65393]: 02-04 10:31:42| 40   9  48   2   0|1207M 1113M  166M 5259M| 168k 7683B|   0    16M|   0   862 |5499  6775 |1.27 0.85 0.50|3.0   0  76|   0     0 |           | 11    6    1   19    2
Apr 02 10:31:43 ubuntu dstat.sh[65393]: 02-04 10:31:43| 45   5  49   0   0|1235M 1067M  167M 5275M|4258B 1693B|   0  2287k|   0  83.0 |3052  1775 |1.33 0.87 0.51|3.0   0   0|   0     0 |           | 11    6    1   19    2
