Jun 08 06:18:37 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 08 06:18:38 ubuntu dstat.sh[69573]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 08 06:18:38 ubuntu dstat.sh[69573]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 08 06:18:38 ubuntu dstat.sh[69573]: 08-06 06:18:38|                   | 949M 1368M  166M 5143M|           |           |           |           |1.18 0.80 0.47|3.0   0    |           |           | 10    2    0   17    0
Jun 08 06:18:39 ubuntu dstat.sh[69573]: 08-06 06:18:39| 34  27  38   0   0| 964M 1344M  167M 5150M|4799B 1620B|  56k 2751k|14.0  88.0 |7076  6223 |1.18 0.80 0.47|3.0   0 577|   0     0 |           | 10    2    0   17    0
Jun 08 06:18:40 ubuntu dstat.sh[69573]: 08-06 06:18:40| 54  20  24   0   0|1003M 1291M  167M 5162M|  10k 3692B|   0   684k|7.00  49.0 |6621  6064 |1.18 0.80 0.47|3.0 1.0 488|   0     0 |           | 10    3    0   17    0
Jun 08 06:18:41 ubuntu dstat.sh[69573]: 08-06 06:18:41| 35  18  47   0   0| 999M 1293M  167M 5164M| 231k 9499B|   0  7110k|   0   438 |6222  7609 |1.18 0.80 0.47|2.0   0 270|   0     0 |           | 10    3    0   17    0
Jun 08 06:18:42 ubuntu dstat.sh[69573]: 08-06 06:18:42| 30   9  59   0   0|1130M 1161M  167M 5286M|  11k 3877B|   0   196k|   0  5.99 |3770  3539 |1.17 0.80 0.47|1.0   0  96|   0     0 |           | 11    6    1   17    0
Jun 08 06:18:43 ubuntu dstat.sh[69573]: 08-06 06:18:43| 35  12  52   0   0|1140M 1152M  167M 5286M|  28k 9638B|   0  1158k|   0  43.1 |4092  2585 |1.17 0.80 0.47|1.0   0 125|   0     0 |           | 11    7    0   17    0
Jun 08 06:18:44 ubuntu dstat.sh[69573]: 08-06 06:18:44| 27   9  62   1   0|1183M 1107M  167M 5286M|  42k   13k|  32k 3197k|2.00  78.8 |3498  2752 |1.17 0.80 0.47|1.0   0  90|   0     0 |           | 11    8    0   19    0
Jun 08 06:18:45 ubuntu dstat.sh[69573]: 08-06 06:18:45| 38   4  56   1   0|1222M 1066M  168M 5287M|  21k   11k|   0  3377k|   0   165 |2724  1658 |1.17 0.80 0.47|3.0   0   0|   0     0 |           | 11    8    0   19    0
Jun 08 06:18:46 ubuntu dstat.sh[69573]: 08-06 06:18:46| 28   6  56   8   0|1244M 1038M  168M 5293M|  41k   13k|   0    30M|   0  2092 |  10k   17k|1.17 0.80 0.47|3.0   0  29|   0     0 |           | 11   10    0   19    0
Jun 08 06:18:47 ubuntu dstat.sh[69573]: 08-06 06:18:47| 32   5  49  11   0|1233M 1026M  169M 5314M| 183k   16k|   0    45M|   0  3458 |  14k   26k|1.23 0.82 0.48|4.0   0  54|   0     0 |           | 11    7    0   19    1
Jun 08 06:18:48 ubuntu dstat.sh[69573]: 08-06 06:18:48| 41  10  48   1   0|1201M 1040M  170M 5329M|4991B 1524B|   0  2856k|   0   100 |3608  2512 |1.23 0.82 0.48|3.0   0  76|   0     0 |           | 11    6    0   19    2
