Jun 11 15:51:02 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 11 15:51:02 ubuntu dstat.sh[64876]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 11 15:51:02 ubuntu dstat.sh[64876]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 11 15:51:02 ubuntu dstat.sh[64876]: 11-06 15:51:02|                   |1070M 1243M  164M 5147M|           |           |           |           |1.65 1.03 0.53|2.0   0    |           |           | 10    4    2   17    0
Jun 11 15:51:03 ubuntu dstat.sh[64876]: 11-06 15:51:03| 26  21  51   0   0|1068M 1244M  164M 5147M|  29k   11k|   0  2243k|   0  85.9 |5977  4752 |1.65 1.03 0.53|1.5   0 401|   0     0 |           | 10    4    2   17    0
Jun 11 15:51:04 ubuntu dstat.sh[64876]: 11-06 15:51:04| 15  22  60   0   0|1030M 1281M  164M 5148M|  40k   13k|   0  2495k|   0  75.5 |5778  4410 |1.65 1.03 0.53|1.0   0 377|   0     0 |           | 10    6    1   17    0
Jun 11 15:51:05 ubuntu dstat.sh[64876]: 11-06 15:51:05| 30  19  49   0   0|1020M 1291M  165M 5148M|  22k   13k|   0  1604k|   0  49.9 |6656  7163 |1.65 1.03 0.53|2.0   0 296|   0     0 |           | 10    6    1   17    0
Jun 11 15:51:06 ubuntu dstat.sh[64876]: 11-06 15:51:06| 29  11  59   1   0|1129M 1181M  165M 5270M|  42k   12k|   0  1612k|   0  51.1 |4923  5527 |1.60 1.03 0.54|2.0   0  96|   0     0 |           | 11    8    1   17    0
Jun 11 15:51:07 ubuntu dstat.sh[64876]: 11-06 15:51:07| 30  12  57   1   0|1116M 1175M  165M 5288M| 183k   15k|   0  2885k|   0   175 |4233  2854 |1.60 1.03 0.54|2.0   0 154|   0     0 |           | 11    7    1   17    1
Jun 11 15:51:08 ubuntu dstat.sh[64876]: 11-06 15:51:08| 41  10  49   0   0|1160M 1113M  166M 5303M|4843B 1628B|  32k 3612k|2.00   156 |4024  3070 |1.60 1.03 0.54|4.0   0 107|   0     0 |           | 11    6    1   19    2
Jun 11 15:51:09 ubuntu dstat.sh[64876]: 11-06 15:51:09| 46   5  48   0   0|1199M 1054M  167M 5319M|4627B 1622B|   0  6518k|   0  54.1 |3101  1922 |1.60 1.03 0.54|2.0   0   0|   0     0 |           | 11    6    1   19    2
Jun 11 15:51:10 ubuntu dstat.sh[64876]: 11-06 15:51:10| 35   6  47  10   0|1211M 1011M  168M 5347M|4878B 1620B|   0    32M|   0  2412 |  12k   21k|1.60 1.03 0.54|3.0   0  43|   0     0 |           | 11    8    1   19    2
Jun 11 15:51:11 ubuntu dstat.sh[64876]: 11-06 15:51:11| 38   6  46   9   0|1222M  978M  170M 5365M|5093B 1618B|   0    49M|   0  3409 |  12k   23k|1.79 1.08 0.56|2.0   0  40|   0     0 |           | 11    6    1   19    2
Jun 11 15:51:12 ubuntu dstat.sh[64876]: 11-06 15:51:12| 40   9  47   2   0|1237M  937M  171M 5387M|4875B 1457B|   0    14M|   0   862 |5193  5781 |1.79 1.08 0.56|2.0   0  75|   0     0 |           | 11    6    1   19    2
Jun 11 15:51:13 ubuntu dstat.sh[64876]: 11-06 15:51:13| 44   7  48   0   0|1286M  904M  171M 5370M|5374B 2174B|   0  1252k|   0  82.0 |3112  1758 |1.79 1.08 0.56|2.0   0  19|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:14 ubuntu dstat.sh[64876]: 11-06 15:51:14| 40   5  53   1   0|1262M  921M  171M 5376M|  12k 4816B|   0  8833k|   0   549 |3672  3484 |1.79 1.08 0.56|2.0   0  28|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:15 ubuntu dstat.sh[64876]: 11-06 15:51:15| 45   8  46   0   0|1304M  878M  171M 5377M|5532B 1693B|   0   508k|   0  37.0 |  11k   19k|1.79 1.08 0.56|2.0   0  14|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:16 ubuntu dstat.sh[64876]: 11-06 15:51:16| 39  15  45   0   0|1270M  912M  171M 5378M|5169B 1697B|   0   180k|   0  3.01 |  13k   20k|1.89 1.11 0.57|2.0   0 275|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:17 ubuntu dstat.sh[64876]: 11-06 15:51:17| 32  22  43   1   0|1178M 1012M  171M 5371M|4913B 1692B|   0  3475k|   0   275 |6794  6971 |1.89 1.11 0.57|2.0   0 494|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:18 ubuntu dstat.sh[64876]: 11-06 15:51:18| 47  14  39   0   0|1217M  973M  171M 5371M|4275B 1531B|   0  8186B|   0  2.00 |4984  5796 |1.89 1.11 0.57|2.0   0 259|   0     0 |           | 11    5    1   19    0
Jun 11 15:51:19 ubuntu dstat.sh[64876]: 11-06 15:51:19| 46   5  49   0   0|1248M  942M  171M 5371M|5174B 1621B|   0  1473k|   0   117 |2747  1157 |1.89 1.11 0.57|2.0   0   0|   0     0 |           | 11    5    1   19    0
Jun 11 15:51:20 ubuntu dstat.sh[64876]: 11-06 15:51:20| 42   8  49   0   0|1278M  911M  171M 5372M|4595B 1532B|   0   760k|   0  77.0 |2775  1512 |1.89 1.11 0.57|2.0   0   0|   0     0 |           | 11    5    1   19    0
Jun 11 15:51:21 ubuntu dstat.sh[64876]: 11-06 15:51:21| 19   8  70   0   0|1279M  908M  171M 5374M|4799B 1620B|   0  2915k|   0   196 |4074  5385 |1.81 1.11 0.57|  0   0 119|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:22 ubuntu dstat.sh[64876]: 11-06 15:51:22| 21   6  73   0   0|1339M  848M  171M 5374M|5000B 1459B|   0   500k|   0  28.0 |2111  1729 |1.81 1.11 0.57|2.0   0  22|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:23 ubuntu dstat.sh[64876]: 11-06 15:51:23| 24   2  74   0   0|1368M  819M  171M 5374M|4561B 1620B|   0     0 |   0     0 |1656  1148 |1.81 1.11 0.57|2.0   0   0|   0     0 |           | 11    4    1   19    0
Jun 11 15:51:24 ubuntu dstat.sh[64876]: 11-06 15:51:24| 23   3  71   1   0|1379M  808M  171M 5374M|4278B 1532B|   0    26M|   0   483 |3783  5051 |1.81 1.11 0.57|2.0   0 1.0|   0     0 |           | 11   10    1   19    0
Jun 11 15:51:25 ubuntu dstat.sh[64876]: 11-06 15:51:25| 20   6  73   1   0|1367M  820M  171M 5374M|4997B 1760B|   0  3492k|   0   186 |2638  2281 |1.81 1.11 0.57|3.0   0  42|   0     0 |           | 11    4    1   15    0
Jun 11 15:51:26 ubuntu dstat.sh[64876]: 11-06 15:51:26| 21   1  77   0   0|1386M  800M  171M 5374M|7417B 3951B|   0   956k|   0  39.0 |1811  1425 |1.75 1.11 0.57|2.0   0   0|   0     0 |           | 11   11    1   15    0
Jun 11 15:51:27 ubuntu dstat.sh[64876]: 11-06 15:51:27| 20   2  75   1   0|1383M  803M  171M 5375M|  10k 7500B| 268k 1392k|66.0  55.0 |2871  2993 |1.75 1.11 0.57|1.0   0 3.0|   0     0 |           | 11   28    1   16    0
Jun 11 15:51:28 ubuntu dstat.sh[64876]: 11-06 15:51:28| 21   6  73   0   0|1397M  789M  171M 5375M|5381B 1579B|   0   296k|   0  58.0 |2248  1631 |1.75 1.11 0.57|1.0   0  43|   0     0 |           | 11   28    1   16    0
Jun 11 15:51:29 ubuntu dstat.sh[64876]: 11-06 15:51:29| 18   2  79   0   0|1414M  771M  171M 5375M|  11k 7555B|   0  4392k|   0  36.0 |1979  1610 |1.75 1.11 0.57|4.0   0   0|   0     0 |           | 11   29    1   16    0
Jun 11 15:51:30 ubuntu dstat.sh[64876]: 11-06 15:51:30| 29  12  58   0   0|1441M  744M  171M 5375M|6736B 2552B|   0    30M|   0   518 |4087  2858 |1.75 1.11 0.57|2.0   0 156|   0     0 |           | 11   28    1   17    0
Jun 11 15:51:31 ubuntu dstat.sh[64876]: 11-06 15:51:31| 38   5  57   0   0|1478M  707M  171M 5375M|  14k 9483B|   0  2264k|   0  15.0 |3262  2350 |1.77 1.12 0.58|3.0   0 1.0|   0     0 |           | 11   30    1   17    0
Jun 11 15:51:32 ubuntu dstat.sh[64876]: 11-06 15:51:32| 38   4  55   0   0|1389M  797M  171M 5375M|  16k   12k|   0   792k|   0  28.0 |6224  8173 |1.77 1.12 0.58|3.0   0  53|   0     0 |           | 11   28    1   18    0
Jun 11 15:51:33 ubuntu dstat.sh[64876]: 11-06 15:51:33| 71  25   3   0   0|1513M  673M  171M 5375M|5142B 1586B|   0   204k|   0  20.0 |5786  4661 |1.77 1.12 0.58|7.0   0 525|   0     0 |           | 11   28    1   18    0
Jun 11 15:51:34 ubuntu dstat.sh[64876]: 11-06 15:51:34| 83  13   4   0   0|1736M  449M  171M 5375M|  15k   12k|   0  2461k|   0  60.8 |5239  3137 |1.77 1.12 0.58|6.0   0   0|   0     0 |           | 11   32    1   18    0
Jun 11 15:51:35 ubuntu dstat.sh[64876]: 11-06 15:51:35| 79  11   9   0   0|1773M  413M  171M 5375M|  35k   31k|   0  6546k|   0  75.9 |9307    13k|1.77 1.12 0.58|4.0   0  50|   0     0 |           | 11   32    1   20    0
Jun 11 15:51:36 ubuntu dstat.sh[64876]: 11-06 15:51:36| 56  13  31   0   0|1539M  646M  171M 5375M|  11k 6814B|   0   325k|   0  29.1 |5174  5355 |1.95 1.17 0.60|1.0   0 261|   0     0 |           | 11   28    1   24    0
Jun 11 15:51:37 ubuntu dstat.sh[64876]: 11-06 15:51:37| 19   3  77   0   0|1520M  666M  171M 5375M|8516B 5440B|   0   448k|   0  12.0 |2051  1651 |1.95 1.17 0.60|1.0   0   0|   0     0 |           | 11   29    1   23    0
Jun 11 15:51:38 ubuntu dstat.sh[64876]: 11-06 15:51:38| 17   6  76   0   0|1416M  769M  171M 5375M|8121B 4720B|   0   613k|   0  44.0 |3490  3537 |1.95 1.17 0.60|1.0   0  68|   0     0 |           | 11   28    1   24    0
Jun 11 15:51:39 ubuntu dstat.sh[64876]: 11-06 15:51:39| 21   4  73   0   0|1442M  743M  171M 5375M|4507B 1455B|   0   120k|   0  7.98 |1798  1225 |1.95 1.17 0.60|1.0   0   0|   0     0 |           | 11   28    1   24    0
Jun 11 15:51:40 ubuntu dstat.sh[64876]: 11-06 15:51:40| 16   4  80   0   0|1429M  756M  171M 5375M|  11k 8490B|   0    37M|   0   364 |3237  3811 |1.95 1.17 0.60|1.0   0 6.0|   0     0 |           | 11   28    1   25    0
Jun 11 15:51:41 ubuntu dstat.sh[64876]: 11-06 15:51:41| 10  20  69   0   0|1376M  809M  171M 5375M|4985B 1622B|   0   164k|   0  10.0 |4899  3358 |1.95 1.18 0.61|2.0   0 321|   0     0 |           | 11   28    1   24    0
Jun 11 15:51:42 ubuntu dstat.sh[64876]: 11-06 15:51:42| 22  30  46   0   0|1415M  770M  171M 5375M|4890B 1554B|   0   260k|   0  20.0 |6045  4991 |1.95 1.18 0.61|5.0   0 682|   0     0 |           | 11   28    1   24    0
Jun 11 15:51:43 ubuntu dstat.sh[64876]: 11-06 15:51:43| 85  14   0   0   0|1622M  563M  171M 5375M|5039B 1700B|   0   640k|   0  42.0 |5048  2550 |1.95 1.18 0.61|4.0   0  37|   0     0 |           | 11   28    2   24    0
Jun 11 15:51:44 ubuntu dstat.sh[64876]: 11-06 15:51:44| 77   8  15   0   0|1704M  481M  171M 5376M|  37k   34k|   0    76k|   0  6.00 |7554  9877 |1.95 1.18 0.61|4.0   0   0|   0     0 |           | 11   33    1   24    0
Jun 11 15:51:45 ubuntu dstat.sh[64876]: 11-06 15:51:45| 75  13  11   0   0|1575M  610M  171M 5376M|  21k   17k|   0    58M|   0   354 |8693    12k|1.95 1.18 0.61|6.0   0 225|   0     0 |           | 11   28    1   25    0
Jun 11 15:51:46 ubuntu dstat.sh[64876]: 11-06 15:51:46| 83  17   0   0   0|1627M  558M  171M 5376M|6229B 3586B|   0   216k|   0  12.0 |5075  3078 |2.28 1.26 0.64|5.0   0  85|   0     0 |           | 11   29    1   25    0
Jun 11 15:51:47 ubuntu dstat.sh[64876]: 11-06 15:51:47| 85  10   5   0   0|1784M  401M  171M 5376M|  25k   23k|   0   140k|   0  10.0 |6043  5587 |2.28 1.26 0.64|2.0   0   0|   0     0 |           | 11   34    1   25    0
