Jun 19 11:27:49 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 19 11:27:49 ubuntu dstat.sh[65687]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 19 11:27:49 ubuntu dstat.sh[65687]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 19 11:27:49 ubuntu dstat.sh[65687]: 19-06 11:27:49|                   |1093M 1254M  164M 5112M|           |           |           |           |1.45 1.01 0.59|2.0   0    |           |           | 10    4    0   17    0
Jun 19 11:27:50 ubuntu dstat.sh[65687]: 19-06 11:27:50| 13  20  64   0   0|1096M 1251M  164M 5112M|  15k 2922B|   0   392k|   0  19.0 |5373  3754 |1.45 1.01 0.59|2.0   0 321|   0     0 |           | 10    4    0   17    0
Jun 19 11:27:51 ubuntu dstat.sh[65687]: 19-06 11:27:51| 18  21  59   0   0|1072M 1275M  164M 5112M|  20k   10k|   0   940k|   0  26.4 |5323  3664 |1.45 1.01 0.59|3.0   0 315|   0     0 |           | 10    5    0   17    0
Jun 19 11:27:52 ubuntu dstat.sh[65687]: 19-06 11:27:52| 23  20  56   1   0|1030M 1315M  165M 5113M|  42k   14k|   0  1764k|   0  60.3 |6172  5804 |1.42 1.01 0.59|2.0   0 277|   0     0 |           | 10    6    0   17    0
Jun 19 11:27:53 ubuntu dstat.sh[65687]: 19-06 11:27:53| 30  18  50   0   0|1028M 1318M  165M 5114M|  30k   14k|   0  5236k|   0  68.5 |5919  7359 |1.42 1.01 0.59|2.0   0 245|   0     0 |           | 10    6    0   17    0
Jun 19 11:27:54 ubuntu dstat.sh[65687]: 19-06 11:27:54| 18   5  77   1   0|1119M 1225M  165M 5236M|  33k   13k|   0  3435k|   0   215 |2790  2906 |1.42 1.01 0.59|1.0   0  15|   0     0 |           | 11    5    0   17    1
Jun 19 11:27:55 ubuntu dstat.sh[65687]: 19-06 11:27:55| 31  12  56   0   0|1133M 1190M  165M 5256M| 175k   10k|   0  1791k|   0  54.9 |3878  2555 |1.42 1.01 0.59|3.0   0 101|   0     0 |           | 11    6    0   17    2
Jun 19 11:27:56 ubuntu dstat.sh[65687]: 19-06 11:27:56| 36  14  47   1   0|1154M 1153M  166M 5269M|5656B 1620B|  16k 2844k|1.00  84.0 |4857  3609 |1.42 1.01 0.59|3.0   0 180|   0     0 |           | 11    6    0   19    2
Jun 19 11:27:57 ubuntu dstat.sh[65687]: 19-06 11:27:57| 43   6  49   0   0|1211M 1076M  167M 5286M|5032B 1617B|  16k 2700k|1.00  39.9 |2950  1633 |1.46 1.02 0.60|2.0 1.0   0|   0     0 |           | 11    6    0   19    2
Jun 19 11:27:58 ubuntu dstat.sh[65687]: 19-06 11:27:58| 42   7  48   3   0|1240M 1018M  168M 5310M|4872B 1574B|   0  9009k|   0   481 |4800  5529 |1.46 1.02 0.60|3.0 1.0  11|   0     0 |           | 11    8    0   19    2
Jun 19 11:27:59 ubuntu dstat.sh[65687]: 19-06 11:27:59| 32   7  44  13   0|1260M  962M  170M 5342M|4850B 1564B|   0    43M|   0  3112 |  14k   25k|1.46 1.02 0.60|3.0 1.0  59|   0     0 |           | 11    8    0   19    2
Jun 19 11:28:00 ubuntu dstat.sh[65687]: 19-06 11:28:00| 41  11  40   6   0|1206M 1019M  171M 5336M|5102B 2043B|   0    40M|   0  2913 |  12k   24k|1.46 1.02 0.60|3.0 1.0 124|   0     0 |           | 11    4    0   20    0
Jun 19 11:28:01 ubuntu dstat.sh[65687]: 19-06 11:28:01| 44   8  47   1   0|1249M  976M  171M 5336M|5298B 1571B|   0    13M|   0   808 |4480  5153 |1.46 1.02 0.60|3.0   0  19|   0     0 |           | 11    4    0   20    0
Jun 19 11:28:02 ubuntu dstat.sh[65687]: 19-06 11:28:02| 42   4  53   0   0|1258M  960M  171M 5342M|  12k 4616B|   0  3955k|   0   226 |3103  2043 |1.51 1.04 0.61|3.0   0  18|   0     0 |           | 11    4    0   19    0
Jun 19 11:28:03 ubuntu dstat.sh[65687]: 19-06 11:28:03| 43   9  45   1   0|1256M  960M  171M 5343M|4965B 1516B|   0  5189k|   0   360 |  11k   19k|1.51 1.04 0.61|3.0   0  24|   0     0 |           | 11    4    0   19    0
Jun 19 11:28:04 ubuntu dstat.sh[65687]: 19-06 11:28:04| 44   8  45   0   0|1278M  938M  171M 5344M|5349B 1555B|   0  1327k|   0  64.6 |9713    17k|1.51 1.04 0.61|5.0   0  13|   0     0 |           | 11    4    0   19    0
Jun 19 11:28:05 ubuntu dstat.sh[65687]: 19-06 11:28:05| 37  14  48   0   0|1241M  983M  171M 5336M|5403B 1518B|   0   582k|   0  48.2 |4271  2617 |1.51 1.04 0.61|2.0   0 167|   0     0 |           | 11    4    0   19    0
Jun 19 11:28:06 ubuntu dstat.sh[65687]: 19-06 11:28:06| 26  25  48   0   0|1192M 1031M  171M 5336M|5715B 1569B|   0    44k|   0  10.0 |6094  4675 |1.51 1.04 0.61|2.0   0 461|   0     0 |           | 11    4    0   19    0
