Apr 30 15:12:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 30 15:12:59 ubuntu dstat.sh[65248]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 30 15:12:59 ubuntu dstat.sh[65248]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 30 15:12:59 ubuntu dstat.sh[65248]: 30-04 15:12:59|                   |1004M 1328M  162M 5131M|           |           |           |           |1.59 0.90 0.46|3.0   0    |           |           | 10    4    0   18    0
Apr 30 15:13:00 ubuntu dstat.sh[65248]: 30-04 15:13:00| 26  21  50   0   0| 979M 1353M  162M 5131M|  33k   12k|   0  2514k|   0  99.9 |6697  5989 |1.59 0.90 0.46|2.0   0 560|   0     0 |           | 10    5    0   18    0
Apr 30 15:13:01 ubuntu dstat.sh[65248]: 30-04 15:13:01| 24  19  57   1   0| 965M 1365M  163M 5131M|  35k   13k|   0  2025k|   0  85.5 |6320  6070 |1.59 0.90 0.46|2.0   0 457|   0     0 |           | 10    6    0   18    0
Apr 30 15:13:02 ubuntu dstat.sh[65248]: 30-04 15:13:02| 32  15  53   0   0|1023M 1307M  163M 5154M|  40k   12k|   0  1660k|   0  54.0 |6169  8580 |1.59 0.90 0.46|1.0   0 244|   0     0 |           | 11    6    0   18    0
Apr 30 15:13:03 ubuntu dstat.sh[65248]: 30-04 15:13:03| 18   4  77   0   0|1119M 1210M  163M 5254M|  20k   10k|   0  1235k|   0  42.0 |2203  1837 |1.59 0.90 0.46|2.0   0  40|   0     0 |           | 11    7    0   18    1
Apr 30 15:13:04 ubuntu dstat.sh[65248]: 30-04 15:13:04| 34  11  52   1   0|1136M 1170M  163M 5275M| 167k 6633B|   0  3542k|   0   104 |4253  3101 |1.63 0.92 0.47|4.0   0 170|   0     0 |           | 11    6    0   18    2
Apr 30 15:13:05 ubuntu dstat.sh[65248]: 30-04 15:13:05| 41   9  49   1   0|1190M 1092M  164M 5295M|2635B    0 |  32k 3030k|2.00  59.9 |3555  2625 |1.63 0.92 0.47|2.0   0  73|   0     0 |           | 11    6    0   20    2
Apr 30 15:13:06 ubuntu dstat.sh[65248]: 30-04 15:13:06| 45   5  49   0   0|1230M 1029M  165M 5315M|3021B    0 |   0  2743k|   0  65.1 |2898  1903 |1.63 0.92 0.47|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 30 15:13:07 ubuntu dstat.sh[65248]: 30-04 15:13:07| 36   7  46   9   0|1242M  992M  167M 5335M|2641B    0 |   0    45M|   0  3028 |  12k   24k|1.63 0.92 0.47|4.0   0  55|   0     0 |           | 11    8    0   20    2
Apr 30 15:13:08 ubuntu dstat.sh[65248]: 30-04 15:13:08| 39   9  45   6   0|1187M 1018M  168M 5361M|2862B    0 |   0    43M|   0  2954 |  11k   18k|1.63 0.92 0.47|2.0   0 102|   0     0 |           | 11    6    0   20    2
Apr 30 15:13:09 ubuntu dstat.sh[65248]: 30-04 15:13:09| 41   5  52   0   0|1252M  966M  168M 5347M|8669B 2725B|   0  6792k|   0   334 |2926  1827 |1.66 0.94 0.48|2.0   0 1.0|   0     0 |           | 11    4    0   20    0
Apr 30 15:13:10 ubuntu dstat.sh[65248]: 30-04 15:13:10| 41   7  51   1   0|1262M  956M  168M 5347M|6446B 2044B|   0  7815k|   0   443 |3830  3633 |1.66 0.94 0.48|1.0   0  45|   0     0 |           | 11    5    0   20    0
Apr 30 15:13:11 ubuntu dstat.sh[65248]: 30-04 15:13:11| 43   7  49   0   0|1257M  955M  169M 5353M|3559B  240B|   0  1760k|   0  79.0 |2750  1749 |1.66 0.94 0.48|2.0   0 3.0|   0     0 |           | 11    4    0   20    0
Apr 30 15:13:12 ubuntu dstat.sh[65248]: 30-04 15:13:12| 40   5  55   0   0|1222M  983M  169M 5358M|8729B 3049B|   0  1236k|   0  65.0 |2719  1665 |1.66 0.94 0.48|2.0   0  21|   0     0 |           | 11    4    0   20    0
Apr 30 15:13:13 ubuntu dstat.sh[65248]: 30-04 15:13:13| 32  26  41   0   0|1175M 1030M  169M 5358M|2130B    0 |   0   124k|   0  10.0 |  19k   33k|1.66 0.94 0.48|2.0   0 604|   0     0 |           | 11    4    0   20    0
Apr 30 15:13:14 ubuntu dstat.sh[65248]: 30-04 15:13:14| 39  19  41   0   0|1140M 1077M  169M 5348M|2243B    0 |   0  2537k|   0   116 |9599    13k|1.85 0.99 0.50|2.0   0 274|   0     0 |           | 11    4    0   20    0
