Jun 24 06:32:29 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 24 06:32:29 ubuntu dstat.sh[66537]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 24 06:32:29 ubuntu dstat.sh[66537]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 24 06:32:29 ubuntu dstat.sh[66537]: 24-06 06:32:29|                   | 970M 1398M  166M 5092M|           |           |           |           |1.49 1.04 0.56|2.0   0    |           |           | 10    7    0   17    0
Jun 24 06:32:30 ubuntu dstat.sh[66537]: 24-06 06:32:30| 12  21  64   1   0| 979M 1388M  166M 5092M|  92k   15k|   0  2864k|   0   117 |5820  4404 |1.49 1.04 0.56|1.5   0 324|   0     0 |           | 10    7    0   17    0
Jun 24 06:32:31 ubuntu dstat.sh[66537]: 24-06 06:32:31| 21  23  55   0   0|1007M 1359M  166M 5092M|  73k   14k|   0  5448k|   0   105 |5812  4276 |1.49 1.04 0.56|2.0   0 338|   0     0 |           | 10    7    0   17    0
Jun 24 06:32:32 ubuntu dstat.sh[66537]: 24-06 06:32:32| 22  20  56   0   0|1002M 1364M  166M 5093M|  62k   16k|   0  2183k|   0  80.8 |5877  6365 |1.49 1.04 0.56|3.0   0 272|   0     0 |           | 10    6    0   17    1
Jun 24 06:32:33 ubuntu dstat.sh[66537]: 24-06 06:32:33| 29  17  52   1   0|1010M 1355M  167M 5093M|  67k   10k|   0  1007k|   0  32.1 |6047  7169 |1.53 1.05 0.57|1.0   0 213|   0     0 |           | 10    5    0   17    2
Jun 24 06:32:34 ubuntu dstat.sh[66537]: 24-06 06:32:34|  9   4  85   1   0|1135M 1229M  167M 5215M| 149k   15k|   0  1623k|   0  56.8 |2426  2869 |1.53 1.05 0.57|  0   0 8.0|   0     0 |           | 11    5    0   17    2
Jun 24 06:32:35 ubuntu dstat.sh[66537]: 24-06 06:32:35| 21  11  66   1   0|1139M 1216M  167M 5224M| 857k   31k|   0  3110k|   0  96.2 |4115  3193 |1.53 1.05 0.57|2.0   0 106|   0     0 |           | 11    7    0   17    2
Jun 24 06:32:36 ubuntu dstat.sh[66537]: 24-06 06:32:36| 17  14  66   1   0|1151M 1197M  167M 5230M|1812k   44k|   0  5921k|   0   281 |5927  4459 |1.53 1.05 0.57|2.0   0 180|   0     0 |           | 11    7    0   19    2
Jun 24 06:32:37 ubuntu dstat.sh[66537]: 24-06 06:32:37| 27   6  65   1   0|1201M 1138M  168M 5238M|2714k   43k|  32k 6018k|2.00  72.1 |4240  2848 |1.53 1.05 0.57|3.0   0 1.0|   0     0 |           | 11    7    0   19    2
Jun 24 06:32:38 ubuntu dstat.sh[66537]: 24-06 06:32:38| 43   6  49   2   0|1240M 1082M  169M 5253M|5225B 1621B|   0  6866k|   0   338 |4331  4584 |1.49 1.05 0.58|1.0 1.0 8.0|   0     0 |           | 11    9    0   19    2
