Jun 15 20:04:39 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 15 20:04:40 ubuntu dstat.sh[65156]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 15 20:04:40 ubuntu dstat.sh[65156]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 15 20:04:40 ubuntu dstat.sh[65156]: 15-06 20:04:40|                   |1079M 1271M  164M 5109M|           |           |           |           |1.50 1.01 0.54|1.0   0    |           |           | 10    5    0   17    0
Jun 15 20:04:41 ubuntu dstat.sh[65156]: 15-06 20:04:41| 20  22  57   1   0|1074M 1276M  164M 5109M|  42k   13k|   0  1747k|   0  60.8 |5559  4083 |1.60 1.03 0.55|1.5   0 369|   0     0 |           | 10    6    0   17    0
Jun 15 20:04:42 ubuntu dstat.sh[65156]: 15-06 20:04:42| 24  22  53   0   0|1058M 1291M  164M 5110M|  25k   14k|   0  1844k|   0  59.5 |5603  4180 |1.70 1.06 0.56|3.0   0 380|   0     0 |           | 10    6    0   17    0
Jun 15 20:04:43 ubuntu dstat.sh[65156]: 15-06 20:04:43| 29  19  50   0   0|1070M 1278M  164M 5111M|  41k   13k|   0  1676k|   0  56.0 |6727  8132 |1.70 1.06 0.56|2.0   0 315|   0     0 |           | 10    6    0   17    0
Jun 15 20:04:44 ubuntu dstat.sh[65156]: 15-06 20:04:44| 29  10  59   0   0|1149M 1182M  165M 5249M| 185k   15k|   0  1864k|   0  50.9 |4932  5723 |1.70 1.06 0.56|2.0   0  75|   0     0 |           | 11    5    0   17    1
Jun 15 20:04:45 ubuntu dstat.sh[65156]: 15-06 20:04:45| 38  11  49   1   0|1156M 1156M  166M 5265M|4883B 1699B|   0  6498k|   0   152 |4123  2836 |1.70 1.06 0.56|4.0   0 111|   0     0 |           | 11    6    0   17    2
Jun 15 20:04:46 ubuntu dstat.sh[65156]: 15-06 20:04:46| 39  11  48   1   0|1169M 1125M  166M 5280M|5122B 1618B|  32k 1850k|2.00  56.9 |4450  3266 |1.72 1.08 0.56|3.0   0 170|   0     0 |           | 11    6    0   19    2
Jun 15 20:04:47 ubuntu dstat.sh[65156]: 15-06 20:04:47| 44   6  49   2   0|1221M 1046M  167M 5303M|4353B 1512B|   0  5045k|   0   126 |3338  2305 |1.72 1.08 0.56|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 15 20:04:48 ubuntu dstat.sh[65156]: 15-06 20:04:48| 39   6  47   7   0|1233M 1011M  168M 5322M|4452B 1624B|   0    17M|   0  1122 |7601    11k|1.72 1.08 0.56|2.0 2.0  11|   0     0 |           | 11    8    0   19    2
Jun 15 20:04:49 ubuntu dstat.sh[65156]: 15-06 20:04:49| 37   9  37  14   0|1254M  959M  170M 5348M|4556B 1619B|   0    42M|   0  3533 |  15k   32k|1.72 1.08 0.56|8.0   0  96|   0     0 |           | 11    8    0   20    2
