Apr 10 14:08:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 10 14:08:01 ubuntu dstat.sh[65073]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 10 14:08:01 ubuntu dstat.sh[65073]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 10 14:08:01 ubuntu dstat.sh[65073]: 10-04 14:08:01|                   | 982M 1362M  162M 5120M|           |           |           |           |1.48 1.00 0.56|2.0   0    |           |           | 10    4    0   17    0
Apr 10 14:08:02 ubuntu dstat.sh[65073]: 10-04 14:08:02| 18  21  59   0   0| 988M 1356M  163M 5120M|  22k 7495B|   0  1267k|   0  98.9 |5392  3795 |1.46 1.00 0.56|1.5   0 339|   0     0 |           | 10    4    0   17    0
Apr 10 14:08:03 ubuntu dstat.sh[65073]: 10-04 14:08:03| 19  22  57   0   0| 978M 1365M  163M 5121M|  40k   13k|   0  1609k|   0  75.4 |5559  4038 |1.44 1.00 0.56|3.0   0 360|   0     0 |           | 10    6    0   17    0
Apr 10 14:08:04 ubuntu dstat.sh[65073]: 10-04 14:08:04| 27  20  51   0   0| 991M 1351M  163M 5121M|  22k   12k|   0  1643k|   0  47.0 |5750  4886 |1.44 1.00 0.56|1.0   0 276|   0     0 |           | 10    6    0   17    0
Apr 10 14:08:05 ubuntu dstat.sh[65073]: 10-04 14:08:05| 29  16  54   0   0|1112M 1229M  163M 5243M|  43k   13k|   0  1843k|   0  55.0 |5871  7636 |1.44 1.00 0.56|1.0   0 164|   0     0 |           | 11    5    0   17    1
Apr 10 14:08:06 ubuntu dstat.sh[65073]: 10-04 14:08:06| 16   4  79   0   0|1116M 1217M  163M 5251M|  21k   13k|   0  4806k|   0  61.1 |2020  1654 |1.44 1.00 0.56|1.0   0  40|   0     0 |           | 11    7    0   17    1
Apr 10 14:08:07 ubuntu dstat.sh[65073]: 10-04 14:08:07| 36  12  50   1   0|1131M 1180M  164M 5270M| 164k 3491B|   0  3453k|   0   143 |4160  2705 |1.49 1.02 0.57|3.0   0 123|   0     0 |           | 11    6    0   17    2
Apr 10 14:08:08 ubuntu dstat.sh[65073]: 10-04 14:08:08| 39  11  48   1   0|1180M 1113M  165M 5286M|5263B 1615B|  32k 2484k|1.99  59.8 |4176  3019 |1.49 1.02 0.57|2.0   0 119|   0     0 |           | 11    6    0   19    2
Apr 10 14:08:09 ubuntu dstat.sh[65073]: 10-04 14:08:09| 43   6  48   1   0|1244M 1025M  165M 5306M|5160B 1620B|   0  3860k|   0  86.0 |3186  2072 |1.49 1.02 0.57|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 10 14:08:10 ubuntu dstat.sh[65073]: 10-04 14:08:10| 37   7  46   9   0|1252M  991M  167M 5328M|5617B 1626B|   0    39M|   0  2701 |  12k   20k|1.49 1.02 0.57|2.0 1.0  43|   0     0 |           | 11    8    0   19    2
