Mar 29 14:46:17 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 29 14:46:17 ubuntu dstat.sh[65360]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 29 14:46:17 ubuntu dstat.sh[65360]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 29 14:46:17 ubuntu dstat.sh[65360]: 29-03 14:46:17|                   | 990M 1362M  163M 5111M|           |           |           |           |0.96 0.84 0.49|2.0   0    |           |           | 10    4    0   18    0
Mar 29 14:46:18 ubuntu dstat.sh[65360]: 29-03 14:46:18| 15  21  62   0   0| 996M 1355M  163M 5111M|  14k 2873B|   0  1351k|   0  67.0 |5831  4413 |0.96 0.84 0.49|2.0   0 368|   0     0 |           | 10    4    0   18    0
Mar 29 14:46:19 ubuntu dstat.sh[65360]: 29-03 14:46:19| 17  22  60   0   0| 970M 1381M  163M 5112M|  20k   10k|   0  1300k|   0  56.5 |5628  4142 |1.05 0.86 0.50|2.0   0 357|   0     0 |           | 10    5    0   17    0
Mar 29 14:46:20 ubuntu dstat.sh[65360]: 29-03 14:46:20| 19  18  60   0   0| 970M 1381M  163M 5112M|  36k 9421B|   0  1164k|   0  41.0 |5617  5407 |1.05 0.86 0.50|2.0   0 264|   0     0 |           | 10    6    0   17    0
Mar 29 14:46:21 ubuntu dstat.sh[65360]: 29-03 14:46:21| 32  17  50   0   0|1119M 1231M  163M 5235M|  20k   11k|   0  4876k|   0  57.0 |6315  8301 |1.05 0.86 0.50|2.0   0 185|   0     0 |           | 11    6    0   17    0
Mar 29 14:46:22 ubuntu dstat.sh[65360]: 29-03 14:46:22| 15   4  80   1   0|1118M 1231M  163M 5235M|  39k   12k|   0  1506k|   0  52.1 |2082  1854 |1.05 0.86 0.50|2.0   0  56|   0     0 |           | 11    7    0   17    1
Mar 29 14:46:23 ubuntu dstat.sh[65360]: 29-03 14:46:23| 31  12  57   0   0|1130M 1206M  163M 5247M| 141k   13k|   0  1768k|   0  54.0 |4001  2593 |1.05 0.86 0.50|2.0   0 135|   0     0 |           | 11    6    0   17    2
Mar 29 14:46:24 ubuntu dstat.sh[65360]: 29-03 14:46:24| 40   8  49   1   0|1175M 1143M  164M 5262M|  45k 2611B|  32k 2726k|1.99  83.4 |4015  2933 |1.12 0.87 0.51|3.0   0  95|   0     0 |           | 11    6    0   19    2
Mar 29 14:46:25 ubuntu dstat.sh[65360]: 29-03 14:46:25| 45   6  48   1   0|1212M 1087M  164M 5279M|3370B  704B|   0  3155k|   0  50.1 |3117  1892 |1.12 0.87 0.51|4.0   0   0|   0     0 |           | 11    6    0   19    2
Mar 29 14:46:26 ubuntu dstat.sh[65360]: 29-03 14:46:26| 33   7  45  12   0|1261M 1005M  166M 5307M|4098B  910B|   0    39M|   0  3084 |  13k   24k|1.12 0.87 0.51|1.0 1.0  56|   0     0 |           | 11    8    0   19    2
Mar 29 14:46:27 ubuntu dstat.sh[65360]: 29-03 14:46:27| 37   9  44   7   0|1218M 1018M  167M 5333M|4538B 1080B|   0    53M|   0  3165 |  11k   19k|1.12 0.87 0.51|2.0   0 102|   0     0 |           | 11    6    0   19    2
Mar 29 14:46:28 ubuntu dstat.sh[65360]: 29-03 14:46:28| 42   5  52   1   0|1275M  947M  168M 5343M|8563B 2309B|   0  2871k|   0  97.0 |2953  1846 |1.12 0.87 0.51|1.0   0   0|   0     0 |           | 11    7    0   19    2
Mar 29 14:46:29 ubuntu dstat.sh[65360]: 29-03 14:46:29| 43   6  50   0   0|1282M  957M  168M 5327M|6449B 2463B|   0  1073k|   0  38.9 |3033  1584 |1.19 0.89 0.51|3.0   0  29|   0     0 |           | 11    4    0   19    0
Mar 29 14:46:30 ubuntu dstat.sh[65360]: 29-03 14:46:30| 40   6  52   1   0|1270M  964M  168M 5332M|8623B 2675B|   0  8283k|   0   408 |3470  3135 |1.19 0.89 0.51|4.0   0  17|   0     0 |           | 11    4    0   19    0
Mar 29 14:46:31 ubuntu dstat.sh[65360]: 29-03 14:46:31| 38   9  52   0   0|1240M  993M  168M 5333M|  11k 3528B|   0  2716k|   0   211 |3725  2237 |1.19 0.89 0.51|3.0   0  92|   0     0 |           | 11    5    0   19    0
Mar 29 14:46:32 ubuntu dstat.sh[65360]: 29-03 14:46:32| 29  27  42   0   0|1203M 1023M  169M 5338M|4817B 1361B|   0  1251k|   0  27.0 |  13k   20k|1.19 0.89 0.51|3.0   0 441|   0     0 |           | 11    4    0   19    0
Mar 29 14:46:33 ubuntu dstat.sh[65360]: 29-03 14:46:33| 35  25  39   0   0|1205M 1020M  169M 5339M|4744B  919B|   0   192k|   0  8.01 |  14k   23k|1.19 0.89 0.51|1.0   0 358|   0     0 |           | 11    4    0   19    0
Mar 29 14:46:34 ubuntu dstat.sh[65360]: 29-03 14:46:34| 58  14  27   0   0|1207M 1031M  169M 5328M|4424B  689B|   0  1935k|   0  14.0 |4186  2779 |1.34 0.93 0.53|4.0   0 143|   0     0 |           | 11    5    0   19    0
Mar 29 14:46:35 ubuntu dstat.sh[65360]: 29-03 14:46:35| 56   6  37   0   0|1257M  980M  169M 5328M|4787B  967B|   0   458k|   0  39.8 |3542  1608 |1.34 0.93 0.53|3.0   0  64|   0     0 |           | 11    5    0   19    0
Mar 29 14:46:36 ubuntu dstat.sh[65360]: 29-03 14:46:36| 44   8  48   0   0|1274M  962M  169M 5330M|4015B  665B|   0   897k|   0  70.1 |2937  3052 |1.34 0.93 0.53|6.0   0 1.0|   0     0 |           | 11    5    0   13    0
Mar 29 14:46:37 ubuntu dstat.sh[65360]: 29-03 14:46:37| 12  11  76   0   0|1286M  949M  169M 5330M|4225B 1025B|   0    17M|   0   158 |3496  3523 |1.34 0.93 0.53|4.0   0 124|   0     0 |           | 10    4    0   13    0
Mar 29 14:46:38 ubuntu dstat.sh[65360]: 29-03 14:46:38| 22   5  73   0   0|1345M  890M  169M 5330M|3874B 1028B|   0    92k|   0  4.01 |1950  1458 |1.34 0.93 0.53|2.0   0  17|   0     0 |           | 11    4    0   13    0
Mar 29 14:46:39 ubuntu dstat.sh[65360]: 29-03 14:46:39| 23   3  74   0   0|1366M  869M  169M 5330M|3508B 1027B|   0     0 |   0     0 |1662  1167 |1.31 0.93 0.53|4.0   0   0|   0     0 |           | 11    4    0   13    0
Mar 29 14:46:40 ubuntu dstat.sh[65360]: 29-03 14:46:40| 23   2  72   1   0|1379M  856M  169M 5331M|3453B  594B|   0  2135k|   0   226 |3623  4788 |1.31 0.93 0.53|4.0   0 1.0|   0     0 |           | 11    4    0   15    0
Mar 29 14:46:41 ubuntu dstat.sh[65360]: 29-03 14:46:41| 20   6  73   0   0|1296M  939M  169M 5331M|3989B  972B| 144k  372k|7.00  3.00 |2198  1524 |1.31 0.93 0.53|2.0   0  42|   0     0 |           | 11    4    0   15    0
Mar 29 14:46:42 ubuntu dstat.sh[65360]: 29-03 14:46:42| 19   3  77   0   0|1314M  920M  169M 5331M|9465B 5161B|   0    22M|   0   127 |2645  2592 |1.31 0.93 0.53|3.0   0 1.0|   0     0 |           | 11   17    0   15    0
Mar 29 14:46:43 ubuntu dstat.sh[65360]: 29-03 14:46:43| 19   5  75   1   0|1307M  927M  169M 5331M|9449B 5443B| 269k 3426k|66.2   139 |3020  2824 |1.31 0.93 0.53|1.0   0  45|   0     0 |           | 11   28    0   16    0
Mar 29 14:46:44 ubuntu dstat.sh[65360]: 29-03 14:46:44| 21   3  75   0   0|1372M  862M  169M 5331M|7484B 2980B|   0     0 |   0     0 |1805  1207 |1.29 0.93 0.53|1.0   0   0|   0     0 |           | 11   29    0   16    0
Mar 29 14:46:45 ubuntu dstat.sh[65360]: 29-03 14:46:45| 16   6  77   0   0|1343M  890M  169M 5331M|9572B 6114B|   0    76k|   0  8.02 |2880  2357 |1.29 0.93 0.53|1.0   0  72|   0     0 |           | 11   28    0   17    0
Mar 29 14:46:46 ubuntu dstat.sh[65360]: 29-03 14:46:46| 39  11  49   0   0|1439M  795M  169M 5331M|4170B 1073B|   0  4869k|   0   122 |3361  2019 |1.29 0.93 0.53|3.0   0  84|   0     0 |           | 11   28    0   17    0
Mar 29 14:46:47 ubuntu dstat.sh[65360]: 29-03 14:46:47| 29   4  65   0   0|1447M  787M  169M 5331M|  19k   16k|   0    19M|   0   138 |4367  5601 |1.29 0.93 0.53|3.0   0   0|   0     0 |           | 11   30    0   17    0
Mar 29 14:46:48 ubuntu dstat.sh[65360]: 29-03 14:46:48| 50  24  26   0   0|1388M  846M  169M 5332M|8512B 5184B|   0   252k|   0  34.0 |6159  6421 |1.29 0.93 0.53|6.0   0 503|   0     0 |           | 11   28    0   16    0
Mar 29 14:46:49 ubuntu dstat.sh[65360]: 29-03 14:46:49| 84  15   0   0   0|1623M  610M  169M 5332M|  12k 8773B|   0     0 |   0     0 |5578  3747 |1.66 1.02 0.56|6.0   0  76|   0     0 |           | 11   30    0   16    0
