Jun 23 16:05:37 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 23 16:05:38 ubuntu dstat.sh[65159]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 23 16:05:38 ubuntu dstat.sh[65159]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 23 16:05:38 ubuntu dstat.sh[65159]: 23-06 16:05:38|                   | 998M 1345M  166M 5114M|           |           |           |           |1.42 1.07 0.60|1.0   0    |           |           | 10    5    1   17    0
Jun 23 16:05:39 ubuntu dstat.sh[65159]: 23-06 16:05:39| 17  21  61   0   0|1003M 1340M  166M 5115M|  45k   15k|   0  2023k|   0  67.0 |5577  4101 |1.40 1.07 0.61|1.5   0 355|   0     0 |           | 10    6    1   17    0
Jun 23 16:05:40 ubuntu dstat.sh[65159]: 23-06 16:05:40| 24  22  53   0   0|1003M 1339M  167M 5115M|  21k   12k|   0  1518k|   0  56.0 |5596  4058 |1.39 1.07 0.61|3.0   0 353|   0     0 |           | 10    6    1   17    0
Jun 23 16:05:41 ubuntu dstat.sh[65159]: 23-06 16:05:41| 26  20  51   0   0| 998M 1342M  167M 5116M|  39k   12k|   0  1651k|   0  54.0 |6039  5973 |1.39 1.07 0.61|1.0   0 291|   0     0 |           | 10    5    1   17    1
Jun 23 16:05:42 ubuntu dstat.sh[65159]: 23-06 16:05:42| 29  15  53   1   0|1108M 1215M  167M 5254M| 184k   15k|   0  5250k|   0  69.9 |5853  7093 |1.39 1.07 0.61|2.0   0 138|   0     0 |           | 11    4    1   17    2
Jun 23 16:05:43 ubuntu dstat.sh[65159]: 23-06 16:05:43| 28   8  63   0   0|1123M 1181M  168M 5270M|4888B 1601B|   0  1687k|   0  69.1 |3288  2581 |1.39 1.07 0.61|3.0   0  77|   0     0 |           | 11    6    1   17    2
Jun 23 16:05:44 ubuntu dstat.sh[65159]: 23-06 16:05:44| 37  14  48   0   0|1126M 1160M  168M 5285M|4548B 1616B|   0  1436k|   0  38.9 |4526  2910 |1.44 1.09 0.61|3.0   0 170|   0     0 |           | 11    8    1   17    2
Jun 23 16:05:45 ubuntu dstat.sh[65159]: 23-06 16:05:45| 39   9  48   1   0|1180M 1081M  169M 5307M|5122B 1459B|  32k 4820k|2.00   141 |3714  2832 |1.44 1.09 0.61|3.0   0  35|   0     0 |           | 11    6    1   19    2
Jun 23 16:05:46 ubuntu dstat.sh[65159]: 23-06 16:05:46| 44   5  49   1   0|1217M 1024M  170M 5323M|5019B 1533B|   0  3186k|   0  67.1 |3098  2007 |1.44 1.09 0.61|3.0   0   0|   0     0 |           | 11    6    1   19    2
Jun 23 16:05:47 ubuntu dstat.sh[65159]: 23-06 16:05:47| 37   7  47   8   0|1229M  980M  172M 5350M|5108B 1622B|   0    27M|   0  2015 |  10k   17k|1.44 1.09 0.61|1.0 1.0  28|   0     0 |           | 11    8    1   19    2
