May 05 21:51:14 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 05 21:51:15 ubuntu dstat.sh[65293]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 05 21:51:15 ubuntu dstat.sh[65293]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 05 21:51:15 ubuntu dstat.sh[65293]: 05-05 21:51:15|                   |1065M 1259M  165M 5136M|           |           |           |           |2.04 1.06 0.57|3.0   0    |           |           | 10    7    0   17    0
May 05 21:51:16 ubuntu dstat.sh[65293]: 05-05 21:51:16| 24  21  52   0   0|1064M 1259M  165M 5136M|  43k   17k|   0  3976k|   0   124 |6288  5773 |2.04 1.06 0.57|3.0   0 412|   0     0 |           | 10    6    0   17    0
May 05 21:51:17 ubuntu dstat.sh[65293]: 05-05 21:51:17| 25  21  52   1   0|1019M 1303M  165M 5137M|  36k   10k|   0  1643k|   0  92.9 |5948  4918 |2.04 1.06 0.57|2.0   0 390|   0     0 |           | 10    6    0   17    0
May 05 21:51:18 ubuntu dstat.sh[65293]: 05-05 21:51:18| 30  20  49   1   0|1050M 1265M  166M 5144M|  23k   14k|   0  1980k|   0  59.0 |6703  7185 |2.04 1.06 0.57|2.0   0 308|   0     0 |           | 10    5    0   17    1
May 05 21:51:19 ubuntu dstat.sh[65293]: 05-05 21:51:19| 34  11  54   1   0|1160M 1131M  166M 5285M| 161k 1865B|   0  2042k|   0  77.9 |4197  5907 |2.04 1.06 0.57|1.0   0  75|   0     0 |           | 11    4    0   17    2
May 05 21:51:20 ubuntu dstat.sh[65293]: 05-05 21:51:20| 37  10  52   0   0|1160M 1113M  167M 5301M|2041B   42B|   0  2093k|   0   149 |3843  2546 |2.04 1.08 0.58|2.0   0 103|   0     0 |           | 11    6    0   17    2
May 05 21:51:21 ubuntu dstat.sh[65293]: 05-05 21:51:21| 37  12  48   1   0|1194M 1056M  168M 5321M|1997B    0 |  16k 6607k|1.00   136 |4735  3747 |2.04 1.08 0.58|2.0   0 180|   0     0 |           | 11    6    0   20    2
May 05 21:51:22 ubuntu dstat.sh[65293]: 05-05 21:51:22| 42   7  49   1   0|1242M  976M  169M 5349M|2274B   84B|  16k 4629k|1.00   108 |3127  2027 |2.04 1.08 0.58|2.0   0   0|   0     0 |           | 11    6    0   20    2
May 05 21:51:23 ubuntu dstat.sh[65293]: 05-05 21:51:23| 41   6  48   4   0|1259M  943M  170M 5362M|2628B  243B|   0    13M|   0   765 |5886  8021 |2.04 1.08 0.58|  0 1.0  10|   0     0 |           | 11    8    1   20    2
May 05 21:51:24 ubuntu dstat.sh[65293]: 05-05 21:51:24| 29   6  46  15   0|1281M  930M  171M 5352M|7534B 2483B|   0    37M|   0  3773 |  14k   27k|2.04 1.08 0.58|3.0 1.0  59|   0     0 |           | 11    6    0   20    0
May 05 21:51:25 ubuntu dstat.sh[65293]: 05-05 21:51:25| 34  12  47   6   0|1268M  942M  171M 5352M|7403B 2040B|   0    34M|   0  2363 |9522    15k|2.03 1.09 0.59|3.0   0 123|   0     0 |           | 11    5    0   20    0
May 05 21:51:26 ubuntu dstat.sh[65293]: 05-05 21:51:26| 44   7  48   0   0|1322M  882M  171M 5358M|2512B  239B|   0  2891k|   0   116 |2992  1672 |2.03 1.09 0.59|2.0   0 3.0|   0     0 |           | 11    4    0   20    0
May 05 21:51:27 ubuntu dstat.sh[65293]: 05-05 21:51:27| 41   6  53   1   0|1309M  889M  172M 5363M|9006B 3070B|   0  2115k|   0  99.7 |3025  1743 |2.03 1.09 0.59|2.0   0  32|   0     0 |           | 11    4    0   20    0
May 05 21:51:28 ubuntu dstat.sh[65293]: 05-05 21:51:28| 45  10  43   0   0|1303M  894M  172M 5363M|2762B    0 |   0  6192k|   0   362 |  16k   30k|2.03 1.09 0.59|2.0   0  13|   0     0 |           | 11    4    0   20    0
May 05 21:51:29 ubuntu dstat.sh[65293]: 05-05 21:51:29| 42  10  47   1   0|1205M 1004M  172M 5352M|2220B    0 |   0  2432k|   0   101 |7113  9689 |2.03 1.09 0.59|2.0   0  56|   0     0 |           | 11    4    0   20    0
May 05 21:51:30 ubuntu dstat.sh[65293]: 05-05 21:51:30| 29  25  44   0   0|1168M 1041M  172M 5352M|2465B    0 |   0    28k|   0  6.99 |6388  5187 |2.19 1.14 0.60|3.0   0 494|   0     0 |           | 11    4    0   20    0
May 05 21:51:31 ubuntu dstat.sh[65293]: 05-05 21:51:31| 15  20  63   0   0|1099M 1110M  172M 5353M|2181B    0 |   0  7183k|   0   314 |5852  5603 |2.19 1.14 0.60|1.0   0 320|   0     0 |           | 11    4    0   20    0
May 05 21:51:32 ubuntu dstat.sh[65293]: 05-05 21:51:32| 32  15  51   0   0|1154M 1055M  172M 5353M|2340B    0 |   0  8191B|   0  2.00 |5034  5307 |2.19 1.14 0.60|3.0   0 192|   0     0 |           | 11    5    0   20    0
May 05 21:51:33 ubuntu dstat.sh[65293]: 05-05 21:51:33| 46   4  49   0   0|1169M 1039M  172M 5354M|2034B    0 |   0   219k|   0  1.99 |2717  1266 |2.19 1.14 0.60|3.0   0   0|   0     0 |           | 11    5    0   20    0
May 05 21:51:34 ubuntu dstat.sh[65293]: 05-05 21:51:34| 42   9  48   0   0|1206M 1002M  172M 5354M|2220B    0 |   0  1344k|   0  48.0 |2772  1583 |2.19 1.14 0.60|3.0   0   0|   0     0 |           | 11    5    0   20    0
May 05 21:51:35 ubuntu dstat.sh[65293]: 05-05 21:51:35| 23  13  62   0   0|1233M  973M  172M 5356M|1921B    0 |   0  1417k|   0  97.0 |4794  5072 |2.26 1.17 0.62|2.0   0 140|   0     0 |           | 11    4    0   18    0
