Apr 29 07:42:10 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 29 07:42:10 ubuntu dstat.sh[64953]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 29 07:42:10 ubuntu dstat.sh[64953]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 29 07:42:10 ubuntu dstat.sh[64953]: 29-04 07:42:10|                   |1012M 1332M  163M 5120M|           |           |           |           |1.59 1.00 0.52|1.0   0    |           |           | 10    5    0   17    0
Apr 29 07:42:11 ubuntu dstat.sh[64953]: 29-04 07:42:11| 11  20  67   0   0|1007M 1337M  163M 5119M|9600B 3521B|   0  1293k|   0  53.9 |6193  4898 |1.59 1.00 0.52|1.0   0 430|   0     0 |           | 10    4    0   17    0
Apr 29 07:42:12 ubuntu dstat.sh[64953]: 29-04 07:42:12| 22  19  57   0   0| 968M 1375M  163M 5120M|  21k 7542B|   0  2096k|   0  81.5 |6245  5321 |1.59 1.00 0.52|1.0   0 411|   0     0 |           | 10    5    0   17    0
Apr 29 07:42:13 ubuntu dstat.sh[64953]: 29-04 07:42:13| 22  17  60   0   0| 971M 1373M  163M 5120M|8966B 4609B|   0   747k|   0  28.0 |6588  8140 |1.59 1.00 0.52|1.0   0 290|   0     0 |           | 10    5    0   17    0
Apr 29 07:42:14 ubuntu dstat.sh[64953]: 29-04 07:42:14|  9   4  86   0   0|1058M 1285M  163M 5242M|  32k 7590B|   0   730k|   0  23.9 |2333  2771 |1.47 0.98 0.52|1.0   0  14|   0     0 |           | 11    6    0   17    0
Apr 29 07:42:15 ubuntu dstat.sh[64953]: 29-04 07:42:15| 24   9  67   1   0|1083M 1260M  163M 5242M|  21k   13k|   0  1682k|   0  52.2 |3322  2438 |1.47 0.98 0.52|2.0   0 105|   0     0 |           | 11    7    0   17    1
Apr 29 07:42:16 ubuntu dstat.sh[64953]: 29-04 07:42:16| 28  10  59   0   0|1134M 1208M  163M 5243M|  14k 7867B|  16k 1561k|1.00  52.0 |3947  3156 |1.47 0.98 0.52|1.0   0 176|   0     0 |           | 11    7    0   19    1
Apr 29 07:42:17 ubuntu dstat.sh[64953]: 29-04 07:42:17| 24   5  70   1   0|1190M 1150M  164M 5244M|  31k 5930B|  16k 5801k|1.00  53.0 |2263  1734 |1.47 0.98 0.52|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 29 07:42:18 ubuntu dstat.sh[64953]: 29-04 07:42:18| 31   4  59   4   0|1227M 1109M  164M 5247M|  17k   10k|   0    10M|   0   683 |4735  6468 |1.47 0.98 0.52|3.0   0  10|   0     0 |           | 11    8    0   19    2
Apr 29 07:42:19 ubuntu dstat.sh[64953]: 29-04 07:42:19| 23   6  55  13   0|1230M 1082M  165M 5269M| 171k 9631B|   0    36M|   0  3091 |  14k   26k|1.51 1.00 0.53|2.0   0  57|   0     0 |           | 11    8    0   19    2
Apr 29 07:42:20 ubuntu dstat.sh[64953]: 29-04 07:42:20| 41   9  45   4   0|1239M 1056M  167M 5282M|4427B 1657B|   0    29M|   0  1882 |8019    13k|1.51 1.00 0.53|2.0   0  91|   0     0 |           | 11    6    0   19    2
Apr 29 07:42:21 ubuntu dstat.sh[64953]: 29-04 07:42:21| 42   6  49   0   0|1292M  986M  167M 5297M|4743B 1621B|   0  2182k|   0  63.0 |3003  1764 |1.51 1.00 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 29 07:42:22 ubuntu dstat.sh[64953]: 29-04 07:42:22| 45   4  47   2   0|1307M  946M  168M 5318M|4525B 1619B|   0    12M|   0   763 |4154  4120 |1.51 1.00 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 29 07:42:23 ubuntu dstat.sh[64953]: 29-04 07:42:23| 42   6  49   2   0|1331M  895M  169M 5342M|4242B 1516B|   0  3805k|   0   316 |3295  2121 |1.51 1.00 0.53|1.0 1.0  11|   0     0 |           | 11    6    0   19    2
Apr 29 07:42:24 ubuntu dstat.sh[64953]: 29-04 07:42:24| 41   5  51   0   0|1356M  856M  170M 5353M|8569B 2833B|   0  2096k|   0   103 |2910  1862 |1.55 1.01 0.54|1.0   0   0|   0     0 |           | 11    7    0   19    2
