May 29 16:00:18 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 29 16:00:18 ubuntu dstat.sh[65261]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 29 16:00:18 ubuntu dstat.sh[65261]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 29 16:00:18 ubuntu dstat.sh[65261]: 29-05 16:00:18|                   | 964M 1363M  164M 5135M|           |           |           |           |1.25 1.00 0.56|4.0   0    |           |           | 10    4    1   17    0
May 29 16:00:19 ubuntu dstat.sh[65261]: 29-05 16:00:19| 12  21  65   0   0| 974M 1353M  164M 5135M|  15k 2627B|   0  1252k|   0  60.0 |5549  4190 |1.25 1.00 0.56|3.0   0 327|   0     0 |           | 10    4    1   17    0
May 29 16:00:20 ubuntu dstat.sh[65261]: 29-05 16:00:20| 19  21  58   0   0| 977M 1349M  164M 5136M|  30k   12k|   0  2080k|   0  93.5 |5644  4432 |1.25 1.00 0.56|1.0   0 352|   0     0 |           | 10    6    1   17    0
May 29 16:00:21 ubuntu dstat.sh[65261]: 29-05 16:00:21| 23  19  56   0   0| 965M 1359M  164M 5136M|  35k   15k|   0  1779k|   0  57.0 |6078  5827 |1.25 1.00 0.56|1.0   0 315|   0     0 |           | 10    6    1   17    0
May 29 16:00:22 ubuntu dstat.sh[65261]: 29-05 16:00:22| 28  16  53   0   0|1103M 1221M  164M 5258M|  38k   13k|   0  1637k|   0  49.9 |6762  8473 |1.23 1.00 0.56|1.0   0 152|   0     0 |           | 11    6    1   17    0
May 29 16:00:23 ubuntu dstat.sh[65261]: 29-05 16:00:23| 22   7  69   1   0|1114M 1209M  164M 5259M|  25k   12k|   0  1528k|   0  52.0 |2903  2317 |1.23 1.00 0.56|3.0   0  84|   0     0 |           | 11    7    1   17    1
May 29 16:00:24 ubuntu dstat.sh[65261]: 29-05 16:00:24| 33  13  53   1   0|1127M 1175M  165M 5279M| 175k 9866B|   0  2436k|   0  91.0 |4628  3298 |1.23 1.00 0.56|2.0   0 173|   0     0 |           | 11    6    1   19    2
May 29 16:00:25 ubuntu dstat.sh[65261]: 29-05 16:00:25| 41   7  49   1   0|1163M 1114M  166M 5299M|4226B 1510B|  32k 3187k|2.00  71.9 |3274  2065 |1.23 1.00 0.56|3.0   0  24|   0     0 |           | 11    6    1   19    2
May 29 16:00:26 ubuntu dstat.sh[65261]: 29-05 16:00:26| 45   5  49   1   0|1206M 1050M  166M 5317M|4393B 1566B|   0  2164k|   0  37.0 |3059  1804 |1.23 1.00 0.56|4.0   0   0|   0     0 |           | 11    6    1   19    2
May 29 16:00:27 ubuntu dstat.sh[65261]: 29-05 16:00:27| 35   7  46   9   0|1226M 1005M  168M 5338M|3788B 1454B|   0    35M|   0  2147 |  11k   20k|1.21 1.00 0.57|4.0   0  46|   0     0 |           | 11    8    1   19    2
May 29 16:00:28 ubuntu dstat.sh[65261]: 29-05 16:00:28| 38   8  44   9   0|1160M 1040M  169M 5364M|4507B 1573B|   0    52M|   0  3596 |  12k   22k|1.21 1.00 0.57|4.0   0  71|   0     0 |           | 11    6    1   19    2
May 29 16:00:29 ubuntu dstat.sh[65261]: 29-05 16:00:29| 43   8  49   1   0|1260M  952M  170M 5352M|4741B 2106B|   0  2334k|   0   137 |3431  2260 |1.21 1.00 0.57|3.0   0  42|   0     0 |           | 11    4    1   19    0
