Apr 01 14:56:47 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 01 14:56:47 ubuntu dstat.sh[65598]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 01 14:56:47 ubuntu dstat.sh[65598]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 01 14:56:47 ubuntu dstat.sh[65598]: 01-04 14:56:47|                   | 975M 1378M  162M 5110M|           |           |           |           |1.37 0.96 0.53|2.0   0    |           |           | 10    3    0   17    0
Apr 01 14:56:48 ubuntu dstat.sh[65598]: 01-04 14:56:48|  9  20  68   0   0| 978M 1375M  162M 5110M|5064B 2670B|   0  3827k|   0  91.7 |5086  3454 |1.36 0.96 0.53|1.5   0 280|   0     0 |           | 10    3    0   17    0
Apr 01 14:56:49 ubuntu dstat.sh[65598]: 01-04 14:56:49| 11  21  67   0   0| 967M 1386M  162M 5110M|6872B 2710B|   0  8216B|   0  46.8 |5054  3322 |1.34 0.96 0.53|2.0   0 282|   0     0 |           | 10    4    0   17    0
Apr 01 14:56:50 ubuntu dstat.sh[65598]: 01-04 14:56:50| 10  22  65   0   0| 956M 1397M  162M 5111M|5382B 1721B|   0    24k|   0  5.97 |5814  5143 |1.34 0.96 0.53|1.0   0 285|   0     0 |           | 10    2    0   17    1
Apr 01 14:56:51 ubuntu dstat.sh[65598]: 01-04 14:56:51| 12  18  68   0   0| 954M 1398M  162M 5111M|6218B 1625B|   0    16k|   0  4.01 |4937  4316 |1.34 0.96 0.53|2.0   0 204|   0     0 |           | 10    2    0   17    1
Apr 01 14:56:52 ubuntu dstat.sh[65598]: 01-04 14:56:52| 16  11  70   0   0|1072M 1280M  162M 5233M|5943B 2740B|   0     0 |   0     0 |4672  6316 |1.34 0.96 0.53|  0   0 102|   0     0 |           | 11    3    0   17    1
Apr 01 14:56:53 ubuntu dstat.sh[65598]: 01-04 14:56:53| 14  10  75   0   0|1083M 1269M  162M 5233M|4680B 1620B|   0  1636k|   0  81.0 |3108  2328 |1.31 0.96 0.53|1.0   0 101|   0     0 |           | 11    5    0   17    1
Apr 01 14:56:54 ubuntu dstat.sh[65598]: 01-04 14:56:54| 13  14  71   0   0|1082M 1270M  162M 5233M|4743B 1621B|   0   268k|   0  20.0 |4161  3112 |1.31 0.96 0.53|1.0   0 185|   0     0 |           | 11    5    0   19    1
Apr 01 14:56:55 ubuntu dstat.sh[65598]: 01-04 14:56:55| 22   3  73   0   0|1142M 1209M  162M 5234M|4936B 1457B|  32k 1183k|2.00  19.0 |1935  1599 |1.31 0.96 0.53|4.0   0 1.0|   0     0 |           | 11    5    0   19    1
Apr 01 14:56:56 ubuntu dstat.sh[65598]: 01-04 14:56:56| 22   3  74   1   0|1171M 1179M  162M 5234M|5253B 1622B|   0  2427k|   0   160 |2095  1808 |1.31 0.96 0.53|1.0   0 1.0|   0     0 |           | 11    7    0   19    1
Apr 01 14:56:57 ubuntu dstat.sh[65598]: 01-04 14:56:57|  9   6  67  14   0|1172M 1172M  163M 5239M|5112B 1526B|   0    26M|   0  2362 |  11k   21k|1.31 0.96 0.53|  0 1.0  42|   0     0 |           | 11    7    0   19    1
Apr 01 14:56:58 ubuntu dstat.sh[65598]: 01-04 14:56:58| 15   5  66  11   0|1174M 1165M  164M 5243M|2960B  540B|   0    40M|   0  3112 |  13k   24k|1.45 0.99 0.55|1.0   0  39|   0     0 |           | 11    7    0   19    1
Apr 01 14:56:59 ubuntu dstat.sh[65598]: 01-04 14:56:59| 18   9  69   2   0|1140M 1199M  165M 5243M|4789B 1567B|   0    13M|   0   843 |4236  5459 |1.45 0.99 0.55|1.0   0  75|   0     0 |           | 11    5    0   19    1
Apr 01 14:57:00 ubuntu dstat.sh[65598]: 01-04 14:57:00| 23   2  74   0   0|1179M 1160M  165M 5243M|4366B 1241B|   0   564k|   0  21.0 |1815  1374 |1.45 0.99 0.55|1.0   0   0|   0     0 |           | 11    5    0   19    1
Apr 01 14:57:01 ubuntu dstat.sh[65598]: 01-04 14:57:01| 23   4  72   1   0|1160M 1179M  165M 5243M|4459B 1296B|   0  5100k|   0   255 |2404  2479 |1.45 0.99 0.55|1.0   0  10|   0     0 |           | 11    5    0   19    1
Apr 01 14:57:02 ubuntu dstat.sh[65598]: 01-04 14:57:02| 23   4  73   0   0|1179M 1160M  165M 5243M|7990B 2459B|   0    96k|   0  10.0 |1822  1353 |1.45 0.99 0.55|1.0   0 1.0|   0     0 |           | 11    5    0   19    1
Apr 01 14:57:03 ubuntu dstat.sh[65598]: 01-04 14:57:03| 32   7  59   0   0|1173M 1165M  165M 5243M|  23k 7690B|   0   830k|   0  47.1 |3272  2125 |1.41 0.99 0.55|3.0   0 120|   0     0 |           | 11    5    0   19    2
