May 18 19:12:30 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 18 19:12:30 ubuntu dstat.sh[64865]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 18 19:12:30 ubuntu dstat.sh[64865]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 18 19:12:30 ubuntu dstat.sh[64865]: 18-05 19:12:30|                   | 961M 1373M  163M 5129M|           |           |           |           |1.65 0.93 0.52|1.0   0    |           |           | 10    6    0   17    0
May 18 19:12:31 ubuntu dstat.sh[64865]: 18-05 19:12:31| 20  22  55   1   0| 976M 1358M  163M 5129M|  34k   15k|   0  2622k|   0   139 |5755  4550 |1.65 0.93 0.52|1.5   0 408|   0     0 |           | 10    6    0   17    0
May 18 19:12:32 ubuntu dstat.sh[64865]: 18-05 19:12:32| 23  22  54   1   0| 996M 1336M  163M 5130M|  43k   14k|   0  2073k|   0   102 |6110  5150 |1.59 0.93 0.52|3.0   0 395|   0     0 |           | 10    6    0   17    0
May 18 19:12:33 ubuntu dstat.sh[64865]: 18-05 19:12:33| 30  18  50   0   0| 976M 1340M  163M 5146M| 181k   12k|   0  5711k|   0  77.0 |5668  5517 |1.59 0.93 0.52|2.0   0 256|   0     0 |           | 10    5    0   17    1
May 18 19:12:34 ubuntu dstat.sh[64865]: 18-05 19:12:34| 33  11  54   0   0|1095M 1206M  164M 5280M|5016B  132B|   0  1612k|   0  66.0 |4784  5771 |1.59 0.93 0.52|1.0   0  76|   0     0 |           | 11    4    0   17    2
May 18 19:12:35 ubuntu dstat.sh[64865]: 18-05 19:12:35| 32   9  57   0   0|1111M 1172M  164M 5294M|4411B    0 |   0  1345k|   0  36.9 |3385  2438 |1.59 0.93 0.52|2.0   0  86|   0     0 |           | 11    6    0   17    2
May 18 19:12:36 ubuntu dstat.sh[64865]: 18-05 19:12:36| 35  15  47   1   0|1133M 1127M  165M 5315M|2775B    0 |   0  2746k|   0   119 |4900  3774 |1.59 0.93 0.52|2.0   0 195|   0     0 |           | 11    6    0   19    2
May 18 19:12:37 ubuntu dstat.sh[64865]: 18-05 19:12:37| 42   7  49   1   0|1189M 1046M  166M 5337M|2281B    0 |  32k 4471k|2.00   108 |3170  2178 |1.63 0.95 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 18 19:12:38 ubuntu dstat.sh[64865]: 18-05 19:12:38| 45   5  48   0   0|1222M  994M  167M 5352M|2279B    0 |   0  3778k|   0   189 |3218  1982 |1.63 0.95 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 18 19:12:39 ubuntu dstat.sh[64865]: 18-05 19:12:39| 32   9  45  12   0|1230M  994M  168M 5342M|2492B  482B|   0    31M|   0  2597 |  12k   21k|1.63 0.95 0.53|4.0   0  78|   0     0 |           | 11    6    0   19    0
May 18 19:12:40 ubuntu dstat.sh[64865]: 18-05 19:12:40| 32   8  46  11   0|1235M  979M  169M 5350M|8279B 2345B|   0    47M|   0  3634 |  13k   24k|1.63 0.95 0.53|2.0   0  41|   0     0 |           | 11    6    0   19    0
May 18 19:12:41 ubuntu dstat.sh[64865]: 18-05 19:12:41| 37   9  52   0   0|1186M 1022M  170M 5355M|9157B 2874B|   0  1300k|   0  58.0 |3550  2388 |1.63 0.95 0.53|2.0   0  94|   0     0 |           | 11    5    0   19    0
May 18 19:12:42 ubuntu dstat.sh[64865]: 18-05 19:12:42| 43   9  46   0   0|1225M  983M  170M 5356M|2442B  174B|   0  3168k|   0  81.0 |  11k   19k|1.66 0.97 0.54|2.0   0  14|   0     0 |           | 11    4    0   19    0
May 18 19:12:43 ubuntu dstat.sh[64865]: 18-05 19:12:43| 42  12  45   1   0|1214M  993M  170M 5356M|2040B    0 |   0  7081k|   0   394 |  11k   20k|1.66 0.97 0.54|3.0   0  29|   0     0 |           | 11    4    0   19    0
May 18 19:12:44 ubuntu dstat.sh[64865]: 18-05 19:12:44| 43   7  48   0   0|1175M 1045M  170M 5345M|2879B   42B|   0   812k|   0  50.0 |3193  1840 |1.66 0.97 0.54|2.0   0  26|   0     0 |           | 11    4    0   19    0
May 18 19:12:45 ubuntu dstat.sh[64865]: 18-05 19:12:45| 26  12  61   0   0|1147M 1072M  170M 5345M|2406B    0 |   0  1375k|   0   105 |3870  2456 |1.66 0.97 0.54|1.0   0 160|   0     0 |           | 11    4    0   19    0
May 18 19:12:46 ubuntu dstat.sh[64865]: 18-05 19:12:46|  8  21  69   0   0|1120M 1100M  170M 5345M|2657B    0 |   0    20k|   0  5.00 |5156  3599 |1.66 0.97 0.54|1.0   0 293|   0     0 |           | 11    4    0   19    0
May 18 19:12:47 ubuntu dstat.sh[64865]: 18-05 19:12:47| 11  22  66   0   0|1082M 1137M  170M 5345M|2454B    0 |   0    52k|   0  9.97 |6424  6390 |1.60 0.97 0.54|2.0   0 335|   0     0 |           | 11    4    0   19    0
May 18 19:12:48 ubuntu dstat.sh[64865]: 18-05 19:12:48| 37  17  45   0   0|1104M 1115M  170M 5346M|3128B  224B|  32k   21M|3.00   402 |5334  5530 |1.60 0.97 0.54|2.0   0 219|   0     0 |           | 11    5    1   19    0
May 18 19:12:49 ubuntu dstat.sh[64865]: 18-05 19:12:49| 46   5  49   0   0|1169M 1051M  170M 5346M|2462B   74B|   0    84k|   0  6.00 |2661  1280 |1.60 0.97 0.54|2.0   0 1.0|   0     0 |           | 11    5    1   19    0
May 18 19:12:50 ubuntu dstat.sh[64865]: 18-05 19:12:50| 42   8  48   0   0|1210M 1009M  170M 5346M|3839B   74B|   0  1440k|   0  55.0 |2927  1916 |1.60 0.97 0.54|2.0   0   0|   0     0 |           | 11    5    1   19    0
May 18 19:12:51 ubuntu dstat.sh[64865]: 18-05 19:12:51| 25  10  64   0   0|1245M  972M  170M 5348M|4346B   74B|   0  1772k|   0  93.2 |3597  3960 |1.60 0.97 0.54|  0   0 119|   0     0 |           | 11    4    1   20    0
May 18 19:12:52 ubuntu dstat.sh[64865]: 18-05 19:12:52| 12   4  82   0   0|1282M  934M  170M 5348M|3840B   74B|   0   388k|   0  4.00 |1704  1568 |1.56 0.97 0.54|1.0   0  23|   0     0 |           | 11    4    1   16    0
May 18 19:12:53 ubuntu dstat.sh[64865]: 18-05 19:12:53| 22   5  72   0   0|1333M  884M  170M 5348M|3120B   74B|   0  9863k|   0  56.0 |1909  1383 |1.56 0.97 0.54|1.0   0   0|   0     0 |           | 11    4    1   16    0
May 18 19:12:54 ubuntu dstat.sh[64865]: 18-05 19:12:54| 23   2  73   1   0|1361M  856M  170M 5349M|2955B   94B|   0  1437k|   0   108 |2547  2908 |1.56 0.97 0.54|3.0 1.0 1.0|   0     0 |           | 11   10    1   16    0
May 18 19:12:55 ubuntu dstat.sh[64865]: 18-05 19:12:55| 20   6  71   1   0|1282M  934M  170M 5349M|3055B   74B|   0  3095k|   0   229 |3356  3774 |1.56 0.97 0.54|1.0   0  42|   0     0 |           | 11    4    1   18    0
May 18 19:12:56 ubuntu dstat.sh[64865]: 18-05 19:12:56| 21   2  76   0   0|1330M  885M  170M 5349M|4570B 1964B| 144k  763k|6.99  6.99 |1741  1284 |1.56 0.97 0.54|  0   0   0|   0     0 |           | 11    5    1   16    0
May 18 19:12:57 ubuntu dstat.sh[64865]: 18-05 19:12:57| 21   3  75   1   0|1346M  869M  170M 5349M|5779B 2767B| 268k 1582k|66.1  34.0 |2472  2628 |1.51 0.97 0.55|1.0   0 2.0|   0     0 |           | 11   27    1   16    0
May 18 19:12:58 ubuntu dstat.sh[64865]: 18-05 19:12:58| 18   8  73   0   0|1316M  899M  170M 5349M|7094B 3764B|   0    34M|   0   248 |3210  2759 |1.51 0.97 0.55|1.0   0  44|   0     0 |           | 11   28    1   17    0
May 18 19:12:59 ubuntu dstat.sh[64865]: 18-05 19:12:59| 19   3  77   0   0|1342M  873M  170M 5349M|6718B 4262B|   0  4096B|   0  1.00 |1769  1312 |1.51 0.97 0.55|1.0   0   0|   0     0 |           | 11   29    1   17    0
May 18 19:13:00 ubuntu dstat.sh[64865]: 18-05 19:13:00| 22  12  65   0   0|1353M  862M  170M 5349M|5855B 2946B|   0  2275k|   0  49.0 |3657  2646 |1.51 0.97 0.55|2.0   0 156|   0     0 |           | 11   28    1   17    0
May 18 19:13:01 ubuntu dstat.sh[64865]: 18-05 19:13:01| 38   6  56   0   0|1417M  798M  170M 5349M|9604B 6197B|   0   976k|   0  16.0 |3249  2464 |1.51 0.97 0.55|2.0   0 1.0|   0     0 |           | 11   30    1   17    0
May 18 19:13:02 ubuntu dstat.sh[64865]: 18-05 19:13:02| 41   6  51   0   0|1410M  805M  170M 5352M|  16k   12k|   0   389k|   0  34.1 |6394    13k|1.63 1.00 0.56|8.0   0  39|   0     0 |           | 11   28    1   18    0
May 18 19:13:03 ubuntu dstat.sh[64865]: 18-05 19:13:03| 65  30   5   0   0|1489M  726M  170M 5349M|2933B    0 |   0   627k|   0  78.8 |6487    11k|1.63 1.00 0.56|6.0   0 574|   0     0 |           | 11   28    1   19    0
May 18 19:13:04 ubuntu dstat.sh[64865]: 18-05 19:13:04| 84  12   1   0   0|1696M  519M  170M 5349M|  17k   16k|   0   152k|   0  7.01 |5279  4128 |1.63 1.00 0.56|6.0   0   0|   0     0 |           | 11   32    1   17    0
May 18 19:13:05 ubuntu dstat.sh[64865]: 18-05 19:13:05| 82  10   8   0   0|1732M  482M  170M 5350M|  29k   25k|   0   432k|   0  44.0 |7526    11k|1.63 1.00 0.56|4.0   0  50|   0     0 |           | 11   30    1   21    0
May 18 19:13:06 ubuntu dstat.sh[64865]: 18-05 19:13:06| 28  15  55   0   0|1544M  671M  170M 5350M|8039B 4101B|   0   543k|   0  41.9 |5109  5634 |1.63 1.00 0.56|1.0   0 259|   0     0 |           | 11   28    1   23    0
May 18 19:13:07 ubuntu dstat.sh[64865]: 18-05 19:13:07| 20   3  76   0   0|1531M  683M  170M 5350M|4308B 1966B|   0   144k|   0  6.00 |1730  1230 |1.58 1.00 0.56|  0   0   0|   0     0 |           | 11   29    1   23    0
May 18 19:13:08 ubuntu dstat.sh[64865]: 18-05 19:13:08| 18   3  78   1   0|1491M  724M  170M 5350M|8534B 5121B|   0   705k|   0  47.1 |3065  3543 |1.58 1.00 0.56|1.0   0 9.0|   0     0 |           | 11   28    1   24    0
May 18 19:13:09 ubuntu dstat.sh[64865]: 18-05 19:13:09| 19   9  71   0   0|1486M  729M  170M 5350M|2284B    0 |   0    84M|   0   455 |3166  2817 |1.58 1.00 0.56|1.0   0  59|   0     0 |           | 11   28    1   24    0
May 18 19:13:10 ubuntu dstat.sh[64865]: 18-05 19:13:10| 16   2  79   1   0|1475M  739M  170M 5350M|9188B 7005B|   0  3375k|   0   122 |2695  3149 |1.58 1.00 0.56|1.0   0 2.0|   0     0 |           | 11   28    1   25    0
May 18 19:13:11 ubuntu dstat.sh[64865]: 18-05 19:13:11| 11  19  68   0   0|1378M  837M  170M 5350M|2416B    0 |   0   196k|   0  8.99 |4838  3301 |1.58 1.00 0.56|1.0   0 293|   0     0 |           | 11   28    1   25    0
May 18 19:13:12 ubuntu dstat.sh[64865]: 18-05 19:13:12| 22  30  47   0   0|1367M  847M  170M 5350M|2281B    0 |   0   264k|   0  21.0 |6006  4990 |1.61 1.02 0.57|5.0   0 694|   0     0 |           | 11   28    1   25    0
May 18 19:13:13 ubuntu dstat.sh[64865]: 18-05 19:13:13| 87  14   0   0   0|1594M  621M  170M 5350M|2412B    0 |   0   949k|   0  45.0 |4946  2569 |1.61 1.02 0.57|5.0   0  52|   0     0 |           | 11   28    1   25    0
May 18 19:13:14 ubuntu dstat.sh[64865]: 18-05 19:13:14| 71   8  20   0   0|1666M  548M  170M 5350M|  38k   35k|   0   168k|   0  6.99 |7417    10k|1.61 1.02 0.57|3.0   0   0|   0     0 |           | 11   33    1   25    0
May 18 19:13:15 ubuntu dstat.sh[64865]: 18-05 19:13:15| 70  18  12   0   0|1526M  688M  170M 5350M|  17k   13k|   0   685k|   0  77.1 |9185    12k|1.61 1.02 0.57|7.0   0 310|   0     0 |           | 11   28    1   26    0
May 18 19:13:16 ubuntu dstat.sh[64865]: 18-05 19:13:16| 87  13   0   0   0|1646M  568M  170M 5350M|6705B 4316B|   0   156k|   0  9.00 |5054  2806 |1.61 1.02 0.57|5.0   0   0|   0     0 |           | 11   30    1   26    0
May 18 19:13:17 ubuntu dstat.sh[64865]: 18-05 19:13:17| 83  11   6   0   0|1733M  481M  170M 5350M|  39k   36k|   0   708k|   0  40.0 |7846    11k|1.72 1.05 0.58|4.0   0   0|   0     0 |           | 11   33    1   27    0
May 18 19:13:18 ubuntu dstat.sh[64865]: 18-05 19:13:18| 65  18  16   0   0|1524M  689M  170M 5351M|  25k   21k|   0   471k|   0  39.9 |7826    11k|1.72 1.05 0.58|2.0 1.0 297|   0     0 |           | 11   28    1   31    0
May 18 19:13:19 ubuntu dstat.sh[64865]: 18-05 19:13:19| 39   5  55   0   0|1518M  696M  170M 5351M|6929B 4317B|   0  3440k|   0   172 |3203  2623 |1.72 1.05 0.58|1.0   0   0|   0     0 |           | 11   30    1   31    0
May 18 19:13:20 ubuntu dstat.sh[64865]: 18-05 19:13:20| 36   7  56   0   0|1487M  726M  170M 5351M|  17k   14k|   0  1756k|   0   102 |5653  7225 |1.72 1.05 0.58|3.0   0  79|   0     0 |           | 11   28    1   32    0
May 18 19:13:21 ubuntu dstat.sh[64865]: 18-05 19:13:21| 55  21  23   0   0|1470M  743M  170M 5351M|2888B    0 |   0    20k|   0  5.00 |4703  3036 |1.72 1.05 0.58|4.0   0 300|   0     0 |           | 11   28    1   32    0
May 18 19:13:22 ubuntu dstat.sh[64865]: 18-05 19:13:22| 49   5  44   0   0|1524M  689M  170M 5351M|  23k   20k|   0     0 |   0     0 |5055  6275 |1.75 1.07 0.59|2.0   0   0|   0     0 |           | 11   31    1   32    0
May 18 19:13:23 ubuntu dstat.sh[64865]: 18-05 19:13:23| 63  20  16   0   0|1503M  711M  170M 5351M|  11k 7243B|   0   546k|   0  53.2 |6827  7373 |1.75 1.07 0.59|4.0   0 259|   0     0 |           | 11   28    1   33    0
May 18 19:13:24 ubuntu dstat.sh[64865]: 18-05 19:13:24| 71   9  20   0   0|1592M  622M  170M 5351M|  20k   17k|   0  5788k|   0   376 |5061  3757 |1.75 1.07 0.59|4.0   0   0|   0     0 |           | 11   32    1   29    0
May 18 19:13:25 ubuntu dstat.sh[64865]: 18-05 19:13:25| 57  16  25   0   0|1407M  806M  170M 5351M|  26k   22k|   0   559k|   0  48.9 |9157    13k|1.75 1.07 0.59|4.0   0 281|   0     0 |           | 11   28    1   32    0
May 18 19:13:26 ubuntu dstat.sh[64865]: 18-05 19:13:26| 64  13  23   0   0|1564M  649M  170M 5351M|3354B  284B|   0  2487k|   0   102 |3838  1677 |1.75 1.07 0.59|2.0   0  43|   0     0 |           | 11   28    2   32    0
May 18 19:13:27 ubuntu dstat.sh[64865]: 18-05 19:13:27| 43   5  50   0   0|1567M  646M  170M 5351M|  28k   25k|   0   859k|   0  59.0 |7147  9874 |1.77 1.08 0.60|4.0   0   0|   0     0 |           | 11   30    1   33    0
May 18 19:13:28 ubuntu dstat.sh[64865]: 18-05 19:13:28| 59  20  21   0   0|1499M  713M  170M 5351M|6459B 3240B|   0   300k|   0  24.0 |4891  3913 |1.77 1.08 0.60|3.0   0 299|   0     0 |           | 11   28    1   34    0
May 18 19:13:29 ubuntu dstat.sh[64865]: 18-05 19:13:29| 52   7  40   0   0|1574M  639M  170M 5352M|  17k   15k|   0   512k|   0  6.00 |4633  4250 |1.77 1.08 0.60|3.0   0 6.0|   0     0 |           | 11   31    1   31    0
May 18 19:13:30 ubuntu dstat.sh[64865]: 18-05 19:13:30| 55  17  28   0   0|1517M  695M  170M 5352M|  16k   12k|   0   364k|   0  26.0 |6852  7953 |1.77 1.08 0.60|3.0   0 287|   0     0 |           | 11   28    1   34    0
May 18 19:13:31 ubuntu dstat.sh[64865]: 18-05 19:13:31| 56   6  37   0   0|1561M  651M  170M 5352M|  14k   12k|   0  1311k|   0   148 |3884  2630 |1.77 1.08 0.60|3.0   0 1.0|   0     0 |           | 11   31    1   34    0
May 18 19:13:32 ubuntu dstat.sh[64865]: 18-05 19:13:32| 53  11  35   0   0|1421M  791M  170M 5352M|  17k   14k|   0   452k|   0  38.0 |7519  8941 |1.95 1.13 0.62|3.0   0 112|   0     0 |           | 11   28    1   36    0
May 18 19:13:33 ubuntu dstat.sh[64865]: 18-05 19:13:33| 58   9  32   0   0|1556M  656M  170M 5352M|9804B 6802B|   0   156k|   0  7.99 |3568  1919 |1.95 1.13 0.62|3.0   0   0|   0     0 |           | 11   31    1   36    0
May 18 19:13:34 ubuntu dstat.sh[64865]: 18-05 19:13:34| 49  10  39   0   0|1488M  724M  170M 5352M|  22k   18k|   0  1371k|   0  97.2 |6918  9584 |1.95 1.13 0.62|4.0   0 140|   0     0 |           | 11   28    1   38    0
May 18 19:13:35 ubuntu dstat.sh[64865]: 18-05 19:13:35| 72  27   0   0   0|1549M  663M  170M 5352M|3160B    0 |   0    56k|   0  14.0 |5510  4532 |1.95 1.13 0.62|7.0   0 488|   0     0 |           | 11   28    1   38    0
May 18 19:13:36 ubuntu dstat.sh[64865]: 18-05 19:13:36| 80  19   1   0   0|1721M  491M  170M 5352M|  17k   14k|   0    36k|   0  1.00 |5844  5079 |1.95 1.13 0.62|7.0   0 341|   0     0 |           | 11   32    1   38    0
May 18 19:13:37 ubuntu dstat.sh[64865]: 18-05 19:13:37| 77  21   2   0   0|1747M  465M  170M 5352M|  38k   35k|   0   580k|   0  46.0 |8410    11k|2.35 1.23 0.65|6.0   0 470|   0     0 |           | 11   30    1   37    0
