Mar 14 18:21:53 jammy-provider-cloud-0000008114 systemd[1]: Started Devstack devstack@dstat.service.
Mar 14 18:21:54 jammy-provider-cloud-0000008114 dstat.sh[69692]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Mar 14 18:21:54 jammy-provider-cloud-0000008114 dstat.sh[69692]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 14 18:21:54 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:21:54|                   | 988M 1411M  165M 5055M|           |           |           |           |1.41 0.91 0.49|4.0   0    |           |   0     0 |  9    5    0   17    0
Mar 14 18:21:55 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:21:55| 23  21  54   0   0| 980M 1418M  165M 5056M|1281k   30k|   0  3911k|   0   110 |4386  7157 |1.35 0.91 0.49|3.0   0 594|   0     0 |   0     0 |  9    6    0   16    0
Mar 14 18:21:56 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:21:56| 46  18  34   0   0|1014M 1381M  165M 5058M| 221k   14k|   0  1887k|   0  86.0 |4514  7236 |1.29 0.90 0.49|3.0   0 507|   0     0 |   0     0 |  9    6    0   16    0
Mar 14 18:21:57 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:21:57| 28  11  59   0   0|1150M 1245M  165M 5180M| 130k   19k|   0  2636k|   0  66.9 |5451  8939 |1.29 0.90 0.49|1.0   0  80|   0     0 |   0     0 | 10    7    0   16    1
Mar 14 18:21:58 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:21:58| 47  12  41   1   0|1137M 1245M  165M 5192M|1341k   26k|  80k 3207k|1.00  79.2 |2926  3909 |1.29 0.90 0.49|3.0   0 212|   0     0 |   0     0 | 10    6    0   16    2
Mar 14 18:21:59 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:21:59| 57   6  36   0   0|1158M 1205M  166M 5208M| 861k   16k|   0  5600k|   0   145 |2673  3485 |1.29 0.90 0.49|2.0   0  79|   0     0 |   0     0 | 10    6    0   18    2
Mar 14 18:22:00 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:00| 43   5  50   2   0|1210M 1123M  167M 5234M|  11k 1566B|   0  8464k|   0   479 |2913  5200 |1.35 0.91 0.50|5.0 1.0  10|   0     0 |   0     0 | 10    8    0   18    2
Mar 14 18:22:01 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:01| 32   7  53   6   0|1226M 1069M  169M 5267M|  11k 1620B|   0    68M|   0  5095 |  15k   36k|1.35 0.91 0.50|1.0 1.0  63|   0     0 |   0     0 | 10    8    0   18    2
Mar 14 18:22:02 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:02| 40   6  53   1   0|1148M 1159M  169M 5255M|  18k 4185B|   0    18M|   0   890 |2469  3990 |1.35 0.91 0.50|4.0   0  82|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:03 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:03| 47   6  46   0   0|1193M 1113M  169M 5256M|6607B 1617B|   0  2303k|   0   155 |8978    18k|1.35 0.91 0.50|2.0   0  13|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:04 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:04| 47   7  46   0   0|1165M 1141M  169M 5256M|  12k 1623B|   0  8399k|   0   401 |9836    20k|1.35 0.91 0.50|2.0   0  26|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:05 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:05| 50   6  44   0   0|1085M 1220M  169M 5256M|9202B 1710B|   0   283k|   0  12.0 |1779  4350 |1.40 0.93 0.51|6.0   0  72|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:06 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:06| 19  22  59   0   0|1065M 1241M  169M 5256M|6253B 1623B|   0    44k|   0  11.0 |3484  5978 |1.40 0.93 0.51|2.0   0 577|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:07 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:07| 18  15  66   0   0|1068M 1237M  169M 5256M|  15k 1662B|   0   284k|   0  7.00 |4811  7727 |1.40 0.93 0.51|1.0   0 238|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:08 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:08| 46   8  45   0   0|1189M 1116M  169M 5257M|4579B 1458B|   0     0 |   0     0 |1714  2242 |1.40 0.93 0.51|2.0   0 129|   0     0 |   0     0 | 10    5    0   18    0
Mar 14 18:22:09 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:09| 49   3  48   0   0|1242M 1061M  169M 5259M|  12k 1620B|   0  1020k|   0   111 |1388  3883 |1.40 0.93 0.51|2.0   0   0|   0     0 |   0     0 | 10    5    0   18    0
Mar 14 18:22:10 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:10| 13   7  78   0   0|1252M 1050M  169M 5260M|8955B 1617B|   0   200k|   0  30.9 |1599  4044 |1.29 0.92 0.50|  0   0 118|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:11 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:11|  8   4  88   0   0|1269M 1033M  169M 5260M|  13k 1621B|   0  1521k|   0  18.0 |1355  1708 |1.29 0.92 0.50|1.0   0  21|   0     0 |   0     0 | 10    4    0   18    0
Mar 14 18:22:12 jammy-provider-cloud-0000008114 dstat.sh[69692]: 14-03 18:22:12| 23   2  73   0   0|1329M  973M  169M 5260M|  12k 1616B|   0  7743k|   0  52.9 |1186  1420 |1.29 0.92 0.50|2.0   0 2.0|   0     0 |   0     0 | 10    4    0   18    0
