Apr 07 20:11:26 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 07 20:11:27 ubuntu dstat.sh[65111]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 07 20:11:27 ubuntu dstat.sh[65111]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 07 20:11:27 ubuntu dstat.sh[65111]: 07-04 20:11:27|                   | 930M 1445M  162M 5092M|           |           |           |           |1.53 0.92 0.53|3.0   0    |           |           | 10    2    1   17    0
Apr 07 20:11:28 ubuntu dstat.sh[65111]: 07-04 20:11:28| 51  25  24   0   0| 966M 1397M  163M 5101M|4905B 1458B|   0  1660k|   0  20.0 |6547  5093 |1.53 0.92 0.53|3.0   0 535|   0     0 |           | 10    2    1   17    0
Apr 07 20:11:29 ubuntu dstat.sh[65111]: 07-04 20:11:29| 33  19  46   0   0| 991M 1361M  163M 5111M|  19k 7431B|   0   770k|   0  50.9 |6316  5476 |1.57 0.94 0.54|2.0   0 460|   0     0 |           | 10    4    1   17    0
Apr 07 20:11:30 ubuntu dstat.sh[65111]: 07-04 20:11:30| 20  18  62   0   0| 984M 1368M  164M 5111M| 217k 6547B|   0   184k|   0  9.00 |6170  7105 |1.57 0.94 0.54|1.0   0 240|   0     0 |           | 10    4    1   17    0
Apr 07 20:11:31 ubuntu dstat.sh[65111]: 07-04 20:11:31| 15   6  78   0   0|1090M 1261M  164M 5233M|  20k 6682B|   0   553k|   0  16.0 |2902  2987 |1.57 0.94 0.54|2.0   0  35|   0     0 |           | 11    7    1   17    0
Apr 07 20:11:32 ubuntu dstat.sh[65111]: 07-04 20:11:32| 25  11  63   0   0|1114M 1237M  164M 5233M|  27k 9208B|   0  4376k|   0  46.9 |3573  2450 |1.57 0.94 0.54|1.0   0  99|   0     0 |           | 11    8    1   17    0
Apr 07 20:11:33 ubuntu dstat.sh[65111]: 07-04 20:11:33| 25  13  60   0   0|1128M 1222M  164M 5234M|  34k   15k|  16k 2732k|1.00  86.1 |4386  3306 |1.57 0.94 0.54|1.0   0 162|   0     0 |           | 11    8    1   19    0
Apr 07 20:11:34 ubuntu dstat.sh[65111]: 07-04 20:11:34| 36   5  58   1   0|1210M 1138M  164M 5235M|  36k   11k|  16k 3194k|1.00  42.0 |2662  1659 |1.68 0.98 0.55|2.0   0 6.0|   0     0 |           | 11    8    1   19    0
Apr 07 20:11:35 ubuntu dstat.sh[65111]: 07-04 20:11:35| 33   4  57   5   0|1250M 1093M  165M 5239M|  24k   12k|   0    20M|   0  1396 |6940    11k|1.68 0.98 0.55|1.0   0  10|   0     0 |           | 11    9    1   19    1
Apr 07 20:11:36 ubuntu dstat.sh[65111]: 07-04 20:11:36| 29   7  50  12   0|1247M 1069M  166M 5264M| 175k   11k|   0    37M|   0  3448 |  15k   27k|1.68 0.98 0.55|3.0   0  73|   0     0 |           | 11    8    1   19    2
