Apr 16 22:08:05 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 16 22:08:05 ubuntu dstat.sh[65135]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 16 22:08:05 ubuntu dstat.sh[65135]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 16 22:08:05 ubuntu dstat.sh[65135]: 16-04 22:08:05|                   |1095M 1251M  164M 5116M|           |           |           |           |1.41 0.89 0.52|2.0   0    |           |           | 10    4    1   17    0
Apr 16 22:08:06 ubuntu dstat.sh[65135]: 16-04 22:08:06| 13  21  64   0   0|1083M 1263M  164M 5116M| 227k 9180B|   0  1993k|   0  28.0 |6457  5486 |1.41 0.89 0.52|2.0   0 468|   0     0 |           | 10    4    1   17    0
Apr 16 22:08:07 ubuntu dstat.sh[65135]: 16-04 22:08:07| 17  22  60   0   0|1039M 1306M  164M 5117M|  16k 3058B|   0    10M|   0   213 |6276  5678 |1.41 0.89 0.52|1.0   0 412|   0     0 |           | 10    4    2   17    0
Apr 16 22:08:08 ubuntu dstat.sh[65135]: 16-04 22:08:08| 26  17  55   0   0|1009M 1336M  164M 5117M|  29k   11k|   0  1536k|   0  40.8 |5227  5106 |1.41 0.89 0.52|2.0   0 229|   0     0 |           | 10    6    1   17    0
Apr 16 22:08:09 ubuntu dstat.sh[65135]: 16-04 22:08:09| 18  10  70   0   0|1117M 1228M  164M 5239M|  28k   10k|   0  1039k|   0  33.1 |4384  5539 |1.41 0.89 0.52|1.0   0  75|   0     0 |           | 11    6    1   17    0
Apr 16 22:08:10 ubuntu dstat.sh[65135]: 16-04 22:08:10| 27  10  61   1   0|1115M 1230M  164M 5239M|  20k   12k|   0  1437k|   0  47.0 |3446  2456 |1.61 0.95 0.53|2.0   0  97|   0     0 |           | 11    8    1   17    0
Apr 16 22:08:11 ubuntu dstat.sh[65135]: 16-04 22:08:11| 26  12  60   1   0|1133M 1211M  164M 5240M|  41k   13k|   0  4160k|   0   265 |4964  3406 |1.61 0.95 0.53|3.0   0 187|   0     0 |           | 11    7    1   19    1
Apr 16 22:08:12 ubuntu dstat.sh[65135]: 16-04 22:08:12| 33   5  60   0   0|1185M 1149M  165M 5248M|  62k   12k|  32k 2743k|2.00  53.9 |2658  1803 |1.61 0.95 0.53|3.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 16 22:08:13 ubuntu dstat.sh[65135]: 16-04 22:08:13| 36   5  55   2   0|1233M 1085M  165M 5263M| 124k 5422B|   0  7937k|   0   435 |4579  5410 |1.61 0.95 0.53|4.0 1.0  11|   0     0 |           | 11    8    1   19    2
Apr 16 22:08:14 ubuntu dstat.sh[65135]: 16-04 22:08:14| 33   6  45  13   0|1248M 1038M  167M 5289M|4849B 1517B|   0    44M|   0  2947 |  13k   25k|1.61 0.95 0.53|1.0 1.0  45|   0     0 |           | 11    8    1   19    2
Apr 16 22:08:15 ubuntu dstat.sh[65135]: 16-04 22:08:15| 41   8  44   5   0|1197M 1067M  168M 5309M|4824B 1509B|   0    33M|   0  2045 |9099    15k|1.65 0.96 0.54|2.0   0 102|   0     0 |           | 11    6    1   19    2
Apr 16 22:08:16 ubuntu dstat.sh[65135]: 16-04 22:08:16| 43   7  49   1   0|1273M  975M  169M 5322M|5197B 1458B|   0  3961k|   0   191 |3149  2341 |1.65 0.96 0.54|2.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 16 22:08:17 ubuntu dstat.sh[65135]: 16-04 22:08:17| 44   6  47   2   0|1253M  964M  170M 5348M|4681B 1620B|   0    12M|   0   723 |4000  4050 |1.65 0.96 0.54|3.0   0  10|   0     0 |           | 11    6    1   19    2
Apr 16 22:08:18 ubuntu dstat.sh[65135]: 16-04 22:08:18| 40   5  53   0   0|1249M  983M  170M 5333M|  11k 4292B|   0  1512k|   0   124 |2942  1916 |1.65 0.96 0.54|2.0   0 2.0|   0     0 |           | 11    4    1   19    0
Apr 16 22:08:19 ubuntu dstat.sh[65135]: 16-04 22:08:19| 42   5  52   0   0|1265M  966M  170M 5334M|  10k 3734B|   0   651k|   0  40.9 |2921  1664 |1.65 0.96 0.54|2.0   0  41|   0     0 |           | 11    5    1   19    0
Apr 16 22:08:20 ubuntu dstat.sh[65135]: 16-04 22:08:20| 30  23  46   0   0|1266M  960M  170M 5338M|5457B 2242B|   0  1281k|   0  85.4 |6717  5735 |1.83 1.01 0.56|2.0   0 564|   0     0 |           | 11    5    1   19    0
Apr 16 22:08:21 ubuntu dstat.sh[65135]: 16-04 22:08:21| 35  19  43   1   0|1244M  973M  171M 5346M|  11k 4239B|2126k 2350k|38.0   253 |  15k   24k|1.83 1.01 0.56|2.0   0 311|   0     0 |           | 11    4    1   19    0
Apr 16 22:08:22 ubuntu dstat.sh[65135]: 16-04 22:08:22| 63  18  17   1   0|1305M  906M  171M 5352M|3602B  749B|5166k 3016k|90.1   158 |  13k   21k|1.83 1.01 0.56|3.0   0 161|   0     0 |           | 11    5    2   19    0
Apr 16 22:08:23 ubuntu dstat.sh[65135]: 16-04 22:08:23| 67   8  24   0   0|1297M  925M  171M 5341M|4289B 1585B|   0    11M|   0   120 |4039  1758 |1.83 1.01 0.56|3.0   0  12|   0     0 |           | 11    5    2   19    0
Apr 16 22:08:24 ubuntu dstat.sh[65135]: 16-04 22:08:24| 62  12  26   0   0|1326M  894M  171M 5344M|4454B 1531B|   0  1087k|   0  94.9 |4791  4767 |1.83 1.01 0.56|2.0   0  71|   0     0 |           | 11    5    2   19    0
Apr 16 22:08:25 ubuntu dstat.sh[65135]: 16-04 22:08:25| 18   9  71   1   0|1375M  845M  171M 5344M|4794B 1766B|   0  1826k|   0  60.9 |3542  3143 |1.77 1.01 0.56|2.0   0 140|   0     0 |           | 11    4    2   20    0
Apr 16 22:08:26 ubuntu dstat.sh[65135]: 16-04 22:08:26| 23   2  74   0   0|1410M  810M  171M 5344M|5970B 1046B|   0    84k|   0  5.00 |1802  1265 |1.77 1.01 0.56|1.0   0   0|   0     0 |           | 11    4    2   14    0
Apr 16 22:08:27 ubuntu dstat.sh[65135]: 16-04 22:08:27| 23   2  72   1   0|1428M  792M  171M 5344M|6258B 1532B|   0  4032k|   0   259 |3416  4496 |1.77 1.01 0.56|1.0   0 1.0|   0     0 |           | 11   10    2   14    0
Apr 16 22:08:28 ubuntu dstat.sh[65135]: 16-04 22:08:28| 21   6  72   0   0|1374M  845M  171M 5344M|7122B 1122B| 144k   17M|7.00   244 |2579  2324 |1.77 1.01 0.56|1.0   0  42|   0     0 |           | 11    4    2   16    0
Apr 16 22:08:29 ubuntu dstat.sh[65135]: 16-04 22:08:29| 19   2  77   0   0|1386M  833M  171M 5344M|9438B 4143B|   0  1483k|   0  43.0 |2077  1932 |1.77 1.01 0.56|1.0   0 1.0|   0     0 |           | 11   13    2   16    0
Apr 16 22:08:30 ubuntu dstat.sh[65135]: 16-04 22:08:30| 20   3  76   1   0|1366M  852M  171M 5344M|  10k 7507B| 268k 1597k|66.1  67.1 |2690  2685 |1.71 1.01 0.57|1.0   0 9.0|   0     0 |           | 11   28    2   17    0
Apr 16 22:08:31 ubuntu dstat.sh[65135]: 16-04 22:08:31| 21   5  73   0   0|1391M  828M  171M 5344M|5111B 1618B|   0     0 |   0     0 |2150  1521 |1.71 1.01 0.57|5.0   0  37|   0     0 |           | 11   28    2   17    0
Apr 16 22:08:32 ubuntu dstat.sh[65135]: 16-04 22:08:32| 16   4  80   0   0|1372M  847M  171M 5345M|  11k 8635B|   0     0 |   0     0 |2503  2045 |1.71 1.01 0.57|1.0   0  50|   0     0 |           | 11   28    2   18    0
Apr 16 22:08:33 ubuntu dstat.sh[65135]: 16-04 22:08:33| 40  11  49   0   0|1499M  720M  171M 5345M|4985B 1696B|   0    11M|   0   139 |3491  2145 |1.71 1.01 0.57|2.0   0 106|   0     0 |           | 11   28    2   18    0
Apr 16 22:08:34 ubuntu dstat.sh[65135]: 16-04 22:08:34| 29   3  65   0   0|1505M  714M  171M 5345M|  19k   16k|   0  2584k|   0  19.9 |4625  5553 |1.71 1.01 0.57|3.0   0   0|   0     0 |           | 11   30    2   17    0
Apr 16 22:08:35 ubuntu dstat.sh[65135]: 16-04 22:08:35| 50  24  25   0   0|1453M  766M  171M 5345M|9498B 5562B|   0   269k|   0  31.1 |6367  6792 |1.81 1.05 0.58|6.0   0 553|   0     0 |           | 11   28    2   18    0
Apr 16 22:08:36 ubuntu dstat.sh[65135]: 16-04 22:08:36| 84  12   3   0   0|1668M  551M  171M 5345M|  10k 8154B|   0    84k|   0  7.01 |4889  2653 |1.81 1.05 0.58|4.0   0  26|   0     0 |           | 11   31    2   18    0
Apr 16 22:08:37 ubuntu dstat.sh[65135]: 16-04 22:08:37| 75  10  13   0   0|1752M  466M  171M 5345M|  33k   30k|   0   435k|   0  41.0 |7353    10k|1.81 1.05 0.58|3.0   0   0|   0     0 |           | 11   34    2   18    0
Apr 16 22:08:38 ubuntu dstat.sh[65135]: 16-04 22:08:38| 55  16  27   1   0|1545M  673M  171M 5345M|  17k   11k|   0    26M|   0   686 |7523  8946 |1.81 1.05 0.58|2.0   0 307|   0     0 |           | 11   28    2   23    0
Apr 16 22:08:39 ubuntu dstat.sh[65135]: 16-04 22:08:39| 22   4  74   0   0|1538M  680M  171M 5345M|4715B 1959B|   0   587k|   0  8.98 |1909  1405 |1.81 1.05 0.58|  0   0 3.0|   0     0 |           | 11   29    2   23    0
