Jun 04 04:11:12 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 04 04:11:12 ubuntu dstat.sh[65711]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 04 04:11:12 ubuntu dstat.sh[65711]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 04 04:11:12 ubuntu dstat.sh[65711]: 04-06 04:11:12|                   | 986M 1323M  165M 5150M|           |           |           |           |1.14 0.94 0.53|2.0   0    |           |           | 10    4    0   17    0
Jun 04 04:11:13 ubuntu dstat.sh[65711]: 04-06 04:11:13| 20  21  56   0   0| 988M 1320M  165M 5150M|  30k   12k|   0  1372k|   0  46.0 |5557  4034 |1.13 0.94 0.53|2.0   0 350|   0     0 |           | 10    5    0   17    0
Jun 04 04:11:14 ubuntu dstat.sh[65711]: 04-06 04:11:14| 18  23  58   0   0| 977M 1330M  166M 5151M|  38k   17k|   0  2143k|   0  55.5 |5507  3996 |1.13 0.94 0.53|1.0   0 346|   0     0 |           | 10    6    0   17    0
Jun 04 04:11:15 ubuntu dstat.sh[65711]: 04-06 04:11:15| 26  20  52   0   0| 970M 1337M  166M 5151M|  40k   13k|   0  1649k|   0  56.0 |6179  6356 |1.13 0.94 0.53|1.0   0 271|   0     0 |           | 10    6    0   17    0
Jun 04 04:11:16 ubuntu dstat.sh[65711]: 04-06 04:11:16| 33  17  49   0   0|1099M 1207M  166M 5273M|  25k   14k|   0    12M|   0   442 |6372  8869 |1.13 0.94 0.53|1.0   0 182|   0     0 |           | 11    5    0   17    1
Jun 04 04:11:17 ubuntu dstat.sh[65711]: 04-06 04:11:17| 34  11  53   1   0|1119M 1157M  167M 5299M| 168k 5194B|   0  2504k|   0  93.1 |4063  2931 |1.13 0.94 0.53|3.0   0 107|   0     0 |           | 11    6    0   17    2
Jun 04 04:11:18 ubuntu dstat.sh[65711]: 04-06 04:11:18| 38  14  48   1   0|1141M 1117M  167M 5315M|5207B 1566B|  16k 2176k|1.00  60.0 |4675  3363 |1.28 0.98 0.55|2.0   0 175|   0     0 |           | 11    6    0   19    2
Jun 04 04:11:19 ubuntu dstat.sh[65711]: 04-06 04:11:19| 44   6  49   1   0|1206M 1026M  168M 5337M|5248B 1511B|  20k 6524k|2.00   283 |3004  1994 |1.28 0.98 0.55|2.0 1.0   0|   0     0 |           | 11    6    0   19    2
Jun 04 04:11:20 ubuntu dstat.sh[65711]: 04-06 04:11:20| 42   6  48   3   0|1247M  954M  170M 5364M|4912B 1565B|   0    13M|   0   814 |5640  7616 |1.28 0.98 0.55|2.0   0  11|   0     0 |           | 11    8    0   19    2
Jun 04 04:11:21 ubuntu dstat.sh[65711]: 04-06 04:11:21| 34   8  45  12   0|1262M  933M  172M 5367M|5593B 1943B|   0    51M|   0  3712 |  15k   29k|1.28 0.98 0.55|6.0   0  72|   0     0 |           | 11    6    0   19    0
Jun 04 04:11:22 ubuntu dstat.sh[65711]: 04-06 04:11:22| 39  10  47   1   0|1246M  948M  172M 5367M|9087B 2788B|   0    18M|   0  1025 |5979  7961 |1.28 0.98 0.55|1.0   0 110|   0     0 |           | 11    5    0   19    0
Jun 04 04:11:23 ubuntu dstat.sh[65711]: 04-06 04:11:23| 41   7  52   0   0|1272M  915M  172M 5373M|6928B 3299B|   0  2102k|   0  40.1 |2730  1679 |1.34 1.00 0.55|2.0   0 4.0|   0     0 |           | 11    4    0   19    0
Jun 04 04:11:24 ubuntu dstat.sh[65711]: 04-06 04:11:24| 44   9  44   0   0|1240M  946M  172M 5374M|4894B 1562B|   0  7526k|   0   329 |  12k   19k|1.34 1.00 0.55|3.0   0  23|   0     0 |           | 11    4    0   19    0
Jun 04 04:11:25 ubuntu dstat.sh[65711]: 04-06 04:11:25| 42  12  45   0   0|1248M  937M  172M 5374M|4349B 1462B|   0   493k|   0  15.0 |  11k   17k|1.34 1.00 0.55|3.0   0  19|   0     0 |           | 11    4    0   19    0
Jun 04 04:11:26 ubuntu dstat.sh[65711]: 04-06 04:11:26| 41   9  49   0   0|1177M 1017M  172M 5367M|4415B 1458B|   0   256k|   0  17.0 |3597  2156 |1.34 1.00 0.55|2.0   0 107|   0     0 |           | 11    4    0   19    0
Jun 04 04:11:27 ubuntu dstat.sh[65711]: 04-06 04:11:27| 17  24  57   0   0|1106M 1087M  172M 5367M|4271B 1456B|   0    24k|   0  5.99 |5809  4372 |1.34 1.00 0.55|1.0   0 399|   0     0 |           | 11    4    0   19    0
Jun 04 04:11:28 ubuntu dstat.sh[65711]: 04-06 04:11:28| 10  22  65   0   0|1088M 1105M  172M 5367M|4404B 1502B|   0    28k|   0  7.01 |6494  6167 |1.31 1.00 0.56|9.0   0 308|   0     0 |           | 11    4    0   19    0
Jun 04 04:11:29 ubuntu dstat.sh[65711]: 04-06 04:11:29| 29  16  54   0   0|1127M 1066M  172M 5367M|5327B 1616B|   0    28k|   0  1.99 |5035  5252 |1.31 1.00 0.56|2.0   0 192|   0     0 |           | 11    5    0   19    0
Jun 04 04:11:30 ubuntu dstat.sh[65711]: 04-06 04:11:30| 45   6  49   0   0|1220M  973M  172M 5368M|5434B 1513B|   0  4098B|   0  1.00 |2829  1483 |1.31 1.00 0.56|2.0   0 1.0|   0     0 |           | 11    5    0   19    0
Jun 04 04:11:31 ubuntu dstat.sh[65711]: 04-06 04:11:31| 43   9  48   1   0|1249M  944M  172M 5368M|6204B 1621B|   0    17M|   0   139 |3143  2015 |1.31 1.00 0.56|3.0   0   0|   0     0 |           | 11    5    0   13    0
Jun 04 04:11:32 ubuntu dstat.sh[65711]: 04-06 04:11:32| 30  13  56   0   0|1280M  910M  172M 5370M|6166B 1608B|   0  1792k|   0   113 |4124  4347 |1.31 1.00 0.56|2.0   0 118|   0     0 |           | 11    4    0   14    0
Jun 04 04:11:33 ubuntu dstat.sh[65711]: 04-06 04:11:33| 12   3  82   0   0|1307M  883M  172M 5370M|4735B 1618B|   0    44k|   0  4.99 |1736  1568 |1.45 1.03 0.57|1.0   0  22|   0     0 |           | 11    4    0   14    0
Jun 04 04:11:34 ubuntu dstat.sh[65711]: 04-06 04:11:34| 23   3  74   0   0|1354M  836M  172M 5370M|4456B 1457B|   0   372k|   0  4.00 |1799  1227 |1.45 1.03 0.57|1.0   0   0|   0     0 |           | 11    4    0   14    0
Jun 04 04:11:35 ubuntu dstat.sh[65711]: 04-06 04:11:35| 23   3  73   1   0|1377M  813M  172M 5371M|3233B  649B|   0  4082k|   0   261 |2463  2416 |1.45 1.03 0.57|  0 1.0 1.0|   0     0 |           | 11   10    0   14    0
Jun 04 04:11:36 ubuntu dstat.sh[65711]: 04-06 04:11:36| 20   6  71   1   0|1338M  852M  172M 5371M|3667B  863B|   0    11M|   0   208 |3482  3957 |1.45 1.03 0.57|1.0   0  42|   0     0 |           | 11    4    0   16    0
Jun 04 04:11:37 ubuntu dstat.sh[65711]: 04-06 04:11:37| 20   2  77   0   0|1371M  818M  172M 5371M|4929B 2772B| 144k    0 |7.00     0 |1584  1025 |1.45 1.03 0.57|  0   0   0|   0     0 |           | 11    5    0   16    0
Jun 04 04:11:38 ubuntu dstat.sh[65711]: 04-06 04:11:38| 22   4  72   1   0|1377M  812M  172M 5371M|8120B 4112B| 269k 6300k|66.1   388 |3104  3322 |1.33 1.01 0.57|1.0   0 8.0|   0     0 |           | 11   27    0   16    0
Jun 04 04:11:39 ubuntu dstat.sh[65711]: 04-06 04:11:39| 19   5  75   0   0|1363M  826M  172M 5371M|8735B 5224B|   0     0 |   0     0 |2620  2084 |1.33 1.01 0.57|1.0   0  44|   0     0 |           | 11   28    0   17    0
Jun 04 04:11:40 ubuntu dstat.sh[65711]: 04-06 04:11:40| 19   3  77   0   0|1399M  790M  172M 5371M|8590B 5315B|   0  2325k|   0  21.0 |1982  1619 |1.33 1.01 0.57|1.0   0 1.0|   0     0 |           | 11   29    0   17    0
Jun 04 04:11:41 ubuntu dstat.sh[65711]: 04-06 04:11:41| 19  12  68   0   0|1370M  819M  172M 5371M|7584B 4138B|   0    33M|   0   202 |3732  3072 |1.33 1.01 0.57|3.0   0 156|   0     0 |           | 11   28    0   18    0
Jun 04 04:11:42 ubuntu dstat.sh[65711]: 04-06 04:11:42| 45   9  44   0   0|1444M  745M  172M 5371M|5989B 3712B|   0  4087B|   0  1.00 |3620    12k|1.33 1.01 0.57|  0   0  36|   0     0 |           | 11   29    1   19    0
Jun 04 04:11:43 ubuntu dstat.sh[65711]: 04-06 04:11:43| 34   5  60   0   0|1445M  744M  172M 5371M|  21k   17k|   0  1009k|   0  42.0 |6363  8399 |1.22 1.00 0.56|3.0   0   0|   0     0 |           | 11   29    0   16    1
Jun 04 04:11:44 ubuntu dstat.sh[65711]: 04-06 04:11:44| 51  27  21   0   0|1467M  722M  172M 5371M|5569B 2048B|   0    48k|   0  12.0 |5363  4438 |1.22 1.00 0.56|6.0   0 559|   0     0 |           | 11   28    0   17    0
Jun 04 04:11:45 ubuntu dstat.sh[65711]: 04-06 04:11:45| 84  16   1   0   0|1672M  516M  172M 5371M|  12k 9848B|   0   888k|   0  3.00 |5448  3435 |1.22 1.00 0.56|5.0   0  20|   0     0 |           | 11   31    0   17    0
Jun 04 04:11:46 ubuntu dstat.sh[65711]: 04-06 04:11:46| 78  11  10   0   0|1749M  439M  172M 5372M|  37k   32k|   0  8271k|   0   425 |8169    12k|1.22 1.00 0.56|5.0   0   0|   0     0 |           | 11   32    0   19    0
Jun 04 04:11:47 ubuntu dstat.sh[65711]: 04-06 04:11:47| 53  16  30   0   0|1539M  650M  172M 5372M|  10k 7437B|   0   675k|   0  62.9 |6068  7011 |1.22 1.00 0.56|1.0   0 310|   0     0 |           | 11   28    0   23    0
Jun 04 04:11:48 ubuntu dstat.sh[65711]: 04-06 04:11:48| 19   3  77   0   0|1515M  673M  172M 5372M|8465B 5531B|   0   148k|   0  9.00 |2011  1865 |1.20 1.00 0.57|1.0   0   0|   0     0 |           | 11   29    0   23    0
Jun 04 04:11:49 ubuntu dstat.sh[65711]: 04-06 04:11:49| 17   6  75   0   0|1466M  722M  172M 5372M|7719B 4645B|   0   723k|   0  43.0 |3480  3508 |1.20 1.00 0.57|2.0   0  68|   0     0 |           | 11   28    0   24    0
Jun 04 04:11:50 ubuntu dstat.sh[65711]: 04-06 04:11:50| 21   4  74   0   0|1472M  717M  172M 5372M|4425B 2201B|   0    36k|   0  4.00 |1882  1368 |1.20 1.00 0.57|  0   0 1.0|   0     0 |           | 11   29    0   24    0
Jun 04 04:11:51 ubuntu dstat.sh[65711]: 04-06 04:11:51| 16   3  80   0   0|1457M  732M  172M 5372M|  10k 7559B|   0   856k|   0  52.0 |2958  3499 |1.20 1.00 0.57|1.0   0   0|   0     0 |           | 11   28    0   25    0
Jun 04 04:11:52 ubuntu dstat.sh[65711]: 04-06 04:11:52|  9  24  66   0   0|1406M  782M  172M 5372M|4128B 1392B|   0    84M|   0   441 |5905  4457 |1.20 1.00 0.57|1.0   0 370|   0     0 |           | 11   28    0   25    0
Jun 04 04:11:53 ubuntu dstat.sh[65711]: 04-06 04:11:53| 25  32  41   0   0|1414M  774M  172M 5372M|4744B 1621B|   0  1573k|   0  19.0 |5824  4524 |1.19 1.00 0.57|5.0   0 623|   0     0 |           | 11   28    0   25    0
Jun 04 04:11:54 ubuntu dstat.sh[65711]: 04-06 04:11:54| 84  16   0   0   0|1625M  563M  172M 5372M|7787B 5370B|   0   192k|   0  14.0 |5118  2725 |1.19 1.00 0.57|4.0   0  46|   0     0 |           | 11   30    0   25    0
Jun 04 04:11:55 ubuntu dstat.sh[65711]: 04-06 04:11:55| 74   8  17   0   0|1673M  515M  172M 5372M|  40k   36k|   0   232k|   0  20.0 |8949    13k|1.19 1.00 0.57|3.0   0   0|   0     0 |           | 11   32    0   25    0
Jun 04 04:11:56 ubuntu dstat.sh[65711]: 04-06 04:11:56| 74  21   6   0   0|1582M  606M  172M 5372M|  15k   10k|   0  2680k|   0   137 |8185  9577 |1.19 1.00 0.57|6.0   0 310|   0     0 |           | 11   28    0   26    0
Jun 04 04:11:57 ubuntu dstat.sh[65711]: 04-06 04:11:57| 86  14   0   0   0|1655M  533M  172M 5372M|  12k 8825B|   0   288k|   0  11.0 |5424  3496 |1.19 1.00 0.57|6.0   0   0|   0     0 |           | 11   30    0   26    0
Jun 04 04:11:58 ubuntu dstat.sh[65711]: 04-06 04:11:58| 79  10  10   0   0|1738M  449M  172M 5372M|  40k   35k|   0   152k|   0  10.0 |8083    12k|1.57 1.08 0.60|5.0   0   0|   0     0 |           | 11   33    0   27    0
Jun 04 04:11:59 ubuntu dstat.sh[65711]: 04-06 04:11:59| 71  15  13   0   0|1575M  613M  172M 5373M|  27k   22k|   0   508k|   0  36.0 |8296    12k|1.57 1.08 0.60|3.0   0 248|   0     0 |           | 11   28    0   31    0
Jun 04 04:12:00 ubuntu dstat.sh[65711]: 04-06 04:12:00| 40   9  50   0   0|1539M  648M  172M 5373M|  10k 7311B|   0   196k|   0  8.99 |3336  2258 |1.57 1.08 0.60|1.0   0  51|   0     0 |           | 11   30    0   31    0
