Mar 26 11:01:13 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 26 11:01:13 ubuntu dstat.sh[65426]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 26 11:01:13 ubuntu dstat.sh[65426]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 26 11:01:13 ubuntu dstat.sh[65426]: 26-03 11:01:13|                   | 972M 1389M  162M 5103M|           |           |           |           |1.11 0.90 0.49|3.0   0    |           |           | 10    5    0   19    0
Mar 26 11:01:14 ubuntu dstat.sh[65426]: 26-03 11:01:14| 17  21  60   0   0| 976M 1384M  162M 5103M|  33k   14k|   0  3991k|   0   121 |6856  6278 |1.11 0.90 0.49|2.0   0 556|   0     0 |           | 10    6    0   19    0
Mar 26 11:01:15 ubuntu dstat.sh[65426]: 26-03 11:01:15| 27  19  52   1   0|1006M 1353M  163M 5104M|  22k   12k|   0  2832k|   0   134 |6564  6236 |1.11 0.90 0.49|3.0   0 436|   0     0 |           | 10    6    0   18    0
Mar 26 11:01:16 ubuntu dstat.sh[65426]: 26-03 11:01:16| 29  18  51   0   0|1014M 1344M  163M 5104M|  39k   13k|   0  1815k|   0  63.8 |6853  7850 |1.11 0.90 0.49|1.0   0 257|   0     0 |           | 10    5    0   18    1
Mar 26 11:01:17 ubuntu dstat.sh[65426]: 26-03 11:01:17| 30  13  55   1   0|1144M 1195M  163M 5244M| 178k   12k|   0  2004k|   0  64.0 |5080  4428 |1.34 0.95 0.51|2.0   0 111|   0     0 |           | 11    6    0   18    2
Mar 26 11:01:18 ubuntu dstat.sh[65426]: 26-03 11:01:18| 36  14  47   0   0|1165M 1154M  164M 5260M|5280B 1620B|   0  2404k|   0  81.0 |4868  3450 |1.34 0.95 0.51|2.0   0 190|   0     0 |           | 11    6    0   20    2
Mar 26 11:01:19 ubuntu dstat.sh[65426]: 26-03 11:01:19| 45   6  48   0   0|1232M 1062M  164M 5283M|5579B 1620B|  36k 6159k|3.00  56.0 |2884  1756 |1.34 0.95 0.51|2.0   0   0|   0     0 |           | 11    6    0   20    2
Mar 26 11:01:20 ubuntu dstat.sh[65426]: 26-03 11:01:20| 41   7  48   3   0|1254M 1020M  166M 5299M|6017B 1622B|   0  9171k|   0   521 |5070  6091 |1.34 0.95 0.51|2.0   0  10|   0     0 |           | 11    8    0   20    2
Mar 26 11:01:21 ubuntu dstat.sh[65426]: 26-03 11:01:21| 33   9  44  13   0|1261M  977M  168M 5330M|5801B 1459B|   0    49M|   0  3834 |  15k   27k|1.34 0.95 0.51|2.0   0  45|   0     0 |           | 11    8    0   20    2
Mar 26 11:01:22 ubuntu dstat.sh[65426]: 26-03 11:01:22| 35  10  45   8   0|1197M 1051M  168M 5319M|  11k 4403B|   0    38M|   0  2914 |  11k   19k|1.72 1.03 0.54|2.0   0 103|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:23 ubuntu dstat.sh[65426]: 26-03 11:01:23| 38   7  53   0   0|1280M  967M  168M 5319M|9727B 3656B|   0  1712k|   0  76.8 |2838  1739 |1.72 1.03 0.54|2.0   0  34|   0     0 |           | 11    5    0   20    0
Mar 26 11:01:24 ubuntu dstat.sh[65426]: 26-03 11:01:24| 46   5  48   1   0|1291M  950M  169M 5325M|3723B 1215B|   0    16M|   0   898 |3827  3122 |1.72 1.03 0.54|2.0   0 3.0|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:25 ubuntu dstat.sh[65426]: 26-03 11:01:25| 39   8  52   0   0|1280M  954M  169M 5330M|  10k 3697B|   0  2360k|   0   143 |6264  8893 |1.72 1.03 0.54|2.0   0  32|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:26 ubuntu dstat.sh[65426]: 26-03 11:01:26| 44  10  44   0   0|1302M  932M  169M 5330M|4295B 1458B|   0  1760k|   0  7.00 |  15k   27k|1.72 1.03 0.54|3.0   0  14|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:27 ubuntu dstat.sh[65426]: 26-03 11:01:27| 30  23  46   0   0|1213M 1033M  169M 5319M|5113B 1709B|   0  1436k|   0   136 |6708  6164 |1.82 1.07 0.55|3.0   0 392|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:28 ubuntu dstat.sh[65426]: 26-03 11:01:28| 29  27  44   0   0|1155M 1091M  169M 5320M|4394B 1457B|   0    44k|   0  11.0 |6929  6276 |1.82 1.07 0.55| 13   0 470|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:29 ubuntu dstat.sh[65426]: 26-03 11:01:29| 29  15  55   0   0|1137M 1109M  169M 5320M|4911B 1617B|   0   120k|   0  2.99 |4741  4640 |1.82 1.07 0.55|2.0   0 200|   0     0 |           | 11    5    0   20    0
Mar 26 11:01:30 ubuntu dstat.sh[65426]: 26-03 11:01:30| 45   5  49   0   0|1199M 1047M  169M 5320M|4807B 1458B|   0     0 |   0     0 |2799  1294 |1.82 1.07 0.55|2.0   0   0|   0     0 |           | 11    5    0   20    0
Mar 26 11:01:31 ubuntu dstat.sh[65426]: 26-03 11:01:31| 44   7  49   0   0|1223M 1023M  169M 5320M|5417B 1620B|   0   184k|   0  2.00 |2721  1311 |1.82 1.07 0.55|2.0   0   0|   0     0 |           | 11    5    0   20    0
Mar 26 11:01:32 ubuntu dstat.sh[65426]: 26-03 11:01:32| 26  11  62   0   0|1245M  998M  169M 5323M|4997B 1458B|   0  3384k|   0   104 |4531  5328 |1.84 1.08 0.56|  0   0 118|   0     0 |           | 11    4    0   20    0
Mar 26 11:01:33 ubuntu dstat.sh[65426]: 26-03 11:01:33| 11   4  85   1   0|1271M  972M  169M 5323M|5294B 1621B|   0    96k|   0  4.00 |1584  1450 |1.84 1.08 0.56|1.0   0  23|   0     0 |           | 11    4    0   20    0
