Jun 03 08:05:17 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 03 08:05:18 ubuntu dstat.sh[64934]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 03 08:05:18 ubuntu dstat.sh[64934]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 03 08:05:18 ubuntu dstat.sh[64934]: 03-06 08:05:18|                   | 996M 1330M  164M 5135M|           |           |           |           |1.13 0.87 0.49|3.0   0    |           |           | 10    3    0   17    0
Jun 03 08:05:19 ubuntu dstat.sh[64934]: 03-06 08:05:19| 23  23  53   0   0|1005M 1321M  164M 5136M| 229k 9160B|   0  1963k|   0  58.0 |6398  5101 |1.13 0.87 0.49|2.5   0 463|   0     0 |           | 10    3    0   17    0
Jun 03 08:05:20 ubuntu dstat.sh[64934]: 03-06 08:05:20| 37  21  41   0   0|1044M 1281M  164M 5137M|  17k 4684B|   0   519k|   0  43.5 |6329  5434 |1.13 0.87 0.49|3.0   0 432|   0     0 |           | 10    4    0   17    1
Jun 03 08:05:21 ubuntu dstat.sh[64934]: 03-06 08:05:21| 34  18  46   0   0| 997M 1327M  164M 5138M|  35k   13k|   0  1348k|   0  43.9 |6436  6731 |1.20 0.89 0.50|2.0   0 288|   0     0 |           | 10    4    0   17    1
Jun 03 08:05:22 ubuntu dstat.sh[64934]: 03-06 08:05:22| 11   5  83   1   0|1118M 1206M  164M 5260M|  30k   12k|   0  1095k|   0  36.1 |2604  3105 |1.20 0.89 0.50|  0   0  14|   0     0 |           | 11    5    0   17    1
Jun 03 08:05:23 ubuntu dstat.sh[64934]: 03-06 08:05:23| 33  10  57   1   0|1124M 1199M  164M 5260M|  23k   13k|   0  1676k|   0  57.1 |3673  2510 |1.20 0.89 0.50|2.0   0 110|   0     0 |           | 11    7    0   17    1
Jun 03 08:05:24 ubuntu dstat.sh[64934]: 03-06 08:05:24| 30  11  56   0   0|1167M 1154M  164M 5260M|  43k   15k|  32k 7612k|2.00   142 |4359  3401 |1.20 0.89 0.50|1.0   0 176|   0     0 |           | 11    7    0   19    1
Jun 03 08:05:25 ubuntu dstat.sh[64934]: 03-06 08:05:25| 39   6  52   1   0|1205M 1094M  165M 5281M| 179k   10k|   0  3989k|   0  88.9 |3130  1958 |1.20 0.89 0.50|3.0   0 1.0|   0     0 |           | 11    6    0   19    2
Jun 03 08:05:26 ubuntu dstat.sh[64934]: 03-06 08:05:26| 41   6  49   5   0|1231M 1042M  166M 5302M|4706B 1460B|   0    18M|   0  1197 |7721    12k|1.26 0.91 0.51|3.0   0  13|   0     0 |           | 11    8    0   19    2
Jun 03 08:05:27 ubuntu dstat.sh[64934]: 03-06 08:05:27| 36   8  44  11   0|1234M 1016M  168M 5322M|4595B 1458B|   0    54M|   0  3932 |  16k   29k|1.26 0.91 0.51|4.0   0  69|   0     0 |           | 11    8    0   19    2
Jun 03 08:05:28 ubuntu dstat.sh[64934]: 03-06 08:05:28| 40   9  46   3   0|1170M 1058M  169M 5340M|5417B 1458B|   0    14M|   0   951 |5149  5330 |1.26 0.91 0.51|2.0   0  76|   0     0 |           | 11    6    0   19    2
Jun 03 08:05:29 ubuntu dstat.sh[64934]: 03-06 08:05:29| 44   6  49   1   0|1225M  974M  170M 5366M|5579B 1620B|   0  3111k|   0   152 |3198  2099 |1.26 0.91 0.51|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 03 08:05:30 ubuntu dstat.sh[64934]: 03-06 08:05:30| 45   6  47   1   0|1183M 1027M  170M 5354M|5237B 1614B|   0  9506k|   0   605 |4028  3866 |1.26 0.91 0.51|2.0   0  29|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:31 ubuntu dstat.sh[64934]: 03-06 08:05:31| 38   6  54   0   0|1219M  985M  170M 5359M|  11k 4410B|   0  1959k|   0   101 |2920  1871 |1.32 0.93 0.52|3.0   0  17|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:32 ubuntu dstat.sh[64934]: 03-06 08:05:32| 46   7  46   0   0|1245M  957M  170M 5360M|4562B 1566B|   0     0 |   0     0 |  11k   19k|1.32 0.93 0.52|3.0   0 8.0|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:33 ubuntu dstat.sh[64934]: 03-06 08:05:33| 32  22  44   0   0|1207M  994M  170M 5361M|4384B 1621B|   0   108k|   0  6.01 |  14k   21k|1.32 0.93 0.52|2.0   0 448|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:34 ubuntu dstat.sh[64934]: 03-06 08:05:34| 35  22  42   0   0|1159M 1050M  170M 5354M|4199B 1619B|   0  3051k|   0   167 |6871  8985 |1.32 0.93 0.52|2.0   0 385|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:35 ubuntu dstat.sh[64934]: 03-06 08:05:35| 59  13  26   0   0|1231M  979M  170M 5354M|4907B 1616B|   0  8170B|   0  1.99 |4228  2811 |1.32 0.93 0.52|3.0   0 201|   0     0 |           | 11    5    0   19    0
Jun 03 08:05:36 ubuntu dstat.sh[64934]: 03-06 08:05:36| 47   4  49   0   0|1288M  921M  170M 5355M|4804B 1663B|   0   500k|   0  45.0 |2709  1139 |1.38 0.95 0.52|2.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 03 08:05:37 ubuntu dstat.sh[64934]: 03-06 08:05:37| 45   8  47   0   0|1305M  902M  170M 5357M|4910B 1512B|   0  2600k|   0   184 |3616  3539 |1.38 0.95 0.52|2.0   0   0|   0     0 |           | 11    5    0   19    0
Jun 03 08:05:38 ubuntu dstat.sh[64934]: 03-06 08:05:38|  8   7  84   0   0|1299M  907M  170M 5357M|4667B 1659B|   0  1715k|   0   206 |2806  2782 |1.38 0.95 0.52|  0   0 119|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:39 ubuntu dstat.sh[64934]: 03-06 08:05:39| 18   5  75   0   0|1354M  853M  170M 5357M|4954B 1512B|   0    21M|   0   295 |2193  1732 |1.38 0.95 0.52|1.0   0  22|   0     0 |           | 11    4    0   19    0
Jun 03 08:05:40 ubuntu dstat.sh[64934]: 03-06 08:05:40| 23   4  74   0   0|1382M  825M  170M 5357M|5026B 1566B|   0  2252k|   0  53.0 |1840  1246 |1.38 0.95 0.52|1.0   0   0|   0     0 |           | 11    4    0   13    0
Jun 03 08:05:41 ubuntu dstat.sh[64934]: 03-06 08:05:41| 24   2  72   1   0|1402M  804M  170M 5357M|3408B  648B|   0  1836k|   0   186 |3464  4448 |1.35 0.95 0.53|1.0   0 2.0|   0     0 |           | 11   10    0   13    0
Jun 03 08:05:42 ubuntu dstat.sh[64934]: 03-06 08:05:42| 21   6  72   1   0|1320M  886M  170M 5357M|4327B 1350B|   0  2584k|   0   152 |2579  2205 |1.35 0.95 0.53|1.0   0  42|   0     0 |           | 11    4    0   15    0
Jun 03 08:05:43 ubuntu dstat.sh[64934]: 03-06 08:05:43| 19   2  78   0   0|1355M  851M  170M 5358M|5934B 3864B| 144k  868k|7.00  11.0 |1670  1313 |1.35 0.95 0.53|  0   0   0|   0     0 |           | 11    5    0   15    0
Jun 03 08:05:44 ubuntu dstat.sh[64934]: 03-06 08:05:44| 23   3  73   1   0|1366M  840M  171M 5358M|7644B 3943B| 268k   11M|66.0  72.0 |2786  2821 |1.35 0.95 0.53|1.0   0 2.0|   0     0 |           | 11   27    0   15    0
Jun 03 08:05:45 ubuntu dstat.sh[64934]: 03-06 08:05:45| 19   5  75   0   0|1374M  832M  171M 5358M|8417B 5386B|   0  1501k|   0  16.0 |2625  2130 |1.35 0.95 0.53|1.0   0  44|   0     0 |           | 11   28    0   16    0
Jun 03 08:05:46 ubuntu dstat.sh[64934]: 03-06 08:05:46| 18   3  78   0   0|1414M  792M  171M 5358M|8354B 5544B|   0    48k|   0  4.00 |1698  1245 |1.32 0.95 0.53|1.0   0   0|   0     0 |           | 11   29    0   16    0
Jun 03 08:05:47 ubuntu dstat.sh[64934]: 03-06 08:05:47| 22  11  67   0   0|1400M  805M  171M 5358M|6124B 3533B|   0  2559k|   0  30.0 |3473  3077 |1.32 0.95 0.53|2.0   0 156|   0     0 |           | 11   28    0   17    0
Jun 03 08:05:48 ubuntu dstat.sh[64934]: 03-06 08:05:48| 37   5  57   0   0|1462M  744M  171M 5358M|8036B 5937B|   0  4085B|   0  1.00 |2506  1347 |1.32 0.95 0.53|1.0   0 1.0|   0     0 |           | 11   30    0   17    0
