Apr 13 19:13:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 13 19:14:00 ubuntu dstat.sh[65013]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 13 19:14:00 ubuntu dstat.sh[65013]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 13 19:14:00 ubuntu dstat.sh[65013]: 13-04 19:14:00|                   |1089M 1252M  163M 5123M|           |           |           |           |1.50 1.00 0.53|1.0   0    |           |           | 10    4    0   17    0
Apr 13 19:14:01 ubuntu dstat.sh[65013]: 13-04 19:14:01| 15  22  61   0   0|1093M 1247M  163M 5123M|  23k 5674B|   0  1591k|   0  67.0 |5748  4304 |1.50 1.00 0.53|1.5   0 344|   0     0 |           | 10    4    0   17    0
Apr 13 19:14:02 ubuntu dstat.sh[65013]: 13-04 19:14:02| 19  22  58   0   0|1073M 1267M  163M 5123M|  39k   12k|   0  1513k|   0  61.4 |5631  4025 |1.50 1.00 0.53|2.0   0 334|   0     0 |           | 10    6    0   17    0
Apr 13 19:14:03 ubuntu dstat.sh[65013]: 13-04 19:14:03| 27  20  52   1   0|1059M 1280M  163M 5124M|  26k   14k|   0  1983k|   0  58.1 |5788  5528 |1.50 1.00 0.53|3.0   0 275|   0     0 |           | 10    6    0   17    0
Apr 13 19:14:04 ubuntu dstat.sh[65013]: 13-04 19:14:04| 32  16  51   1   0|1063M 1276M  164M 5153M|  42k   14k|   0    12M|   0   420 |6695  8600 |1.54 1.02 0.54|1.0   0 215|   0     0 |           | 11    6    0   17    0
Apr 13 19:14:05 ubuntu dstat.sh[65013]: 13-04 19:14:05| 15   2  80   0   0|1185M 1152M  164M 5246M|  25k   13k|   0  1590k|   0  48.0 |1831  1519 |1.54 1.02 0.54|1.0   0 1.0|   0     0 |           | 11    5    0   17    1
Apr 13 19:14:06 ubuntu dstat.sh[65013]: 13-04 19:14:06| 37  12  50   1   0|1167M 1141M  165M 5272M| 169k 5974B|   0  3495k|   0   142 |4364  2870 |1.54 1.02 0.54|5.0   0 112|   0     0 |           | 11    6    0   17    2
Apr 13 19:14:07 ubuntu dstat.sh[65013]: 13-04 19:14:07| 37  14  48   0   0|1196M 1094M  165M 5288M|4546B 1566B|  16k 1536k|1.00  47.0 |4608  3311 |1.54 1.02 0.54|2.0   0 170|   0     0 |           | 11    6    0   19    2
Apr 13 19:14:08 ubuntu dstat.sh[65013]: 13-04 19:14:08| 42   7  48   1   0|1260M 1005M  166M 5309M|5010B 1511B|  20k 4770k|2.00   108 |3086  2118 |1.54 1.02 0.54|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 13 19:14:09 ubuntu dstat.sh[65013]: 13-04 19:14:09| 39   7  48   5   0|1257M  975M  168M 5338M|4858B 1661B|   0    17M|   0  1111 |6775    10k|1.58 1.04 0.55|2.0 1.0  11|   0     0 |           | 11    8    0   19    2
Apr 13 19:14:10 ubuntu dstat.sh[65013]: 13-04 19:14:10| 32   8  45  13   0|1260M  951M  169M 5355M|5354B 2060B|   0    38M|   0  2753 |  13k   24k|1.58 1.04 0.55|2.0 1.0  72|   0     0 |           | 11    9    0   19    2
Apr 13 19:14:11 ubuntu dstat.sh[65013]: 13-04 19:14:11| 39   9  48   3   0|1212M 1016M  169M 5338M|  10k 3853B|   0    25M|   0  1571 |7184    11k|1.58 1.04 0.55|2.0   0  83|   0     0 |           | 11    4    0   19    0
Apr 13 19:14:12 ubuntu dstat.sh[65013]: 13-04 19:14:12| 39   6  53   0   0|1264M  959M  169M 5343M|9981B 3857B|   0  2161k|   0  39.9 |2885  1703 |1.58 1.04 0.55|2.0   0  33|   0     0 |           | 11    4    0   19    1
Apr 13 19:14:13 ubuntu dstat.sh[65013]: 13-04 19:14:13| 44   5  50   1   0|1205M 1016M  169M 5344M|9293B 2959B|   0  8884k|   0   563 |3884  3494 |1.58 1.04 0.55|2.0   0  29|   0     0 |           | 11    5    0   19    0
Apr 13 19:14:14 ubuntu dstat.sh[65013]: 13-04 19:14:14| 41   8  49   1   0|1218M  996M  170M 5349M|6373B 2373B|   0  1457k|   0  81.1 |  12k   20k|1.53 1.04 0.55|2.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 13 19:14:15 ubuntu dstat.sh[65013]: 13-04 19:14:15| 44   8  46   0   0|1233M  981M  170M 5349M|4564B 1404B|   0    84k|   0  1.00 |  11k   18k|1.53 1.04 0.55|2.0   0  18|   0     0 |           | 11    4    0   19    0
Apr 13 19:14:16 ubuntu dstat.sh[65013]: 13-04 19:14:16| 30  23  46   0   0|1149M 1077M  170M 5338M|5222B 1566B|   0  2315k|   0   108 |6559  5602 |1.53 1.04 0.55|2.0   0 520|   0     0 |           | 11    4    0   19    0
Apr 13 19:14:17 ubuntu dstat.sh[65013]: 13-04 19:14:17| 32  23  43   0   0|1130M 1097M  170M 5339M|5278B 1619B|   0    24k|   0  6.00 |7602  8631 |1.53 1.04 0.55|2.0   0 397|   0     0 |           | 11    4    0   19    0
