May 14 15:37:09 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 14 15:37:10 ubuntu dstat.sh[65395]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 14 15:37:10 ubuntu dstat.sh[65395]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 14 15:37:10 ubuntu dstat.sh[65395]: 14-05 15:37:10|                   | 983M 1342M  162M 5138M|           |           |           |           |1.34 0.86 0.50|1.0   0    |           |           | 10    5    0   17    0
May 14 15:37:11 ubuntu dstat.sh[65395]: 14-05 15:37:11| 19  21  59   0   0| 985M 1340M  162M 5138M|  39k   12k|   0  1547k|   0  55.0 |5376  3905 |1.34 0.86 0.50|2.5   0 337|   0     0 |           | 10    6    0   17    0
May 14 15:37:12 ubuntu dstat.sh[65395]: 14-05 15:37:12| 22  22  54   0   0| 992M 1331M  163M 5138M|  22k   13k|   0  1686k|   0  53.4 |5414  3921 |1.55 0.91 0.52|3.0   0 337|   0     0 |           | 10    6    0   17    0
May 14 15:37:13 ubuntu dstat.sh[65395]: 14-05 15:37:13| 26  19  53   0   0|1002M 1321M  163M 5139M|  43k   15k|   0  1934k|   0  62.1 |5666  5521 |1.55 0.91 0.52|2.0   0 265|   0     0 |           | 10    6    0   17    0
May 14 15:37:14 ubuntu dstat.sh[65395]: 14-05 15:37:14| 31  17  49   1   0|1010M 1295M  163M 5155M| 180k   14k|   0  6963k|   0   199 |5994  6696 |1.55 0.91 0.52|2.0   0 216|   0     0 |           | 10    5    0   17    1
May 14 15:37:15 ubuntu dstat.sh[65395]: 14-05 15:37:15| 25   5  69   0   0|1132M 1158M  164M 5289M|4828B 1683B|   0  1574k|   0  65.9 |2989  3056 |1.55 0.91 0.52|1.0   0  15|   0     0 |           | 11    4    0   17    2
May 14 15:37:16 ubuntu dstat.sh[65395]: 14-05 15:37:16| 37  11  50   0   0|1134M 1138M  164M 5305M|5251B 1457B|   0  1495k|   0  40.0 |3913  2400 |1.55 0.91 0.52|2.0   0 103|   0     0 |           | 11    6    0   17    2
May 14 15:37:17 ubuntu dstat.sh[65395]: 14-05 15:37:17| 36  14  48   1   0|1164M 1082M  165M 5327M|4920B 1620B|  16k 4260k|1.00   160 |4899  3878 |1.59 0.93 0.53|3.0   0 177|   0     0 |           | 11    6    0   19    2
May 14 15:37:18 ubuntu dstat.sh[65395]: 14-05 15:37:18| 44   6  49   1   0|1222M  993M  166M 5353M|4862B 1621B|  16k 4057k|1.00  78.0 |3013  1874 |1.59 0.93 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 14 15:37:19 ubuntu dstat.sh[65395]: 14-05 15:37:19| 41   6  48   4   0|1255M  964M  167M 5347M|5378B 2105B|   0    12M|   0   826 |6170  8252 |1.59 0.93 0.53|2.0   0  12|   0     0 |           | 11    6    0   19    0
May 14 15:37:20 ubuntu dstat.sh[65395]: 14-05 15:37:20| 27   9  48  14   0|1271M  940M  168M 5354M|  10k 3796B|   0    32M|   0  2916 |  13k   24k|1.59 0.93 0.53|3.0   0  78|   0     0 |           | 11    7    0   19    0
May 14 15:37:21 ubuntu dstat.sh[65395]: 14-05 15:37:21| 38  10  43   6   0|1174M 1030M  169M 5359M|4813B 1631B|   0    34M|   0  2526 |9433    16k|1.59 0.93 0.53|2.0   0 105|   0     0 |           | 11    4    0   19    0
May 14 15:37:22 ubuntu dstat.sh[65395]: 14-05 15:37:22| 38   7  53   1   0|1219M  978M  170M 5364M|  11k 4741B|   0  1943k|   0  57.1 |3921  3801 |1.62 0.95 0.54|2.0   0  23|   0     0 |           | 11    4    0   19    0
May 14 15:37:23 ubuntu dstat.sh[65395]: 14-05 15:37:23| 48   8  43   1   0|1237M  960M  170M 5365M|4745B 1622B|   0  8985k|   0   412 |  17k   32k|1.62 0.95 0.54|2.0   0  13|   0     0 |           | 11    4    0   19    0
May 14 15:37:24 ubuntu dstat.sh[65395]: 14-05 15:37:24| 40  10  48   0   0|1238M  971M  170M 5354M|4722B 1614B|   0  1215k|   0   119 |4595  4959 |1.62 0.95 0.54|2.0   0  26|   0     0 |           | 11    4    0   19    0
May 14 15:37:25 ubuntu dstat.sh[65395]: 14-05 15:37:25| 45   6  49   0   0|1245M  964M  170M 5354M|4441B 1620B|   0  4097B|   0  1.00 |2910  1439 |1.62 0.95 0.54|3.0   0  25|   0     0 |           | 11    4    0   19    0
May 14 15:37:26 ubuntu dstat.sh[65395]: 14-05 15:37:26| 18  18  63   0   0|1166M 1042M  170M 5354M|4360B 1460B|   0    12k|   0  3.00 |5305  3922 |1.62 0.95 0.54|1.0   0 365|   0     0 |           | 11    4    0   19    0
May 14 15:37:27 ubuntu dstat.sh[65395]: 14-05 15:37:27|  8  23  68   0   0|1123M 1086M  170M 5354M|4260B 1620B|   0    48k|   0  9.00 |5126  3430 |1.57 0.95 0.54|1.0   0 274|   0     0 |           | 11    4    0   19    0
May 14 15:37:28 ubuntu dstat.sh[65395]: 14-05 15:37:28| 16  17  65   0   0|1097M 1111M  170M 5354M|4530B 1609B|   0    16k|   0  3.97 |5438  6097 |1.57 0.95 0.54|1.0   0 210|   0     0 |           | 11    4    0   19    0
May 14 15:37:29 ubuntu dstat.sh[65395]: 14-05 15:37:29| 44  13  42   0   0|1179M 1030M  170M 5355M|4253B 1467B|   0    16M|   0   262 |4235  2807 |1.57 0.95 0.54|2.0   0 132|   0     0 |           | 11    5    0   19    0
May 14 15:37:30 ubuntu dstat.sh[65395]: 14-05 15:37:30| 45   5  49   0   0|1228M  980M  170M 5355M|4558B 1619B|   0   176k|   0  1.00 |2713  1175 |1.57 0.95 0.54|2.0   0   0|   0     0 |           | 11    5    0   19    0
May 14 15:37:31 ubuntu dstat.sh[65395]: 14-05 15:37:31| 40  11  48   1   0|1258M  948M  170M 5358M|4587B 1623B|   0  2493k|   0   139 |4206  4853 |1.57 0.95 0.54|2.0   0  44|   0     0 |           | 11    4    0   14    0
May 14 15:37:32 ubuntu dstat.sh[65395]: 14-05 15:37:32| 15  10  73   0   0|1303M  903M  170M 5358M|4613B 1618B|   0   391k|   0  3.99 |3060  2337 |1.53 0.95 0.54|1.0   0  98|   0     0 |           | 11    4    0   14    0
May 14 15:37:33 ubuntu dstat.sh[65395]: 14-05 15:37:33| 23   2  73   0   0|1347M  858M  170M 5358M|4456B 1457B|   0     0 |   0     0 |1781  1328 |1.53 0.95 0.54|1.0   0   0|   0     0 |           | 11    4    0   14    0
May 14 15:37:34 ubuntu dstat.sh[65395]: 14-05 15:37:34| 24   3  72   1   0|1361M  845M  170M 5358M|4565B 1664B|   0    18M|   0   539 |2622  2282 |1.53 0.95 0.54|3.0   0 1.0|   0     0 |           | 11   10    0   14    0
May 14 15:37:35 ubuntu dstat.sh[65395]: 14-05 15:37:35| 20   6  71   1   0|1339M  867M  170M 5358M|4316B 1618B|   0  3592k|   0   318 |4010  4936 |1.53 0.95 0.54|1.0   0  42|   0     0 |           | 11    4    0   16    0
May 14 15:37:36 ubuntu dstat.sh[65395]: 14-05 15:37:36| 21   3  76   0   0|1377M  828M  170M 5358M|6361B 3629B| 144k  716k|7.00  7.00 |1759  1316 |1.53 0.95 0.54|  0   0   0|   0     0 |           | 11    5    0   16    0
May 14 15:37:37 ubuntu dstat.sh[65395]: 14-05 15:37:37| 21   3  75   1   0|1390M  815M  170M 5358M|7841B 4290B| 268k 1369k|66.1  32.0 |2726  2786 |1.48 0.95 0.55|1.0   0 3.0|   0     0 |           | 11   29    0   16    0
