May 28 13:34:21 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 28 13:34:21 ubuntu dstat.sh[65277]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 28 13:34:21 ubuntu dstat.sh[65277]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 28 13:34:21 ubuntu dstat.sh[65277]: 28-05 13:34:21|                   | 932M 1398M  163M 5133M|           |           |           |           |1.41 0.98 0.55|2.0   0    |           |           | 10    4    0   19    0
May 28 13:34:22 ubuntu dstat.sh[65277]: 28-05 13:34:22| 19  21  57   0   0| 948M 1381M  163M 5133M|  33k   12k|   0  2411k|   0  91.0 |6523  5606 |1.41 0.98 0.55|1.5   0 503|   0     0 |           | 10    5    0   19    0
May 28 13:34:23 ubuntu dstat.sh[65277]: 28-05 13:34:23| 28  20  51   0   0| 982M 1346M  163M 5134M|  36k   16k|   0  2752k|   0   121 |6389  6138 |1.46 0.99 0.56|2.0   0 434|   0     0 |           | 10    6    0   19    0
May 28 13:34:24 ubuntu dstat.sh[65277]: 28-05 13:34:24| 32  14  52   0   0| 960M 1367M  163M 5134M|  46k   16k|   0  2096k|   0  66.0 |6195  7626 |1.46 0.99 0.56|2.0   0 248|   0     0 |           | 10    6    0   19    0
May 28 13:34:25 ubuntu dstat.sh[65277]: 28-05 13:34:25| 25  12  58   0   0|1114M 1196M  164M 5272M| 181k   15k|   0  5539k|   0  64.0 |4122  3825 |1.46 0.99 0.56|2.0   0  94|   0     0 |           | 11    7    0   19    1
May 28 13:34:26 ubuntu dstat.sh[65277]: 28-05 13:34:26| 37  12  48   1   0|1141M 1153M  165M 5285M|5081B 1748B|   0  2306k|   0  86.8 |4641  3496 |1.46 0.99 0.56|2.0   0 196|   0     0 |           | 11    6    0   21    2
May 28 13:34:27 ubuntu dstat.sh[65277]: 28-05 13:34:27| 43   6  49   1   0|1199M 1076M  165M 5301M|4654B 1513B|  32k 3421k|2.00   106 |2889  1684 |1.46 0.99 0.56|3.0   0   0|   0     0 |           | 11    6    0   21    2
May 28 13:34:28 ubuntu dstat.sh[65277]: 28-05 13:34:28| 43   5  48   1   0|1241M 1009M  166M 5323M|4122B 1564B|   0  4160k|   0   131 |3337  2368 |1.50 1.01 0.57|3.0   0 1.0|   0     0 |           | 11    8    0   21    2
May 28 13:34:29 ubuntu dstat.sh[65277]: 28-05 13:34:29| 32   7  46  13   0|1251M  964M  168M 5354M|4576B 1626B|   0    44M|   0  3288 |  14k   26k|1.50 1.01 0.57|3.0   0  52|   0     0 |           | 11    8    0   21    2
May 28 13:34:30 ubuntu dstat.sh[65277]: 28-05 13:34:30| 39   6  43  10   0|1188M 1027M  169M 5351M|4099B 1720B|   0    48M|   0  3506 |  12k   21k|1.50 1.01 0.57|2.0   0  32|   0     0 |           | 11    4    0   21    2
May 28 13:34:31 ubuntu dstat.sh[65277]: 28-05 13:34:31| 41  10  49   0   0|1205M 1010M  169M 5350M|5127B 1833B|   0   799k|   0  44.9 |3554  2147 |1.50 1.01 0.57|2.0   0  92|   0     0 |           | 11    4    0   21    0
May 28 13:34:32 ubuntu dstat.sh[65277]: 28-05 13:34:32| 40   6  53   0   0|1242M  967M  169M 5356M|  11k 4573B|   0  2348k|   0   122 |2906  1765 |1.50 1.01 0.57|3.0   0  18|   0     0 |           | 11    4    0   21    0
May 28 13:34:33 ubuntu dstat.sh[65277]: 28-05 13:34:33| 45   8  45   1   0|1252M  955M  169M 5357M|4740B 1620B|   0  7229k|   0   492 |  12k   21k|1.54 1.03 0.57|2.0   0  24|   0     0 |           | 11    4    0   21    0
May 28 13:34:34 ubuntu dstat.sh[65277]: 28-05 13:34:34| 44   9  45   0   0|1293M  914M  169M 5357M|4337B 1458B|   0  2463k|   0   111 |  11k   19k|1.54 1.03 0.57|3.0   0  13|   0     0 |           | 11    4    0   21    0
May 28 13:34:35 ubuntu dstat.sh[65277]: 28-05 13:34:35| 36  15  48   1   0|1188M 1026M  169M 5350M|4925B 1622B|   0   529k|   0  26.0 |4646  3093 |1.54 1.03 0.57|2.0   0 230|   0     0 |           | 11    4    0   21    0
May 28 13:34:36 ubuntu dstat.sh[65277]: 28-05 13:34:36| 25  25  48   0   0|1140M 1074M  169M 5350M|5312B 1499B|   0    40k|   0  9.99 |5944  4414 |1.54 1.03 0.57|1.0   0 440|   0     0 |           | 11    4    0   21    0
May 28 13:34:37 ubuntu dstat.sh[65277]: 28-05 13:34:37| 18  18  64   0   0|1141M 1074M  169M 5351M|5045B 1664B|   0    12k|   0  3.00 |5744  7363 |1.54 1.03 0.57|1.0   0 213|   0     0 |           | 11    4    0   21    0
May 28 13:34:38 ubuntu dstat.sh[65277]: 28-05 13:34:38| 40  13  46   0   0|1181M 1034M  169M 5351M|4755B 1550B|   0  4090B|   0  1.00 |3908  2647 |1.58 1.04 0.58|2.0   0 132|   0     0 |           | 11    5    0   21    0
May 28 13:34:39 ubuntu dstat.sh[65277]: 28-05 13:34:39| 47   4  49   0   0|1238M  976M  169M 5351M|4860B 1620B|   0   368k|   0  21.0 |2693  1141 |1.58 1.04 0.58|4.0   0   0|   0     0 |           | 11    5    0   16    0
May 28 13:34:40 ubuntu dstat.sh[65277]: 28-05 13:34:40| 43  10  46   0   0|1266M  946M  169M 5353M|4528B 1461B|   0  2121k|   0   140 |3834  4078 |1.58 1.04 0.58|2.0   0   0|   0     0 |           | 11    5    0   15    0
May 28 13:34:41 ubuntu dstat.sh[65277]: 28-05 13:34:41|  7   9  83   0   0|1268M  943M  169M 5353M|4749B 1616B|   0    22M|   0   385 |2933  2827 |1.58 1.04 0.58|  0   0 118|   0     0 |           | 11    4    0   16    0
May 28 13:34:42 ubuntu dstat.sh[65277]: 28-05 13:34:42| 22   5  72   0   0|1333M  878M  169M 5353M|4614B 1618B|   0     0 |   0     0 |2091  1603 |1.58 1.04 0.58|1.0   0  22|   0     0 |           | 11    4    0   16    0
May 28 13:34:43 ubuntu dstat.sh[65277]: 28-05 13:34:43| 24   3  73   0   0|1357M  855M  169M 5353M|4562B 1621B|   0  2269k|   0  43.0 |1728  1162 |1.53 1.04 0.58|1.0   0   0|   0     0 |           | 11    4    0   16    0
May 28 13:34:44 ubuntu dstat.sh[65277]: 28-05 13:34:44| 23   2  71   1   0|1363M  849M  169M 5354M|4740B 1620B|   0  1496k|   0   191 |3613  4621 |1.53 1.04 0.58|1.0   0 1.0|   0     0 |           | 11    4    0   18    0
