May 11 07:21:11 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 11 07:21:11 ubuntu dstat.sh[65408]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 11 07:21:11 ubuntu dstat.sh[65408]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 11 07:21:11 ubuntu dstat.sh[65408]: 11-05 07:21:11|                   | 993M 1332M  163M 5138M|           |           |           |           |1.90 1.07 0.56|2.0   0    |           |           | 10    4    0   18    0
May 11 07:21:12 ubuntu dstat.sh[65408]: 11-05 07:21:12| 20  21  56   0   0| 992M 1332M  163M 5138M|  30k   12k|   0  2677k|   0   161 |5666  4235 |1.90 1.07 0.56|2.5   0 350|   0     0 |           | 10    5    0   18    0
May 11 07:21:13 ubuntu dstat.sh[65408]: 11-05 07:21:13| 21  21  57   0   0| 991M 1332M  163M 5138M|  36k   15k|   0  2017k|   0   115 |5534  4038 |1.90 1.07 0.56|3.0   0 336|   0     0 |           | 10    6    0   18    0
May 11 07:21:14 ubuntu dstat.sh[65408]: 11-05 07:21:14| 27  20  51   1   0| 991M 1331M  163M 5139M|  43k   14k|   0  5161k|   0  70.0 |5610  4571 |1.90 1.07 0.56|2.0   0 248|   0     0 |           | 10    6    0   18    0
May 11 07:21:15 ubuntu dstat.sh[65408]: 11-05 07:21:15| 32  17  49   0   0| 986M 1335M  163M 5139M|  23k   13k|   0  1577k|   0  47.9 |5550  5790 |2.23 1.16 0.59|5.0   0 212|   0     0 |           | 10    5    0   18    1
May 11 07:21:16 ubuntu dstat.sh[65408]: 11-05 07:21:16| 30  12  55   1   0|1118M 1175M  164M 5287M| 166k 6084B|   0  2479k|   0  91.0 |4604  4200 |2.23 1.16 0.59|2.0   0 100|   0     0 |           | 11    6    0   18    2
May 11 07:21:17 ubuntu dstat.sh[65408]: 11-05 07:21:17| 37  14  47   0   0|1124M 1150M  165M 5302M|4610B 1617B|   0  3018k|   0   106 |4631  3161 |2.23 1.16 0.59|2.0   0 185|   0     0 |           | 11    6    0   20    2
May 11 07:21:18 ubuntu dstat.sh[65408]: 11-05 07:21:18| 42   7  49   1   0|1184M 1068M  165M 5321M|4985B 1622B|  32k 3011k|2.00  69.1 |3181  2082 |2.23 1.16 0.59|2.0   0  10|   0     0 |           | 11    6    0   20    2
May 11 07:21:19 ubuntu dstat.sh[65408]: 11-05 07:21:19| 43   6  49   1   0|1225M 1011M  166M 5335M|4885B 1460B|4102B 4467k|1.00   227 |3256  2274 |2.23 1.16 0.59|2.0   0   0|   0     0 |           | 11    6    0   20    2
May 11 07:21:20 ubuntu dstat.sh[65408]: 11-05 07:21:20| 34   7  47  12   0|1238M  962M  168M 5366M|4271B 1624B|   0    31M|   0  2303 |  12k   20k|2.21 1.17 0.59|1.0 1.0  40|   0     0 |           | 11    8    0   20    2
May 11 07:21:21 ubuntu dstat.sh[65408]: 11-05 07:21:21| 34   9  41  13   0|1231M  979M  169M 5355M|5068B 2095B|   0    51M|   0  3890 |  14k   26k|2.21 1.17 0.59|2.0   0  61|   0     0 |           | 11    6    0   20    0
May 11 07:21:22 ubuntu dstat.sh[65408]: 11-05 07:21:22| 36  11  52   1   0|1221M  984M  169M 5360M|9996B 3910B|   0  1933k|   0  93.2 |3616  2416 |2.21 1.17 0.59|2.0   0  93|   0     0 |           | 11    4    0   20    0
May 11 07:21:23 ubuntu dstat.sh[65408]: 11-05 07:21:23| 38   6  54   1   0|1291M  913M  169M 5360M|  11k 4421B|   0  1572k|   0  72.0 |2743  1656 |2.21 1.17 0.59|3.0   0  18|   0     0 |           | 11    5    0   20    0
May 11 07:21:24 ubuntu dstat.sh[65408]: 11-05 07:21:24| 43   9  44   1   0|1257M  940M  169M 5366M|4587B 1854B|   0    16M|   0   884 |  12k   20k|2.21 1.17 0.59|2.0   0  24|   0     0 |           | 11    4    0   20    0
