Apr 08 18:26:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 08 18:26:57 ubuntu dstat.sh[65508]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 08 18:26:57 ubuntu dstat.sh[65508]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 08 18:26:57 ubuntu dstat.sh[65508]: 08-04 18:26:57|                   | 952M 1404M  163M 5109M|           |           |           |           |1.27 0.79 0.46|4.0   0    |           |           | 10    2    0   17    0
Apr 08 18:26:58 ubuntu dstat.sh[65508]: 08-04 18:26:58| 50  24  25   0   0| 961M 1392M  163M 5111M|5226B 1696B|   0  3715k|   0  54.9 |6268  4742 |1.38 0.81 0.47|3.5   0 450|   0     0 |           | 10    2    0   17    0
Apr 08 18:26:59 ubuntu dstat.sh[65508]: 08-04 18:26:59| 15  21  62   0   0| 952M 1399M  163M 5113M|8812B 2881B|   0  4206k|   0  74.5 |5878  4251 |1.49 0.84 0.48|1.0   0 396|   0     0 |           | 10    4    0   17    0
Apr 08 18:27:00 ubuntu dstat.sh[65508]: 08-04 18:27:00| 18  19  61   0   0| 942M 1408M  163M 5113M|  24k 4692B|   0   252k|   0  7.99 |5647  4949 |1.49 0.84 0.48|1.0   0 267|   0     0 |           | 10    4    0   17    0
Apr 08 18:27:01 ubuntu dstat.sh[65508]: 08-04 18:27:01| 18  14  67   0   0|1062M 1288M  163M 5235M| 204k 6201B|   0   188k|   0  5.99 |5669  7580 |1.49 0.84 0.48|  0   0 143|   0     0 |           | 11    4    0   17    0
Apr 08 18:27:02 ubuntu dstat.sh[65508]: 08-04 18:27:02| 11   7  81   0   0|1069M 1281M  163M 5235M|5230B 2215B|   0    12k|   0  3.00 |2492  1985 |1.49 0.84 0.48|1.0   0  86|   0     0 |           | 11    6    0   17    0
Apr 08 18:27:03 ubuntu dstat.sh[65508]: 08-04 18:27:03| 14  13  72   0   0|1073M 1278M  163M 5235M|4279B 1458B|   0   136k|   0  10.0 |3823  2612 |1.45 0.84 0.48|1.0   0 165|   0     0 |           | 11    8    0   18    0
Apr 08 18:27:04 ubuntu dstat.sh[65508]: 08-04 18:27:04| 20   6  73   0   0|1118M 1231M  163M 5236M|4667B 1566B|  32k  832k|2.00  28.0 |2500  2112 |1.45 0.84 0.48|1.0   0  30|   0     0 |           | 11    6    0   19    0
Apr 08 18:27:05 ubuntu dstat.sh[65508]: 08-04 18:27:05| 23   3  73   0   0|1153M 1196M  163M 5236M|4723B 1565B|   0  2918k|   0  69.0 |1933  1469 |1.45 0.84 0.48|1.0   0 1.0|   0     0 |           | 11    6    0   19    0
Apr 08 18:27:06 ubuntu dstat.sh[65508]: 08-04 18:27:06| 11   6  68  12   0|1156M 1184M  164M 5243M|5426B 1700B|   0    33M|   0  3043 |  13k   26k|1.45 0.84 0.48|  0 1.0  55|   0     0 |           | 11    7    0   19    1
