Apr 24 15:18:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 24 15:18:57 ubuntu dstat.sh[64999]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 24 15:18:57 ubuntu dstat.sh[64999]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 24 15:18:57 ubuntu dstat.sh[64999]: 24-04 15:18:57|                   |1017M 1330M  162M 5117M|           |           |           |           |1.55 1.03 0.56|1.0   0    |           |           | 10    5    0   17    0
Apr 24 15:18:58 ubuntu dstat.sh[64999]: 24-04 15:18:58| 18  21  59   0   0|1024M 1323M  162M 5117M|  40k   13k|   0  1823k|   0  61.0 |5258  3659 |1.55 1.03 0.56|2.0   0 306|   0     0 |           | 10    6    0   17    0
Apr 24 15:18:59 ubuntu dstat.sh[64999]: 24-04 15:18:59| 22  21  55   0   0|1039M 1306M  163M 5118M|  16k   10k|   0  2411k|   0  79.5 |5388  3762 |1.55 1.03 0.56|2.0   0 331|   0     0 |           | 10    6    0   17    0
Apr 24 15:19:00 ubuntu dstat.sh[64999]: 24-04 15:19:00| 25  20  54   1   0|1029M 1316M  163M 5118M|  41k   13k|   0  1753k|   0  56.0 |5780  5243 |1.55 1.03 0.56|2.0   0 265|   0     0 |           | 10    5    0   17    1
Apr 24 15:19:01 ubuntu dstat.sh[64999]: 24-04 15:19:01| 31  18  50   1   0|1082M 1246M  163M 5211M| 178k   13k|   0  5757k|   0  67.0 |7006  8387 |1.55 1.03 0.56|3.0   0 234|   0     0 |           | 11    4    0   17    2
Apr 24 15:19:02 ubuntu dstat.sh[64999]: 24-04 15:19:02| 31   9  57   0   0|1148M 1163M  164M 5269M|4667B 1616B|   0  1488k|   0  69.8 |3594  2678 |1.59 1.04 0.57|2.0   0  92|   0     0 |           | 11    6    0   17    2
Apr 24 15:19:03 ubuntu dstat.sh[64999]: 24-04 15:19:03| 39  13  47   0   0|1149M 1145M  164M 5284M|4920B 1620B|   0  2212k|   0  66.0 |4837  3863 |1.59 1.04 0.57|2.0   0 191|   0     0 |           | 11    6    0   19    2
Apr 24 15:19:04 ubuntu dstat.sh[64999]: 24-04 15:19:04| 40   7  49   1   0|1213M 1054M  165M 5308M|5346B 1622B|  32k 5066k|2.00   146 |3215  2270 |1.59 1.04 0.57|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 24 15:19:05 ubuntu dstat.sh[64999]: 24-04 15:19:05| 43   6  49   2   0|1246M  992M  166M 5333M|4584B 1460B|   0  5243k|   0   246 |3917  3644 |1.59 1.04 0.57|3.0   0 4.0|   0     0 |           | 11    8    0   19    2
Apr 24 15:19:06 ubuntu dstat.sh[64999]: 24-04 15:19:06| 27   7  48  14   0|1246M  972M  168M 5349M|8840B 2651B|   0    48M|   0  3825 |  15k   28k|1.59 1.04 0.57|2.0   0  51|   0     0 |           | 11    9    0   19    2
Apr 24 15:19:07 ubuntu dstat.sh[64999]: 24-04 15:19:07| 39  10  43   6   0|1204M 1029M  169M 5333M|3576B 1464B|   0    32M|   0  2547 |  10k   17k|1.70 1.08 0.58|2.0   0 121|   0     0 |           | 11    4    0   19    0
