Jun 09 14:47:51 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 09 14:47:51 ubuntu dstat.sh[64896]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 09 14:47:51 ubuntu dstat.sh[64896]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 09 14:47:51 ubuntu dstat.sh[64896]: 09-06 14:47:51|                   | 943M 1390M  162M 5132M|           |           |           |           |1.11 0.88 0.51|4.0   0    |           |           | 10    4    0   17    0
Jun 09 14:47:52 ubuntu dstat.sh[64896]: 09-06 14:47:52| 30  28  40   0   0| 936M 1395M  162M 5133M|4540B 1805B|  56k 3259k|14.0   105 |7907    13k|1.11 0.88 0.51|4.0   0 744|   0     0 |           | 10    3    0   18    0
Jun 09 14:47:53 ubuntu dstat.sh[64896]: 09-06 14:47:53| 45  24  31   0   0| 972M 1337M  163M 5151M|4914B 1618B|   0  1454k|7.00  63.0 |7268  9982 |1.11 0.88 0.51|4.0   0 585|   0     0 |           | 10    2    0   17    0
Jun 09 14:47:54 ubuntu dstat.sh[64896]: 09-06 14:47:54| 55  15  28   0   0|1075M 1230M  163M 5227M|  11k 4403B|   0  1412k|   0  8.00 |5972  6564 |1.11 0.88 0.51|2.0   0 214|   0     0 |           | 11    3    1   17    0
Jun 09 14:47:55 ubuntu dstat.sh[64896]: 09-06 14:47:55| 26   9  63   0   0|1136M 1167M  163M 5278M| 224k 7758B|   0  2317k|   0   194 |3525  2111 |1.11 0.88 0.51|3.0   0  88|   0     0 |           | 11    5    0   17    0
Jun 09 14:47:56 ubuntu dstat.sh[64896]: 09-06 14:47:56| 39  12  47   0   0|1140M 1162M  163M 5278M|  11k 4774B|   0   339k|   0  21.9 |4623  2995 |1.18 0.90 0.52|2.0   0 201|   0     0 |           | 11    7    0   20    0
Jun 09 14:47:57 ubuntu dstat.sh[64896]: 09-06 14:47:57| 27   5  66   0   0|1186M 1116M  163M 5278M|  21k 3987B|  32k 1555k|2.00  28.0 |2317  1672 |1.18 0.90 0.52|3.0   0  10|   0     0 |           | 11    6    0   20    0
Jun 09 14:47:58 ubuntu dstat.sh[64896]: 09-06 14:47:58| 35   4  59   0   0|1215M 1086M  164M 5279M|  30k   12k|   0  2220k|   0  43.2 |2553  1671 |1.18 0.90 0.52|2.0   0   0|   0     0 |           | 11    8    0   20    0
Jun 09 14:47:59 ubuntu dstat.sh[64896]: 09-06 14:47:59| 23   6  58  10   0|1223M 1068M  165M 5287M|  38k   16k|   0    34M|   0  2860 |  13k   23k|1.18 0.90 0.52|2.0   0  52|   0     0 |           | 11   10    0   20    0
Jun 09 14:48:00 ubuntu dstat.sh[64896]: 09-06 14:48:00| 32   6  53   6   0|1129M 1158M  166M 5290M|  41k   12k|   0    38M|   0  2895 |  10k   19k|1.18 0.90 0.52|3.0   0  70|   0     0 |           | 11    8    0   20    0
Jun 09 14:48:01 ubuntu dstat.sh[64896]: 09-06 14:48:01| 38   7  53   1   0|1188M 1099M  166M 5290M|  22k   13k|   0    18M|   0   896 |3774  3684 |1.17 0.90 0.52|2.0   0  36|   0     0 |           | 11    7    0   20    1
