Jun 26 16:02:42 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 26 16:02:43 ubuntu dstat.sh[66349]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 26 16:02:43 ubuntu dstat.sh[66349]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 26 16:02:43 ubuntu dstat.sh[66349]: 26-06 16:02:43|                   | 944M 1408M  165M 5107M|           |           |           |           |1.37 0.71 0.41|2.0   0    |           |           | 10    4    0   17    0
Jun 26 16:02:44 ubuntu dstat.sh[66349]: 26-06 16:02:44|  8  19  70   0   0| 949M 1403M  165M 5107M|6241B 1558B|   0   187k|   0  9.95 |4882  3179 |1.37 0.71 0.41|2.5   0 267|   0     0 |           | 10    4    0   17    0
Jun 26 16:02:45 ubuntu dstat.sh[66349]: 26-06 16:02:45| 17  22  60   0   0| 952M 1399M  165M 5107M|  12k 4506B|   0  3861k|   0  19.0 |5092  3358 |1.42 0.73 0.42|4.0   0 289|   0     0 |           | 10    5    0   17    0
Jun 26 16:02:46 ubuntu dstat.sh[66349]: 26-06 16:02:46| 23  19  57   0   0| 975M 1376M  165M 5108M|  36k   11k|   0  1271k|   0  41.1 |5622  5711 |1.42 0.73 0.42|1.0   0 262|   0     0 |           | 10    6    0   17    0
Jun 26 16:02:47 ubuntu dstat.sh[66349]: 26-06 16:02:47| 29  20  50   0   0| 972M 1378M  165M 5109M|  27k   16k|   0  2066k|   0  60.8 |7050  7279 |1.42 0.73 0.42|2.0   0 286|   0     0 |           | 10    4    0   17    2
Jun 26 16:02:48 ubuntu dstat.sh[66349]: 26-06 16:02:48| 19   4  75   1   0|1097M 1252M  165M 5231M|  44k   15k|   0  1808k|   0  60.0 |2949  2994 |1.42 0.73 0.42|1.0   0  14|   0     0 |           | 11    4    0   17    2
Jun 26 16:02:49 ubuntu dstat.sh[66349]: 26-06 16:02:49| 30   9  60   1   0|1109M 1226M  165M 5244M| 141k   14k|   0  1957k|   0  60.2 |3780  2712 |1.42 0.73 0.42|3.0   0 111|   0     0 |           | 11    6    0   17    2
Jun 26 16:02:50 ubuntu dstat.sh[66349]: 26-06 16:02:50| 38  11  49   1   0|1160M 1155M  166M 5261M|  47k 3060B|  32k 3249k|2.00   102 |4538  3595 |1.55 0.77 0.43|3.0   0 171|   0     0 |           | 11    6    0   19    2
Jun 26 16:02:51 ubuntu dstat.sh[66349]: 26-06 16:02:51| 44   6  49   0   0|1219M 1076M  167M 5278M|4742B 1495B|   0  2711k|   0  37.9 |3043  1781 |1.55 0.77 0.43|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 26 16:02:52 ubuntu dstat.sh[66349]: 26-06 16:02:52| 40   5  47   6   0|1243M 1026M  168M 5301M|4798B 1465B|   0    24M|   0  1759 |8197    14k|1.55 0.77 0.43|4.0   0  19|   0     0 |           | 11    8    0   19    2
Jun 26 16:02:53 ubuntu dstat.sh[66349]: 26-06 16:02:53| 36   7  43  12   0|1244M 1002M  170M 5319M|2815B  162B|   0    63M|   0  4535 |  16k   32k|1.55 0.77 0.43|4.0   0  63|   0     0 |           | 11    8    0   19    2
Jun 26 16:02:54 ubuntu dstat.sh[66349]: 26-06 16:02:54| 42   9  47   1   0|1242M  975M  171M 5344M|5204B 1448B|   0    10M|   0   663 |4618  4679 |1.55 0.77 0.43|3.0   0  76|   0     0 |           | 11    6    0   19    2
Jun 26 16:02:55 ubuntu dstat.sh[66349]: 26-06 16:02:55| 44   5  49   0   0|1274M  955M  171M 5332M|5423B 2100B|   0  2667k|   0   205 |3056  2011 |1.58 0.79 0.44|3.0   0 2.0|   0     0 |           | 11    4    0   19    0
Jun 26 16:02:56 ubuntu dstat.sh[66349]: 26-06 16:02:56| 40   7  53   1   0|1282M  946M  171M 5333M|  12k 4404B|   0  6820k|   0   402 |3634  3176 |1.58 0.79 0.44|4.0   0  43|   0     0 |           | 11    5    0   19    0
Jun 26 16:02:57 ubuntu dstat.sh[66349]: 26-06 16:02:57| 45   7  46   1   0|1325M  897M  171M 5338M|5566B 1790B|   0  2075k|   0   158 |8213    13k|1.58 0.79 0.44|4.0   0 8.0|   0     0 |           | 11    4    0   19    0
Jun 26 16:02:58 ubuntu dstat.sh[66349]: 26-06 16:02:58| 37  16  45   0   0|1285M  936M  171M 5339M|5627B 1465B|   0    88k|   0  1.01 |  12k   20k|1.58 0.79 0.44|4.0   0 194|   0     0 |           | 11    4    0   19    0
