May 19 16:48:36 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 19 16:48:36 ubuntu dstat.sh[65133]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 19 16:48:36 ubuntu dstat.sh[65133]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 19 16:48:36 ubuntu dstat.sh[65133]: 19-05 16:48:36|                   |1024M 1295M  163M 5141M|           |           |           |           |0.96 0.81 0.49|3.0   0    |           |           | 10    4    0   17    0
May 19 16:48:37 ubuntu dstat.sh[65133]: 19-05 16:48:37| 21  21  55   0   0|1031M 1289M  163M 5141M|  19k 8650B|   0  2605k|   0   198 |5812  4257 |0.96 0.81 0.49|2.5   0 406|   0     0 |           | 10    5    0   17    0
May 19 16:48:38 ubuntu dstat.sh[65133]: 19-05 16:48:38| 18  22  57   1   0|1025M 1293M  164M 5142M|  45k   14k|   0  2123k|   0   132 |5648  4151 |0.96 0.81 0.49|2.0   0 377|   0     0 |           | 10    6    0   17    0
May 19 16:48:39 ubuntu dstat.sh[65133]: 19-05 16:48:39| 28  18  52   0   0| 979M 1339M  164M 5142M|  24k   13k|   0  1771k|   0  52.0 |5705  5748 |0.96 0.81 0.49|1.0   0 261|   0     0 |           | 10    6    0   17    0
May 19 16:48:40 ubuntu dstat.sh[65133]: 19-05 16:48:40| 31  14  54   1   0|1090M 1226M  164M 5265M|  39k   12k|   0  2590k|   0  57.1 |6410  7790 |1.05 0.83 0.50|1.0   0 147|   0     0 |           | 11    5    0   17    1
May 19 16:48:41 ubuntu dstat.sh[65133]: 19-05 16:48:41| 23   7  67   1   0|1103M 1192M  164M 5285M| 306k 8503B|   0  2443k|   0  78.0 |2882  2223 |1.05 0.83 0.50|3.0   0  77|   0     0 |           | 11    6    0   17    2
May 19 16:48:42 ubuntu dstat.sh[65133]: 19-05 16:48:42| 37  14  48   0   0|1105M 1166M  165M 5305M|2999B    0 |   0  1991k|   0  63.0 |4357  2994 |1.05 0.83 0.50|2.0   0 170|   0     0 |           | 11    8    0   17    2
May 19 16:48:43 ubuntu dstat.sh[65133]: 19-05 16:48:43| 42   9  48   1   0|1161M 1089M  166M 5323M|3714B    0 |  32k 2875k|2.00  66.9 |3505  2432 |1.05 0.83 0.50|3.0 1.0  35|   0     0 |           | 11    6    0   19    2
May 19 16:48:44 ubuntu dstat.sh[65133]: 19-05 16:48:44| 44   5  49   1   0|1198M 1034M  167M 5338M|3370B    0 |4096B 4884k|1.00   237 |3368  2317 |1.05 0.83 0.50|4.0   0   0|   0     0 |           | 11    6    0   19    2
May 19 16:48:45 ubuntu dstat.sh[65133]: 19-05 16:48:45| 35   7  46  10   0|1220M  977M  169M 5368M|2706B    0 |   0    37M|   0  2273 |  11k   20k|1.20 0.87 0.51|2.0 1.0  34|   0     0 |           | 11    8    0   19    2
May 19 16:48:46 ubuntu dstat.sh[65133]: 19-05 16:48:46| 34   7  43  12   0|1268M  939M  169M 5357M|3337B  479B|   0    50M|   0  3960 |  14k   27k|1.20 0.87 0.51|4.0   0  67|   0     0 |           | 11    6    0   19    0
May 19 16:48:47 ubuntu dstat.sh[65133]: 19-05 16:48:47| 37   9  52   1   0|1208M  994M  169M 5362M|7995B 2350B|   0  3496k|   0   225 |3662  2555 |1.20 0.87 0.51|3.0   0  93|   0     0 |           | 11    4    0   19    0
May 19 16:48:48 ubuntu dstat.sh[65133]: 19-05 16:48:48| 41   5  53   0   0|1254M  946M  169M 5363M|9266B 2941B|   0  1224k|   0  57.0 |2776  1568 |1.20 0.87 0.51|4.0   0  18|   0     0 |           | 11    5    0   19    0
May 19 16:48:49 ubuntu dstat.sh[65133]: 19-05 16:48:49| 48  11  38   1   0|1271M  922M  170M 5368M|2684B  174B|   0  8078k|   0   467 |  12k   32k|1.20 0.87 0.51|2.0   0  60|   0     0 |           | 11    4    0   20    0
May 19 16:48:50 ubuntu dstat.sh[65133]: 19-05 16:48:50| 43  10  45   0   0|1272M  921M  170M 5368M|2399B    0 |   0  1963k|   0   110 |  10k   17k|1.27 0.89 0.52|2.0   0  17|   0     0 |           | 11    4    0   19    0
May 19 16:48:51 ubuntu dstat.sh[65133]: 19-05 16:48:51| 39  11  48   0   0|1182M 1023M  170M 5357M|2416B    0 |   0   952k|   0  46.0 |3820  2438 |1.27 0.89 0.52|2.0   0 131|   0     0 |           | 11    4    0   19    0
May 19 16:48:52 ubuntu dstat.sh[65133]: 19-05 16:48:52| 27  23  48   0   0|1156M 1049M  170M 5357M|8316B 2276B|   0   582k|   0  37.8 |5974  4493 |1.27 0.89 0.52|2.0   0 407|   0     0 |           | 11    4    0   19    0
May 19 16:48:53 ubuntu dstat.sh[65133]: 19-05 16:48:53| 16  21  61   0   0|1072M 1134M  170M 5358M|3545B   42B|   0    28k|   0  7.01 |7230  8597 |1.27 0.89 0.52| 12   0 335|   0     0 |           | 11    4    0   19    0
May 19 16:48:54 ubuntu dstat.sh[65133]: 19-05 16:48:54| 39  14  47   0   0|1120M 1085M  170M 5358M|4384B    0 |   0     0 |   0     0 |3844  2689 |1.27 0.89 0.52|3.0   0 136|   0     0 |           | 11    5    0   19    0
May 19 16:48:55 ubuntu dstat.sh[65133]: 19-05 16:48:55| 46   5  49   0   0|1184M 1021M  170M 5358M|3184B    0 |   0   236k|   0  6.01 |2669  1174 |1.33 0.91 0.53|3.0   0   0|   0     0 |           | 11    5    0   19    0
May 19 16:48:56 ubuntu dstat.sh[65133]: 19-05 16:48:56| 44   9  46   1   0|1209M  994M  170M 5360M|2537B    0 |   0    18M|   0   221 |3373  3495 |1.33 0.91 0.53|3.0   0   0|   0     0 |           | 11    5    0   19    0
May 19 16:48:57 ubuntu dstat.sh[65133]: 19-05 16:48:57| 14  12  73   0   0|1235M  968M  170M 5361M|2877B    0 |   0   931k|   0  24.0 |3777  3299 |1.33 0.91 0.53|2.0   0 141|   0     0 |           | 11    4    0   20    0
May 19 16:48:58 ubuntu dstat.sh[65133]: 19-05 16:48:58| 22   4  74   0   0|1306M  897M  170M 5361M|2953B    0 |   0  2258k|   0  49.0 |1864  1314 |1.33 0.91 0.53|2.0   0   0|   0     0 |           | 11    4    0   20    0
May 19 16:48:59 ubuntu dstat.sh[65133]: 19-05 16:48:59| 24   3  73   0   0|1329M  873M  170M 5361M|2410B    0 |   0     0 |   0     0 |1698  1046 |1.33 0.91 0.53|2.0   0   0|   0     0 |           | 11    4    0   16    0
May 19 16:49:00 ubuntu dstat.sh[65133]: 19-05 16:49:00| 21   5  71   2   0|1241M  962M  170M 5361M|2701B    0 |   0  4757k|   0   515 |4432  5797 |1.30 0.91 0.53|1.0   0  43|   0     0 |           | 11    4    0   18    0
May 19 16:49:01 ubuntu dstat.sh[65133]: 19-05 16:49:01| 21   6  72   0   0|1299M  903M  170M 5361M|2953B    0 | 144k   17M|6.99   285 |2111  1526 |1.30 0.91 0.53|1.0   0   0|   0     0 |           | 11    4    0   18    0
May 19 16:49:02 ubuntu dstat.sh[65133]: 19-05 16:49:02| 19   3  76   0   0|1319M  883M  170M 5361M|7219B 4146B|   0   912k|   0  33.0 |2403  2384 |1.30 0.91 0.53|2.0   0 1.0|   0     0 |           | 11   17    0   18    0
May 19 16:49:03 ubuntu dstat.sh[65133]: 19-05 16:49:03| 19   5  74   0   0|1313M  889M  170M 5362M|7485B 4412B| 268k    0 |66.0     0 |2694  2224 |1.30 0.91 0.53|1.0   0  46|   0     0 |           | 11   28    0   17    0
