Jun 27 02:12:58 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 27 02:12:58 ubuntu dstat.sh[65509]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 27 02:12:58 ubuntu dstat.sh[65509]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 27 02:12:58 ubuntu dstat.sh[65509]: 27-06 02:12:58|                   |1000M 1351M  164M 5109M|           |           |           |           |1.12 0.87 0.50|2.0   0    |           |           | 10    5    0   17    1
Jun 27 02:12:59 ubuntu dstat.sh[65509]: 27-06 02:12:59| 21  22  55   1   0|1005M 1345M  164M 5110M|  22k   11k|   0  4994k|   0  67.9 |5682  4242 |1.12 0.87 0.50|2.5   0 393|   0     0 |           | 10    5    0   17    1
Jun 27 02:13:00 ubuntu dstat.sh[65509]: 27-06 02:13:00| 19  21  57   0   0| 995M 1353M  164M 5110M|  43k   14k|   0  1930k|   0  63.9 |5548  4126 |1.12 0.87 0.50|2.0   0 368|   0     0 |           | 10    5    0   17    1
Jun 27 02:13:01 ubuntu dstat.sh[65509]: 27-06 02:13:01| 31  19  48   1   0|1010M 1338M  164M 5113M|  19k   11k|   0  1427k|   0  42.1 |6213  9179 |1.11 0.87 0.50|2.0   0 304|   0     0 |           | 10    5    0   17    1
Jun 27 02:13:02 ubuntu dstat.sh[65509]: 27-06 02:13:02| 36  16  46   0   0|1100M 1223M  164M 5256M| 174k 6047B|   0  1853k|   0  56.8 |6103    13k|1.11 0.87 0.50|1.0   0 148|   0     0 |           | 11    4    0   18    2
Jun 27 02:13:03 ubuntu dstat.sh[65509]: 27-06 02:13:03| 33  10  56   1   0|1117M 1184M  165M 5274M|5269B 1567B|   0  2117k|   0  65.0 |3647  2655 |1.11 0.87 0.50|4.0   0  91|   0     0 |           | 11    6    0   17    2
Jun 27 02:13:04 ubuntu dstat.sh[65509]: 27-06 02:13:04| 37  14  47   1   0|1120M 1158M  166M 5295M|5401B 1620B|   0  4117k|   0   234 |4919  3418 |1.11 0.87 0.50|3.0   0 190|   0     0 |           | 11    6    0   20    2
Jun 27 02:13:05 ubuntu dstat.sh[65509]: 27-06 02:13:05| 42   7  49   1   0|1178M 1082M  167M 5309M|5157B 1619B|  32k 5501k|2.00   147 |3375  2399 |1.11 0.87 0.50|3.0   0   0|   0     0 |           | 11    6    0   20    2
Jun 27 02:13:06 ubuntu dstat.sh[65509]: 27-06 02:13:06| 44   6  49   1   0|1215M 1014M  168M 5336M|5258B 1556B|   0  3608k|   0   113 |3378  2393 |1.18 0.89 0.51|2.0 1.0 1.0|   0     0 |           | 11    8    0   20    2
Jun 27 02:13:07 ubuntu dstat.sh[65509]: 27-06 02:13:07| 30   9  44  15   0|1249M  982M  169M 5332M|6522B 2100B|   0    45M|   0  3739 |  14k   27k|1.18 0.89 0.51|2.0 1.0  56|   0     0 |           | 11    6    0   20    0
