Apr 20 21:26:56 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 20 21:26:56 ubuntu dstat.sh[65655]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 20 21:26:56 ubuntu dstat.sh[65655]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 20 21:26:56 ubuntu dstat.sh[65655]: 20-04 21:26:56|                   |1000M 1332M  164M 5129M|           |           |           |           |1.32 0.85 0.47|2.0   0    |           |           | 10    5    0   19    0
Apr 20 21:26:57 ubuntu dstat.sh[65655]: 20-04 21:26:57| 17  21  60   0   0|1008M 1323M  164M 5129M|  37k   12k|   0  2347k|   0  54.0 |5529  4122 |1.32 0.85 0.47|2.0   0 354|   0     0 |           | 10    6    0   18    0
Apr 20 21:26:58 ubuntu dstat.sh[65655]: 20-04 21:26:58| 24  21  53   1   0|1012M 1319M  164M 5130M|  26k   14k|   0  2076k|   0  60.0 |5744  4332 |1.32 0.85 0.47|5.0   0 385|   0     0 |           | 10    6    0   18    0
Apr 20 21:26:59 ubuntu dstat.sh[65655]: 20-04 21:26:59| 28  19  51   1   0| 994M 1336M  164M 5130M|  43k   15k|   0  1816k|   0  58.0 |6895  8147 |1.32 0.85 0.47|2.0   0 282|   0     0 |           | 10    5    0   18    1
Apr 20 21:27:00 ubuntu dstat.sh[65655]: 20-04 21:27:00| 29  10  59   0   0|1130M 1185M  164M 5266M| 140k   16k|   0  1637k|   0  47.9 |4870  5313 |1.32 0.85 0.47|2.0   0  74|   0     0 |           | 11    5    0   18    1
Apr 20 21:27:01 ubuntu dstat.sh[65655]: 20-04 21:27:01| 28   8  62   1   0|1128M 1170M  165M 5280M|  46k 2584B|   0  1611k|   0  69.1 |3243  2388 |1.38 0.87 0.48|2.0   0  82|   0     0 |           | 11    6    0   18    2
Apr 20 21:27:02 ubuntu dstat.sh[65655]: 20-04 21:27:02| 38  13  47   0   0|1150M 1130M  166M 5295M|4977B 1619B|   0    15M|   0   478 |4962  3313 |1.38 0.87 0.48|3.0   0 179|   0     0 |           | 11    6    0   20    2
Apr 20 21:27:03 ubuntu dstat.sh[65655]: 20-04 21:27:03| 41   8  49   1   0|1209M 1046M  167M 5317M|4624B 1621B|  32k 4263k|2.00   135 |3482  2572 |1.38 0.87 0.48|2.0   0  22|   0     0 |           | 11    6    0   20    2
Apr 20 21:27:04 ubuntu dstat.sh[65655]: 20-04 21:27:04| 44   6  49   1   0|1236M  988M  168M 5344M|5210B 1617B|   0  3713k|   0  96.8 |3209  2100 |1.38 0.87 0.48|2.0   0   0|   0     0 |           | 11    6    0   20    2
Apr 20 21:27:05 ubuntu dstat.sh[65655]: 20-04 21:27:05| 32   7  47  11   0|1255M  949M  170M 5360M|9578B 3692B|   0    57M|   0  4346 |  16k   32k|1.38 0.87 0.48|  0 1.0  55|   0     0 |           | 11    9    0   20    2
Apr 20 21:27:06 ubuntu dstat.sh[65655]: 20-04 21:27:06| 41   7  47   3   0|1240M  979M  170M 5344M|7710B 2278B|   0  9823k|   0   921 |7292    10k|1.43 0.89 0.48|3.0   0 121|   0     0 |           | 11    4    0   20    0
Apr 20 21:27:07 ubuntu dstat.sh[65655]: 20-04 21:27:07| 40   7  51   1   0|1280M  934M  170M 5350M|  10k 3799B|   0    12M|   0   656 |3967  4678 |1.43 0.89 0.48|2.0   0  17|   0     0 |           | 11    4    0   20    0
Apr 20 21:27:08 ubuntu dstat.sh[65655]: 20-04 21:27:08| 41   4  54   1   0|1299M  915M  170M 5350M|  10k 3436B|   0  3662k|   0   188 |2959  2128 |1.43 0.89 0.48|3.0   0  18|   0     0 |           | 11    5    0   20    0
Apr 20 21:27:09 ubuntu dstat.sh[65655]: 20-04 21:27:09| 42  10  45   0   0|1252M  954M  171M 5355M|3953B 1146B|   0  5154k|   0   178 |  11k   19k|1.43 0.89 0.48|3.0   0  24|   0     0 |           | 11    4    0   20    0
Apr 20 21:27:10 ubuntu dstat.sh[65655]: 20-04 21:27:10| 43   9  46   0   0|1279M  927M  171M 5355M|2516B    0 |   0   168k|   0  5.99 |  12k   21k|1.43 0.89 0.48|2.0   0  20|   0     0 |           | 11    4    0   20    0
Apr 20 21:27:11 ubuntu dstat.sh[65655]: 20-04 21:27:11| 35  18  47   0   0|1183M 1036M  171M 5344M|5005B 1623B|   0  2264k|   0   223 |5274  3957 |1.47 0.91 0.49|4.0   0 346|   0     0 |           | 11    4    0   20    0
Apr 20 21:27:12 ubuntu dstat.sh[65655]: 20-04 21:27:12| 23  22  53   0   0|1122M 1096M  171M 5345M|4568B 1455B|   0   164k|   0  14.0 |6791  6958 |1.47 0.91 0.49|1.0   0 509|   0     0 |           | 11    4    0   20    0
Apr 20 21:27:13 ubuntu dstat.sh[65655]: 20-04 21:27:13| 33  14  53   0   0|1188M 1030M  171M 5345M|4207B 1619B|   0  4093B|   0  1.00 |5091  4826 |1.47 0.91 0.49|2.0   0 192|   0     0 |           | 11    5    0   20    0
Apr 20 21:27:14 ubuntu dstat.sh[65655]: 20-04 21:27:14| 46   5  49   0   0|1231M  987M  171M 5345M|3721B  919B|   0   300k|   0  11.0 |2706  1149 |1.47 0.91 0.49|2.0   0   0|   0     0 |           | 11    5    0   20    0
Apr 20 21:27:15 ubuntu dstat.sh[65655]: 20-04 21:27:15| 44   7  49   0   0|1251M  966M  171M 5346M|4064B 1081B|   0   773k|   0  79.1 |2854  1556 |1.47 0.91 0.49|2.0   0   0|   0     0 |           | 11    5    0   20    0
Apr 20 21:27:16 ubuntu dstat.sh[65655]: 20-04 21:27:16| 21   7  70   0   0|1263M  952M  171M 5348M|4833B 1457B|   0  2415k|   0  85.0 |3889  4726 |1.35 0.89 0.49|  0   0 118|   0     0 |           | 11    4    0   21    0
Apr 20 21:27:17 ubuntu dstat.sh[65655]: 20-04 21:27:17| 16   6  77   0   0|1306M  909M  171M 5348M|5110B 1620B|   0    24M|   0   216 |2354  2097 |1.35 0.89 0.49|1.0   0  22|   0     0 |           | 11    4    0   21    0
Apr 20 21:27:18 ubuntu dstat.sh[65655]: 20-04 21:27:18| 23   3  74   0   0|1342M  873M  171M 5348M|3926B 1026B|   0     0 |   0     0 |1771  1172 |1.35 0.89 0.49|1.0   0   0|   0     0 |           | 11    4    0   21    0
Apr 20 21:27:19 ubuntu dstat.sh[65655]: 20-04 21:27:19| 24   3  72   1   0|1357M  858M  171M 5348M|4479B 1514B|   0  4399k|   0   308 |3780  5071 |1.35 0.89 0.49|1.0 1.0 1.0|   0     0 |           | 11   10    0   21    0
Apr 20 21:27:20 ubuntu dstat.sh[65655]: 20-04 21:27:20| 21   5  73   0   0|1310M  905M  171M 5348M|4638B 1617B|   0   783k|   0  33.9 |2312  1697 |1.35 0.89 0.49|1.0   0  42|   0     0 |           | 11    4    0   23    0
Apr 20 21:27:21 ubuntu dstat.sh[65655]: 20-04 21:27:21| 19   3  78   0   0|1341M  873M  171M 5348M|8283B 4005B| 144k 1036k|7.00  16.0 |1870  1469 |1.25 0.88 0.49|1.0   0   0|   0     0 |           | 11   11    0   17    0
Apr 20 21:27:22 ubuntu dstat.sh[65655]: 20-04 21:27:22| 22   4  73   1   0|1344M  870M  171M 5349M|  10k 6755B| 269k   18M|66.1   138 |3187  3135 |1.25 0.88 0.49|1.0   0 4.0|   0     0 |           | 11   29    0   17    0
Apr 20 21:27:23 ubuntu dstat.sh[65655]: 20-04 21:27:23| 21   6  73   0   0|1376M  837M  171M 5349M|6164B 2573B|   0    10M|   0  62.9 |2460  1870 |1.25 0.88 0.49|1.0   0  43|   0     0 |           | 11   28    0   18    0
Apr 20 21:27:24 ubuntu dstat.sh[65655]: 20-04 21:27:24| 17   3  79   0   0|1395M  819M  171M 5349M|  11k 7677B|   0   736k|   0  20.0 |1957  1562 |1.25 0.88 0.49|2.0   0   0|   0     0 |           | 11   29    0   18    0
Apr 20 21:27:25 ubuntu dstat.sh[65655]: 20-04 21:27:25| 30  11  59   0   0|1394M  820M  171M 5349M|5307B 2458B|   0  2280k|   0  18.0 |3566  2477 |1.25 0.88 0.49|2.0   0 156|   0     0 |           | 11   28    0   19    0
Apr 20 21:27:26 ubuntu dstat.sh[65655]: 20-04 21:27:26| 35   6  58   0   0|1470M  744M  171M 5349M|  12k 9520B|   0     0 |   0     0 |3119  2237 |1.23 0.88 0.49|2.0   0   0|   0     0 |           | 11   30    0   19    0
Apr 20 21:27:27 ubuntu dstat.sh[65655]: 20-04 21:27:27| 37   5  57   0   0|1404M  810M  171M 5349M|  15k   12k|   0   380k|   0  40.0 |6386  8036 |1.23 0.88 0.49|2.0   0  57|   0     0 |           | 11   28    0   20    0
Apr 20 21:27:28 ubuntu dstat.sh[65655]: 20-04 21:27:28| 68  28   5   0   0|1503M  710M  171M 5349M|4546B 1566B|   0  3108k|   0  28.0 |5700  4566 |1.23 0.88 0.49|6.0   0 521|   0     0 |           | 11   28    0   20    0
Apr 20 21:27:29 ubuntu dstat.sh[65655]: 20-04 21:27:29| 87  13   0   0   0|1700M  513M  171M 5349M|  14k   11k|   0   412k|   0  36.0 |5470  3363 |1.23 0.88 0.49|5.0   0   0|   0     0 |           | 11   31    0   20    0
Apr 20 21:27:30 ubuntu dstat.sh[65655]: 20-04 21:27:30| 82   9   9   0   0|1731M  482M  171M 5349M|  36k   32k|   0   540k|   0  66.9 |9560    13k|1.23 0.88 0.49|5.0   0   0|   0     0 |           | 11   31    0   22    0
Apr 20 21:27:31 ubuntu dstat.sh[65655]: 20-04 21:27:31| 42  13  43   0   0|1532M  681M  171M 5349M|9751B 5747B|   0  3974k|   0   283 |5780  6416 |1.21 0.88 0.49|3.0   0 310|   0     0 |           | 11   28    0   25    0
Apr 20 21:27:32 ubuntu dstat.sh[65655]: 20-04 21:27:32| 19   3  77   0   0|1526M  687M  171M 5349M|5980B 3816B|   0  3577k|   0  93.9 |1790  1381 |1.21 0.88 0.49|  0   0 1.0|   0     0 |           | 11   29    0   25    0
Apr 20 21:27:33 ubuntu dstat.sh[65655]: 20-04 21:27:33| 18   4  77   1   0|1464M  749M  171M 5349M|  10k 6434B|   0    40M|   0   742 |3413  3998 |1.21 0.88 0.49|2.0   0  13|   0     0 |           | 11   28    0   26    0
Apr 20 21:27:34 ubuntu dstat.sh[65655]: 20-04 21:27:34| 20   6  73   0   0|1481M  733M  171M 5349M|4998B 1508B|   0    32k|   0  3.99 |2292  1664 |1.21 0.88 0.49|1.0   0  55|   0     0 |           | 11   28    0   25    0
Apr 20 21:27:35 ubuntu dstat.sh[65655]: 20-04 21:27:35| 16   4  79   0   0|1463M  750M  171M 5349M|  11k 8513B|   0   180k|   0  24.1 |2718  3065 |1.21 0.88 0.49|  0   0 6.0|   0     0 |           | 11   29    0   25    0
Apr 20 21:27:36 ubuntu dstat.sh[65655]: 20-04 21:27:36| 11  19  69   0   0|1424M  789M  171M 5349M|6717B 1815B|   0   495k|   0  12.0 |5089  3755 |1.19 0.88 0.50|1.0   0 367|   0     0 |           | 11   28    0   26    0
Apr 20 21:27:37 ubuntu dstat.sh[65655]: 20-04 21:27:37| 31  34  35   0   0|1408M  805M  171M 5349M|6554B 1624B|   0   245k|   0  22.0 |5957  4852 |1.19 0.88 0.50|5.0   0 670|   0     0 |           | 11   28    0   26    0
Apr 20 21:27:38 ubuntu dstat.sh[65655]: 20-04 21:27:38| 85  14   1   0   0|1616M  597M  171M 5349M|  11k 7478B|   0    56M|   0   269 |5281  3083 |1.19 0.88 0.50|4.0   0 1.0|   0     0 |           | 11   30    0   26    0
Apr 20 21:27:39 ubuntu dstat.sh[65655]: 20-04 21:27:39| 74   8  17   0   0|1661M  552M  171M 5350M|  39k   34k|   0   513k|   0  16.0 |8682    12k|1.19 0.88 0.50|5.0   0 1.0|   0     0 |           | 11   32    0   26    0
Apr 20 21:27:40 ubuntu dstat.sh[65655]: 20-04 21:27:40| 76  19   5   0   0|1553M  660M  171M 5350M|  17k   13k|   0   620k|   0  66.0 |7701  9159 |1.19 0.88 0.50|6.0   0 281|   0     0 |           | 11   28    0   27    0
Apr 20 21:27:41 ubuntu dstat.sh[65655]: 20-04 21:27:41| 85  15   0   0   0|1673M  540M  171M 5350M|  10k 7520B|   0   164k|   0  10.0 |5078  2940 |1.66 0.98 0.53|5.0   0  29|   0     0 |           | 11   30    0   27    0
Apr 20 21:27:42 ubuntu dstat.sh[65655]: 20-04 21:27:42| 83  12   5   0   0|1746M  467M  171M 5350M|  42k   38k|   0   292k|   0  10.0 |7888    11k|1.66 0.98 0.53|5.0   0  34|   0     0 |           | 11   33    0   28    0
Apr 20 21:27:43 ubuntu dstat.sh[65655]: 20-04 21:27:43| 57  16  26   0   0|1485M  728M  171M 5350M|  24k   20k|   0   616k|   0  39.0 |7927    11k|1.66 0.98 0.53|3.0   0 265|   0     0 |           | 11   28    0   32    0
Apr 20 21:27:44 ubuntu dstat.sh[65655]: 20-04 21:27:44| 40   7  53   0   0|1501M  712M  171M 5350M|6215B 3581B|   0   152k|   0  5.99 |2617  1388 |1.66 0.98 0.53|1.0   0   0|   0     0 |           | 11   29    0   32    0
Apr 20 21:27:45 ubuntu dstat.sh[65655]: 20-04 21:27:45| 34   4  61   0   0|1493M  719M  171M 5350M|  21k   18k|   0   873k|   0  50.0 |5326  6676 |1.66 0.98 0.53|2.0   0   0|   0     0 |           | 11   28    0   34    0
Apr 20 21:27:46 ubuntu dstat.sh[65655]: 20-04 21:27:46| 42  25  32   0   0|1475M  737M  171M 5350M|5025B 1567B|   0    72k|   0  14.0 |5378  3825 |1.76 1.02 0.54|3.0   0 378|   0     0 |           | 11   28    0   33    0
Apr 20 21:27:47 ubuntu dstat.sh[65655]: 20-04 21:27:47| 55   7  38   0   0|1574M  638M  171M 5350M|  17k   14k|   0   299k|   0  6.98 |3984  2919 |1.76 1.02 0.54|4.0   0   0|   0     0 |           | 11   31    0   33    0
Apr 20 21:27:48 ubuntu dstat.sh[65655]: 20-04 21:27:48| 52  13  34   0   0|1515M  697M  171M 5351M|  21k   17k|   0  2559k|   0   131 |7779  9927 |1.76 1.02 0.54|5.0   0 217|   0     0 |           | 11   28    0   34    0
Apr 20 21:27:49 ubuntu dstat.sh[65655]: 20-04 21:27:49| 82  16   2   0   0|1542M  670M  171M 5351M|6591B 3590B|   0   128k|   0  8.01 |4804  1978 |1.76 1.02 0.54|3.0   0  42|   0     0 |           | 11   29    0   34    0
Apr 20 21:27:50 ubuntu dstat.sh[65655]: 20-04 21:27:50| 55   7  37   0   0|1578M  634M  171M 5351M|  36k   32k|   0   920k|   0  59.0 |8312    11k|1.76 1.02 0.54|3.0   0   0|   0     0 |           | 11   32    0   30    0
Apr 20 21:27:51 ubuntu dstat.sh[65655]: 20-04 21:27:51| 61  20  18   0   0|1485M  727M  171M 5351M|  13k 8888B|   0   400k|   0  40.0 |6165  6328 |1.86 1.05 0.56|3.0   0 324|   0     0 |           | 11   28    0   33    0
Apr 20 21:27:52 ubuntu dstat.sh[65655]: 20-04 21:27:52| 54   7  39   0   0|1572M  640M  171M 5351M|  16k   13k|   0   184k|   0  9.99 |4088  2869 |1.86 1.05 0.56|3.0   0 1.0|   0     0 |           | 11   31    0   33    0
Apr 20 21:27:53 ubuntu dstat.sh[65655]: 20-04 21:27:53| 52  14  33   0   0|1459M  753M  171M 5351M|  22k   19k|   0  2096k|   0   168 |7990    10k|1.86 1.05 0.56|3.0   0 300|   0     0 |           | 11   28    0   35    0
Apr 20 21:27:54 ubuntu dstat.sh[65655]: 20-04 21:27:54| 67  14  19   0   0|1517M  694M  171M 5351M|5093B 1660B|   0   184k|   0  7.99 |4476  7676 |1.86 1.05 0.56|4.0   0  36|   0     0 |           | 11   28    0   31    0
Apr 20 21:27:55 ubuntu dstat.sh[65655]: 20-04 21:27:55| 44   6  50   0   0|1547M  664M  171M 5351M|  30k   26k|   0  1082k|   0  61.1 |6633  8549 |1.86 1.05 0.56|4.0   0   0|   0     0 |           | 11   29    0   32    1
