Jun 15 06:01:45 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 15 06:01:46 ubuntu dstat.sh[65330]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 15 06:01:46 ubuntu dstat.sh[65330]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 15 06:01:46 ubuntu dstat.sh[65330]: 15-06 06:01:46|                   |1029M 1330M  165M 5101M|           |           |           |           |1.34 0.97 0.54|4.0   0    |           |           | 10    4    0   17    0
Jun 15 06:01:47 ubuntu dstat.sh[65330]: 15-06 06:01:47| 26  21  51   0   0|1022M 1336M  165M 5101M|  28k 9685B|   0  2466k|   0   147 |6356  5165 |1.37 0.98 0.55|3.0   0 441|   0     0 |           | 10    4    0   17    0
Jun 15 06:01:48 ubuntu dstat.sh[65330]: 15-06 06:01:48| 14  22  62   0   0| 972M 1386M  165M 5101M|  22k 6578B|   0  4250k|   0  99.4 |5870  4449 |1.39 0.99 0.55|1.0   0 382|   0     0 |           | 10    6    0   17    0
Jun 15 06:01:49 ubuntu dstat.sh[65330]: 15-06 06:01:49| 18  18  62   0   0| 936M 1421M  165M 5102M|  24k 8430B|   0  1066k|   0  35.1 |4960  4622 |1.39 0.99 0.55|2.0   0 239|   0     0 |           | 10    6    0   17    0
Jun 15 06:01:50 ubuntu dstat.sh[65330]: 15-06 06:01:50| 25  13  59   0   0|1079M 1278M  166M 5224M|  18k   10k|   0  1110k|   0  32.9 |5513  7909 |1.39 0.99 0.55|1.0   0 134|   0     0 |           | 11    5    0   17    1
Jun 15 06:01:51 ubuntu dstat.sh[65330]: 15-06 06:01:51| 22   9  69   0   0|1096M 1260M  166M 5224M|  13k 7202B|   0   780k|   0  28.0 |3298  2423 |1.39 0.99 0.55|1.0   0 102|   0     0 |           | 11    7    0   17    1
Jun 15 06:01:52 ubuntu dstat.sh[65330]: 15-06 06:01:52| 28  12  58   1   0|1127M 1229M  166M 5224M|  38k   10k|  16k 1680k|1.00  63.0 |4260  3259 |1.44 1.01 0.55|2.0   0 180|   0     0 |           | 11    6    0   19    2
Jun 15 06:01:53 ubuntu dstat.sh[65330]: 15-06 06:01:53| 33   5  61   1   0|1175M 1167M  166M 5237M| 143k   14k|  16k 3905k|1.00  61.1 |2634  1619 |1.44 1.01 0.55|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 15 06:01:54 ubuntu dstat.sh[65330]: 15-06 06:01:54| 40   6  49   3   0|1194M 1127M  167M 5255M|  48k 2442B|   0    12M|   0   754 |5940  7947 |1.44 1.01 0.55|2.0 1.0  11|   0     0 |           | 11    8    0   19    2
Jun 15 06:01:55 ubuntu dstat.sh[65330]: 15-06 06:01:55| 34  10  42  12   0|1216M 1076M  169M 5279M|5241B 1459B|4099B   68M|1.00  5061 |  17k   33k|1.44 1.01 0.55|  0 3.0  72|   0     0 |           | 11    8    0   19    2
Jun 15 06:01:56 ubuntu dstat.sh[65330]: 15-06 06:01:56| 41   8  47   2   0|1174M 1099M  169M 5298M|5912B 1508B|   0    11M|   0   670 |5364  6256 |1.44 1.01 0.55|3.0   0  75|   0     0 |           | 11    6    0   19    2
Jun 15 06:01:57 ubuntu dstat.sh[65330]: 15-06 06:01:57| 43   6  48   1   0|1230M 1026M  170M 5311M|6886B 1566B|   0  4868k|   0   316 |3577  2661 |1.49 1.02 0.56|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 15 06:01:58 ubuntu dstat.sh[65330]: 15-06 06:01:58| 45   6  49   1   0|1223M 1004M  171M 5336M|6739B 1625B|   0  9487k|   0   456 |3402  2144 |1.49 1.02 0.56|2.0   0  10|   0     0 |           | 11    6    0   19    2
Jun 15 06:01:59 ubuntu dstat.sh[65330]: 15-06 06:01:59| 43   7  47   1   0|1278M  958M  172M 5325M|6544B 2094B|   0  8658k|   0   411 |3842  3454 |1.49 1.02 0.56|2.0   0 2.0|   0     0 |           | 11    4    0   19    0
Jun 15 06:02:00 ubuntu dstat.sh[65330]: 15-06 06:02:00| 38   5  57   0   0|1291M  945M  172M 5325M|  12k 4468B|   0   748k|   0  17.0 |2646  1519 |1.49 1.02 0.56|2.0   0  33|   0     0 |           | 11    5    0   19    0
Jun 15 06:02:01 ubuntu dstat.sh[65330]: 15-06 06:02:01| 30  24  45   0   0|1221M 1008M  172M 5331M|6140B 1866B|   0  1084k|   0  16.1 |5992  4508 |1.49 1.02 0.56|3.0   0 400|   0     0 |           | 11    4    0   19    0
Jun 15 06:02:02 ubuntu dstat.sh[65330]: 15-06 06:02:02| 33  24  40   0   0|1245M  983M  172M 5333M|5820B 1454B|   0   120k|   0  8.97 |  14k   22k|1.53 1.04 0.57|2.0   0 357|   0     0 |           | 11    4    0   19    0
Jun 15 06:02:03 ubuntu dstat.sh[65330]: 15-06 06:02:03| 51  22  27   0   0|1245M  982M  172M 5333M|6722B 1620B|   0    12M|   0  62.0 |  11k   18k|1.53 1.04 0.57|3.0   0 211|   0     0 |           | 11    5    0   19    0
Jun 15 06:02:04 ubuntu dstat.sh[65330]: 15-06 06:02:04| 67   8  24   0   0|1211M 1024M  172M 5326M|4750B  972B|   0  2439k|   0  17.0 |3926  1685 |1.53 1.04 0.57|3.0   0  26|   0     0 |           | 11    5    0   19    0
Jun 15 06:02:05 ubuntu dstat.sh[65330]: 15-06 06:02:05| 50  12  37   0   0|1245M  989M  172M 5327M|5985B 1608B|   0  1312k|   0  62.0 |3666  2194 |1.53 1.04 0.57|2.0   0  50|   0     0 |           | 11    5    0   19    0
Jun 15 06:02:06 ubuntu dstat.sh[65330]: 15-06 06:02:06| 24  11  63   0   0|1255M  978M  172M 5329M|5874B 1511B|   0  3633k|   0   137 |4384  4544 |1.53 1.04 0.57|1.0   0 118|   0     0 |           | 11    4    0   19    0
Jun 15 06:02:07 ubuntu dstat.sh[65330]: 15-06 06:02:07|  6   3  90   0   0|1260M  973M  172M 5329M|5470B 1573B|   0   470k|   0  4.02 |1371  1405 |1.49 1.04 0.57|1.0   0  22|   0     0 |           | 11    4    0   19    0
Jun 15 06:02:08 ubuntu dstat.sh[65330]: 15-06 06:02:08| 22   4  73   0   0|1314M  919M  172M 5329M|5222B 1454B|   0    13M|   0  84.7 |1969  1559 |1.49 1.04 0.57|1.0   0   0|   0     0 |           | 11    4    0   13    0
Jun 15 06:02:09 ubuntu dstat.sh[65330]: 15-06 06:02:09| 24   2  73   0   0|1336M  896M  172M 5329M|5236B 1566B|   0  8193B|   0  2.00 |1733  1084 |1.49 1.04 0.57|1.0   0   0|   0     0 |           | 11    4    0   13    0
Jun 15 06:02:10 ubuntu dstat.sh[65330]: 15-06 06:02:10| 22   5  70   1   0|1293M  940M  172M 5329M|5252B 1512B|   0  3944k|   0   441 |4368  5017 |1.49 1.04 0.57|1.0   0  45|   0     0 |           | 11    4    0   15    0
Jun 15 06:02:11 ubuntu dstat.sh[65330]: 15-06 06:02:11| 22   4  72   1   0|1353M  879M  172M 5329M|5892B 1444B|   0  3248k|   0   163 |2216  2317 |1.49 1.04 0.57|2.0   0 1.0|   0     0 |           | 11    4    0   15    0
Jun 15 06:02:12 ubuntu dstat.sh[65330]: 15-06 06:02:12| 19   3  77   0   0|1378M  854M  172M 5330M|7406B 3572B|   0  1088k|   0  19.0 |2333  2279 |1.37 1.02 0.57|4.0   0  15|   0     0 |           | 11   17    0   14    0
Jun 15 06:02:13 ubuntu dstat.sh[65330]: 15-06 06:02:13| 22   4  72   0   0|1393M  839M  172M 5330M|  12k 7666B| 268k 3182k|66.0  38.0 |3012  8872 |1.37 1.02 0.57|4.0   0  24|   0     0 |           | 11   28    0   16    0
Jun 15 06:02:14 ubuntu dstat.sh[65330]: 15-06 06:02:14| 19   8  72   0   0|1424M  807M  172M 5330M|5592B 1688B|   0    27M|   0   139 |2700  1990 |1.37 1.02 0.57|2.0   0  43|   0     0 |           | 11   28    0   16    0
Jun 15 06:02:15 ubuntu dstat.sh[65330]: 15-06 06:02:15| 15   2  82   0   0|1448M  783M  172M 5330M|9956B 5705B|   0  3743k|   0  20.0 |1612  1227 |1.37 1.02 0.57|1.0   0   0|   0     0 |           | 11   29    0   16    0
Jun 15 06:02:16 ubuntu dstat.sh[65330]: 15-06 06:02:16| 18  10  70   0   0|1418M  813M  172M 5330M|8853B 4389B|   0    32k|   0  5.00 |3457  2539 |1.37 1.02 0.57|3.0   0 156|   0     0 |           | 11   28    0   17    0
