Apr 01 19:06:36 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 01 19:06:36 ubuntu dstat.sh[65024]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 01 19:06:36 ubuntu dstat.sh[65024]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 01 19:06:36 ubuntu dstat.sh[65024]: 01-04 19:06:36|                   | 996M 1358M  166M 5107M|           |           |           |           |1.65 1.11 0.60|3.0   0    |           |           | 10    6    0   17    0
Apr 01 19:06:37 ubuntu dstat.sh[65024]: 01-04 19:06:37| 22  20  55   1   0| 998M 1355M  166M 5107M|  41k   13k|   0  7220k|   0   220 |6161  4930 |1.65 1.11 0.60|2.5   0 397|   0     0 |           | 10    6    0   17    0
Apr 01 19:06:38 ubuntu dstat.sh[65024]: 01-04 19:06:38| 22  23  55   0   0|1011M 1335M  166M 5115M|  24k   15k|   0  2117k|   0   144 |5842  4474 |1.65 1.11 0.60|2.0   0 373|   0     0 |           | 10    5    0   17    1
Apr 01 19:06:39 ubuntu dstat.sh[65024]: 01-04 19:06:39| 34  20  43   0   0|1008M 1315M  166M 5135M| 168k 8411B|   0  2271k|   0  76.8 |6982  7046 |1.68 1.12 0.61|2.0   0 291|   0     0 |           | 10    4    0   17    2
Apr 01 19:06:40 ubuntu dstat.sh[65024]: 01-04 19:06:40| 34  11  53   0   0|1128M 1177M  167M 5272M|4816B 1458B|   0  1368k|   0  30.0 |4936  5141 |1.68 1.12 0.61|1.0   0  75|   0     0 |           | 11    4    0   17    2
Apr 01 19:06:41 ubuntu dstat.sh[65024]: 01-04 19:06:41| 30   9  60   1   0|1143M 1136M  168M 5294M|5295B 1619B|   0  3155k|   0   127 |3524  2768 |1.68 1.12 0.61|2.0   0  88|   0     0 |           | 11    6    0   17    2
Apr 01 19:06:42 ubuntu dstat.sh[65024]: 01-04 19:06:42| 36  14  48   1   0|1145M 1104M  169M 5320M|4617B 1352B|   0  3004k|   0   109 |4865  3450 |1.68 1.12 0.61|2.0   0 185|   0     0 |           | 11    6    0   19    2
Apr 01 19:06:43 ubuntu dstat.sh[65024]: 01-04 19:06:43| 40   6  54   1   0|1228M 1026M  170M 5313M|  10k 4082B|  32k 3750k|2.00  78.1 |3108  2175 |1.68 1.12 0.61|2.0   0  14|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:44 ubuntu dstat.sh[65024]: 01-04 19:06:44| 44   6  48   1   0|1269M  984M  170M 5314M|4230B 1511B|   0  2623k|   0   125 |3502  2604 |1.78 1.15 0.62|3.0   0  20|   0     0 |           | 11    6    0   19    0
Apr 01 19:06:45 ubuntu dstat.sh[65024]: 01-04 19:06:45| 28   8  50  12   0|1271M  967M  171M 5327M|  10k 3919B|   0    36M|   0  3013 |  15k   27k|1.78 1.15 0.62|4.0   0  71|   0     0 |           | 11    6    0   19    0
Apr 01 19:06:46 ubuntu dstat.sh[65024]: 01-04 19:06:46| 35  10  49   4   0|1238M  998M  171M 5328M|  11k 4389B|   0    34M|   0  2247 |  10k   16k|1.78 1.15 0.62|2.0   0 120|   0     0 |           | 11    5    0   19    0
Apr 01 19:06:47 ubuntu dstat.sh[65024]: 01-04 19:06:47| 44  11  43   2   0|1283M  946M  172M 5333M|4640B 1688B|   0    13M|   0   699 |  13k   22k|1.78 1.15 0.62|5.0   0  17|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:48 ubuntu dstat.sh[65024]: 01-04 19:06:48| 45   9  45   0   0|1270M  958M  172M 5334M|4691B 1662B|   0  2444k|   0  85.0 |  11k   19k|1.78 1.15 0.62|3.0   0  32|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:49 ubuntu dstat.sh[65024]: 01-04 19:06:49| 44   8  47   0   0|1202M 1039M  172M 5323M|4657B 1563B|   0  6894k|   0   454 |3639  3062 |1.80 1.17 0.63|3.0   0  11|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:50 ubuntu dstat.sh[65024]: 01-04 19:06:50| 35  10  55   0   0|1202M 1039M  172M 5323M|4987B 1622B|   0   685k|   0  38.1 |3811  2259 |1.80 1.17 0.63|2.0   0 135|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:51 ubuntu dstat.sh[65024]: 01-04 19:06:51| 10  20  69   0   0|1175M 1066M  172M 5323M|5780B 1621B|   0  8197B|   0  2.00 |5098  3516 |1.80 1.17 0.63|1.0   0 280|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:52 ubuntu dstat.sh[65024]: 01-04 19:06:52|  9  21  68   0   0|1114M 1126M  172M 5323M|5512B 1618B|   0  1238k|   0  92.9 |5323  3672 |1.80 1.17 0.63|2.0   0 294|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:53 ubuntu dstat.sh[65024]: 01-04 19:06:53| 18  16  64   0   0|1073M 1167M  172M 5323M|5109B 1623B|   0    14M|   0  81.1 |5764  7955 |1.80 1.17 0.63|4.0   0 208|   0     0 |           | 11    4    0   19    0
Apr 01 19:06:54 ubuntu dstat.sh[65024]: 01-04 19:06:54| 44  11  45   0   0|1188M 1052M  172M 5323M|4908B 1616B|   0  8172B|   0  2.00 |3519  2284 |1.82 1.18 0.63|3.0   0 123|   0     0 |           | 11    5    0   13    0
Apr 01 19:06:55 ubuntu dstat.sh[65024]: 01-04 19:06:55| 45   6  49   0   0|1231M 1009M  172M 5324M|4761B 1459B|   0   856k|   0  24.0 |2641  1412 |1.82 1.18 0.63|4.0   0   0|   0     0 |           | 11    5    0   13    0
Apr 01 19:06:56 ubuntu dstat.sh[65024]: 01-04 19:06:56| 37  10  52   0   0|1252M  986M  172M 5326M|4697B 1353B|   0   353k|   0  25.1 |4204  6100 |1.82 1.18 0.63|1.0   0 105|   0     0 |           | 11    4    0   13    0
Apr 01 19:06:57 ubuntu dstat.sh[65024]: 01-04 19:06:57|  3   3  93   0   0|1252M  986M  172M 5326M|4272B 1239B|   0  1684k|   0  62.9 |1366  1583 |1.82 1.18 0.63|2.0   0  35|   0     0 |           | 11    4    0   13    0
Apr 01 19:06:58 ubuntu dstat.sh[65024]: 01-04 19:06:58| 22   4  73   0   0|1318M  920M  172M 5326M|4666B 1566B|   0  9611k|   0  64.0 |1881  1480 |1.82 1.18 0.63|2.0   0   0|   0     0 |           | 11    4    0   13    0
Apr 01 19:06:59 ubuntu dstat.sh[65024]: 01-04 19:06:59| 23   2  73   0   0|1337M  900M  172M 5326M|4591B 1512B|   0     0 |   0     0 |1762  1183 |1.75 1.18 0.64|2.0   0   0|   0     0 |           | 11    4    0   13    0
Apr 01 19:07:00 ubuntu dstat.sh[65024]: 01-04 19:07:00| 24   3  72   1   0|1351M  887M  172M 5326M|5090B 1567B|   0  2142k|   0   256 |3784  4987 |1.75 1.18 0.64|1.0   0 1.0|   0     0 |           | 11   10    0   13    0
Apr 01 19:07:01 ubuntu dstat.sh[65024]: 01-04 19:07:01| 20   7  72   1   0|1289M  948M  172M 5326M|3948B 1027B| 144k 2579k|7.01   168 |2563  2263 |1.75 1.18 0.64|1.0   0  43|   0     0 |           | 11    4    0   15    0
Apr 01 19:07:02 ubuntu dstat.sh[65024]: 01-04 19:07:02| 19   2  78   0   0|1307M  930M  172M 5327M|7244B 3893B|   0  1203k|   0  77.9 |2155  1995 |1.75 1.18 0.64|1.0   0 1.0|   0     0 |           | 11   13    0   15    0
Apr 01 19:07:03 ubuntu dstat.sh[65024]: 01-04 19:07:03| 25   6  67   1   0|1332M  905M  172M 5327M|  10k 7547B| 268k   37M|65.9   792 |4483    15k|1.75 1.18 0.64|1.0   0  39|   0     0 |           | 11   30    0   17    0
Apr 01 19:07:04 ubuntu dstat.sh[65024]: 01-04 19:07:04| 20   7  73   0   0|1346M  891M  172M 5327M|4758B 1458B|   0  1552k|   0  9.00 |2350  1617 |1.69 1.17 0.64|2.0   0  43|   0     0 |           | 11   30    0   17    0
Apr 01 19:07:05 ubuntu dstat.sh[65024]: 01-04 19:07:05| 17   3  79   0   0|1342M  895M  172M 5327M|  11k 8418B|   0  4135k|   0  35.0 |2051  1761 |1.69 1.17 0.64|3.0   0 2.0|   0     0 |           | 11   30    0   18    0
Apr 01 19:07:06 ubuntu dstat.sh[65024]: 01-04 19:07:06| 35  13  52   0   0|1438M  799M  172M 5327M|5092B 1513B|   0    16k|   0  4.00 |3779  2433 |1.69 1.17 0.64|2.0   0 154|   0     0 |           | 11   30    0   18    0
Apr 01 19:07:07 ubuntu dstat.sh[65024]: 01-04 19:07:07| 32   5  63   0   0|1462M  775M  172M 5327M|  17k   14k|   0     0 |   0     0 |3762  3956 |1.69 1.17 0.64|2.0   0   0|   0     0 |           | 11   32    0   15    0
Apr 01 19:07:08 ubuntu dstat.sh[65024]: 01-04 19:07:08| 46  19  34   0   0|1403M  833M  172M 5327M|  11k 7557B|   0  2997k|   0  73.0 |6782  7788 |1.69 1.17 0.64|5.0   0 467|   0     0 |           | 11   30    0   16    0
Apr 01 19:07:09 ubuntu dstat.sh[65024]: 01-04 19:07:09| 83  15   1   0   0|1633M  604M  172M 5327M|  12k 9748B|   0   180k|   0  10.0 |5465  3528 |1.95 1.24 0.66|4.0   0 111|   0     0 |           | 11   33    0   16    0
Apr 01 19:07:10 ubuntu dstat.sh[65024]: 01-04 19:07:10| 79   9  12   0   0|1717M  519M  172M 5327M|  35k   31k|   0   216k|   0  14.0 |9270    12k|1.95 1.24 0.66|4.0   0   0|   0     0 |           | 11   35    0   17    0
Apr 01 19:07:11 ubuntu dstat.sh[65024]: 01-04 19:07:11| 47  15  37   0   0|1522M  714M  172M 5327M|  13k 9213B|   0   698k|   0  64.8 |7012  7973 |1.95 1.24 0.66|1.0   0 310|   0     0 |           | 11   30    0   22    0
Apr 01 19:07:12 ubuntu dstat.sh[65024]: 01-04 19:07:12| 18   3  77   0   0|1515M  721M  172M 5327M|5471B 3668B|   0   192k|   0  11.0 |1695  1294 |1.95 1.24 0.66|  0   0   0|   0     0 |           | 11   31    0   22    0
Apr 01 19:07:13 ubuntu dstat.sh[65024]: 01-04 19:07:13| 17   7  75   0   0|1475M  761M  172M 5328M|  10k 6347B|   0    84M|   0   498 |4127  4532 |1.95 1.24 0.66|2.0   0  34|   0     0 |           | 11   30    0   23    0
