Jun 17 01:49:49 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 17 01:49:50 ubuntu dstat.sh[65427]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 17 01:49:50 ubuntu dstat.sh[65427]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 17 01:49:50 ubuntu dstat.sh[65427]: 17-06 01:49:50|                   | 969M 1379M  164M 5111M|           |           |           |           |1.08 0.88 0.52|2.0   0    |           |           | 10    4    0   17    1
Jun 17 01:49:51 ubuntu dstat.sh[65427]: 17-06 01:49:51| 19  21  57   0   0| 972M 1375M  164M 5112M|  46k   18k|   0  5317k|   0  94.9 |5757  4487 |1.08 0.88 0.52|1.5   0 392|   0     0 |           | 10    4    0   17    1
Jun 17 01:49:52 ubuntu dstat.sh[65427]: 17-06 01:49:52| 22  23  54   1   0| 971M 1376M  165M 5112M|  45k   15k|   0  2051k|   0  78.0 |5690  4322 |1.23 0.91 0.53|2.0   0 378|   0     0 |           | 10    5    0   17    1
Jun 17 01:49:53 ubuntu dstat.sh[65427]: 17-06 01:49:53| 29  20  49   0   0| 997M 1348M  165M 5113M|  24k   14k|   0  1924k|   0  62.0 |6183  5819 |1.23 0.91 0.53|7.0   0 276|   0     0 |           | 10    5    0   17    1
Jun 17 01:49:54 ubuntu dstat.sh[65427]: 17-06 01:49:54| 41  15  43   0   0|1110M 1210M  165M 5258M| 168k 6927B|   0  1730k|   0  58.9 |6650    18k|1.23 0.91 0.53|1.0   0 143|   0     0 |           | 11    5    0   18    1
Jun 17 01:49:55 ubuntu dstat.sh[65427]: 17-06 01:49:55| 39  12  49   1   0|1127M 1174M  166M 5274M|4782B 1754B|   0  4217k|   0   260 |4350  2877 |1.23 0.91 0.53|2.0   0 111|   0     0 |           | 11    6    0   18    2
Jun 17 01:49:56 ubuntu dstat.sh[65427]: 17-06 01:49:56| 38  13  47   0   0|1162M 1116M  167M 5295M|4437B 1185B|  16k 1840k|1.00  58.9 |4611  3245 |1.23 0.91 0.53|2.0   0 170|   0     0 |           | 11    6    0   20    2
Jun 17 01:49:57 ubuntu dstat.sh[65427]: 17-06 01:49:57| 43   7  48   1   0|1213M 1044M  168M 5310M|4506B 1350B|  16k   15M|1.00   693 |3655  2449 |1.29 0.93 0.54|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 17 01:49:58 ubuntu dstat.sh[65427]: 17-06 01:49:58| 40   6  47   5   0|1238M  987M  169M 5339M|4900B 1564B|   0    13M|   0   810 |6247  8780 |1.29 0.93 0.54|4.0 1.0  10|   0     0 |           | 11    8    0   19    2
Jun 17 01:49:59 ubuntu dstat.sh[65427]: 17-06 01:49:59| 31   8  43  15   0|1255M  971M  170M 5335M|5462B 1994B|   0    38M|   0  2777 |  14k   24k|1.29 0.93 0.54|3.0   0  47|   0     0 |           | 11    6    0   19    0
Jun 17 01:50:00 ubuntu dstat.sh[65427]: 17-06 01:50:00| 36  11  45   6   0|1191M 1034M  171M 5336M|  10k 4444B|   0    27M|   0  1886 |9228    15k|1.29 0.93 0.54|1.0   0 135|   0     0 |           | 11    5    0   19    0
Jun 17 01:50:01 ubuntu dstat.sh[65427]: 17-06 01:50:01| 43   8  48   0   0|1250M  969M  171M 5342M|6317B 1755B|   0  2360k|   0  46.1 |4287  4298 |1.29 0.93 0.54|2.0   0 8.0|   0     0 |           | 11    4    0   19    0
Jun 17 01:50:02 ubuntu dstat.sh[65427]: 17-06 01:50:02| 44   9  44   1   0|1281M  937M  171M 5343M|5881B 1566B|   0  9925k|   0   399 |  11k   19k|1.35 0.95 0.55|3.0   0  14|   0     0 |           | 11    4    0   19    0
Jun 17 01:50:03 ubuntu dstat.sh[65427]: 17-06 01:50:03| 42  10  46   0   0|1245M  976M  171M 5339M|5673B 1554B|   0   808k|   0  27.0 |9754    16k|1.35 0.95 0.55|2.0   0  25|   0     0 |           | 11    4    0   19    0
Jun 17 01:50:04 ubuntu dstat.sh[65427]: 17-06 01:50:04| 44   6  48   0   0|1261M  964M  171M 5336M|6403B 1565B|   0    16k|   0  2.00 |2993  1557 |1.35 0.95 0.55|2.0   0  26|   0     0 |           | 11    4    0   19    0
Jun 17 01:50:05 ubuntu dstat.sh[65427]: 17-06 01:50:05| 17  18  63   0   0|1219M 1006M  171M 5336M|5276B 1566B|   0  4096B|   0  1.00 |4778  3198 |1.35 0.95 0.55|1.0   0 274|   0     0 |           | 11    4    0   19    0
Jun 17 01:50:06 ubuntu dstat.sh[65427]: 17-06 01:50:06| 10  22  66   0   0|1116M 1109M  171M 5336M|5212B 1568B|   0    36k|   0  9.01 |5277  3513 |1.35 0.95 0.55|1.0   0 271|   0     0 |           | 11    4    0   19    0
