Jun 24 12:42:03 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 24 12:42:03 ubuntu dstat.sh[65004]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 24 12:42:03 ubuntu dstat.sh[65004]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 24 12:42:03 ubuntu dstat.sh[65004]: 24-06 12:42:03|                   | 970M 1386M  165M 5104M|           |           |           |           |0.96 0.83 0.47|1.0   0    |           |           | 10    4    0   17    0
Jun 24 12:42:04 ubuntu dstat.sh[65004]: 24-06 12:42:04| 23  22  53   1   0| 986M 1370M  165M 5104M|  27k   10k|   0  1395k|   0  50.0 |6503  5459 |1.00 0.84 0.47|1.5   0 545|   0     0 |           | 10    4    0   17    0
Jun 24 12:42:05 ubuntu dstat.sh[65004]: 24-06 12:42:05| 22  21  55   1   0| 994M 1361M  165M 5105M|  48k   18k|   0  2224k|   0  61.5 |6247  5427 |1.04 0.85 0.48|1.0   0 423|   0     0 |           | 10    6    0   17    0
Jun 24 12:42:06 ubuntu dstat.sh[65004]: 24-06 12:42:06| 30  18  51   0   0| 999M 1355M  165M 5106M|  42k   12k|   0  1681k|   0  57.0 |6540  7710 |1.04 0.85 0.48|5.0   0 262|   0     0 |           | 10    6    0   17    0
Jun 24 12:42:07 ubuntu dstat.sh[65004]: 24-06 12:42:07| 29  13  55   0   0|1125M 1228M  165M 5228M|  23k   14k|   0  4933k|   0  58.8 |4474  4211 |1.04 0.85 0.48|1.0   0 118|   0     0 |           | 11    7    0   17    1
Jun 24 12:42:08 ubuntu dstat.sh[65004]: 24-06 12:42:08| 34  13  51   1   0|1148M 1181M  166M 5251M| 174k 9588B|   0  1844k|   0  66.0 |4627  3129 |1.04 0.85 0.48|2.0   0 176|   0     0 |           | 11    9    0   18    1
Jun 24 12:42:09 ubuntu dstat.sh[65004]: 24-06 12:42:09| 41   9  48   1   0|1180M 1129M  167M 5267M|5203B 1754B|  32k 3453k|2.00  90.1 |3452  2356 |1.12 0.87 0.49|3.0   0  30|   0     0 |           | 11    6    0   19    2
Jun 24 12:42:10 ubuntu dstat.sh[65004]: 24-06 12:42:10| 45   4  49   0   0|1215M 1076M  167M 5282M|4646B 1460B|   0  4103k|   0   216 |3144  1809 |1.12 0.87 0.49|2.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 24 12:42:11 ubuntu dstat.sh[65004]: 24-06 12:42:11| 34   8  46  10   0|1223M 1036M  169M 5309M|5113B 1619B|   0    30M|   0  2110 |  12k   20k|1.12 0.87 0.49|1.0 2.0  41|   0     0 |           | 11    8    0   19    2
Jun 24 12:42:12 ubuntu dstat.sh[65004]: 24-06 12:42:12| 36   9  42  11   0|1232M  995M  170M 5337M|4619B 1458B|   0    57M|   0  3813 |  15k   28k|1.12 0.87 0.49|7.0   0  42|   0     0 |           | 11    8    0   19    2
