Jun 29 19:03:53 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 29 19:03:54 ubuntu dstat.sh[65461]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 29 19:03:54 ubuntu dstat.sh[65461]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 29 19:03:54 ubuntu dstat.sh[65461]: 29-06 19:03:54|                   |1020M 1335M  164M 5105M|           |           |           |           |1.23 0.83 0.46|3.0   0    |           |           | 10    4    0   17    0
Jun 29 19:03:55 ubuntu dstat.sh[65461]: 29-06 19:03:55| 10  21  67   1   0|1013M 1342M  164M 5106M|5631B 1840B|2248k 1684k|36.0  87.0 |6919  6188 |1.23 0.83 0.46|2.0   0 497|   0     0 |           | 10    4    0   17    0
Jun 29 19:03:56 ubuntu dstat.sh[65461]: 29-06 19:03:56| 13  19  67   0   0| 993M 1360M  164M 5108M|5285B 1528B|   0   196k|18.0  52.0 |6598  6058 |1.23 0.83 0.46|1.0   0 412|   0     0 |           | 10    4    1   17    0
Jun 29 19:03:57 ubuntu dstat.sh[65461]: 29-06 19:03:57| 16  18  64   0   0| 950M 1403M  164M 5108M|5881B 1829B|   0    16k|   0  4.01 |7057  8510 |1.23 0.83 0.46|1.0   0 293|   0     0 |           | 10    3    1   17    1
Jun 29 19:03:58 ubuntu dstat.sh[65461]: 29-06 19:03:58| 14   6  80   0   0|1097M 1256M  164M 5230M|5475B 1920B|  32k  737k|3.00  3.00 |2605  2833 |1.23 0.83 0.46|1.0   0  42|   0     0 |           | 11    5    2   17    1
Jun 29 19:03:59 ubuntu dstat.sh[65461]: 29-06 19:03:59| 17   9  72   0   0|1110M 1243M  164M 5230M|4735B 1766B|   0    36k|   0  8.99 |3230  2253 |1.29 0.84 0.46|1.0   0 116|   0     0 |           | 11    5    2   17    1
Jun 29 19:04:00 ubuntu dstat.sh[65461]: 29-06 19:04:00| 16  11  72   0   0|1141M 1211M  164M 5230M|4580B 1761B|  32k  548k|2.00  20.0 |3716  3067 |1.29 0.84 0.46|2.0   0 163|   0     0 |           | 11    5    2   19    1
Jun 29 19:04:01 ubuntu dstat.sh[65461]: 29-06 19:04:01| 22   3  74   0   0|1192M 1159M  164M 5231M|5030B 1691B|   0  1222k|   0  15.0 |1818  1335 |1.29 0.84 0.46|1.0   0   0|   0     0 |           | 11    5    2   19    1
Jun 29 19:04:02 ubuntu dstat.sh[65461]: 29-06 19:04:02| 17   4  71   7   0|1206M 1138M  165M 5236M|8990B 2518B|   0    19M|   0  1827 |8892    16k|1.29 0.84 0.46|  0 1.0  34|   0     0 |           | 11    7    2   19    1
Jun 29 19:04:03 ubuntu dstat.sh[65461]: 29-06 19:04:03| 15   7  67   8   0|1096M 1243M  166M 5240M|5089B 1756B|   0    51M|   0  3768 |  15k   27k|1.29 0.84 0.46|2.0   0  90|   0     0 |           | 11    5    2   19    1
