Apr 15 08:05:17 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 15 08:05:17 ubuntu dstat.sh[65099]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 15 08:05:17 ubuntu dstat.sh[65099]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 15 08:05:17 ubuntu dstat.sh[65099]: 15-04 08:05:17|                   |1023M 1314M  163M 5125M|           |           |           |           |1.48 1.08 0.61|2.0   0    |           |           | 10    5    0   17    0
Apr 15 08:05:18 ubuntu dstat.sh[65099]: 15-04 08:05:18| 18  21  59   1   0|1025M 1312M  163M 5125M|  44k   15k|   0  1925k|   0  67.0 |5475  3972 |1.48 1.08 0.61|2.0   0 326|   0     0 |           | 10    6    0   17    0
Apr 15 08:05:19 ubuntu dstat.sh[65099]: 15-04 08:05:19| 24  21  53   0   0|1009M 1327M  163M 5125M|  21k   12k|   0  2642k|   0   104 |5632  4176 |1.48 1.08 0.61|2.0   0 364|   0     0 |           | 10    6    0   17    0
Apr 15 08:05:20 ubuntu dstat.sh[65099]: 15-04 08:05:20| 27  20  52   0   0| 997M 1339M  163M 5126M|  41k   13k|   0  5185k|   0  73.0 |5762  5496 |1.52 1.10 0.62|2.0   0 268|   0     0 |           | 10    5    0   17    1
Apr 15 08:05:21 ubuntu dstat.sh[65099]: 15-04 08:05:21| 33  16  49   1   0|1134M 1181M  163M 5266M| 177k   12k|   0  1969k|   0  60.9 |6902  8754 |1.52 1.10 0.62|1.0   0 150|   0     0 |           | 11    4    0   17    2
Apr 15 08:05:22 ubuntu dstat.sh[65099]: 15-04 08:05:22| 24   6  67   0   0|1140M 1156M  164M 5282M|4517B 1524B|   0  2088k|   0  60.0 |2926  2436 |1.52 1.10 0.62|2.0   0  64|   0     0 |           | 11    6    0   17    2
Apr 15 08:05:23 ubuntu dstat.sh[65099]: 15-04 08:05:23| 40  11  48   1   0|1150M 1124M  165M 5302M|5242B 1459B|   0  1157k|   0  42.0 |4016  2520 |1.52 1.10 0.62|2.0   0 117|   0     0 |           | 11    6    0   17    2
Apr 15 08:05:24 ubuntu dstat.sh[65099]: 15-04 08:05:24| 38  12  48   1   0|1200M 1055M  166M 5317M|5575B 1711B|  32k 4920k|2.00   159 |4328  3454 |1.52 1.10 0.62|2.0   0 100|   0     0 |           | 11    6    0   19    2
Apr 15 08:05:25 ubuntu dstat.sh[65099]: 15-04 08:05:25| 44   6  48   1   0|1248M  976M  167M 5344M|5891B 1456B|   0  3847k|   0  79.9 |3182  2008 |1.56 1.11 0.63|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 15 08:05:26 ubuntu dstat.sh[65099]: 15-04 08:05:26| 34   6  50   7   0|1289M  940M  168M 5336M|  11k 4194B|   0    20M|   0  1652 |8495    14k|1.56 1.11 0.63|3.0   0  19|   0     0 |           | 11    6    0   19    0
Apr 15 08:05:27 ubuntu dstat.sh[65099]: 15-04 08:05:27| 34  10  42  12   0|1304M  920M  169M 5341M|5101B 2111B|   0    52M|   0  4456 |  16k   30k|1.56 1.11 0.63|3.0   0  98|   0     0 |           | 11    7    0   19    0
