Apr 08 13:41:49 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 08 13:41:49 ubuntu dstat.sh[64969]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 08 13:41:49 ubuntu dstat.sh[64969]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 08 13:41:49 ubuntu dstat.sh[64969]: 08-04 13:41:49|                   | 932M 1451M  162M 5085M|           |           |           |           |0.83 0.72 0.45|3.0   0    |           |           | 10    2    0   17    0
Apr 08 13:41:50 ubuntu dstat.sh[64969]: 08-04 13:41:50| 42  25  32   0   0| 945M 1428M  163M 5093M|5367B 1510B|  56k 4923k|14.0   133 |7084  6236 |0.83 0.72 0.45|3.5   0 650|   0     0 |           | 10    2    0   17    0
Apr 08 13:41:51 ubuntu dstat.sh[64969]: 08-04 13:41:51| 45  18  36   0   0| 974M 1386M  163M 5104M|  10k 3840B|   0   799k|6.99  75.4 |6782  6509 |0.93 0.74 0.46|1.0   0 533|   0     0 |           | 10    4    0   17    0
Apr 08 13:41:52 ubuntu dstat.sh[64969]: 08-04 13:41:52| 19  10  70   0   0|1048M 1312M  163M 5225M| 223k 6443B|   0   120k|   0  4.00 |5452  7153 |0.93 0.74 0.46|1.0   0 127|   0     0 |           | 11    3    0   17    0
Apr 08 13:41:53 ubuntu dstat.sh[64969]: 08-04 13:41:53| 12   8  79   0   0|1053M 1307M  163M 5225M|6479B 1579B|   0    20k|   0  5.00 |2822  2271 |0.93 0.74 0.46|1.0   0  96|   0     0 |           | 11    5    0   17    0
Apr 08 13:41:54 ubuntu dstat.sh[64969]: 08-04 13:41:54| 17  11  71   0   0|1073M 1287M  163M 5226M|8010B 3600B|  16k  369k|1.00  25.1 |4077  3093 |0.93 0.74 0.46|1.0   0 185|   0     0 |           | 11    6    0   19    0
Apr 08 13:41:55 ubuntu dstat.sh[64969]: 08-04 13:41:55| 23   5  71   0   0|1125M 1233M  163M 5227M|  15k 2691B|  16k 5823k|1.00  37.0 |2145  1537 |0.93 0.74 0.46|2.0   0   0|   0     0 |           | 11    6    0   19    0
Apr 08 13:41:56 ubuntu dstat.sh[64969]: 08-04 13:41:56| 30   4  61   3   0|1165M 1189M  164M 5230M|  16k 7379B|   0  9852k|   0   760 |5362  7921 |0.93 0.75 0.46|2.0   0  10|   0     0 |           | 11    9    0   19    0
Apr 08 13:41:57 ubuntu dstat.sh[64969]: 08-04 13:41:57| 19   6  60  13   0|1176M 1170M  165M 5237M|  34k   10k|   0    47M|   0  4113 |  17k   32k|0.93 0.75 0.46|3.0 1.0  78|   0     0 |           | 11   10    0   19    0
Apr 08 13:41:58 ubuntu dstat.sh[64969]: 08-04 13:41:58| 29   7  62   2   0|1136M 1209M  166M 5237M|  23k   13k|   0    16M|   0  1042 |5017  6958 |0.93 0.75 0.46|2.0   0  75|   0     0 |           | 11    8    0   19    0
Apr 08 13:41:59 ubuntu dstat.sh[64969]: 08-04 13:41:59| 36   4  59   0   0|1211M 1133M  166M 5237M|  39k   12k|   0  2169k|   0  85.7 |2641  1780 |0.93 0.75 0.46|3.0   0   0|   0     0 |           | 11    7    0   19    1
Apr 08 13:42:00 ubuntu dstat.sh[64969]: 08-04 13:42:00| 37   4  56   1   0|1213M 1131M  166M 5238M|  24k   14k|   0  9913k|   0   523 |3619  3468 |0.93 0.75 0.46|5.0   0  11|   0     0 |           | 11    6    0   19    2
Apr 08 13:42:01 ubuntu dstat.sh[64969]: 08-04 13:42:01| 41   5  52   1   0|1232M 1083M  167M 5263M| 166k 5832B|   0  2286k|   0  96.9 |2984  1945 |1.02 0.77 0.47|3.0   0 1.0|   0     0 |           | 11    6    0   19    2
