Apr 22 12:31:35 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 22 12:31:36 ubuntu dstat.sh[66352]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 22 12:31:36 ubuntu dstat.sh[66352]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 22 12:31:36 ubuntu dstat.sh[66352]: 22-04 12:31:36|                   | 942M 1388M  167M 5128M|           |           |           |           |1.48 1.02 0.53|3.0   0    |           |           | 10    4    0   17    0
Apr 22 12:31:37 ubuntu dstat.sh[66352]: 22-04 12:31:37| 19  22  57   0   0| 957M 1373M  167M 5128M|  21k   11k|   0  2131k|   0  84.0 |5664  4154 |1.48 1.02 0.53|2.0   0 343|   0     0 |           | 10    4    0   17    0
Apr 22 12:31:38 ubuntu dstat.sh[66352]: 22-04 12:31:38| 18  22  58   1   0| 970M 1358M  167M 5129M|  43k   13k|   0  2933k|   0   120 |5668  4140 |1.52 1.04 0.54|2.0   0 349|   0     0 |           | 10    6    0   17    0
Apr 22 12:31:39 ubuntu dstat.sh[66352]: 22-04 12:31:39| 28  19  50   0   0| 972M 1356M  167M 5129M|  23k   14k|   0  1769k|   0  53.9 |5538  5488 |1.52 1.04 0.54|1.0   0 273|   0     0 |           | 10    6    0   17    0
Apr 22 12:31:40 ubuntu dstat.sh[66352]: 22-04 12:31:40| 32  16  49   1   0|1020M 1308M  167M 5164M|  40k   12k|   0  5050k|   0  64.8 |6810  8240 |1.52 1.04 0.54|2.0   0 183|   0     0 |           | 11    5    0   17    1
Apr 22 12:31:41 ubuntu dstat.sh[66352]: 22-04 12:31:41| 26  11  61   1   0|1112M 1195M  168M 5271M| 174k   12k|   0  2204k|   0  73.3 |3757  2865 |1.52 1.04 0.54|3.0   0  93|   0     0 |           | 11    6    0   17    2
Apr 22 12:31:42 ubuntu dstat.sh[66352]: 22-04 12:31:42| 38  13  47   1   0|1129M 1156M  169M 5289M|5891B 1618B|   0  2705k|   0  87.9 |5083  4091 |1.52 1.04 0.54|3.0   0 191|   0     0 |           | 11    6    0   19    2
Apr 22 12:31:43 ubuntu dstat.sh[66352]: 22-04 12:31:43| 44   7  49   0   0|1197M 1063M  169M 5310M|4750B 1620B|  32k 3080k|2.00  45.0 |3063  1808 |1.56 1.06 0.54|3.0 1.0   0|   0     0 |           | 11    6    0   19    2
Apr 22 12:31:44 ubuntu dstat.sh[66352]: 22-04 12:31:44| 43   6  48   3   0|1233M 1009M  170M 5325M|5227B 1622B|   0  8989k|   0   535 |5042  5937 |1.56 1.06 0.54|1.0 1.0  10|   0     0 |           | 11    8    0   19    2
Apr 22 12:31:45 ubuntu dstat.sh[66352]: 22-04 12:31:45| 33   7  44  13   0|1252M  955M  172M 5355M|4260B 1620B|   0    49M|   0  3963 |  16k   28k|1.56 1.06 0.54|2.0   0  57|   0     0 |           | 11    8    0   19    2
Apr 22 12:31:46 ubuntu dstat.sh[66352]: 22-04 12:31:46| 35  10  48   5   0|1239M  977M  173M 5345M|  10k 4244B|   0    33M|   0  2212 |9021    14k|1.56 1.06 0.54|2.0   0  90|   0     0 |           | 11    4    0   19    0
