Jun 12 10:08:19 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 12 10:08:19 ubuntu dstat.sh[65096]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 12 10:08:19 ubuntu dstat.sh[65096]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 12 10:08:19 ubuntu dstat.sh[65096]: 12-06 10:08:19|                   | 982M 1316M  165M 5159M|           |           |           |           |1.40 0.99 0.54|2.0   0    |           |           | 10    5    0   17    0
Jun 12 10:08:20 ubuntu dstat.sh[65096]: 12-06 10:08:20| 18  21  59   1   0| 982M 1316M  165M 5159M|  44k   16k|   0  1964k|   0  70.0 |5709  4323 |1.40 0.99 0.54|1.5   0 376|   0     0 |           | 10    6    0   17    0
Jun 12 10:08:21 ubuntu dstat.sh[65096]: 12-06 10:08:21| 26  21  51   1   0| 999M 1298M  165M 5160M|  22k   13k|   0  3436k|   0   135 |6032  5064 |1.40 0.99 0.54|5.0   0 402|   0     0 |           | 10    6    0   17    0
Jun 12 10:08:22 ubuntu dstat.sh[65096]: 12-06 10:08:22| 29  18  52   0   0| 992M 1304M  165M 5161M|  42k   14k|   0  1775k|   0  58.0 |5237  5628 |1.53 1.03 0.55|1.0   0 275|   0     0 |           | 10    6    0   17    0
Jun 12 10:08:23 ubuntu dstat.sh[65096]: 12-06 10:08:23| 26  11  61   0   0|1117M 1157M  166M 5303M| 176k   10k|   0  1859k|   0  51.0 |4805  5336 |1.53 1.03 0.55|1.0   0  77|   0     0 |           | 11    5    0   17    1
Jun 12 10:08:24 ubuntu dstat.sh[65096]: 12-06 10:08:24| 37  11  51   1   0|1123M 1134M  167M 5316M|4656B 1752B|   0  1600k|   0  64.0 |4010  2741 |1.53 1.03 0.55|5.0   0 110|   0     0 |           | 11    6    0   17    2
Jun 12 10:08:25 ubuntu dstat.sh[65096]: 12-06 10:08:25| 37  13  47   1   0|1144M 1094M  167M 5332M|4211B 1456B|  32k 6310k|2.00  92.9 |4433  3371 |1.53 1.03 0.55|3.0   0 170|   0     0 |           | 11    6    0   19    2
Jun 12 10:08:26 ubuntu dstat.sh[65096]: 12-06 10:08:26| 41   6  48   1   0|1200M 1010M  168M 5357M|4017B  647B|4088B 4159k|1.00   120 |3128  2213 |1.53 1.03 0.55|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 12 10:08:27 ubuntu dstat.sh[65096]: 12-06 10:08:27| 40   6  47   5   0|1227M  951M  169M 5384M|3802B  974B|4106B   13M|1.00   726 |5778  7911 |1.64 1.06 0.56|3.0 2.0  10|   0     0 |           | 11    8    0   19    2
Jun 12 10:08:28 ubuntu dstat.sh[65096]: 12-06 10:08:28| 31   7  44  16   0|1251M  927M  171M 5382M|5331B 1941B|   0    41M|   0  3282 |  13k   24k|1.64 1.06 0.56|2.0 3.0  46|   0     0 |           | 11    6    0   19    0
