Jun 02 16:06:46 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 02 16:06:46 ubuntu dstat.sh[64760]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 02 16:06:46 ubuntu dstat.sh[64760]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 02 16:06:46 ubuntu dstat.sh[64760]: 02-06 16:06:46|                   | 932M 1433M  163M 5102M|           |           |           |           |1.24 0.83 0.48|1.0   0    |           |           | 10    4    1   17    0
Jun 02 16:06:47 ubuntu dstat.sh[64760]: 02-06 16:06:47| 10  21  66   0   0| 936M 1423M  163M 5107M|5637k   70k|   0  1414k|   0  58.9 |9019  6508 |1.24 0.83 0.48|1.5   0 382|   0     0 |           | 10    4    1   17    0
Jun 02 16:06:48 ubuntu dstat.sh[64760]: 02-06 16:06:48| 26  23  50   1   0| 947M 1395M  163M 5123M|2520k   27k|   0    11M|   0   145 |8179  5987 |1.24 0.83 0.48|2.0   0 402|   0     0 |           | 10    2    1   17    2
Jun 02 16:06:49 ubuntu dstat.sh[64760]: 02-06 16:06:49| 32  24  43   0   0| 938M 1403M  163M 5123M|4590B 1674B|  56k  872k|14.0  14.0 |6239  6413 |1.24 0.83 0.48|3.0   0 473|   0     0 |           | 10    2    1   17    0
Jun 02 16:06:50 ubuntu dstat.sh[64760]: 02-06 16:06:50| 53  16  28   0   0|1097M 1222M  164M 5263M|4080B 1620B|   0  8191B|   0  2.00 |5123  5732 |1.24 0.83 0.48|3.0   0 117|   0     0 |           | 11    4    1   17    0
Jun 02 16:06:51 ubuntu dstat.sh[64760]: 02-06 16:06:51| 40  11  47   0   0|1107M 1210M  165M 5266M|  17k 8248B|   0  2697k|   0  19.9 |3985  2350 |1.30 0.85 0.49|2.0   0 132|   0     0 |           | 11    6    1   17    0
Jun 02 16:06:52 ubuntu dstat.sh[64760]: 02-06 16:06:52| 40  11  47   0   0|1161M 1155M  165M 5266M| 231k 7590B|  32k  305k|2.01  20.1 |4327  2846 |1.30 0.85 0.49|3.0   0 151|   0     0 |           | 11    6    1   19    0
Jun 02 16:06:53 ubuntu dstat.sh[64760]: 02-06 16:06:53| 46   5  47   0   0|1198M 1116M  165M 5267M|  29k 9975B|   0  2948k|   0  43.9 |3271  1881 |1.30 0.85 0.49|2.0   0  16|   0     0 |           | 11    7    1   19    0
Jun 02 16:06:54 ubuntu dstat.sh[64760]: 02-06 16:06:54| 30   4  60   5   0|1215M 1095M  165M 5271M|  40k   13k|   0    15M|   0   903 |6170  9156 |1.30 0.85 0.49|  0 1.0  10|   0     0 |           | 11   10    1   19    0
Jun 02 16:06:55 ubuntu dstat.sh[64760]: 02-06 16:06:55| 27   7  51  13   0|1216M 1086M  167M 5277M|  25k   14k|   0    47M|   0  3942 |  16k   30k|1.30 0.85 0.49|4.0   0  72|   0     0 |           | 11   10    1   19    0
