Jun 16 13:02:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 16 13:02:58 ubuntu dstat.sh[65253]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 16 13:02:58 ubuntu dstat.sh[65253]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 16 13:02:58 ubuntu dstat.sh[65253]: 16-06 13:02:58|                   |1003M 1352M  163M 5107M|           |           |           |           |1.56 1.08 0.60|2.0   0    |           |           | 10    5    0   17    1
Jun 16 13:02:59 ubuntu dstat.sh[65253]: 16-06 13:02:59| 21  22  55   1   0|1008M 1346M  163M 5107M|  38k   12k|   0  1998k|   0   118 |5464  3976 |1.56 1.08 0.60|1.5   0 348|   0     0 |           | 10    5    0   17    1
Jun 16 13:03:00 ubuntu dstat.sh[65253]: 16-06 13:03:00| 23  22  53   0   0|1013M 1341M  163M 5107M|  23k   12k|   0  1553k|   0  82.5 |5454  3918 |1.56 1.08 0.60|4.0   0 337|   0     0 |           | 10    5    0   17    1
Jun 16 13:03:01 ubuntu dstat.sh[65253]: 16-06 13:03:01| 31  21  47   0   0|1021M 1310M  163M 5129M| 172k 8499B|   0  1660k|   0  46.9 |5636  5162 |1.56 1.08 0.60|3.0   0 270|   0     0 |           | 10    4    0   17    2
Jun 16 13:03:02 ubuntu dstat.sh[65253]: 16-06 13:03:02| 39  18  42   1   0|1013M 1301M  164M 5142M|6754B 1624B|   0  5574k|   0  76.2 |6595  7212 |1.56 1.08 0.60|3.0 1.0 213|   0     0 |           | 10    4    0   17    2
Jun 16 13:03:03 ubuntu dstat.sh[65253]: 16-06 13:03:03| 28  10  61   0   0|1136M 1160M  165M 5280M|4788B 1616B|   0  1065k|   0  35.9 |3899  3426 |1.60 1.10 0.60|2.0   0  78|   0     0 |           | 11    6    0   17    2
Jun 16 13:03:04 ubuntu dstat.sh[65253]: 16-06 13:03:04| 37  14  48   1   0|1137M 1133M  166M 5302M|5099B 1570B|   0  4215k|   0   192 |4495  3242 |1.60 1.10 0.60|2.0   0 157|   0     0 |           | 11    6    0   17    2
Jun 16 13:03:05 ubuntu dstat.sh[65253]: 16-06 13:03:05| 40   9  48   1   0|1182M 1058M  167M 5328M|5506B 1616B|  32k 4141k|1.99   106 |3895  2803 |1.60 1.10 0.60|2.0   0  54|   0     0 |           | 11    6    0   19    2
Jun 16 13:03:06 ubuntu dstat.sh[65253]: 16-06 13:03:06| 45   5  48   1   0|1214M 1031M  168M 5321M|5962B 2099B|   0  3331k|   0  68.0 |3206  1978 |1.60 1.10 0.60|3.0   0 1.0|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:07 ubuntu dstat.sh[65253]: 16-06 13:03:07| 32   9  48   9   0|1265M  974M  169M 5326M|9269B 2893B|   0    39M|   0  2697 |  11k   18k|1.60 1.10 0.60|2.0   0  65|   0     0 |           | 11    7    0   19    0
Jun 16 13:03:08 ubuntu dstat.sh[65253]: 16-06 13:03:08| 34   9  43  11   0|1269M  958M  169M 5336M|7404B 3345B|   0    46M|   0  3404 |  15k   27k|1.79 1.14 0.62|3.0   0  54|   0     0 |           | 11    6    0   19    0
Jun 16 13:03:09 ubuntu dstat.sh[65253]: 16-06 13:03:09| 40  14  45   0   0|1259M  966M  169M 5338M|4841B 1515B|   0  2477k|   0  41.1 |9186    16k|1.79 1.14 0.62|3.0   0  88|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:10 ubuntu dstat.sh[65253]: 16-06 13:03:10| 44   9  44   1   0|1263M  963M  169M 5338M|4183B 1565B|   0  7759k|   0   394 |8650    17k|1.79 1.14 0.62|2.0   0  20|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:11 ubuntu dstat.sh[65253]: 16-06 13:03:11| 43   8  49   0   0|1159M 1074M  169M 5330M|4235B 1513B|   0  1693k|   0   142 |3150  1810 |1.79 1.14 0.62|2.0   0  20|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:12 ubuntu dstat.sh[65253]: 16-06 13:03:12| 39   7  53   0   0|1203M 1031M  169M 5330M|4788B 1603B|   0   148k|   0  6.98 |3188  1906 |1.79 1.14 0.62|2.0   0  67|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:13 ubuntu dstat.sh[65253]: 16-06 13:03:13| 25   3  72   0   0|1170M 1063M  169M 5330M|4779B 1649B|   0     0 |   0     0 |1943  1167 |1.73 1.14 0.62|1.0   0  12|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:14 ubuntu dstat.sh[65253]: 16-06 13:03:14|  9  20  70   0   0|1121M 1112M  169M 5330M|5096B 1569B|   0    12k|   0  3.01 |5600  4007 |1.73 1.14 0.62|1.0   0 348|   0     0 |           | 11    4    0   19    0
Jun 16 13:03:15 ubuntu dstat.sh[65253]: 16-06 13:03:15|  9  21  68   0   0|1110M 1123M  169M 5331M|4596B 1456B|   0    36k|   0  8.99 |5244  3517 |1.73 1.14 0.62|1.0   0 280|   0     0 |           | 11    4    0   15    0
