May 06 16:25:58 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 06 16:25:58 ubuntu dstat.sh[65511]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 06 16:25:58 ubuntu dstat.sh[65511]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 06 16:25:58 ubuntu dstat.sh[65511]: 06-05 16:25:58|                   |1034M 1303M  163M 5125M|           |           |           |           |1.29 0.95 0.58|3.0   0    |           |           | 10    6    0   17    0
May 06 16:25:59 ubuntu dstat.sh[65511]: 06-05 16:25:59| 18  22  58   0   0|1022M 1316M  163M 5125M|  23k 7610B|   0  4890k|   0   127 |5495  3930 |1.29 0.95 0.58|2.5   0 333|   0     0 |           | 10    6    0   17    0
May 06 16:26:00 ubuntu dstat.sh[65511]: 06-05 16:26:00| 15  22  62   0   0| 998M 1339M  164M 5125M|  31k   12k|   0  1425k|   0  86.5 |5373  3778 |1.29 0.95 0.58|1.0   0 323|   0     0 |           | 10    6    0   17    0
May 06 16:26:01 ubuntu dstat.sh[65511]: 06-05 16:26:01| 29  18  50   1   0|1018M 1318M  164M 5125M|  20k   10k|   0  1527k|   0  46.0 |5504  5161 |1.29 0.95 0.58|2.0   0 236|   0     0 |           | 10    5    0   17    1
May 06 16:26:02 ubuntu dstat.sh[65511]: 06-05 16:26:02| 24  19  54   0   0|1008M 1328M  164M 5126M|  35k   10k|   0  1451k|   0  47.0 |6734  7916 |1.35 0.97 0.58| 11   0 252|   0     0 |           | 10    5    0   17    1
May 06 16:26:03 ubuntu dstat.sh[65511]: 06-05 16:26:03| 21   8  69   0   0|1141M 1179M  164M 5262M| 177k   12k|   0  1835k|   0  51.0 |3246  3121 |1.35 0.97 0.58|1.0   0  15|   0     0 |           | 11    4    0   17    2
May 06 16:26:04 ubuntu dstat.sh[65511]: 06-05 16:26:04| 37  12  49   1   0|1141M 1164M  165M 5275M|3088B  541B|   0  9280k|   0   467 |4257  2733 |1.35 0.97 0.58|2.0   0 106|   0     0 |           | 11    6    0   17    2
May 06 16:26:05 ubuntu dstat.sh[65511]: 06-05 16:26:05| 36  15  48   1   0|1184M 1103M  165M 5290M|3127B  486B|  16k 2245k|1.00  60.0 |4666  3332 |1.35 0.97 0.58|2.0   0 175|   0     0 |           | 11    6    0   19    2
May 06 16:26:06 ubuntu dstat.sh[65511]: 06-05 16:26:06| 42   7  49   1   0|1254M 1008M  166M 5312M|3207B  538B|  16k 4965k|1.00   211 |3278  2170 |1.35 0.97 0.58|2.0   0   0|   0     0 |           | 11    6    0   19    2
May 06 16:26:07 ubuntu dstat.sh[65511]: 06-05 16:26:07| 40   6  48   4   0|1253M  976M  168M 5340M|2786B  541B|   0    17M|   0   976 |5887  8561 |1.32 0.97 0.59|2.0   0  11|   0     0 |           | 11    8    0   19    2
May 06 16:26:08 ubuntu dstat.sh[65511]: 06-05 16:26:08| 33   8  45  12   0|1255M  954M  169M 5357M|2988B  486B|   0    46M|   0  3249 |  14k   26k|1.32 0.97 0.59|  0 3.0  48|   0     0 |           | 11    8    0   19    2
May 06 16:26:09 ubuntu dstat.sh[65511]: 06-05 16:26:09| 38   8  48   5   0|1208M 1017M  170M 5341M|9182B 3266B|   0    30M|   0  1918 |8222    14k|1.32 0.97 0.59|2.0   0  99|   0     0 |           | 11    4    0   19    0
May 06 16:26:10 ubuntu dstat.sh[65511]: 06-05 16:26:10| 40   8  51   0   0|1238M  986M  170M 5341M|6334B 1808B|   0   962k|   0  23.9 |2829  1709 |1.32 0.97 0.59|2.0   0  35|   0     0 |           | 11    5    0   19    0
May 06 16:26:11 ubuntu dstat.sh[65511]: 06-05 16:26:11| 44   6  49   0   0|1222M  997M  170M 5347M|4048B 1556B|   0  6443k|   0   281 |3310  2586 |1.32 0.97 0.59|3.0   0  13|   0     0 |           | 11    4    0   19    0
May 06 16:26:12 ubuntu dstat.sh[65511]: 06-05 16:26:12| 40   8  53   0   0|1283M  929M  170M 5352M|9626B 3590B|   0  1148k|   0  28.0 |2886  1889 |1.37 0.99 0.59|3.0   0  22|   0     0 |           | 11    4    0   19    0
May 06 16:26:13 ubuntu dstat.sh[65511]: 06-05 16:26:13| 45   9  45   0   0|1262M  948M  170M 5352M|3556B  540B|   0    84k|   0  1.00 |  13k   24k|1.37 0.99 0.59|3.0   0  64|   0     0 |           | 11    4    0   19    0
May 06 16:26:14 ubuntu dstat.sh[65511]: 06-05 16:26:14| 27  27  43   0   0|1164M 1059M  170M 5341M|3080B  582B|   0  2024k|   0  20.0 |9466    13k|1.37 0.99 0.59|3.0   0 449|   0     0 |           | 11    4    0   19    0
May 06 16:26:15 ubuntu dstat.sh[65511]: 06-05 16:26:15| 35  21  43   0   0|1134M 1089M  170M 5341M|4099B  540B|   0    14M|   0  99.0 |6216  5921 |1.37 0.99 0.59|3.0   0 319|   0     0 |           | 11    4    0   19    0
May 06 16:26:16 ubuntu dstat.sh[65511]: 06-05 16:26:16| 38  17  44   0   0|1160M 1063M  170M 5342M|4272B  485B|   0  8172B|   0  2.00 |5429  4952 |1.37 0.99 0.59|2.0   0 241|   0     0 |           | 11    5    0   19    0
