May 14 05:56:53 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 14 05:56:53 ubuntu dstat.sh[65253]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 14 05:56:53 ubuntu dstat.sh[65253]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 14 05:56:53 ubuntu dstat.sh[65253]: 14-05 05:56:53|                   | 954M 1382M  164M 5126M|           |           |           |           |1.24 0.98 0.56|2.0   0    |           |           | 10    4    1   17    0
May 14 05:56:54 ubuntu dstat.sh[65253]: 14-05 05:56:54| 16  21  61   0   0| 961M 1374M  164M 5127M|  23k 6341B|   0  1972k|   0   131 |6396  5138 |1.24 0.98 0.56|3.0   0 462|   0     0 |           | 10    4    1   17    0
May 14 05:56:55 ubuntu dstat.sh[65253]: 14-05 05:56:55| 22  20  55   0   0| 975M 1360M  164M 5127M|  42k   14k|   0  1959k|   0   100 |6328  5730 |1.30 1.00 0.56|2.0   0 429|   0     0 |           | 10    6    1   17    0
May 14 05:56:56 ubuntu dstat.sh[65253]: 14-05 05:56:56| 32  17  50   1   0| 977M 1356M  164M 5128M|  24k   14k|   0  1848k|   0  56.0 |6340  8203 |1.30 1.00 0.56|2.0   0 291|   0     0 |           | 10    6    1   17    0
May 14 05:56:57 ubuntu dstat.sh[65253]: 14-05 05:56:57| 28  12  57   0   0|1110M 1223M  164M 5250M|  42k   14k|   0  1759k|   0  56.0 |4575  4104 |1.30 1.00 0.56|2.0   0  95|   0     0 |           | 11    8    1   17    0
May 14 05:56:58 ubuntu dstat.sh[65253]: 14-05 05:56:58| 29  14  55   1   0|1105M 1209M  165M 5267M| 180k   14k|   0  5642k|   0  89.9 |4602  3270 |1.30 1.00 0.56|3.0   0 179|   0     0 |           | 11    7    1   19    1
May 14 05:56:59 ubuntu dstat.sh[65253]: 14-05 05:56:59| 41   8  47   1   0|1173M 1125M  165M 5280M|4662B 1754B|  32k 2083k|2.00  72.1 |3335  2247 |1.30 1.00 0.56|2.0   0  28|   0     0 |           | 11    6    1   19    2
May 14 05:57:00 ubuntu dstat.sh[65253]: 14-05 05:57:00| 43   5  48   1   0|1204M 1075M  166M 5296M|4347B 1458B|   0  3616k|   0  50.0 |3045  1927 |1.36 1.02 0.57|2.0   0   0|   0     0 |           | 11    6    1   19    2
May 14 05:57:01 ubuntu dstat.sh[65253]: 14-05 05:57:01| 33   7  47  10   0|1222M 1025M  168M 5323M|5297B 1620B|   0    28M|   0  2191 |  10k   18k|1.36 1.02 0.57|1.0 1.0  29|   0     0 |           | 11    8    1   19    2
May 14 05:57:02 ubuntu dstat.sh[65253]: 14-05 05:57:02| 34   8  42  13   0|1219M  995M  169M 5352M|4799B 1620B|   0    61M|   0  4407 |  15k   28k|1.36 1.02 0.57|2.0   0  54|   0     0 |           | 11    8    1   19    2
May 14 05:57:03 ubuntu dstat.sh[65253]: 14-05 05:57:03| 42   8  48   1   0|1209M 1013M  170M 5343M|5186B 2101B|   0  8811k|   0   459 |3890  2726 |1.36 1.02 0.57|3.0   0  77|   0     0 |           | 11    4    1   19    0
May 14 05:57:04 ubuntu dstat.sh[65253]: 14-05 05:57:04| 41   6  52   0   0|1254M  968M  170M 5344M|  10k 3634B|   0  1364k|   0  33.0 |2902  1677 |1.36 1.02 0.57|2.0   0  33|   0     0 |           | 11    5    1   19    0
May 14 05:57:05 ubuntu dstat.sh[65253]: 14-05 05:57:05| 45   6  48   1   0|1229M  986M  170M 5348M|4963B 1794B|   0  8798k|   0   429 |3628  3224 |1.41 1.03 0.58|2.0   0  13|   0     0 |           | 11    4    1   19    0
May 14 05:57:06 ubuntu dstat.sh[65253]: 14-05 05:57:06| 40   6  53   0   0|1226M  983M  170M 5353M|  12k 4668B|   0  1888k|   0   136 |7461    11k|1.41 1.03 0.58|4.0   0  22|   0     0 |           | 11    4    1   19    0
May 14 05:57:07 ubuntu dstat.sh[65253]: 14-05 05:57:07| 44   9  44   0   0|1208M 1000M  171M 5354M|4049B 1585B|   0    92k|   0  2.00 |  16k   28k|1.41 1.03 0.58|3.0   0  58|   0     0 |           | 11    4    1   19    0
May 14 05:57:08 ubuntu dstat.sh[65253]: 14-05 05:57:08| 28  25  45   0   0|1069M 1152M  171M 5343M|4362B 1564B|   0  2034k|   0  24.0 |7022  6329 |1.41 1.03 0.58|2.0   0 561|   0     0 |           | 11    4    1   19    0
May 14 05:57:09 ubuntu dstat.sh[65253]: 14-05 05:57:09| 43  16  41   0   0|1089M 1131M  171M 5344M|4385B 1622B|   0    16k|   0  4.01 |6567  7468 |1.41 1.03 0.58|5.0   0 271|   0     0 |           | 11    4    1   19    0
May 14 05:57:10 ubuntu dstat.sh[65253]: 14-05 05:57:10| 46  10  43   0   0|1188M 1032M  171M 5344M|4324B 1621B|   0  8199B|   0  2.00 |3313  2202 |1.46 1.05 0.59|2.0   0 146|   0     0 |           | 11    5    1   19    0
May 14 05:57:11 ubuntu dstat.sh[65253]: 14-05 05:57:11| 44   7  49   0   0|1225M  995M  171M 5344M|4517B 1620B|   0   212k|   0  3.00 |2796  1385 |1.46 1.05 0.59|2.0   0 1.0|   0     0 |           | 11    5    1   19    0
May 14 05:57:12 ubuntu dstat.sh[65253]: 14-05 05:57:12| 39   9  50   0   0|1240M  978M  171M 5346M|4318B 1619B|   0  2323k|   0  82.0 |3786  4469 |1.46 1.05 0.59|1.0   0  62|   0     0 |           | 11    4    1   19    0
May 14 05:57:13 ubuntu dstat.sh[65253]: 14-05 05:57:13| 18   9  70   0   0|1261M  956M  171M 5346M|4611B 1617B|   0    15M|   0   112 |3525  6994 |1.46 1.05 0.59|2.0   0 114|   0     0 |           | 11    4    1   20    0
May 14 05:57:14 ubuntu dstat.sh[65253]: 14-05 05:57:14| 22   3  74   0   0|1311M  907M  171M 5346M|4683B 1621B|   0  2353k|   0  45.0 |1759  1278 |1.46 1.05 0.59|1.0   0   0|   0     0 |           | 11    4    1   20    0
May 14 05:57:15 ubuntu dstat.sh[65253]: 14-05 05:57:15| 23   3  73   1   0|1327M  890M  171M 5347M|4762B 1459B|   0  1017k|   0  59.0 |2261  2184 |1.42 1.05 0.59|  0 1.0 1.0|   0     0 |           | 11   10    1   20    0
May 14 05:57:16 ubuntu dstat.sh[65253]: 14-05 05:57:16| 20   6  71   1   0|1338M  879M  171M 5347M|5234B 1619B|   0  3358k|   0   278 |3645  4323 |1.42 1.05 0.59|1.0   0  42|   0     0 |           | 11    4    1   15    0
May 14 05:57:17 ubuntu dstat.sh[65253]: 14-05 05:57:17| 22   2  74   0   0|1330M  887M  171M 5347M|5968B 2371B| 144k  572k|7.00  9.99 |1828  1319 |1.42 1.05 0.59|1.0   0   0|   0     0 |           | 11    5    1   15    0
May 14 05:57:18 ubuntu dstat.sh[65253]: 14-05 05:57:18| 20   3  76   1   0|1337M  879M  171M 5347M|8610B 5663B| 268k   11M|66.0  78.0 |2703  2832 |1.42 1.05 0.59|1.0   0 2.0|   0     0 |           | 11   27    1   15    0
May 14 05:57:19 ubuntu dstat.sh[65253]: 14-05 05:57:19| 20   6  73   0   0|1295M  921M  171M 5347M|8604B 5151B|   0  1834k|   0  78.9 |2571  1962 |1.42 1.05 0.59|1.0   0  44|   0     0 |           | 11   28    1   16    0
May 14 05:57:20 ubuntu dstat.sh[65253]: 14-05 05:57:20| 19   2  77   0   0|1313M  904M  171M 5347M|8751B 5698B|   0    52k|   0  4.00 |1766  1277 |1.39 1.05 0.59|2.0   0   0|   0     0 |           | 11   29    1   16    0
May 14 05:57:21 ubuntu dstat.sh[65253]: 14-05 05:57:21| 20  12  68   0   0|1322M  894M  171M 5347M|8267B 4504B|   0    12k|   0  3.00 |3637  2641 |1.39 1.05 0.59|2.0   0 157|   0     0 |           | 11   28    1   17    0
May 14 05:57:22 ubuntu dstat.sh[65253]: 14-05 05:57:22| 39   7  53   0   0|1412M  805M  171M 5347M|8750B 5472B|   0  2267k|   0  17.0 |2734  1331 |1.39 1.05 0.59|1.0   0   0|   0     0 |           | 11   30    1   17    0
May 14 05:57:23 ubuntu dstat.sh[65253]: 14-05 05:57:23| 34   4  59   0   0|1418M  798M  171M 5347M|  20k   16k|   0   180k|   0  15.0 |6709  8465 |1.39 1.05 0.59|3.0   0   0|   0     0 |           | 11   29    1   18    0
May 14 05:57:24 ubuntu dstat.sh[65253]: 14-05 05:57:24| 53  28  18   0   0|1447M  769M  171M 5348M|5765B 2090B|   0    32M|   0   212 |5957  5119 |1.39 1.05 0.59|7.0   0 557|   0     0 |           | 11   28    1   18    0
May 14 05:57:25 ubuntu dstat.sh[65253]: 14-05 05:57:25| 82  15   0   0   0|1658M  558M  171M 5348M|  10k 7480B|   0     0 |   0     0 |5033  2946 |1.76 1.13 0.62|5.0   0  22|   0     0 |           | 11   30    1   18    0
May 14 05:57:26 ubuntu dstat.sh[65253]: 14-05 05:57:26| 78  10  11   0   0|1735M  481M  171M 5348M|  37k   33k|   0   356k|   0  31.0 |8212    11k|1.76 1.13 0.62|7.0   0   0|   0     0 |           | 11   32    1   19    1
May 14 05:57:27 ubuntu dstat.sh[65253]: 14-05 05:57:27| 57  14  28   0   0|1502M  714M  171M 5348M|  12k 9321B|   0   587k|   0  55.9 |6800  7622 |1.76 1.13 0.62|1.0   0 280|   0     0 |           | 11   28    1   24    0
May 14 05:57:28 ubuntu dstat.sh[65253]: 14-05 05:57:28| 21   5  73   0   0|1498M  718M  171M 5348M|4315B 1618B|   0   188k|   0  9.99 |2163  1558 |1.76 1.13 0.62|1.0   0  30|   0     0 |           | 11   28    1   22    0
