Jun 18 07:27:07 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 18 07:27:08 ubuntu dstat.sh[65250]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 18 07:27:08 ubuntu dstat.sh[65250]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 18 07:27:08 ubuntu dstat.sh[65250]: 18-06 07:27:08|                   |1012M 1347M  164M 5101M|           |           |           |           |1.22 0.82 0.46|2.0   0    |           |           | 10    3    0   17    0
Jun 18 07:27:09 ubuntu dstat.sh[65250]: 18-06 07:27:09| 15  21  63   0   0|1007M 1352M  164M 5101M| 226k 8918B|   0  1131k|   0  52.9 |5963  4439 |1.22 0.82 0.46|1.5   0 361|   0     0 |           | 10    3    0   17    0
Jun 18 07:27:10 ubuntu dstat.sh[65250]: 18-06 07:27:10| 10  21  67   0   0| 971M 1388M  164M 5101M|8829B 3350B|   0   316k|   0  36.5 |5520  3915 |1.22 0.82 0.46|1.0   0 321|   0     0 |           | 10    3    1   17    0
Jun 18 07:27:11 ubuntu dstat.sh[65250]: 18-06 07:27:11| 15  19  64   0   0| 960M 1400M  164M 5101M|8441B 3441B|   0  6753k|   0   309 |5643  5459 |1.22 0.82 0.46|1.0   0 244|   0     0 |           | 10    4    0   17    0
Jun 18 07:27:12 ubuntu dstat.sh[65250]: 18-06 07:27:12| 28  18  53   0   0| 972M 1386M  164M 5102M|  22k 7483B|   0   854k|   0  28.9 |6339  7783 |1.20 0.83 0.46|2.0   0 229|   0     0 |           | 10    5    0   17    0
Jun 18 07:27:13 ubuntu dstat.sh[65250]: 18-06 07:27:13| 23  12  63   0   0|1082M 1276M  165M 5224M|  39k   13k|   0  3598k|   0   237 |4512  3960 |1.20 0.83 0.46|1.0   0 100|   0     0 |           | 11    8    0   17    0
Jun 18 07:27:14 ubuntu dstat.sh[65250]: 18-06 07:27:14| 30  13  57   1   0|1122M 1235M  165M 5224M|  23k   13k|   0  1569k|   0  55.0 |4251  2915 |1.20 0.83 0.46|1.0 1.0 165|   0     0 |           | 11   10    0   18    0
Jun 18 07:27:15 ubuntu dstat.sh[65250]: 18-06 07:27:15| 33   6  59   1   0|1175M 1182M  165M 5225M|  41k   13k|  32k 3149k|2.00  74.0 |3002  2329 |1.20 0.83 0.46|2.0   0  30|   0     0 |           | 11    7    0   19    1
Jun 18 07:27:16 ubuntu dstat.sh[65250]: 18-06 07:27:16| 37   4  58   0   0|1199M 1139M  165M 5242M| 181k   14k|   0  6393k|   0  70.0 |2657  1597 |1.20 0.83 0.46|2.0   0   0|   0     0 |           | 11    7    0   19    1
Jun 18 07:27:17 ubuntu dstat.sh[65250]: 18-06 07:27:17| 33   6  47  12   0|1220M 1092M  167M 5264M|5195B 1752B|   0    34M|   0  2565 |  13k   24k|1.26 0.85 0.47|2.0 1.0  56|   0     0 |           | 11    8    0   19    2
