Apr 06 19:07:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 06 19:07:08 ubuntu dstat.sh[64993]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 06 19:07:08 ubuntu dstat.sh[64993]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 06 19:07:08 ubuntu dstat.sh[64993]: 06-04 19:07:08|                   |1043M 1303M  162M 5117M|           |           |           |           |1.07 0.81 0.46|3.0   0    |           |           | 10    4    0   17    0
Apr 06 19:07:09 ubuntu dstat.sh[64993]: 06-04 19:07:09| 15  21  62   0   0|1049M 1298M  162M 5117M|  19k 4202B|   0   436k|   0  21.0 |5348  3881 |1.07 0.81 0.46|2.5   0 331|   0     0 |           | 10    4    0   17    0
Apr 06 19:07:10 ubuntu dstat.sh[64993]: 06-04 19:07:10| 23  25  52   0   0|1068M 1278M  163M 5121M|  29k   11k|   0  1256k|   0  33.0 |5663  8640 |1.14 0.83 0.47|5.0   0 354|   0     0 |           | 11    7    1   17    0
Apr 06 19:07:11 ubuntu dstat.sh[64993]: 06-04 19:07:11| 23  19  55   0   0| 998M 1346M  163M 5118M|  33k   15k|   0  5446k|   0  78.9 |5679  6546 |1.14 0.83 0.47|1.0   0 270|   0     0 |           | 10    6    1   18    0
Apr 06 19:07:12 ubuntu dstat.sh[64993]: 06-04 19:07:12| 32  17  50   1   0|1019M 1325M  163M 5131M|  26k   11k|   0  1275k|   0  38.1 |6282  8724 |1.14 0.83 0.47|2.0   0 198|   0     0 |           | 11    6    1   18    0
Apr 06 19:07:13 ubuntu dstat.sh[64993]: 06-04 19:07:13| 14   4  79   1   0|1141M 1202M  163M 5240M|  32k   12k|   0  1555k|   0  49.9 |1946  1650 |1.14 0.83 0.47|1.0   0   0|   0     0 |           | 11    5    1   17    1
Apr 06 19:07:14 ubuntu dstat.sh[64993]: 06-04 19:07:14| 32  12  55   1   0|1148M 1176M  163M 5259M| 176k   11k|   0  1976k|   0  68.1 |3940  2613 |1.14 0.83 0.47|2.0   0 109|   0     0 |           | 11    6    1   17    2
Apr 06 19:07:15 ubuntu dstat.sh[64993]: 06-04 19:07:15| 35  14  47   1   0|1170M 1134M  164M 5275M|4886B 1552B|  16k 3188k|1.00  91.9 |4842  3560 |1.21 0.85 0.48|2.0   0 172|   0     0 |           | 11    6    1   19    2
Apr 06 19:07:16 ubuntu dstat.sh[64993]: 06-04 19:07:16| 43   6  49   0   0|1228M 1051M  165M 5297M|5160B 1639B|  16k 2471k|1.00  31.0 |2911  1631 |1.21 0.85 0.48|2.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 06 19:07:17 ubuntu dstat.sh[64993]: 06-04 19:07:17| 40   7  47   5   0|1263M  997M  166M 5312M|5326B 1516B|   0    17M|   0  1026 |6176  8631 |1.21 0.85 0.48|6.0   0  10|   0     0 |           | 11    8    1   19    2
Apr 06 19:07:18 ubuntu dstat.sh[64993]: 06-04 19:07:18| 29   8  44  15   0|1259M  963M  168M 5345M|4759B 1458B|   0    45M|   0  3685 |  14k   27k|1.21 0.85 0.48|4.0   0  45|   0     0 |           | 11    8    1   19    2
Apr 06 19:07:19 ubuntu dstat.sh[64993]: 06-04 19:07:19| 34  10  47   7   0|1237M  995M  169M 5333M|  11k 4283B|   0    37M|   0  2744 |  10k   17k|1.21 0.85 0.48|2.0 1.0 103|   0     0 |           | 11    4    1   19    0
Apr 06 19:07:20 ubuntu dstat.sh[64993]: 06-04 19:07:20| 42   8  48   1   0|1297M  936M  169M 5333M|5718B 2192B|   0  9869k|   0   566 |4057  3934 |1.27 0.87 0.49|2.0   0  35|   0     0 |           | 11    5    1   19    0
Apr 06 19:07:21 ubuntu dstat.sh[64993]: 06-04 19:07:21| 41   6  51   1   0|1277M  949M  169M 5339M|  10k 3303B|   0    12M|   0   521 |3437  2452 |1.27 0.87 0.49|2.0   0  13|   0     0 |           | 11    4    1   19    0
Apr 06 19:07:22 ubuntu dstat.sh[64993]: 06-04 19:07:22| 40   6  53   0   0|1272M  948M  169M 5344M|  11k 4698B|   0  2060k|   0   158 |3094  1889 |1.27 0.87 0.49|3.0   0  17|   0     0 |           | 11    4    1   19    0
Apr 06 19:07:23 ubuntu dstat.sh[64993]: 06-04 19:07:23| 45   9  46   0   0|1239M  980M  169M 5344M|4474B 1632B|   0   161k|   0  5.04 |  10k   17k|1.27 0.87 0.49|2.0   0  14|   0     0 |           | 11    4    1   19    0
Apr 06 19:07:24 ubuntu dstat.sh[64993]: 06-04 19:07:24| 29  26  42   0   0|1217M 1002M  169M 5345M|4262B 1621B|   0   188k|   0  7.00 |  14k   22k|1.27 0.87 0.49|2.0   0 484|   0     0 |           | 11    4    1   19    0
Apr 06 19:07:25 ubuntu dstat.sh[64993]: 06-04 19:07:25| 32  23  43   0   0|1116M 1115M  169M 5334M|4483B 1565B|   0  1891k|   0  20.0 |6512  5825 |1.41 0.91 0.50|2.0   0 341|   0     0 |           | 11    4    1   19    0
Apr 06 19:07:26 ubuntu dstat.sh[64993]: 06-04 19:07:26| 42  18  39   0   0|1117M 1114M  169M 5334M|4659B 1509B|   0    14M|   0   101 |5644  6171 |1.41 0.91 0.50|2.0   0 243|   0     0 |           | 11    5    1   13    0
Apr 06 19:07:27 ubuntu dstat.sh[64993]: 06-04 19:07:27| 46   5  49   0   0|1206M 1025M  169M 5334M|5024B 1565B|   0    32k|   0  2.00 |2587  1261 |1.41 0.91 0.50|6.0   0   0|   0     0 |           | 11    5    1   13    0
Apr 06 19:07:28 ubuntu dstat.sh[64993]: 06-04 19:07:28| 43   8  49   0   0|1238M  992M  169M 5335M|4634B 1580B|   0   179k|   0  1.00 |2576  1511 |1.41 0.91 0.50|2.0   0   0|   0     0 |           | 11    5    1   13    0
Apr 06 19:07:29 ubuntu dstat.sh[64993]: 06-04 19:07:29| 30  11  58   0   0|1261M  968M  169M 5337M|4204B 1573B|   0  2378k|   0  34.1 |4430  6481 |1.41 0.91 0.50|2.0   0 142|   0     0 |           | 11    4    1   14    0
Apr 06 19:07:30 ubuntu dstat.sh[64993]: 06-04 19:07:30| 22   3  73   0   0|1333M  895M  169M 5337M|4162B 1242B|   0    32k|   0  4.00 |1792  1386 |1.38 0.91 0.50|1.0   0   0|   0     0 |           | 11    4    1   14    0
Apr 06 19:07:31 ubuntu dstat.sh[64993]: 06-04 19:07:31| 24   3  72   0   0|1358M  870M  169M 5337M|4747B 1133B|   0    11M|   0  74.9 |1835  1359 |1.38 0.91 0.50|1.0   0   0|   0     0 |           | 11    4    1   14    0
Apr 06 19:07:32 ubuntu dstat.sh[64993]: 06-04 19:07:32| 23   3  71   1   0|1261M  966M  170M 5337M|4702B 1191B|   0  4344k|   0   331 |3941  5371 |1.38 0.91 0.50|4.0   0 4.0|   0     0 |           | 11    4    1   16    0
Apr 06 19:07:33 ubuntu dstat.sh[64993]: 06-04 19:07:33| 20   6  73   0   0|1324M  904M  170M 5337M|5437B 1605B| 144k 3074k|6.99   126 |2276  1618 |1.38 0.91 0.50|1.0   0  39|   0     0 |           | 11    4    1   16    0
Apr 06 19:07:34 ubuntu dstat.sh[64993]: 06-04 19:07:34| 19   3  77   0   0|1340M  888M  170M 5338M|7494B 3963B|   0   952k|   0  13.0 |1818  1464 |1.38 0.91 0.50|1.0   0 1.0|   0     0 |           | 11   11    1   16    0
Apr 06 19:07:35 ubuntu dstat.sh[64993]: 06-04 19:07:35| 19   3  75   0   0|1344M  883M  170M 5338M|  11k 7540B| 268k 1484k|66.0  28.0 |2723  2786 |1.35 0.91 0.51|1.0   0 2.0|   0     0 |           | 11   28    1   16    1
Apr 06 19:07:36 ubuntu dstat.sh[64993]: 06-04 19:07:36| 20   7  72   0   0|1372M  855M  170M 5338M|6103B 1769B|   0    20M|   0   141 |2390  1872 |1.35 0.91 0.51|4.0   0  43|   0     0 |           | 11   28    1   17    0
Apr 06 19:07:37 ubuntu dstat.sh[64993]: 06-04 19:07:37| 18   2  79   0   0|1372M  855M  170M 5338M|9918B 6744B|   0  9943k|   0  93.8 |1928  1641 |1.35 0.91 0.51|  0   0   0|   0     0 |           | 11   29    1   17    0
Apr 06 19:07:38 ubuntu dstat.sh[64993]: 06-04 19:07:38| 27  12  61   0   0|1376M  851M  170M 5338M|7236B 3347B|   0   524k|   0  97.0 |3838  2617 |1.35 0.91 0.51|2.0   0 156|   0     0 |           | 11   28    1   16    0
Apr 06 19:07:39 ubuntu dstat.sh[64993]: 06-04 19:07:39| 36   5  59   0   0|1416M  811M  170M 5338M|  11k 9364B|   0     0 |   0     0 |3024  2220 |1.35 0.91 0.51|1.0   0 1.0|   0     0 |           | 11   30    1   16    0
Apr 06 19:07:40 ubuntu dstat.sh[64993]: 06-04 19:07:40| 35   4  59   0   0|1420M  807M  170M 5338M|  18k   12k|   0   311k|   0  26.0 |5908  7688 |1.32 0.91 0.51|3.0   0   0|   0     0 |           | 11   28    1   17    0
Apr 06 19:07:41 ubuntu dstat.sh[64993]: 06-04 19:07:41| 59  30  11   0   0|1492M  734M  170M 5338M|5223B 1516B|   0   213k|   0  20.1 |5811  4861 |1.32 0.91 0.51|6.0   0 580|   0     0 |           | 11   28    1   17    0
Apr 06 19:07:42 ubuntu dstat.sh[64993]: 06-04 19:07:42| 82  15   1   0   0|1703M  523M  170M 5338M|  14k   11k|   0  2637k|   0  22.0 |5242  3046 |1.32 0.91 0.51|4.0   0   0|   0     0 |           | 11   32    1   17    0
