Apr 02 09:26:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 02 09:26:08 ubuntu dstat.sh[65383]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 02 09:26:08 ubuntu dstat.sh[65383]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 02 09:26:08 ubuntu dstat.sh[65383]: 02-04 09:26:08|                   | 995M 1367M  164M 5101M|           |           |           |           |1.46 0.97 0.53|3.0   0    |           |           | 10    3    1   17    1
Apr 02 09:26:09 ubuntu dstat.sh[65383]: 02-04 09:26:09| 12  21  65   0   0| 989M 1373M  164M 5101M| 226k 8642B|   0  2036k|   0  62.0 |5703  4147 |1.46 0.97 0.53|2.5   0 331|   0     0 |           | 10    4    1   17    0
Apr 02 09:26:10 ubuntu dstat.sh[65383]: 02-04 09:26:10|  9  21  68   0   0| 979M 1383M  164M 5101M|  15k 2626B|   0   316k|   0  41.5 |5458  3856 |1.46 0.97 0.53|4.0   0 326|   0     0 |           | 10    4    1   17    0
Apr 02 09:26:11 ubuntu dstat.sh[65383]: 02-04 09:26:11| 28  19  52   0   0| 954M 1407M  164M 5101M|  18k 8843B|   0   935k|   0  29.0 |5863  5680 |1.46 0.97 0.53|2.0   0 279|   0     0 |           | 10    5    1   17    0
Apr 02 09:26:12 ubuntu dstat.sh[65383]: 02-04 09:26:12| 27  16  55   0   0| 972M 1388M  165M 5102M|  44k   16k|   0  1888k|   0  59.0 |5969  7684 |1.46 0.97 0.53|3.0   0 187|   0     0 |           | 10    6    1   17    0
Apr 02 09:26:13 ubuntu dstat.sh[65383]: 02-04 09:26:13| 17   3  78   0   0|1097M 1262M  165M 5224M|  16k   10k|   0   995k|   0  34.0 |2342  2370 |1.35 0.95 0.53|  0   0 9.0|   0     0 |           | 11    6    1   17    0
Apr 02 09:26:14 ubuntu dstat.sh[65383]: 02-04 09:26:14| 26  12  62   1   0|1114M 1246M  165M 5224M|  41k   13k|   0  5216k|   0  79.2 |3901  2706 |1.35 0.95 0.53|2.0   0 111|   0     0 |           | 11    7    1   17    1
Apr 02 09:26:15 ubuntu dstat.sh[65383]: 02-04 09:26:15| 24  13  61   0   0|1145M 1206M  165M 5231M| 203k   15k|  16k 2130k|1.00  55.9 |4451  3386 |1.35 0.95 0.53|1.0   0 175|   0     0 |           | 11    6    1   19    2
Apr 02 09:26:16 ubuntu dstat.sh[65383]: 02-04 09:26:16| 42   6  50   1   0|1211M 1116M  166M 5252M| 168k 4242B|  16k 5317k|1.00   134 |3125  1827 |1.35 0.95 0.53|2.0   0 1.0|   0     0 |           | 11    6    1   19    2
Apr 02 09:26:17 ubuntu dstat.sh[65383]: 02-04 09:26:17| 40   6  48   5   0|1237M 1068M  167M 5270M|4879B 1514B|   0    17M|   0  1167 |7536    11k|1.35 0.95 0.53|2.0   0  10|   0     0 |           | 11    8    1   19    2
