May 15 19:17:12 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 15 19:17:12 ubuntu dstat.sh[64951]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 15 19:17:12 ubuntu dstat.sh[64951]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 15 19:17:12 ubuntu dstat.sh[64951]: 15-05 19:17:12|                   | 950M 1384M  163M 5129M|           |           |           |           |1.42 0.96 0.54|5.0   0    |           |           | 10    5    0   17    1
May 15 19:17:13 ubuntu dstat.sh[64951]: 15-05 19:17:13| 22  21  55   0   0| 967M 1367M  163M 5129M|  25k   13k|   0  6647k|   0   233 |6530  5644 |1.42 0.96 0.54|3.0   0 532|   0     0 |           | 10    5    0   17    1
May 15 19:17:14 ubuntu dstat.sh[64951]: 15-05 19:17:14| 27  20  52   1   0| 989M 1343M  163M 5130M|  35k   12k|   0  1849k|   0   147 |6065  5564 |1.42 0.96 0.54|2.0   0 425|   0     0 |           | 10    5    0   17    1
May 15 19:17:15 ubuntu dstat.sh[64951]: 15-05 19:17:15| 34  20  45   1   0| 986M 1323M  164M 5151M| 169k 6552B|   0  2816k|   0  96.7 |6025  5684 |1.46 0.98 0.55|2.0   0 285|   0     0 |           | 10    5    0   17    1
May 15 19:17:16 ubuntu dstat.sh[64951]: 15-05 19:17:16| 31  12  56   0   0|1120M 1165M  165M 5292M|3081B  132B|   0  1429k|   0  31.0 |4301  3916 |1.46 0.98 0.55|4.0   0  91|   0     0 |           | 11    6    0   17    2
May 15 19:17:17 ubuntu dstat.sh[64951]: 15-05 19:17:17| 36  14  48   1   0|1130M 1134M  165M 5311M|3595B   42B|   0  1781k|   0  65.9 |4386  2973 |1.46 0.98 0.55|4.0   0 170|   0     0 |           | 11    8    0   17    2
May 15 19:17:18 ubuntu dstat.sh[64951]: 15-05 19:17:18| 41   9  49   1   0|1189M 1058M  166M 5326M|2769B    0 |  32k 4736k|2.01   146 |3737  2798 |1.46 0.98 0.55|3.0   0  35|   0     0 |           | 11    6    0   19    2
May 15 19:17:19 ubuntu dstat.sh[64951]: 15-05 19:17:19| 43   5  49   1   0|1223M  994M  168M 5351M|3024B    0 |   0  4001k|   0  96.6 |3130  2149 |1.46 0.98 0.55|3.0   0   0|   0     0 |           | 11    6    0   19    2
May 15 19:17:20 ubuntu dstat.sh[64951]: 15-05 19:17:20| 38   7  46   7   0|1246M  982M  168M 5340M|2759B  482B|   0    24M|   0  1824 |9515    15k|1.51 1.00 0.56|2.0   0  47|   0     0 |           | 11    6    0   19    0
May 15 19:17:21 ubuntu dstat.sh[64951]: 15-05 19:17:21| 30   8  49  11   0|1287M  929M  169M 5350M|8323B 2345B|   0    46M|   0  3597 |  14k   27k|1.51 1.00 0.56|3.0   0  71|   0     0 |           | 11    6    0   19    0
May 15 19:17:22 ubuntu dstat.sh[64951]: 15-05 19:17:22| 36  10  52   1   0|1229M  986M  169M 5350M|8851B 2879B|   0  9840k|   0   476 |4048  4372 |1.51 1.00 0.56|2.0   0  93|   0     0 |           | 11    5    0   19    0
May 15 19:17:23 ubuntu dstat.sh[64951]: 15-05 19:17:23| 42  10  46   0   0|1269M  939M  169M 5356M|2673B  173B|   0  1990k|   0  54.8 |  10k   18k|1.51 1.00 0.56|2.0   0  14|   0     0 |           | 11    4    0   19    0
May 15 19:17:24 ubuntu dstat.sh[64951]: 15-05 19:17:24| 43  10  45   0   0|1255M  953M  169M 5356M|2294B    0 |   0  7795k|   0   394 |  12k   19k|1.51 1.00 0.56|3.0   0  30|   0     0 |           | 11    4    0   19    0
May 15 19:17:25 ubuntu dstat.sh[64951]: 15-05 19:17:25| 42   9  49   1   0|1171M 1050M  169M 5345M|3727B    0 |   0  1623k|   0   156 |3051  1756 |1.55 1.01 0.56|2.0   0  10|   0     0 |           | 11    4    0   19    0
May 15 19:17:26 ubuntu dstat.sh[64951]: 15-05 19:17:26| 35   7  57   0   0|1154M 1066M  169M 5345M|2942B    0 |   0    12k|   0  1.99 |3087  1808 |1.55 1.01 0.56|1.0   0  83|   0     0 |           | 11    4    0   19    0
May 15 19:17:27 ubuntu dstat.sh[64951]: 15-05 19:17:27|  8  21  70   0   0|1128M 1092M  169M 5345M|3252B    0 |   0  8222B|   0  2.01 |4958  3414 |1.55 1.01 0.56|1.0   0 264|   0     0 |           | 11    4    0   19    0
May 15 19:17:28 ubuntu dstat.sh[64951]: 15-05 19:17:28|  9  21  67   0   0|1110M 1110M  169M 5345M|2400B    0 |   0   456k|   0  12.0 |5059  3441 |1.55 1.01 0.56|1.0   0 271|   0     0 |           | 11    4    0   19    0
May 15 19:17:29 ubuntu dstat.sh[64951]: 15-05 19:17:29| 14  20  64   0   0|1105M 1115M  169M 5345M|2579B    0 |   0  1303k|   0  86.0 |6344  7415 |1.55 1.01 0.56|9.0   0 247|   0     0 |           | 11    4    0   19    0
May 15 19:17:30 ubuntu dstat.sh[64951]: 15-05 19:17:30| 37  13  50   0   0|1165M 1055M  169M 5345M|2458B    0 |   0    32k|   0  3.00 |3808  2936 |1.50 1.01 0.57|2.0   0 136|   0     0 |           | 11    5    0   15    0
May 15 19:17:31 ubuntu dstat.sh[64951]: 15-05 19:17:31| 46   4  48   0   0|1236M  984M  169M 5346M|2468B    0 |   0   905k|   0  62.8 |2871  1607 |1.50 1.01 0.57|3.0   0   0|   0     0 |           | 11    5    0   15    0
May 15 19:17:32 ubuntu dstat.sh[64951]: 15-05 19:17:32| 44   9  47   0   0|1266M  952M  170M 5348M|2408B    0 |   0  1686k|   0  92.3 |4181  4146 |1.50 1.01 0.57|3.0   0   0|   0     0 |           | 11    5    0   15    0
May 15 19:17:33 ubuntu dstat.sh[64951]: 15-05 19:17:33|  8   9  82   0   0|1252M  965M  170M 5348M|2342B    0 |   0  2114k|   0  8.01 |3040  2869 |1.50 1.01 0.57|5.0   0 122|   0     0 |           | 10    4    0   15    0
May 15 19:17:34 ubuntu dstat.sh[64951]: 15-05 19:17:34| 22   5  72   0   0|1319M  898M  170M 5348M|2698B    0 |   0    21M|   0   156 |2099  1921 |1.50 1.01 0.57|2.0   0  18|   0     0 |           | 11    4    0   13    0
May 15 19:17:35 ubuntu dstat.sh[64951]: 15-05 19:17:35| 23   2  74   0   0|1346M  871M  170M 5348M|2519B    0 |   0     0 |   0     0 |1604  1099 |1.46 1.01 0.57|2.0   0   0|   0     0 |           | 11    4    0   13    0
May 15 19:17:36 ubuntu dstat.sh[64951]: 15-05 19:17:36| 22   5  70   2   0|1248M  969M  170M 5348M|2837B    0 |   0  5861k|   0   439 |4254  5759 |1.46 1.01 0.57|2.0   0  36|   0     0 |           | 11    4    0   15    0
May 15 19:17:37 ubuntu dstat.sh[64951]: 15-05 19:17:37| 21   4  73   0   0|1311M  906M  170M 5348M|2519B    0 | 144k  548k|7.00  29.0 |1910  1467 |1.46 1.01 0.57|1.0   0 8.0|   0     0 |           | 11    4    0   15    0
May 15 19:17:38 ubuntu dstat.sh[64951]: 15-05 19:17:38| 19   3  77   1   0|1327M  889M  170M 5348M|6670B 4090B|   0   822k|   0  47.1 |2347  2391 |1.46 1.01 0.57|1.0   0 1.0|   0     0 |           | 11   17    0   15    0
