May 11 05:26:03 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 11 05:26:03 ubuntu dstat.sh[65395]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 11 05:26:03 ubuntu dstat.sh[65395]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 11 05:26:03 ubuntu dstat.sh[65395]: 11-05 05:26:03|                   |1079M 1256M  163M 5128M|           |           |           |           |1.71 1.10 0.61|1.0   0    |           |           | 10    5    1   17    0
May 11 05:26:04 ubuntu dstat.sh[65395]: 11-05 05:26:04| 19  21  58   1   0|1079M 1255M  163M 5128M|  50k   18k|   0    14M|   0   583 |7053  6018 |1.71 1.10 0.61|1.5   0 535|   0     0 |           | 10    6    1   17    0
May 11 05:26:05 ubuntu dstat.sh[65395]: 11-05 05:26:05| 27  19  52   1   0|1061M 1272M  163M 5129M|  42k   14k|   0  2024k|   0   329 |6735  6222 |1.71 1.10 0.61|2.0   0 459|   0     0 |           | 10    6    1   17    0
May 11 05:26:06 ubuntu dstat.sh[65395]: 11-05 05:26:06| 34  16  48   0   0|1130M 1195M  163M 5208M|  92k   14k|   0  1593k|   0  46.8 |6684  7128 |1.73 1.11 0.62|5.0   0 200|   0     0 |           | 11    5    1   17    1
May 11 05:26:07 ubuntu dstat.sh[65395]: 11-05 05:26:07| 22   3  72   1   0|1140M 1162M  164M 5278M|  93k 2984B|   0  2130k|   0  77.6 |2177  1815 |1.73 1.11 0.62|3.0   0 1.0|   0     0 |           | 11    5    1   17    1
May 11 05:26:08 ubuntu dstat.sh[65395]: 11-05 05:26:08| 39  12  48   0   0|1123M 1161M  165M 5294M|4394B 1701B|   0  1441k|   0  38.3 |4071  2498 |1.73 1.11 0.62|6.0   0 112|   0     0 |           | 11    6    1   17    2
May 11 05:26:09 ubuntu dstat.sh[65395]: 11-05 05:26:09| 37  12  48   1   0|1147M 1113M  165M 5315M|4024B 1618B|  32k 5799k|2.00   304 |4749  3705 |1.73 1.11 0.62|2.0   0 170|   0     0 |           | 11    6    1   20    2
May 11 05:26:10 ubuntu dstat.sh[65395]: 11-05 05:26:10| 41   7  49   1   0|1196M 1033M  167M 5341M|4051B 1512B|   0  4523k|   0   113 |3171  2192 |1.73 1.11 0.62|2.0   0   0|   0     0 |           | 11    6    1   20    2
May 11 05:26:11 ubuntu dstat.sh[65395]: 11-05 05:26:11| 41   5  48   3   0|1231M  999M  168M 5337M|4956B 2050B|   0    10M|   0   591 |5149  6408 |1.83 1.15 0.63|5.0   0  10|   0     0 |           | 11    6    1   20    0
May 11 05:26:12 ubuntu dstat.sh[65395]: 11-05 05:26:12| 32   8  44  13   0|1264M  959M  169M 5343M|4744B 1618B|   0    36M|   0  3469 |  14k   27k|1.83 1.15 0.63|5.0   0  84|   0     0 |           | 11    6    1   20    0
May 11 05:26:13 ubuntu dstat.sh[65395]: 11-05 05:26:13| 38   9  48   3   0|1200M 1016M  169M 5349M|  10k 3962B|   0    26M|   0  1599 |7031    11k|1.83 1.15 0.63|5.0   0 100|   0     0 |           | 11    4    1   20    0
May 11 05:26:14 ubuntu dstat.sh[65395]: 11-05 05:26:14| 40   7  53   0   0|1244M  969M  169M 5352M|  12k 4489B|   0  1277k|   0  33.0 |2705  1554 |1.83 1.15 0.63|2.0   0  18|   0     0 |           | 11    5    1   20    0
May 11 05:26:15 ubuntu dstat.sh[65395]: 11-05 05:26:15| 45   9  45   1   0|1241M  968M  170M 5355M|5203B 1878B|   0  7629k|   0   333 |9975    18k|1.83 1.15 0.63|3.0   0  24|   0     0 |           | 11    4    1   20    0
May 11 05:26:16 ubuntu dstat.sh[65395]: 11-05 05:26:16| 41  10  46   0   0|1291M  917M  170M 5355M|4470B 1530B|   0  1818k|   0  13.0 |9100    16k|1.85 1.16 0.64|2.0   0  20|   0     0 |           | 11    4    1   20    0
May 11 05:26:17 ubuntu dstat.sh[65395]: 11-05 05:26:17| 48   9  42   0   0|1230M  990M  170M 5344M|4686B 1622B|   0   364k|   0  12.0 |3681    14k|1.85 1.16 0.64|3.0   0  46|   0     0 |           | 11    4    1   21    0
May 11 05:26:18 ubuntu dstat.sh[65395]: 11-05 05:26:18| 31  20  48   0   0|1140M 1080M  170M 5344M|4683B 1663B|   0    20k|   0  5.00 |5950  4886 |1.85 1.16 0.64|1.0   0 492|   0     0 |           | 11    4    1   21    0
May 11 05:26:19 ubuntu dstat.sh[65395]: 11-05 05:26:19|  9  22  67   0   0|1120M 1101M  170M 5344M|4734B 1618B|   0    32k|   0  7.99 |5724  4572 |1.85 1.16 0.64|6.0   0 327|   0     0 |           | 11    4    1   21    0
May 11 05:26:20 ubuntu dstat.sh[65395]: 11-05 05:26:20| 28  17  55   0   0|1133M 1087M  170M 5344M|4360B 1462B|   0  3461k|   0  39.1 |4846  6283 |1.85 1.16 0.64|3.0   0 206|   0     0 |           | 11    4    1   18    0
May 11 05:26:21 ubuntu dstat.sh[65395]: 11-05 05:26:21| 46   6  48   0   0|1203M 1017M  170M 5344M|4749B 1617B|   0    24k|   0  2.00 |2886  1442 |1.86 1.17 0.64|4.0   0  15|   0     0 |           | 11    5    1   18    0
May 11 05:26:22 ubuntu dstat.sh[65395]: 11-05 05:26:22| 44   8  48   0   0|1235M  985M  170M 5345M|4324B 1621B|   0  1333k|   0  21.0 |2782  1497 |1.86 1.17 0.64|2.0   0   0|   0     0 |           | 11    5    1   18    0
May 11 05:26:23 ubuntu dstat.sh[65395]: 11-05 05:26:23| 32  10  57   0   0|1267M  950M  170M 5347M|4451B 1456B|   0  2073k|   0   109 |4131  4666 |1.86 1.17 0.64|  0   0 118|   0     0 |           | 11    4    1   19    0
May 11 05:26:24 ubuntu dstat.sh[65395]: 11-05 05:26:24| 12   4  84   0   0|1308M  910M  170M 5347M|4680B 1620B|   0     0 |   0     0 |1596  1469 |1.86 1.17 0.64|1.0   0  23|   0     0 |           | 11    4    1   15    0
May 11 05:26:25 ubuntu dstat.sh[65395]: 11-05 05:26:25| 22   6  72   0   0|1361M  857M  170M 5347M|4564B 1621B|   0    23M|   0   246 |2289  1933 |1.86 1.17 0.64|2.0   0 1.0|   0     0 |           | 11    4    1   15    0
May 11 05:26:26 ubuntu dstat.sh[65395]: 11-05 05:26:26| 24   2  73   1   0|1382M  835M  170M 5347M|4219B 1621B|   0  1393k|   0  35.0 |1970  1608 |1.79 1.17 0.65|3.0   0 1.0|   0     0 |           | 11    6    1   15    0
May 11 05:26:27 ubuntu dstat.sh[65395]: 11-05 05:26:27| 20   6  71   2   0|1280M  937M  170M 5347M|4283B 1460B|   0  8301k|   0   543 |4598  6100 |1.79 1.17 0.65|1.0   0  42|   0     0 |           | 11    4    1   17    0
May 11 05:26:28 ubuntu dstat.sh[65395]: 11-05 05:26:28| 23   3  73   0   0|1327M  890M  170M 5347M|4795B 1618B| 144k 3385k|6.99   174 |2009  1771 |1.79 1.17 0.65|1.0   0   0|   0     0 |           | 11    4    1   17    0
May 11 05:26:29 ubuntu dstat.sh[65395]: 11-05 05:26:29| 19   3  76   1   0|1342M  874M  170M 5348M|9166B 5761B| 208k 3094k|51.0   186 |2778  3036 |1.79 1.17 0.65|1.0   0 1.0|   0     0 |           | 11   17    1   17    0
May 11 05:26:30 ubuntu dstat.sh[65395]: 11-05 05:26:30| 19   6  74   0   0|1331M  885M  170M 5348M|  10k 5971B|  60k   33M|15.0   268 |3222  2812 |1.79 1.17 0.65|1.0   0  45|   0     0 |           | 11   28    1   18    0
May 11 05:26:31 ubuntu dstat.sh[65395]: 11-05 05:26:31| 21   3  75   0   0|1390M  826M  170M 5348M|8040B 3583B|   0     0 |   0     0 |1801  1174 |1.73 1.17 0.65|  0   0   0|   0     0 |           | 11   29    1   18    0
May 11 05:26:32 ubuntu dstat.sh[65395]: 11-05 05:26:32| 16   6  77   0   0|1361M  856M  170M 5348M|  10k 6779B|   0  2264k|   0  15.0 |2743  2155 |1.73 1.17 0.65|1.0   0  75|   0     0 |           | 11   28    1   19    0
May 11 05:26:33 ubuntu dstat.sh[65395]: 11-05 05:26:33| 41  10  48   0   0|1396M  820M  170M 5348M|4375B 1660B|   0    20k|   0  4.00 |3262  1798 |1.73 1.17 0.65|5.0   0  82|   0     0 |           | 11   28    1   18    0
May 11 05:26:34 ubuntu dstat.sh[65395]: 11-05 05:26:34| 33   5  61   0   0|1428M  788M  170M 5348M|  19k   16k|   0   938k|   0  45.1 |5477  6730 |1.73 1.17 0.65|3.0   0 5.0|   0     0 |           | 11   30    1   18    0
May 11 05:26:35 ubuntu dstat.sh[65395]: 11-05 05:26:35| 46  24  29   0   0|1455M  761M  170M 5348M|8524B 5528B|   0    11M|   0   575 |6338  6281 |1.73 1.17 0.65|7.0   0 457|   0     0 |           | 11   28    1   19    0
May 11 05:26:36 ubuntu dstat.sh[65395]: 11-05 05:26:36| 78  18   0   0   0|1632M  584M  170M 5348M|7376B 4651B|   0   799k|   0  8.99 |4929  3028 |2.15 1.27 0.68|7.0   0 122|   0     0 |           | 11   30    1   19    0
May 11 05:26:37 ubuntu dstat.sh[65395]: 11-05 05:26:37| 81  11   4   0   0|1753M  463M  170M 5348M|  31k   28k|   0   288k|   0  22.0 |7197  8887 |2.15 1.27 0.68|5.0   0   0|   0     0 |           | 11   33    1   18    1
May 11 05:26:38 ubuntu dstat.sh[65395]: 11-05 05:26:38| 65  12  22   0   0|1555M  660M  170M 5349M|  20k   17k|   0   596k|   0  58.0 |7889    10k|2.15 1.27 0.68|1.0   0 250|   0     0 |           | 11   28    1   24    0
May 11 05:26:39 ubuntu dstat.sh[65395]: 11-05 05:26:39| 19   7  73   0   0|1474M  742M  170M 5349M|4260B 1620B|   0   192k|   0  11.0 |2554  1855 |2.15 1.27 0.68|2.0   0  60|   0     0 |           | 11   28    1   24    0
May 11 05:26:40 ubuntu dstat.sh[65395]: 11-05 05:26:40| 17   4  78   0   0|1476M  740M  170M 5349M|9284B 7398B|   0    62M|   0   365 |2777  2922 |2.15 1.27 0.68|2.0   0   0|   0     0 |           | 11   29    1   24    0
May 11 05:26:41 ubuntu dstat.sh[65395]: 11-05 05:26:41| 18   8  73   0   0|1429M  787M  170M 5349M|6334B 2687B|   0  1938k|   0  54.1 |3149  2979 |2.06 1.26 0.68|1.0   0  68|   0     0 |           | 11   28    1   25    0
May 11 05:26:42 ubuntu dstat.sh[65395]: 11-05 05:26:42| 20   3  78   0   0|1447M  769M  170M 5349M|8412B 5540B|   0    48k|   0  4.01 |1901  1532 |2.06 1.26 0.68|2.0   0   0|   0     0 |           | 11   29    1   25    0
May 11 05:26:43 ubuntu dstat.sh[65395]: 11-05 05:26:43| 15   9  75   0   0|1413M  803M  170M 5349M|7697B 4677B|   0   132k|   0  16.0 |3993  3863 |2.06 1.26 0.68|1.0   0 154|   0     0 |           | 11   28    1   26    0
May 11 05:26:44 ubuntu dstat.sh[65395]: 11-05 05:26:44|  7  23  68   0   0|1402M  814M  170M 5349M|4695B 1714B|   0   196k|   0  10.0 |5444  3610 |2.06 1.26 0.68|1.0   0 368|   0     0 |           | 11   28    1   26    0
May 11 05:26:45 ubuntu dstat.sh[65395]: 11-05 05:26:45| 60  31   8   0   0|1498M  717M  170M 5349M|4699B 1458B|   0    23M|   0   108 |5632  4470 |2.06 1.26 0.68|5.0   0 517|   0     0 |           | 11   28    1   26    0
