Apr 20 15:32:25 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 20 15:32:25 ubuntu dstat.sh[65404]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 20 15:32:25 ubuntu dstat.sh[65404]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 20 15:32:25 ubuntu dstat.sh[65404]: 20-04 15:32:25|                   | 997M 1347M  165M 5117M|           |           |           |           |1.12 0.92 0.53|1.0   0    |           |           | 10    6    0   18    0
Apr 20 15:32:26 ubuntu dstat.sh[65404]: 20-04 15:32:26| 18  21  59   0   0|1009M 1335M  165M 5117M|  36k   14k|   0  1908k|   0  65.0 |5653  4201 |1.12 0.92 0.53|1.5   0 368|   0     0 |           | 10    6    0   18    0
Apr 20 15:32:27 ubuntu dstat.sh[65404]: 20-04 15:32:27| 22  22  54   1   0|1018M 1326M  165M 5117M|  27k   12k|   0  1507k|   0  55.0 |5555  4126 |1.12 0.92 0.53|1.0   0 362|   0     0 |           | 10    6    0   18    0
Apr 20 15:32:28 ubuntu dstat.sh[65404]: 20-04 15:32:28| 27  20  52   0   0| 994M 1348M  165M 5118M|  34k   13k|   0  1774k|   0  56.9 |5616  5662 |1.11 0.92 0.53|1.0   0 274|   0     0 |           | 10    5    0   17    1
Apr 20 15:32:29 ubuntu dstat.sh[65404]: 20-04 15:32:29| 34  15  48   1   0|1126M 1195M  165M 5260M| 171k 9887B|   0  2220k|   0  71.9 |6198  8002 |1.11 0.92 0.53|1.0   0 144|   0     0 |           | 11    4    0   17    2
Apr 20 15:32:30 ubuntu dstat.sh[65404]: 20-04 15:32:30| 36  12  51   0   0|1151M 1146M  166M 5280M|5107B 1622B|   0  5403k|   0  70.1 |4052  2784 |1.11 0.92 0.53|2.0   0 101|   0     0 |           | 11    6    0   17    2
Apr 20 15:32:31 ubuntu dstat.sh[65404]: 20-04 15:32:31| 38  13  48   0   0|1167M 1109M  167M 5298M|4378B 1457B|  20k 2415k|2.00  79.0 |4716  3524 |1.11 0.92 0.53|2.0   0 180|   0     0 |           | 11    6    0   19    2
Apr 20 15:32:32 ubuntu dstat.sh[65404]: 20-04 15:32:32| 42   7  49   1   0|1231M 1027M  168M 5312M|5068B 1621B|  16k 4886k|1.00   129 |3190  2225 |1.11 0.92 0.53|2.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 20 15:32:33 ubuntu dstat.sh[65404]: 20-04 15:32:33| 40   7  49   4   0|1245M  982M  169M 5339M|2956B  162B|   0    17M|   0  1063 |5828  8839 |1.18 0.94 0.54|2.0 1.0  10|   0     0 |           | 11    8    0   19    2
Apr 20 15:32:34 ubuntu dstat.sh[65404]: 20-04 15:32:34| 28   7  46  15   0|1264M  968M  170M 5333M|  10k 4022B|   0    51M|   0  4107 |  15k   29k|1.18 0.94 0.54|2.0 3.0  54|   0     0 |           | 11    6    0   19    0
