Mar 17 10:08:26 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Mar 17 10:08:26 ubuntu dstat.sh[60166]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Mar 17 10:08:26 ubuntu dstat.sh[60166]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Mar 17 10:08:26 ubuntu dstat.sh[60166]: 17-03 10:08:26|                   | 984M 1580M  159M 4912M|           |           |           |           |1.43 0.82 0.46|2.0   0    |           |           | 10    4    1   18    0
Mar 17 10:08:27 ubuntu dstat.sh[60166]: 17-03 10:08:27|  8  21  69   0   0| 992M 1572M  159M 4913M|3685B 1068B|   0  1164k|   0  52.0 |6084  4928 |1.43 0.82 0.46|1.5   0 432|   0     0 |           | 10    4    1   18    0
Mar 17 10:08:28 ubuntu dstat.sh[60166]: 17-03 10:08:28| 10  20  67   0   0| 956M 1607M  159M 4913M|4115B 1026B|   0   228k|   0  35.0 |6405  5570 |1.43 0.82 0.46|7.0   0 408|   0     0 |           | 10    4    1   18    0
Mar 17 10:08:29 ubuntu dstat.sh[60166]: 17-03 10:08:29| 16  16  67   0   0| 955M 1608M  159M 4913M|8379B 2124B|   0  8916k|   0   334 |5228  5575 |1.43 0.82 0.46|2.0   0 257|   0     0 |           | 10    3    1   18    1
Mar 17 10:08:30 ubuntu dstat.sh[60166]: 17-03 10:08:30| 23  14  61   0   0|1076M 1487M  159M 5035M|  16k 3751B|  16k 1204k|1.00   111 |5943  6824 |1.43 0.82 0.46|1.0   0 163|   0     0 |           | 11    5    1   17    2
Mar 17 10:08:31 ubuntu dstat.sh[60166]: 17-03 10:08:31| 30  12  57   1   0|1107M 1455M  160M 5038M|  40k   13k|   0  1789k|   0  71.2 |4690  8063 |1.48 0.84 0.47|5.0   0 235|   0     0 |           | 11    6    1   19    2
Mar 17 10:08:32 ubuntu dstat.sh[60166]: 17-03 10:08:32| 36   5  57   1   0|1193M 1367M  160M 5037M|  23k   12k|  32k 3171k|2.00  60.9 |2963    11k|1.48 0.84 0.47|3.0   0 2.0|   0     0 |           | 11    6    1   20    2
Mar 17 10:08:33 ubuntu dstat.sh[60166]: 17-03 10:08:33| 33   4  60   2   0|1222M 1335M  160M 5039M|  43k   14k|   0  6459k|   0   423 |4058  4908 |1.48 0.84 0.47|1.0 2.0  10|   0     0 |           | 11    8    1   20    2
Mar 17 10:08:34 ubuntu dstat.sh[60166]: 17-03 10:08:34| 24   6  53  14   0|1231M 1302M  162M 5061M| 139k   13k|   0    54M|   0  4076 |  16k   32k|1.48 0.84 0.47|4.0   0  69|   0     0 |           | 11    8    1   19    2
Mar 17 10:08:35 ubuntu dstat.sh[60166]: 17-03 10:08:35| 42   7  48   2   0|1187M 1328M  163M 5074M|  44k 2019B|   0    19M|   0  1050 |6070  8319 |1.48 0.84 0.47|3.0   0  79|   0     0 |           | 11    6    1   19    2
Mar 17 10:08:36 ubuntu dstat.sh[60166]: 17-03 10:08:36| 45   5  48   0   0|1238M 1260M  164M 5090M|5166B 1080B|   0  2108k|   0  60.0 |2976  1778 |1.52 0.86 0.48|4.0   0   0|   0     0 |           | 11    6    1   19    2
Mar 17 10:08:37 ubuntu dstat.sh[60166]: 17-03 10:08:37| 44   6  48   2   0|1271M 1202M  165M 5111M|4159B  974B|   0    10M|   0   517 |4007  3938 |1.52 0.86 0.48|2.0   0  10|   0     0 |           | 11    6    1   19    2
Mar 17 10:08:38 ubuntu dstat.sh[60166]: 17-03 10:08:38| 43   7  49   1   0|1317M 1127M  166M 5137M|3640B 1080B|   0  2600k|   0   101 |3138  2149 |1.52 0.86 0.48|2.0   0   0|   0     0 |           | 11    6    1   19    2
Mar 17 10:08:39 ubuntu dstat.sh[60166]: 17-03 10:08:39| 34  11  53   1   0|1286M 1147M  166M 5146M|9227B 3211B|   0  3118k|   0   141 |4623  3528 |1.52 0.86 0.48|2.0   0 240|   0     0 |           | 11    7    1   19    2
Mar 17 10:08:40 ubuntu dstat.sh[60166]: 17-03 10:08:40| 33  22  45   0   0|1169M 1280M  166M 5129M|4310B 1735B|   0   504k|   0  87.1 |6481  5197 |1.52 0.86 0.48|2.0   0 504|   0     0 |           | 11    4    1   19    0
Mar 17 10:08:41 ubuntu dstat.sh[60166]: 17-03 10:08:41| 43  17  39   0   0|1177M 1265M  166M 5135M|9534B 3241B|   0  1406k|   0  9.95 |5500  7819 |1.56 0.88 0.49|4.0   0 256|   0     0 |           | 11    4    1   19    0
Mar 17 10:08:42 ubuntu dstat.sh[60166]: 17-03 10:08:42| 62   8  30   0   0|1306M 1135M  166M 5137M|  10k 3932B|   0   530k|   0  8.04 |3523  1525 |1.56 0.88 0.49|3.0   0  28|   0     0 |           | 11    6    1   19    0
Mar 17 10:08:43 ubuntu dstat.sh[60166]: 17-03 10:08:43| 66  11  22   0   0|1314M 1121M  167M 5141M|3130B  282B|   0  1316k|   0  42.0 |  12k   19k|1.56 0.88 0.49|3.0   0  14|   0     0 |           | 11    5    1   19    0
Mar 17 10:08:44 ubuntu dstat.sh[60166]: 17-03 10:08:44| 46  15  38   0   0|1359M 1073M  167M 5144M|3962B 1011B|   0    18M|   0   143 |  12k   20k|1.56 0.88 0.49|1.0   0 138|   0     0 |           | 11    4    1   19    0
Mar 17 10:08:45 ubuntu dstat.sh[60166]: 17-03 10:08:45| 39   8  52   0   0|1405M 1040M  167M 5133M|3950B 1083B|   0  1780k|   0  74.2 |3383  2333 |1.56 0.88 0.49|2.0   0  48|   0     0 |           | 11    4    1   19    0
Mar 17 10:08:46 ubuntu dstat.sh[60166]: 17-03 10:08:46| 33   4  62   0   0|1394M 1050M  167M 5133M|3603B  970B|   0   319k|   0  60.9 |2561  1534 |1.51 0.88 0.49|1.0   0  50|   0     0 |           | 11    4    1   19    0
Mar 17 10:08:47 ubuntu dstat.sh[60166]: 17-03 10:08:47| 22   3  73   1   0|1287M 1157M  167M 5133M|3888B 1082B|   0  1547k|   0   224 |3696  4726 |1.51 0.88 0.49|2.0   0  18|   0     0 |           | 11    4    1   21    0
Mar 17 10:08:48 ubuntu dstat.sh[60166]: 17-03 10:08:48| 22   4  73   0   0|1321M 1122M  167M 5133M|3757B 1079B| 144k 2618k|6.99   155 |2200  1964 |1.51 0.88 0.49|1.0   0  25|   0     0 |           | 11    4    1   21    0
Mar 17 10:08:49 ubuntu dstat.sh[60166]: 17-03 10:08:49| 18   2  78   0   0|1336M 1108M  167M 5133M|8003B 5220B|   0  2489k|   0   141 |2492  2632 |1.51 0.88 0.49|3.0   0 1.0|   0     0 |           | 11   17    1   21    0
Mar 17 10:08:50 ubuntu dstat.sh[60166]: 17-03 10:08:50| 18   6  75   1   0|1335M 1108M  167M 5133M|7777B 5388B| 268k   13M|66.0   236 |3085  2785 |1.51 0.88 0.49|2.0   0  46|   0     0 |           | 11   28    1   22    0
Mar 17 10:08:51 ubuntu dstat.sh[60166]: 17-03 10:08:51| 18   3  78   0   0|1385M 1059M  167M 5133M|6194B 3461B|   0     0 |   0     0 |1677  1217 |1.47 0.89 0.49|3.0   0   0|   0     0 |           | 11   29    1   16    0
Mar 17 10:08:52 ubuntu dstat.sh[60166]: 17-03 10:08:52| 22   9  69   0   0|1331M 1112M  167M 5134M|7916B 5561B|   0    12k|   0  3.01 |3336  2730 |1.47 0.89 0.49|2.0   0 156|   0     0 |           | 11   28    1   17    0
Mar 17 10:08:53 ubuntu dstat.sh[60166]: 17-03 10:08:53| 36   5  58   0   0|1442M 1001M  167M 5134M|7676B 5604B|   0     0 |   0     0 |2737  1672 |1.47 0.89 0.49|1.0   0   0|   0     0 |           | 11   30    1   17    0
Mar 17 10:08:54 ubuntu dstat.sh[60166]: 17-03 10:08:54| 36   5  60   0   0|1363M 1080M  167M 5134M|  19k   15k|   0   256k|   0  34.0 |6436  8343 |1.47 0.89 0.49|2.0   0 9.0|   0     0 |           | 11   28    1   18    0
Mar 17 10:08:55 ubuntu dstat.sh[60166]: 17-03 10:08:55| 65  29   6   0   0|1507M  936M  167M 5134M|4034B  973B|   0    32M|   0   282 |6069  5248 |1.47 0.89 0.49|6.0   0 569|   0     0 |           | 11   28    1   18    0
Mar 17 10:08:56 ubuntu dstat.sh[60166]: 17-03 10:08:56| 86  11   2   0   0|1695M  748M  167M 5134M|  16k   13k|   0    84k|   0  5.00 |5328  3433 |1.67 0.94 0.51|5.0   0   0|   0     0 |           | 11   33    1   18    0
Mar 17 10:08:57 ubuntu dstat.sh[60166]: 17-03 10:08:57| 73  10  16   0   0|1640M  803M  167M 5134M|  36k   32k|   0   684k|   0  72.0 |8542    14k|1.67 0.94 0.51|4.0   0 101|   0     0 |           | 11   29    1   23    0
Mar 17 10:08:58 ubuntu dstat.sh[60166]: 17-03 10:08:58| 24  12  64   0   0|1526M  917M  167M 5134M|6563B 2153B|   0   347k|   0  37.9 |4087  3845 |1.67 0.94 0.51|2.0   0 209|   0     0 |           | 11   28    1   24    0
Mar 17 10:08:59 ubuntu dstat.sh[60166]: 17-03 10:08:59| 18   3  79   0   0|1501M  941M  167M 5134M|8701B 4345B|   0   124k|   0  8.01 |1952  1658 |1.67 0.94 0.51|2.0   0   0|   0     0 |           | 11   29    1   23    0
Mar 17 10:09:00 ubuntu dstat.sh[60166]: 17-03 10:09:00| 16   6  77   1   0|1457M  985M  167M 5134M|7596B 3678B|   0  9444k|   0   472 |3449  3568 |1.67 0.94 0.51|2.0   0  69|   0     0 |           | 11   28    1   24    0
Mar 17 10:09:01 ubuntu dstat.sh[60166]: 17-03 10:09:01| 18   2  78   0   0|1460M  983M  167M 5134M|7892B 4948B|   0   268k|   0  1.00 |1913  1668 |1.62 0.94 0.52|1.0   0   0|   0     0 |           | 11   29    1   24    0
Mar 17 10:09:02 ubuntu dstat.sh[60166]: 17-03 10:09:02| 15   8  76   0   0|1417M 1026M  167M 5134M|7262B 4182B|   0   172k|   0  19.0 |3952  3985 |1.62 0.94 0.52|1.0   0 166|   0     0 |           | 11   28    1   25    0
Mar 17 10:09:03 ubuntu dstat.sh[60166]: 17-03 10:09:03| 22  30  47   0   0|1407M 1036M  167M 5134M|4032B  972B|   0   272k|   0  21.0 |6532  5665 |1.62 0.94 0.52|6.0   0 817|   0     0 |           | 11   28    1   24    0
Mar 17 10:09:04 ubuntu dstat.sh[60166]: 17-03 10:09:04| 85  14   1   0   0|1607M  835M  167M 5134M|8749B 5683B|   0   204k|   0  10.0 |5148  2809 |1.62 0.94 0.52|4.0   0  55|   0     0 |           | 11   30    1   24    0
Mar 17 10:09:05 ubuntu dstat.sh[60166]: 17-03 10:09:05| 69   7  23   0   0|1642M  801M  167M 5134M|  39k   37k|   0  6559k|   0   143 |9548    14k|1.62 0.94 0.52|7.0   0   0|   0     0 |           | 11   32    1   24    0
Mar 17 10:09:06 ubuntu dstat.sh[60166]: 17-03 10:09:06| 75  20   4   0   0|1551M  891M  167M 5134M|  13k 8452B|   0   611k|   0  72.3 |7555  9085 |1.97 1.02 0.54|6.0   0 311|   0     0 |           | 11   28    1   25    0
Mar 17 10:09:07 ubuntu dstat.sh[60166]: 17-03 10:09:07| 88  12   0   0   0|1681M  761M  167M 5135M|  10k 7932B|   0   192k|   0  10.0 |5482  3489 |1.97 1.02 0.54|6.0   0   0|   0     0 |           | 11   30    1   25    0
Mar 17 10:09:08 ubuntu dstat.sh[60166]: 17-03 10:09:08| 71   9  19   0   0|1706M  736M  167M 5135M|  44k   41k|   0   728k|   0  41.0 |9364    13k|1.97 1.02 0.54|1.0   0  50|   0     0 |           | 11   33    1   26    0
Mar 17 10:09:09 ubuntu dstat.sh[60166]: 17-03 10:09:09| 58  14  27   0   0|1522M  920M  167M 5135M|  21k   16k|   0   304k|   0  29.0 |7205  9556 |1.97 1.02 0.54|2.0   0 248|   0     0 |           | 11   28    1   30    0
Mar 17 10:09:10 ubuntu dstat.sh[60166]: 17-03 10:09:10| 32   5  61   0   0|1518M  923M  167M 5135M|  10k 7644B|   0    80M|   0   451 |3535  3225 |1.97 1.02 0.54|2.0   0 2.0|   0     0 |           | 11   30    1   30    0
Mar 17 10:09:11 ubuntu dstat.sh[60166]: 17-03 10:09:11| 42  17  41   0   0|1491M  951M  167M 5135M|  15k   12k|   0  1574k|   0  27.0 |6677  7642 |1.97 1.04 0.55|6.0   0 328|   0     0 |           | 11   28    1   32    0
Mar 17 10:09:12 ubuntu dstat.sh[60166]: 17-03 10:09:12| 54   8  37   0   0|1539M  903M  167M 5135M|  13k 9564B|   0   499k|   0  12.0 |3703  2562 |1.97 1.04 0.55|4.0   0  50|   0     0 |           | 11   31    1   32    0
Mar 17 10:09:13 ubuntu dstat.sh[60166]: 17-03 10:09:13| 51   9  40   0   0|1504M  937M  167M 5135M|  25k   20k|   0   444k|   0  49.0 |7501    11k|1.97 1.04 0.55|7.0   0 150|   0     0 |           | 11   28    1   33    0
Mar 17 10:09:14 ubuntu dstat.sh[60166]: 17-03 10:09:14| 82  17   1   0   0|1558M  883M  167M 5135M|6545B 1896B|   0   180k|   0  8.01 |4896  2371 |1.97 1.04 0.55|2.0   0 108|   0     0 |           | 11   29    2   33    0
Mar 17 10:09:15 ubuntu dstat.sh[60166]: 17-03 10:09:15| 52   6  41   0   0|1574M  868M  167M 5136M|  37k   33k|   0   371k|   0  23.0 |8387    12k|1.97 1.04 0.55|3.0   0   0|   0     0 |           | 11   31    1   33    1
Mar 17 10:09:16 ubuntu dstat.sh[60166]: 17-03 10:09:16| 64  19  17   0   0|1499M  942M  167M 5136M|  11k 6621B|   0  3453k|   0   203 |5791  6511 |2.06 1.07 0.57|4.0   0 324|   0     0 |           | 11   28    1   36    0
Mar 17 10:09:17 ubuntu dstat.sh[60166]: 17-03 10:09:17| 52   7  41   0   0|1549M  893M  167M 5136M|  16k   14k|   0   753k|   0  14.0 |4372  3409 |2.06 1.07 0.57|2.0   0   0|   0     0 |           | 11   31    1   36    0
Mar 17 10:09:18 ubuntu dstat.sh[60166]: 17-03 10:09:18| 45  15  38   0   0|1445M  996M  167M 5136M|  21k   17k|   0  1444k|   0  87.0 |7677    10k|2.06 1.07 0.57|3.0   0 299|   0     0 |           | 11   28    1   38    0
Mar 17 10:09:19 ubuntu dstat.sh[60166]: 17-03 10:09:19| 58   8  33   0   0|1535M  906M  167M 5136M|9096B 6867B|   0   180k|   0  8.00 |3552  1477 |2.06 1.07 0.57|  0   0   0|   0     0 |           | 11   31    1   33    0
Mar 17 10:09:20 ubuntu dstat.sh[60166]: 17-03 10:09:20| 48   6  46   0   0|1508M  932M  167M 5136M|  28k   23k|   0   604k|   0  25.0 |7707    10k|2.06 1.07 0.57|4.0   0  21|   0     0 |           | 11   28    1   36    0
Mar 17 10:09:21 ubuntu dstat.sh[60166]: 17-03 10:09:21| 62  17  21   0   0|1470M  970M  167M 5136M|4228B  972B|   0  2619k|   0   100 |4271  2622 |2.13 1.11 0.58|3.0   0 267|   0     0 |           | 11   28    1   36    0
Mar 17 10:09:22 ubuntu dstat.sh[60166]: 17-03 10:09:22| 42   5  52   0   0|1497M  944M  167M 5136M|  27k   23k|   0   188k|   0  18.0 |6113  7735 |2.13 1.11 0.58|4.0   0   0|   0     0 |           | 11   30    1   36    1
Mar 17 10:09:23 ubuntu dstat.sh[60166]: 17-03 10:09:23| 62  12  25   0   0|1484M  956M  167M 5136M|6919B 3920B|   0   339k|   0  31.9 |5129  4253 |2.13 1.11 0.58|3.0   0 112|   0     0 |           | 11   28    1   35    0
Mar 17 10:09:24 ubuntu dstat.sh[60166]: 17-03 10:09:24| 48   5  46   0   0|1542M  899M  168M 5136M|  21k   19k|   0   164k|   0  10.0 |4614  5103 |2.13 1.11 0.58|1.0   0   0|   0     0 |           | 11   31    1   35    0
Mar 17 10:09:25 ubuntu dstat.sh[60166]: 17-03 10:09:25| 61  22  16   0   0|1492M  949M  168M 5136M|  12k 8325B|   0  1409k|   0   103 |7536  8963 |2.13 1.11 0.58|6.0   0 536|   0     0 |           | 11   28    1   37    0
Mar 17 10:09:26 ubuntu dstat.sh[60166]: 17-03 10:09:26| 82  18   0   0   0|1655M  785M  168M 5136M|6070B 3312B|   0  1043k|   0   125 |5643  4657 |2.52 1.20 0.61|9.0   0 428|   0     0 |           | 11   29    1   37    0
Mar 17 10:09:27 ubuntu dstat.sh[60166]: 17-03 10:09:27| 74  22   3   0   0|1717M  723M  168M 5137M|  44k   42k|   0   396k|   0  28.0 |7726  9460 |2.52 1.20 0.61|5.0   0 603|   0     0 |           | 11   33    1   37    0
Mar 17 10:09:28 ubuntu dstat.sh[60166]: 17-03 10:09:28| 81  16   3   0   0|1649M  791M  168M 5137M|  24k   19k|   0   568k|   0  51.0 |7208  7960 |2.52 1.20 0.61|5.0   0 263|   0     0 |           | 11   28    1   38    0
Mar 17 10:09:29 ubuntu dstat.sh[60166]: 17-03 10:09:29| 82  13   4   0   0|1697M  743M  168M 5137M|  19k   16k|   0   124k|   0  6.00 |5528  4457 |2.52 1.20 0.61|6.0   0  30|   0     0 |           | 11   31    1   38    0
Mar 17 10:09:30 ubuntu dstat.sh[60166]: 17-03 10:09:30| 62  10  27   0   0|1606M  833M  168M 5137M|  39k   35k|   0  1741k|   0  36.9 |9102    14k|2.52 1.20 0.61|4.0   0 101|   0     0 |           | 11   30    1   41    0
Mar 17 10:09:31 ubuntu dstat.sh[60166]: 17-03 10:09:31| 25  22  52   0   0|1453M  986M  168M 5137M|  12k 7772B|   0    16k|   0  4.01 |7196  7488 |2.40 1.20 0.62|2.0   0 639|   0     0 |           | 11   28    1   41    0
