May 20 05:05:28 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 05:05:28 ubuntu dstat.sh[65533]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 05:05:28 ubuntu dstat.sh[65533]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 05:05:28 ubuntu dstat.sh[65533]: 20-05 05:05:28|                   | 997M 1323M  165M 5140M|           |           |           |           |0.98 0.80 0.45|3.0   0    |           |           | 10    3    0   18    1
May 20 05:05:29 ubuntu dstat.sh[65533]: 20-05 05:05:29| 19  21  57   0   0|1004M 1315M  165M 5140M|  22k 7591B|   0  1931k|   0  78.0 |6232  5154 |0.98 0.81 0.45|2.5   0 462|   0     0 |           | 10    4    0   18    1
May 20 05:05:30 ubuntu dstat.sh[65533]: 20-05 05:05:30| 24  19  56   1   0| 992M 1326M  165M 5140M|  43k   15k|   0  2847k|   0  77.4 |6250  5802 |0.98 0.81 0.45|6.0   0 412|   0     0 |           | 10    5    0   18    1
May 20 05:05:31 ubuntu dstat.sh[65533]: 20-05 05:05:31| 27  18  53   1   0|1010M 1307M  165M 5141M|  18k   10k|   0  1090k|   0  35.1 |6393  7876 |0.98 0.81 0.45|1.0 1.0 288|   0     0 |           | 10    5    0   18    1
May 20 05:05:32 ubuntu dstat.sh[65533]: 20-05 05:05:32| 27  10  62   0   0|1139M 1178M  165M 5263M|  43k   15k|   0  2003k|   0  63.0 |4399  4250 |0.98 0.81 0.45|2.0   0 106|   0     0 |           | 11    7    0   17    1
May 20 05:05:33 ubuntu dstat.sh[65533]: 20-05 05:05:33| 31  10  57   1   0|1142M 1158M  166M 5279M| 182k   17k|  16k 2397k|1.00  68.0 |4580  3512 |0.98 0.81 0.45|2.0   0 190|   0     0 |           | 11    7    0   19    1
May 20 05:05:34 ubuntu dstat.sh[65533]: 20-05 05:05:34| 45   6  49   1   0|1201M 1083M  167M 5292M|4959B 1753B|  16k 2906k|1.00  79.0 |3183  1922 |1.06 0.83 0.46|2.0   0 1.0|   0     0 |           | 11    6    0   19    2
May 20 05:05:35 ubuntu dstat.sh[65533]: 20-05 05:05:35| 42   5  48   4   0|1225M 1037M  167M 5310M|4862B 1621B|   0    14M|   0   938 |5889  7956 |1.06 0.83 0.46|3.0   0  10|   0     0 |           | 11    8    0   19    2
May 20 05:05:36 ubuntu dstat.sh[65533]: 20-05 05:05:36| 31   6  46  15   0|1236M  995M  169M 5337M|5843B 1622B|   0    45M|   0  2878 |  14k   25k|1.06 0.83 0.46|2.0   0  45|   0     0 |           | 11    8    0   19    2
May 20 05:05:37 ubuntu dstat.sh[65533]: 20-05 05:05:37| 40   9  43   6   0|1153M 1047M  170M 5363M|5681B 1615B|   0    38M|   0  2543 |9614    16k|1.06 0.83 0.46|2.0   0 103|   0     0 |           | 11    6    0   19    2
May 20 05:05:38 ubuntu dstat.sh[65533]: 20-05 05:05:38| 44   6  49   1   0|1231M  975M  171M 5356M|5294B 1999B|   0  3239k|   0   234 |3311  2085 |1.06 0.83 0.46|2.0   0 2.0|   0     0 |           | 11    4    0   19    0
May 20 05:05:39 ubuntu dstat.sh[65533]: 20-05 05:05:39| 40   6  52   1   0|1266M  940M  171M 5356M|  10k 3741B|   0  8730k|   0   600 |3898  3579 |1.14 0.85 0.47|3.0   0  43|   0     0 |           | 11    5    0   19    0
May 20 05:05:40 ubuntu dstat.sh[65533]: 20-05 05:05:40| 44   6  49   0   0|1325M  875M  171M 5362M|5167B 1794B|   0  1840k|   0   112 |2995  1635 |1.14 0.85 0.47|2.0   0 3.0|   0     0 |           | 11    4    0   19    0
May 20 05:05:41 ubuntu dstat.sh[65533]: 20-05 05:05:41| 39   8  52   1   0|1293M  900M  172M 5367M|  12k 4669B|   0  2560k|   0   303 |8689    12k|1.14 0.85 0.47|3.0   0 140|   0     0 |           | 11    4    0   19    0
May 20 05:05:42 ubuntu dstat.sh[65533]: 20-05 05:05:42| 32  25  42   0   0|1249M  943M  172M 5367M|4335B 1567B|   0   188k|   0  17.0 |  18k   29k|1.14 0.85 0.47|2.0   0 587|   0     0 |           | 11    4    0   19    0
May 20 05:05:43 ubuntu dstat.sh[65533]: 20-05 05:05:43| 49  18  32   0   0|1207M  998M  172M 5357M|4344B 1509B|   0  2300k|   0  66.9 |5545  6931 |1.14 0.85 0.47|3.0   0 258|   0     0 |           | 11    5    0   19    0
May 20 05:05:44 ubuntu dstat.sh[65533]: 20-05 05:05:44| 65   8  27   0   0|1272M  932M  172M 5357M|4802B 1713B|   0    60k|   0  10.0 |3916  1815 |1.21 0.86 0.47|2.0   0  71|   0     0 |           | 11    5    0   19    0
May 20 05:05:45 ubuntu dstat.sh[65533]: 20-05 05:05:45| 44   7  49   0   0|1290M  913M  172M 5357M|4800B 1620B|   0   424k|   0  41.0 |2826  1430 |1.21 0.86 0.47|3.0   0   0|   0     0 |           | 11    5    0   19    0
May 20 05:05:46 ubuntu dstat.sh[65533]: 20-05 05:05:46| 26   8  64   0   0|1312M  889M  172M 5360M|4533B 1457B|   0  1327k|   0   109 |3514  3884 |1.21 0.86 0.47|  0   0 118|   0     0 |           | 11    4    0   19    0
May 20 05:05:47 ubuntu dstat.sh[65533]: 20-05 05:05:47| 23   5  72   1   0|1362M  840M  172M 5360M|4500B 1620B|   0  2580k|   0  84.0 |2615  2807 |1.21 0.86 0.47|1.0   0  23|   0     0 |           | 11    4    0   19    0
May 20 05:05:48 ubuntu dstat.sh[65533]: 20-05 05:05:48| 24   2  73   0   0|1379M  822M  172M 5360M|5158B 1619B|   0     0 |   0     0 |1709  1121 |1.21 0.86 0.47|1.0   0   0|   0     0 |           | 11    4    0   19    0
May 20 05:05:49 ubuntu dstat.sh[65533]: 20-05 05:05:49| 21   4  71   1   0|1312M  889M  172M 5360M|4993B 1624B|   0  2033k|   0   229 |3994  5007 |1.19 0.87 0.48|1.0   0  43|   0     0 |           | 11    4    0   21    0
May 20 05:05:50 ubuntu dstat.sh[65533]: 20-05 05:05:50| 23   3  74   0   0|1371M  830M  172M 5360M|4573B 1456B| 144k 2597k|6.99   119 |1798  1177 |1.19 0.87 0.48|1.0   0   0|   0     0 |           | 11    4    0   21    0
May 20 05:05:51 ubuntu dstat.sh[65533]: 20-05 05:05:51| 19   4  76   0   0|1388M  813M  172M 5360M|8819B 5759B|8181B   26M|2.00   176 |2742  2706 |1.19 0.87 0.48|1.0   0 1.0|   0     0 |           | 11   17    0   21    0
May 20 05:05:52 ubuntu dstat.sh[65533]: 20-05 05:05:52| 18   5  74   1   0|1390M  811M  172M 5360M|9079B 6296B| 260k 3391k|64.0   140 |2933  2812 |1.19 0.87 0.48|1.0   0  45|   0     0 |           | 11   28    0   22    0
May 20 05:05:53 ubuntu dstat.sh[65533]: 20-05 05:05:53| 18   3  78   0   0|1436M  764M  172M 5360M|8637B 5766B|   0   112k|   0  8.00 |1873  1597 |1.19 0.87 0.48|1.0   0   0|   0     0 |           | 11   29    0   22    0
May 20 05:05:54 ubuntu dstat.sh[65533]: 20-05 05:05:54| 24   9  65   0   0|1427M  773M  172M 5361M|8125B 4525B|   0    88k|   0  9.00 |3480  2654 |1.26 0.89 0.49|2.0   0 156|   0     0 |           | 11   28    0   23    0
May 20 05:05:55 ubuntu dstat.sh[65533]: 20-05 05:05:55| 38   5  57   0   0|1487M  714M  172M 5361M|  13k 9454B|   0    68k|   0  4.01 |3241  2410 |1.26 0.89 0.49|2.0   0   0|   0     0 |           | 11   30    0   23    0
May 20 05:05:56 ubuntu dstat.sh[65533]: 20-05 05:05:56| 36   9  55   1   0|1393M  807M  172M 5361M|  17k   12k|   0    39M|   0   745 |6437  8129 |1.26 0.89 0.49|5.0   0 146|   0     0 |           | 11   28    0   24    0
May 20 05:05:57 ubuntu dstat.sh[65533]: 20-05 05:05:57| 73  25   2   0   0|1541M  659M  172M 5361M|4697B 1458B|   0  2455k|   0  32.0 |5528  4318 |1.26 0.89 0.49|6.0   0 433|   0     0 |           | 11   28    0   18    0
May 20 05:05:58 ubuntu dstat.sh[65533]: 20-05 05:05:58| 87  11   2   0   0|1721M  479M  172M 5361M|  23k   21k|   0  4098B|   0  1.00 |6337  5037 |1.26 0.89 0.49|4.0   0   0|   0     0 |           | 11   33    0   18    0
May 20 05:05:59 ubuntu dstat.sh[65533]: 20-05 05:05:59| 71  12  16   0   0|1571M  629M  172M 5361M|  31k   26k|   0   948k|   0  67.0 |9106    14k|1.32 0.90 0.49|4.0   0 234|   0     0 |           | 11   29    0   23    0
May 20 05:06:00 ubuntu dstat.sh[65533]: 20-05 05:06:00| 19   6  72   0   0|1551M  649M  172M 5361M|5950B 2508B|   0   275k|   0  21.9 |3106  2918 |1.32 0.90 0.49|1.0   0  76|   0     0 |           | 11   28    0   24    0
May 20 05:06:01 ubuntu dstat.sh[65533]: 20-05 05:06:01| 19   3  78   0   0|1528M  672M  172M 5361M|9655B 6009B|   0   353k|   0  10.0 |2190  2069 |1.32 0.90 0.49|1.0   0   0|   0     0 |           | 11   29    0   24    0
May 20 05:06:02 ubuntu dstat.sh[65533]: 20-05 05:06:02| 16   6  76   0   0|1481M  719M  172M 5361M|7268B 4014B|   0   755k|   0  48.9 |3134  3106 |1.32 0.90 0.49|2.0   0  68|   0     0 |           | 11   28    0   25    0
May 20 05:06:03 ubuntu dstat.sh[65533]: 20-05 05:06:03| 18   3  79   0   0|1490M  710M  172M 5361M|9076B 5538B|   0     0 |   0     0 |1892  1595 |1.32 0.90 0.49|1.0   0   0|   0     0 |           | 11   29    0   25    0
May 20 05:06:04 ubuntu dstat.sh[65533]: 20-05 05:06:04| 14  11  75   0   0|1429M  770M  172M 5361M|8149B 4517B|   0   889k|   0  57.1 |4693  4894 |1.29 0.91 0.50|1.0   0 293|   0     0 |           | 11   28    0   26    0
May 20 05:06:05 ubuntu dstat.sh[65533]: 20-05 05:06:05| 42  29  29   0   0|1444M  756M  172M 5361M|5520B 1620B|   0    48k|   0  12.0 |6215  5253 |1.29 0.91 0.50|6.0   0 745|   0     0 |           | 11   28    0   24    0
May 20 05:06:06 ubuntu dstat.sh[65533]: 20-05 05:06:06| 83  10   6   0   0|1633M  567M  172M 5361M|  17k   13k|   0    50M|   0   549 |5718  4589 |1.29 0.91 0.50|6.0   0   0|   0     0 |           | 11   31    0   24    0
May 20 05:06:07 ubuntu dstat.sh[65533]: 20-05 05:06:07| 76   7  16   0   0|1646M  553M  172M 5361M|  38k   34k|   0  1339k|   0  63.9 |  10k   15k|1.29 0.91 0.50|7.0   0 2.0|   0     0 |           | 11   29    0   25    0
May 20 05:06:08 ubuntu dstat.sh[65533]: 20-05 05:06:08| 79  20   1   0   0|1573M  626M  172M 5361M|9938B 6317B|   0   316k|   0  21.0 |5862  6023 |1.29 0.91 0.50|7.0   0 307|   0     0 |           | 11   28    0   25    0
May 20 05:06:09 ubuntu dstat.sh[65533]: 20-05 05:06:09| 86  11   3   0   0|1706M  493M  172M 5361M|  19k   16k|   0   407k|   0  12.0 |5304  3507 |1.51 0.96 0.52| 10   0 2.0|   0     0 |           | 11   33    0   25    0
May 20 05:06:10 ubuntu dstat.sh[65533]: 20-05 05:06:10| 81   8  11   0   0|1708M  491M  172M 5362M|  43k   39k|   0   240k|   0  23.0 |9746    15k|1.51 0.96 0.52|7.0   0  24|   0     0 |           | 11   30    0   29    0
May 20 05:06:11 ubuntu dstat.sh[65533]: 20-05 05:06:11| 62  14  23   0   0|1557M  642M  172M 5362M|  15k   11k|   0    26M|   0   272 |6576  7510 |1.51 0.96 0.52|5.0   0 265|   0     0 |           | 11   28    0   30    0
May 20 05:06:12 ubuntu dstat.sh[65533]: 20-05 05:06:12| 33   4  61   0   0|1572M  627M  172M 5362M|  15k   11k|   0    12M|   0  46.0 |3198  2967 |1.51 0.96 0.52|3.0   0 9.0|   0     0 |           | 11   30    0   30    0
May 20 05:06:13 ubuntu dstat.sh[65533]: 20-05 05:06:13| 51  18  30   0   0|1488M  711M  172M 5362M|  13k 9776B|   0   332k|   0  27.0 |6057  6628 |1.51 0.96 0.52|3.0   0 377|   0     0 |           | 11   28    0   32    0
May 20 05:06:14 ubuntu dstat.sh[65533]: 20-05 05:06:14| 55   7  38   0   0|1548M  651M  172M 5362M|  17k   14k|   0   200k|   0  9.99 |4052  2860 |1.63 0.99 0.53|4.0   0   0|   0     0 |           | 11   31    0   32    0
May 20 05:06:15 ubuntu dstat.sh[65533]: 20-05 05:06:15| 54  14  31   0   0|1499M  700M  172M 5362M|  21k   17k|   0   361k|   0  46.1 |7679    11k|1.63 0.99 0.53|6.0   0 259|   0     0 |           | 11   28    0   33    0
May 20 05:06:16 ubuntu dstat.sh[65533]: 20-05 05:06:16| 76  10  13   0   0|1595M  603M  172M 5362M|  15k   11k|   0   200k|   0  12.0 |5005  2674 |1.63 0.99 0.53|2.0   0   0|   0     0 |           | 11   32    0   33    0
May 20 05:06:17 ubuntu dstat.sh[65533]: 20-05 05:06:17| 65   7  28   0   0|1571M  627M  172M 5363M|  36k   31k|   0   517k|   0  41.1 |9510    14k|1.63 0.99 0.53|5.0   0  22|   0     0 |           | 11   28    0   36    0
