Jun 16 06:25:57 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 16 06:25:58 ubuntu dstat.sh[65943]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 16 06:25:58 ubuntu dstat.sh[65943]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 16 06:25:58 ubuntu dstat.sh[65943]: 16-06 06:25:58|                   | 949M 1402M  163M 5109M|           |           |           |           |1.07 0.85 0.49|2.0   0    |           |           | 10    5    0   17    0
Jun 16 06:25:59 ubuntu dstat.sh[65943]: 16-06 06:25:59| 18  21  59   0   0| 953M 1398M  163M 5109M|  40k   13k|   0  1799k|   0   118 |5741  4291 |1.11 0.86 0.49|1.5 0.5 397|   0     0 |           | 10    6    0   17    0
Jun 16 06:26:00 ubuntu dstat.sh[65943]: 16-06 06:26:00| 21  21  55   1   0| 962M 1388M  164M 5110M|  26k   14k|   0  1966k|   0  89.0 |5644  4130 |1.15 0.87 0.49|2.0   0 371|   0     0 |           | 10    6    0   17    0
Jun 16 06:26:01 ubuntu dstat.sh[65943]: 16-06 06:26:01| 24  21  54   1   0| 957M 1392M  164M 5110M|  43k   14k|   0  1804k|   0  59.0 |5806  5375 |1.15 0.87 0.49|2.0   0 263|   0     0 |           | 10    6    0   17    0
Jun 16 06:26:02 ubuntu dstat.sh[65943]: 16-06 06:26:02| 34  17  46   0   0|1107M 1242M  164M 5233M|  23k   11k|   0  4800k|   0  55.9 |6745    22k|1.15 0.87 0.49|1.0   0 178|   0     0 |           | 11    5    0   18    1
Jun 16 06:26:03 ubuntu dstat.sh[65943]: 16-06 06:26:03| 28  10  61   1   0|1120M 1204M  164M 5256M| 173k 7035B|   0  1690k|   0  57.1 |3335  2292 |1.15 0.87 0.49|2.0   0  81|   0     0 |           | 11    6    0   18    2
Jun 16 06:26:04 ubuntu dstat.sh[65943]: 16-06 06:26:04| 37  13  47   1   0|1135M 1169M  165M 5272M|5225B 1454B|   0  2007k|   0  63.8 |4487  2938 |1.22 0.89 0.50|3.0   0 166|   0     0 |           | 11    6    0   18    2
Jun 16 06:26:05 ubuntu dstat.sh[65943]: 16-06 06:26:05| 40   9  49   0   0|1194M 1087M  166M 5293M|4583B 1459B|  32k 2603k|2.00  59.1 |3274  2254 |1.22 0.89 0.50|2.0   0  34|   0     0 |           | 11    6    0   19    2
Jun 16 06:26:06 ubuntu dstat.sh[65943]: 16-06 06:26:06| 43   5  49   1   0|1236M 1026M  167M 5308M|5183B 1457B|   0  4420k|   0   126 |3304  2342 |1.22 0.89 0.50|1.0 1.0   0|   0     0 |           | 11    6    0   19    2
Jun 16 06:26:07 ubuntu dstat.sh[65943]: 16-06 06:26:07| 36   8  45   9   0|1236M  991M  169M 5338M|5195B 1458B|   0    32M|   0  2062 |9518    16k|1.22 0.89 0.50|5.0   0  28|   0     0 |           | 11    8    0   19    2
Jun 16 06:26:08 ubuntu dstat.sh[65943]: 16-06 06:26:08| 35   8  42  14   0|1241M  988M  170M 5333M|5197B 2105B|   0    54M|   0  3828 |  15k   28k|1.22 0.89 0.50|4.0   0  55|   0     0 |           | 11    6    0   19    0
Jun 16 06:26:09 ubuntu dstat.sh[65943]: 16-06 06:26:09| 38   9  48   2   0|1219M 1010M  170M 5333M|8805B 2792B|   0    14M|   0   971 |5775  6983 |1.36 0.92 0.52|1.0   0 109|   0     0 |           | 11    5    0   19    0
Jun 16 06:26:10 ubuntu dstat.sh[65943]: 16-06 06:26:10| 41   7  51   1   0|1239M  983M  170M 5339M|7549B 3400B|   0  3259k|   0   209 |3073  1869 |1.36 0.92 0.52|2.0   0 5.0|   0     0 |           | 11    4    0   19    0
Jun 16 06:26:11 ubuntu dstat.sh[65943]: 16-06 06:26:11| 45   9  45   1   0|1174M 1046M  170M 5341M|4704B 1460B|   0  7217k|   0   471 |  11k   18k|1.36 0.92 0.52|2.0   0  22|   0     0 |           | 11    4    0   19    0
Jun 16 06:26:12 ubuntu dstat.sh[65943]: 16-06 06:26:12| 42  11  46   0   0|1215M 1005M  170M 5341M|4752B 1618B|   0  1470k|   0  70.9 |9877    17k|1.36 0.92 0.52|2.0   0  20|   0     0 |           | 11    4    0   19    0
Jun 16 06:26:13 ubuntu dstat.sh[65943]: 16-06 06:26:13| 45   5  49   0   0|1199M 1029M  170M 5333M|4499B 1620B|   0   372k|   0  30.0 |2848  1593 |1.36 0.92 0.52|2.0   0  10|   0     0 |           | 11    4    0   19    0
Jun 16 06:26:14 ubuntu dstat.sh[65943]: 16-06 06:26:14| 20  24  56   0   0|1118M 1110M  170M 5333M|4444B 1622B|   0    20k|   0  5.00 |5958  4515 |1.41 0.94 0.52|1.0   0 430|   0     0 |           | 11    4    0   19    0
