Jun 19 14:09:38 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 19 14:09:38 ubuntu dstat.sh[64866]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 19 14:09:38 ubuntu dstat.sh[64866]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 19 14:09:38 ubuntu dstat.sh[64866]: 19-06 14:09:38|                   |1043M 1312M  163M 5106M|           |           |           |           |1.22 0.89 0.48|2.0   0    |           |           | 10    6    0   17    0
Jun 19 14:09:39 ubuntu dstat.sh[64866]: 19-06 14:09:39| 23  20  55   1   0|1039M 1315M  163M 5106M|  44k   15k|   0  3388k|   0   173 |6073  4862 |1.25 0.90 0.48|2.0   0 387|   0     0 |           | 10    6    0   17    0
Jun 19 14:09:40 ubuntu dstat.sh[64866]: 19-06 14:09:40| 23  23  52   0   0|1028M 1309M  164M 5123M| 185k   16k|   0  2361k|   0   122 |5913  4554 |1.29 0.91 0.49|4.0   0 378|   0     0 |           | 10    5    0   17    1
Jun 19 14:09:41 ubuntu dstat.sh[64866]: 19-06 14:09:41| 39  19  41   1   0|1000M 1319M  165M 5139M|4758B 1526B|   0  5432k|   0  87.1 |6537  6637 |1.29 0.91 0.49|3.0   0 288|   0     0 |           | 10    4    0   17    2
Jun 19 14:09:42 ubuntu dstat.sh[64866]: 19-06 14:09:42| 34  10  54   0   0|1110M 1190M  165M 5276M|4518B 1727B|   0  1339k|   0  30.0 |4604  4651 |1.29 0.91 0.49|3.0   0  74|   0     0 |           | 11    4    0   17    2
Jun 19 14:09:43 ubuntu dstat.sh[64866]: 19-06 14:09:43| 27   9  62   1   0|1110M 1165M  166M 5298M|3007B  486B|   0  2881k|   0   122 |3219  2663 |1.29 0.91 0.49|4.0   0  81|   0     0 |           | 11    6    0   17    2
Jun 19 14:09:44 ubuntu dstat.sh[64866]: 19-06 14:09:44| 38  14  48   1   0|1114M 1142M  167M 5314M|3913B  972B|   0  2376k|   0  87.0 |4674  3362 |1.42 0.95 0.50|3.0   0 183|   0     0 |           | 11    6    0   19    2
Jun 19 14:09:45 ubuntu dstat.sh[64866]: 19-06 14:09:45| 39   8  49   1   0|1177M 1052M  168M 5337M|4441B 1621B|  32k 3777k|2.00  93.0 |3074  2168 |1.42 0.95 0.50|3.0   0  17|   0     0 |           | 11    6    0   19    2
Jun 19 14:09:46 ubuntu dstat.sh[64866]: 19-06 14:09:46| 44   7  49   0   0|1237M 1008M  168M 5320M|5327B 2102B|   0  2038k|   0   123 |3216  1783 |1.42 0.95 0.50|3.0   0  35|   0     0 |           | 11    4    0   19    0
Jun 19 14:09:47 ubuntu dstat.sh[64866]: 19-06 14:09:47| 31   6  50  10   0|1244M  988M  169M 5331M|  11k 4673B|   0    30M|   0  2518 |  11k   19k|1.42 0.95 0.50|1.0 1.0  43|   0     0 |           | 11    6    0   19    0
Jun 19 14:09:48 ubuntu dstat.sh[64866]: 19-06 14:09:48| 37  10  42   8   0|1277M  950M  170M 5336M|5142B 1614B|   0    45M|   0  3598 |  20k   37k|1.42 0.95 0.50|3.0   0  56|   0     0 |           | 11    4    0   19    0
Jun 19 14:09:49 ubuntu dstat.sh[64866]: 19-06 14:09:49| 41  13  43   1   0|1268M  958M  170M 5336M|6423B 1621B|   0    15M|   0   748 |  12k   21k|1.47 0.96 0.51|2.0   0  92|   0     0 |           | 11    4    0   19    0
