Apr 30 17:13:45 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 30 17:13:45 ubuntu dstat.sh[64968]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 30 17:13:45 ubuntu dstat.sh[64968]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 30 17:13:45 ubuntu dstat.sh[64968]: 30-04 17:13:45|                   | 991M 1350M  162M 5123M|           |           |           |           |1.48 1.14 0.62|3.0 1.0    |           |           | 10    5    0   17    0
Apr 30 17:13:46 ubuntu dstat.sh[64968]: 30-04 17:13:46| 15  22  62   1   0| 990M 1351M  162M 5123M|  38k   11k|   0  9309k|   0   420 |5962  4454 |1.46 1.14 0.62|2.0 0.5 391|   0     0 |           | 10    6    0   17    0
Apr 30 17:13:47 ubuntu dstat.sh[64968]: 30-04 17:13:47| 23  22  53   0   0|1002M 1338M  163M 5123M|  17k 9279B|   0  1372k|   0   234 |5826  4348 |1.44 1.14 0.62|1.0   0 391|   0     0 |           | 10    6    0   17    0
Apr 30 17:13:48 ubuntu dstat.sh[64968]: 30-04 17:13:48| 29  18  50   1   0|1022M 1317M  163M 5124M|  39k   11k|   0  1804k|   0  56.0 |6246  7300 |1.44 1.14 0.62|3.0   0 306|   0     0 |           | 10    5    0   17    1
Apr 30 17:13:49 ubuntu dstat.sh[64968]: 30-04 17:13:49| 25  11  60   0   0|1137M 1185M  163M 5262M| 174k   11k|   0  1912k|   0  51.0 |4628  5604 |1.44 1.14 0.62|2.0   0  74|   0     0 |           | 11    4    0   17    2
Apr 30 17:13:50 ubuntu dstat.sh[64968]: 30-04 17:13:50| 32   8  58   1   0|1153M 1152M  164M 5275M|2699B    0 |   0  1475k|   0  73.0 |3444  2717 |1.44 1.14 0.62|4.0   0  93|   0     0 |           | 11    6    0   17    2
Apr 30 17:13:51 ubuntu dstat.sh[64968]: 30-04 17:13:51| 38  13  48   0   0|1176M 1110M  164M 5291M|2176B    0 |  16k 7757k|1.00   146 |4572  3595 |1.65 1.19 0.64|3.0   0 189|   0     0 |           | 11    6    0   19    2
Apr 30 17:13:52 ubuntu dstat.sh[64968]: 30-04 17:13:52| 40   7  49   1   0|1247M 1012M  165M 5315M|2519B    0 |  16k 5079k|1.00   135 |3143  2243 |1.65 1.19 0.64|3.0   0   0|   0     0 |           | 11    6    0   19    2
Apr 30 17:13:53 ubuntu dstat.sh[64968]: 30-04 17:13:53| 42   5  48   3   0|1267M  962M  167M 5341M|1923B    0 |   0  9387k|   0   524 |4864  6042 |1.65 1.19 0.64|6.0 1.0  10|   0     0 |           | 11    8    0   19    2
Apr 30 17:13:54 ubuntu dstat.sh[64968]: 30-04 17:13:54| 27   6  49  13   0|1302M  927M  168M 5338M|8308B 2659B|   0    35M|   0  2736 |  13k   24k|1.65 1.19 0.64|7.0 1.0  45|   0     0 |           | 11    6    0   19    0
