Apr 24 02:20:28 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 24 02:20:28 ubuntu dstat.sh[64966]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 24 02:20:28 ubuntu dstat.sh[64966]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 24 02:20:28 ubuntu dstat.sh[64966]: 24-04 02:20:28|                   | 980M 1365M  163M 5118M|           |           |           |           |1.35 0.95 0.51|3.0   0    |           |           | 10    5    0   17    0
Apr 24 02:20:29 ubuntu dstat.sh[64966]: 24-04 02:20:29| 19  21  59   1   0| 993M 1352M  163M 5118M|  47k   17k|   0  2269k|   0  73.0 |5588  4113 |1.35 0.95 0.51|2.5   0 346|   0     0 |           | 10    6    0   17    0
Apr 24 02:20:30 ubuntu dstat.sh[64966]: 24-04 02:20:30| 25  22  51   0   0|1010M 1334M  163M 5118M|  22k   14k|   0    11M|   0   254 |5693  4121 |1.35 0.95 0.51|1.0   0 363|   0     0 |           | 10    6    0   17    0
Apr 24 02:20:31 ubuntu dstat.sh[64966]: 24-04 02:20:31| 27  20  51   0   0|1017M 1326M  164M 5119M|  38k   12k|   0  1582k|   0  52.1 |5979  5614 |1.35 0.95 0.51|3.0   0 327|   0     0 |           | 10    5    0   17    1
Apr 24 02:20:32 ubuntu dstat.sh[64966]: 24-04 02:20:32| 35  14  50   0   0|1128M 1197M  164M 5258M| 174k   10k|  32k 1899k|2.99  51.9 |5979  7822 |1.33 0.95 0.52|1.0   0 128|   0     0 |           | 11    5    1   17    1
Apr 24 02:20:33 ubuntu dstat.sh[64966]: 24-04 02:20:33| 30   8  61   1   0|1149M 1161M  165M 5270M|4550B 1832B|   0  2070k|   0  63.2 |3360  2557 |1.33 0.95 0.52|2.0 1.0  86|   0     0 |           | 11    6    1   17    2
Apr 24 02:20:34 ubuntu dstat.sh[64966]: 24-04 02:20:34| 40  12  47   0   0|1165M 1126M  165M 5286M|4157B 1573B|   0  1839k|   0  67.0 |4806  3550 |1.33 0.95 0.52|2.0   0 201|   0     0 |           | 11    6    1   19    2
Apr 24 02:20:35 ubuntu dstat.sh[64966]: 24-04 02:20:35| 42   7  48   1   0|1231M 1032M  166M 5310M|4733B 1692B|  32k 9131k|2.00   169 |3447  2520 |1.33 0.95 0.52|2.0   0   0|   0     0 |           | 11    6    1   19    2
Apr 24 02:20:36 ubuntu dstat.sh[64966]: 24-04 02:20:36| 44   4  48   2   0|1262M  971M  167M 5336M|4783B 1534B|   0  5605k|   0   343 |4320  4452 |1.33 0.95 0.52|2.0   0  10|   0     0 |           | 11    8    1   19    2
Apr 24 02:20:37 ubuntu dstat.sh[64966]: 24-04 02:20:37| 29   6  48  14   0|1274M  961M  169M 5332M|  11k 4414B|   0    38M|   0  2869 |  14k   24k|1.46 0.98 0.53|2.0 1.0  46|   0     0 |           | 11    6    1   19    0
Apr 24 02:20:38 ubuntu dstat.sh[64966]: 24-04 02:20:38| 38  10  45   6   0|1200M 1032M  169M 5333M|3872B 1239B|   0    32M|   0  2248 |  10k   18k|1.46 0.98 0.53|1.0   0 137|   0     0 |           | 11    5    1   19    0
Apr 24 02:20:39 ubuntu dstat.sh[64966]: 24-04 02:20:39| 41   6  53   1   0|1266M  960M  170M 5339M|8350B 2646B|   0  2633k|   0   167 |2785  1699 |1.46 0.98 0.53|2.0   0 2.0|   0     0 |           | 11    4    1   19    0
Apr 24 02:20:40 ubuntu dstat.sh[64966]: 24-04 02:20:40| 41   5  52   1   0|1252M  967M  170M 5344M|  11k 4563B|   0  8378k|   0   408 |3705  3269 |1.46 0.98 0.53|2.0   0  29|   0     0 |           | 11    4    1   19    0
Apr 24 02:20:41 ubuntu dstat.sh[64966]: 24-04 02:20:41| 43   9  46   0   0|1310M  909M  170M 5344M|4635B 1619B|   0  1899k|   0  15.0 |  11k   20k|1.46 0.98 0.53|2.0   0  13|   0     0 |           | 11    4    1   19    0
