Jun 23 21:58:27 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 23 21:58:27 ubuntu dstat.sh[65405]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 23 21:58:27 ubuntu dstat.sh[65405]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 23 21:58:27 ubuntu dstat.sh[65405]: 23-06 21:58:27|                   |1011M 1342M  164M 5107M|           |           |           |           |1.78 1.04 0.54|1.0   0    |           |           | 10    6    0   17    0
Jun 23 21:58:28 ubuntu dstat.sh[65405]: 23-06 21:58:28| 21  20  56   0   0|1014M 1339M  164M 5107M|  43k   13k|   0  1997k|   0  66.9 |6312  5246 |1.78 1.04 0.54|1.5   0 506|   0     0 |           | 10    6    0   17    0
Jun 23 21:58:29 ubuntu dstat.sh[65405]: 23-06 21:58:29| 27  19  52   1   0| 995M 1340M  164M 5124M| 185k   18k|   0  2116k|   0  63.5 |6544  5968 |1.78 1.04 0.54|2.0   0 461|   0     0 |           | 10    5    0   17    1
Jun 23 21:58:30 ubuntu dstat.sh[65405]: 23-06 21:58:30| 38  17  42   1   0|1126M 1191M  165M 5261M|5130B 1631B|   0  1599k|   0  68.0 |5926  7936 |1.78 1.04 0.54|1.0   0 200|   0     0 |           | 11    4    0   17    2
Jun 23 21:58:31 ubuntu dstat.sh[65405]: 23-06 21:58:31| 32   9  57   0   0|1143M 1156M  166M 5276M|5036B 1511B|   0  5085k|   0  49.0 |3552  2523 |1.78 1.04 0.54|3.0   0  91|   0     0 |           | 11    6    0   17    2
Jun 23 21:58:32 ubuntu dstat.sh[65405]: 23-06 21:58:32| 37  12  48   2   0|1144M 1131M  166M 5297M|4886B 1460B|  16k 3326k|1.00   134 |4848  3823 |1.80 1.05 0.55|2.0   0 190|   0     0 |           | 11    6    0   19    2
Jun 23 21:58:33 ubuntu dstat.sh[65405]: 23-06 21:58:33| 43   6  49   0   0|1193M 1065M  167M 5310M|5253B 1562B|  16k 3512k|1.00  73.8 |3080  1939 |1.80 1.05 0.55|3.0   0   0|   0     0 |           | 11    6    0   19    2
Jun 23 21:58:34 ubuntu dstat.sh[65405]: 23-06 21:58:34| 44   4  48   1   0|1228M 1000M  169M 5336M|5152B 1617B|   0  4872k|   0   143 |3216  2101 |1.80 1.05 0.55|4.0   0 1.0|   0     0 |           | 11    8    0   19    2
Jun 23 21:58:35 ubuntu dstat.sh[65405]: 23-06 21:58:35| 31   9  45  12   0|1275M  961M  170M 5328M|5568B 2109B|   0    40M|   0  3559 |  14k   27k|1.80 1.05 0.55|2.0 1.0  74|   0     0 |           | 11    6    0   19    0
Jun 23 21:58:36 ubuntu dstat.sh[65405]: 23-06 21:58:36| 32  10  47   7   0|1272M  955M  170M 5334M|  12k 4670B|   0    41M|   0  3253 |  12k   21k|1.80 1.05 0.55|2.0   0 119|   0     0 |           | 11    4    0   19    0
